rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
-14.861322184675007,20,3000,0.965125,299.0,10,,
-15.217585909280661,40,6000,0.9302499999999999,299.0,20,,
-15.213390550833697,60,9000,0.8953749999999999,299.0,30,,
-16.630246889031106,81,12000,0.8604999999999999,299.0,40,,
-16.39712702171476,102,15000,0.8256250000000002,299.0,50,,
-16.618324355678087,123,18000,0.7907500000000001,299.0,60,,
-16.251512629230167,144,20860,0.7575025,297.0,70,424,0.00013520785796572454
-15.649011809853286,170,23820,0.7230925000000001,296.75,80,1904,7.503689676013892e-05
-15.19040028998066,193,26548,0.6913795,293.97777777777776,90,3272,0.00016489686186105246
-14.580484587577864,219,29548,0.6565045,294.48,100,4768,0.0002739060037129093
-14.163523140072424,243,32340,0.6240475000000001,292.4,110,6168,0.0002914981741923839
-13.565348445797328,269,35340,0.5891725000000001,292.4,120,7664,0.0005287653220875654
-13.019477669302605,291,37962,0.5586917499999999,288.62,130,8976,0.00926361190067837
-11.645555559473696,308,39897,0.536197375,277.97,140,9944,0.009767871582880616
-11.09094455957648,329,42188,0.5095645,270.88,150,11088,0.0013792952013318427
-10.049029664520416,347,44233,0.4857913749999999,261.33,160,12112,0.0016401031170971692
-9.220897003354072,364,46087,0.46423862500000024,251.27,170,13040,0.002199363138061017
-8.70642841902757,382,48153,0.440221375,242.33,180,14072,0.010346610361011699
-8.17587531447828,398,49943,0.4194126250000001,232.95,190,14968,0.011044692277209833
-7.649690644889332,409,51120,0.4057299999999999,214.72,200,15552,0.004042406071675941
-7.177287894793418,425,52862,0.38547924999999994,204.22,210,16424,0.0054584951139986515
-6.49259168919733,432,53706,0.3756677500000002,182.66,220,16848,0.013731477432884276
-5.85849765195556,442,54722,0.36385675000000006,166.6,230,17360,0.01670753414509818
-5.446160019539884,449,55520,0.3545799999999999,155.23,240,17752,0.016254171263426542
-4.801802145124982,459,56581,0.34224587500000014,142.93,250,18288,0.022992034908384085
-4.307203724468557,466,57319,0.3336666250000002,129.86,260,18656,0.021850128861842677
-4.006342301895473,473,58138,0.3241457500000001,119.51,270,19064,0.03497443028027192
-3.657680973951561,481,59029,0.31378787500000016,107.76,280,19512,0.030980606330558658
-3.3625739852218004,490,59984,0.30268600000000023,99.41,290,19984,0.022802037885412574
-3.250480383396144,497,60729,0.29402537500000014,95.09,300,20360,0.053802677313797176
-2.9417963051361267,505,61631,0.2835396250000002,86.69,310,20808,0.023366387467831373
-2.978560510653372,514,62590,0.27239125,87.84,320,21288,0.030459714238531888
-2.8836889316804353,521,63370,0.26332374999999986,85.48,330,21680,0.04924455191940069
-2.79831232141494,527,64013,0.255848875,83.93,340,22000,0.03129006712697446
-2.700908458173053,534,64768,0.24707200000000007,80.87,350,22376,0.034726850455626845
-2.80115744915949,542,65634,0.23700475,82.15,360,22816,0.04369197925552726
-2.7699415618871437,549,66346,0.22872775,81.08,370,23168,0.06155036063864827
-2.7641511489240087,556,67083,0.22016012500000004,79.54,380,23536,0.04386709746904671
-2.6526881026235243,562,67752,0.2123830000000001,76.68,390,23872,0.05017759755719453
-2.545030117341327,567,68258,0.20650075000000012,74.29,400,24128,0.04757847893051803
-2.4932030082064673,573,68903,0.199002625,71.72,410,24448,0.048008669167757034
-2.362714174020329,578,69447,0.19267862500000021,67.57,420,24720,0.05097586987540126
-2.286285749306258,583,69967,0.18663362500000003,64.97,430,24976,0.047027041437104344
-2.296672595485374,589,70579,0.1795191250000001,64.66,440,25288,0.06139016384258866
-2.1812442490329884,593,71019,0.17440412500000024,61.51,450,25504,0.04991420404985547
-2.0275393708483005,598,71542,0.16832425000000006,58.08,460,25768,0.045684605836868286
-1.9662893539744857,603,72137,0.16140737500000024,56.91,470,26064,0.045769515447318554
-1.8745102548208492,608,72656,0.155374,54.73,480,26320,0.04617079487070441
-1.794304019144497,612,73091,0.15031712500000016,52.39,490,26544,0.04982868768274784
-1.7813314022899527,616,73554,0.14493475000000033,51.96,500,26776,0.05562439747154713
-1.7150214653508593,621,74048,0.1391920000000001,50.45,510,27016,0.05470815347507596
-1.6692540801600608,625,74482,0.13414674999999998,49.35,520,27240,0.04811884881928563
-1.6566085435623292,630,74972,0.12845050000000025,49.05,530,27480,0.05300454795360565
-1.584592959209692,634,75437,0.12304487500000016,47.58,540,27712,0.042312771547585726
-1.5824616265510372,638,75849,0.11825537499999994,47.3,550,27920,0.04419944807887077
-1.549428197421791,642,76301,0.11300087500000011,46.59,560,28144,0.043328364845365286
-1.5052351200346599,647,76752,0.10775800000000013,45.15,570,28368,0.045549155212938786
-1.4500180001387393,651,77183,0.10274762500000001,44.27,580,28584,0.04716194327920675
-1.4226020416960379,654,77558,0.09838824999999995,43.67,590,28776,0.047447002958506346
-1.4277672970158068,659,78059,0.09256412499999989,44.05,600,29024,0.044121487997472286
-1.3879347399791546,663,78475,0.08772812500000027,43.27,610,29232,0.0395723688416183
-1.3956536914671225,667,78937,0.08235737500000018,43.55,620,29464,0.04269765049684793
-1.3776782128809038,672,79385,0.07714937500000019,43.13,630,29688,0.036326084518805146
-1.3709281736443677,676,79864,0.07158100000000012,43.27,640,29928,0.048076631501317024
-1.3410236253549022,680,80223,0.07,42.74,650,30104,0.040227857418358326
-1.3182766606957128,683,80621,0.07,42.2,660,30304,0.03316366137005389
-1.306371694852912,688,81087,0.07,42.35,670,30536,0.041482559870928526
-1.2849548374532558,691,81458,0.07,41.75,680,30728,0.038093399722129107
-1.3089182716888836,696,81905,0.07,42.47,690,30952,0.04095246875658631
-1.274745015939827,700,82321,0.07,41.62,700,31160,0.03333928668871522
-1.2879177080287854,705,82885,0.07,43.1,710,31440,0.040027123875916004
-1.2663650388721668,709,83340,0.07,43.03,720,31664,0.043275842908769846
-1.2510711633688913,713,83761,0.07,42.76,730,31880,0.040806908160448074
-1.2402416153385614,721,84584,0.07,46.2,740,32288,0.043284235056489706
-1.5140295455639832,737,86296,0.07,59.73,750,33144,0.034429586958140135
-1.8128396739613257,758,88662,0.07,79.41,760,34328,0.033349110279232264
-2.046342250644009,776,90575,0.07,93.88,770,35280,0.03553651599213481
-2.4807011751872743,794,92613,0.07,110.55,780,36304,0.02382296381983906
-3.093385792639444,822,95613,0.07,136.08,790,37800,0.026887613348662853
-3.7317488843884665,850,98613,0.07,161.92,800,39304,0.022350206854753196
-4.512782989826588,877,101613,0.07,186.28,810,40800,0.019910639617592096
-5.326810349733348,905,104613,0.07,211.73,820,42304,0.014805208542384207
-6.069875639953144,933,107613,0.07,237.52,830,43800,0.013835912104696035
-6.726462387453104,955,110076,0.07,253.92,840,45032,0.012386573129333556
-7.4502267335176215,983,113076,0.07,266.8,850,46536,0.009301611920818686
-7.661841552120706,1011,116076,0.07,273.14,860,48032,0.01109859871212393
-8.080969841765231,1037,118871,0.07,281.96,870,49432,0.007828887552022934
-8.314418628263722,1064,121871,0.07,291.58,880,50928,0.008122765575535595
-8.139834740367327,1091,124762,0.07,290.49,890,52376,0.009358529932796955
-7.9997003723557,1117,127539,0.07,288.26,900,53768,0.008465274120680988
-8.187927736892734,1144,130420,0.07,287.07,910,55208,0.005953555169980973
-7.625922554490716,1162,132439,0.07,277.26,920,56216,0.006108951347414404
-7.2333448095354616,1180,134378,0.07,266.65,930,57184,0.00663219834677875
-6.984271042168323,1204,136962,0.07,267.86,940,58480,0.005221674655331299
-6.367896993199703,1225,139184,0.07,260.08,950,59584,0.009661119082011282
-6.184165476044267,1249,141825,0.07,256.49,960,60912,0.005007969855796546
-6.058533898482113,1274,144490,0.07,255.19,970,62240,0.004496139707043767
-5.696752003889582,1297,147023,0.07,250.52,980,63504,0.004629594302969053
-5.4948689370595005,1315,148937,0.07,240.75,990,64464,0.005349624087102711
-5.2378326367529064,1334,151023,0.07,233.84,1000,65504,0.006042386288754642
-4.5580253860847675,1357,153418,0.07,228.98,1010,66704,0.004337830643635243
-4.424228234528142,1369,154763,0.07,222.24,1020,67376,0.004081600083736703
-4.232750426382079,1383,156294,0.07,218.16,1030,68144,0.004930491733830422
-3.8996719255939967,1392,157218,0.07,201.56,1040,68608,0.004253945662640035
-3.725710769546981,1406,158702,0.07,194.18,1050,69344,0.004233544139424339
-3.5524713867039956,1420,160218,0.07,182.93,1060,70104,0.004622952488716692
-3.368491990834607,1439,162220,0.07,176.3,1070,71104,0.004169300518697128
-3.179068640419865,1450,163357,0.07,162.34,1080,71672,0.003397637017769739
-3.1511327712491704,1467,165178,0.07,161.41,1090,72584,0.003279241529526189
-3.1777624594754563,1488,167435,0.07,163.12,1100,73712,0.0038170614279806614
-3.111261119325674,1504,169099,0.07,155.81,1110,74544,0.003279401338659227
-3.2367962928209186,1519,170757,0.07,158.94,1120,75376,0.0031133773445617408
-3.217209717123908,1533,172221,0.07,158.27,1130,76104,0.003255201387219131
-3.346185670810239,1550,174085,0.07,167.67,1140,77040,0.003049178601941094
-3.331608580169323,1563,175506,0.07,167.04,1150,77752,0.0026761753542814404
-3.238800134453675,1571,176365,0.07,160.47,1160,78176,0.002664701110916212
-2.949412386962743,1580,177246,0.07,149.26,1170,78616,0.0028405456250766292
-2.8821432650098324,1586,177868,0.07,144.11,1180,78928,0.002772485837340355
-2.8514581672711863,1602,179694,0.07,144.16,1190,79840,0.002440425247186795
-2.7518791935253124,1617,181281,0.07,137.46,1200,80640,0.0024960318114608526
-2.636261137486258,1628,182343,0.07,131.44,1210,81168,0.002498075657058507
-2.535503912658136,1640,183666,0.07,128.09,1220,81832,0.0023310034011956304
-2.5104909230076804,1652,184938,0.07,126.17,1230,82464,0.0025305452290922403
-2.431012575771988,1664,186239,0.07,120.54,1240,83112,0.0022178573271958157
-2.3163035542957906,1671,186968,0.07,113.62,1250,83480,0.0022920162737136707
-2.289792441272173,1677,187665,0.07,112.0,1260,83832,0.0025154651084449142
-2.423146978375079,1694,189492,0.07,121.46,1270,84744,0.002529730219976045
-2.4341110281765994,1700,190108,0.07,121.4,1280,85048,0.0018919946596724913
-2.3255039141543428,1709,191012,0.07,112.18,1290,85504,0.0020866624254267663
-2.211542455096725,1716,191855,0.07,104.74,1300,85920,0.0019972903828602284
-2.1511723192048495,1724,192668,0.07,102.25,1310,86328,0.001896305664558895
-2.0624166134482795,1731,193386,0.07,96.2,1320,86688,0.0020588448824128136
-1.9757645338138898,1737,194022,0.07,89.84,1330,87008,0.0017708796221995726
-1.8488809153666554,1743,194610,0.07,82.71,1340,87304,0.001970745113794692
-1.8451641693537437,1750,195330,0.07,82.62,1350,87664,0.001757672434905544
-1.8407428187936838,1755,195907,0.07,81.42,1360,87952,0.0019364114123163745
-1.695996000589531,1763,196776,0.07,71.84,1370,88384,0.001976306361029856
-1.7920507501115313,1774,197919,0.07,77.11,1380,88952,0.0017885034176288173
-1.7922000064875139,1782,198772,0.07,76.6,1390,89384,0.0018798073142534122
-1.7809990923422812,1789,199516,0.07,75.61,1400,89752,0.0016418400191469118
