time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
2,85.2,10,862,0.9799584999999998,-4.694371615485915,,
2,65.5,20,1330,0.9690774999999998,-3.68560427200458,,
3,69.73333333333333,30,2122,0.9506635,-3.98327441256951,,
5,81.45,40,3298,0.9233215,-4.530584534520463,,
6,76.9,50,3895,0.90944125,-4.367799286572271,,
7,79.81666666666666,60,4849,0.8872607500000002,-4.712194187227964,,
8,70.55714285714286,70,5009,0.8835407500000001,-4.165254604076162,,
9,67.6875,80,5495,0.8722412499999999,-3.959075001734159,,
11,73.53333333333333,90,6708,0.844039,-4.3738668860940475,,
12,72.52,100,7352,0.829066,-4.311085517031582,,
13,68.64,110,7826,0.8180455,-4.130316873873658,,
14,69.13,120,8343,0.8060252500000002,-4.189836735381192,,
16,70.05,130,9227,0.7854722499999999,-4.36079938112333,,
17,63.46,140,9744,0.773452,-4.049398002480815,,
20,63.37,150,10332,0.7597809999999998,-4.037067240472265,160,0.12067489954642951
29,67.31,160,11680,0.72844,-4.201099917234493,832,0.14843952926821657
39,78.87,170,12996,0.6978429999999999,-4.955202733213693,1496,0.16713780630379915
50,88.55,180,14450,0.6640374999999998,-5.5595041300174035,2224,0.12203102825878887
58,88.0,190,15608,0.6371140000000001,-5.462030331725645,2800,0.17795204556023236
65,91.17,200,16569,0.6147707499999997,-5.668075789394506,3280,0.12141611962579191
72,95.89,210,17515,0.5927762500000002,-5.97659156672081,3752,0.05849537496396806
79,100.14,220,18457,0.5708747500000003,-6.137998341316135,4224,0.1593161425262224
87,101.93,230,19520,0.54616,-6.00247788461275,4752,0.06732606748118997
93,104.17,240,20261,0.5289317500000001,-6.032469657392431,5128,0.12266356125473976
96,102.85,250,20717,0.5183297499999999,-5.861233375897666,5352,0.09476384159643203
100,94.63,260,21243,0.5061002500000003,-5.29114500775761,5616,0.11547695228364319
106,88.68,270,21964,0.4893369999999999,-4.736963016926935,5976,0.14213342091534287
112,82.32,280,22782,0.4703185000000003,-4.292375232924786,6384,0.1424291403964162
117,77.56,290,23464,0.45446200000000014,-3.9283619235794474,6728,0.11566568154376
123,75.47,300,24216,0.4369780000000002,-3.6629965951596644,7104,0.12321253016125411
126,70.59,310,24674,0.42632950000000014,-3.311440473160679,7336,0.08991089218761772
132,67.94,320,25351,0.41058925000000024,-3.1952376371200653,7672,0.11684130708454177
136,63.45,330,25965,0.39631375000000024,-3.0140303823954806,7976,0.10805140237789601
141,61.36,340,26497,0.3839447500000003,-2.962692819468765,8248,0.09792396577540785
144,61.4,350,26957,0.3732497500000004,-2.986708110383568,8472,0.1451376648619771
149,62.39,360,27582,0.3587185000000003,-3.092926075409662,8784,0.09753588866442442
154,61.35,370,28199,0.3443732500000002,-3.093510850836239,9096,0.14617220172658563
158,58.45,380,28727,0.33209725000000023,-2.9308811329544198,9360,0.1532510578399524
162,56.38,390,29202,0.3210535000000002,-2.837515434561431,9600,0.16163542086724192
166,54.9,400,29806,0.3070105000000001,-2.820674248073907,9896,0.16202955227345228
170,54.81,410,30255,0.29657124999999995,-2.808789856221679,10120,0.153949954546988
174,53.03,420,30754,0.2849695000000003,-2.6691765359898785,10376,0.13670711626764387
177,51.62,430,31227,0.2739722499999999,-2.5603896830409227,10608,0.11001106607727706
181,51.48,440,31745,0.26192875000000004,-2.5593190063593028,10872,0.1566630930174142
185,51.72,450,32229,0.2506757500000002,-2.581618410594785,11112,0.13543332973495126
190,51.06,460,32788,0.2376790000000002,-2.5243069204484048,11392,0.15270354691892862
194,50.05,470,33304,0.22568200000000005,-2.509723167609201,11648,0.17972027696669102
197,48.18,480,33645,0.21775374999999975,-2.4168050108229835,11816,0.11590715567581356
201,48.05,490,34107,0.20701225000000012,-2.3874202163231333,12048,0.15096936747431755
204,46.58,500,34564,0.1963870000000002,-2.273662502198225,12280,0.1001717783510685
208,46.52,510,35007,0.18608724999999993,-2.295242321393132,12496,0.171812541782856
212,46.05,520,35459,0.17557825000000027,-2.3053401008670975,12728,0.08275603014044464
215,45.77,530,35904,0.16523200000000005,-2.306091137586135,12944,0.08202195493504405
218,44.43,540,36288,0.1563039999999999,-2.2142944818437873,13136,0.0912130365613848
