rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9557320000000001,10,1904,189.4,11.851498292406248,1,,
0.9079067500000002,20,3961,197.05,11.538112799582612,4,,
0.8684514999999998,30,5658,187.6,11.100345912662288,6,,
0.8242532499999999,40,7559,187.975,10.775742562792724,9,,
0.7782647500000002,50,9537,189.74,10.865462013430436,11,,
0.7348337500000001,60,11405,189.08333333333334,10.560340348608072,19,696,0.03826410364581534
0.6830095000000003,70,13634,193.77142857142857,10.2582163871336,30,1816,0.00010063724403153174
0.64239175,80,15381,191.2625,9.826029554963416,38,2688,0.07689891292829998
0.6125387500000001,90,16665,184.16666666666666,9.350920452799636,45,3328,0.02902457861637231
0.593683,100,17476,173.76,8.729510235456594,49,3736,0.04840972243619035
0.5668292500000001,110,18631,166.27,7.982115620275413,55,4312,0.05865491747681517
0.5514144999999997,120,19294,152.33,7.139106013394102,59,4640,0.010288141587807331
0.5242817500000001,130,20461,147.03,6.594902201518709,64,5224,0.02005027014092775
0.5018455000000004,140,21426,137.67,5.994668438572769,69,5712,0.04877129964006599
0.47654949999999974,150,22514,128.77,5.2953744288368485,75,6256,0.029562123003415763
0.4534855,160,23506,120.01,4.79322184624199,81,6752,0.05928879235580098
0.41549499999999995,170,25140,114.06,4.5721040252848635,89,7568,0.09615478065097705
0.36227575000000023,180,27429,119.48,4.751766380118919,102,8712,0.05910323609714396
0.33042325000000006,190,28799,120.34,4.707886897655623,109,9392,0.051136754045728594
0.27625075,200,31129,135.53,5.2119289855489646,122,10560,0.04146733751986176
0.2134060000000001,210,33832,151.01,5.748010753062248,136,11912,0.05297083270852454
0.14958475000000027,220,36577,171.83,6.402191995996772,151,13288,0.034543755871709436
0.07983475000000018,230,39577,190.16,6.91582635870431,167,14784,0.05596826080000028
0.07,240,42577,210.51,7.496015468410626,182,16288,0.02570418600225821
0.07,250,45020,224.06,7.842778721246478,195,17504,0.027296208194456995
0.07,260,47605,239.99,8.258041250271924,208,18800,0.03836461447644979
0.07,270,49770,245.3,8.300475491769816,220,19880,0.03864813438849524
0.07,280,52110,245.81,8.167375221395115,232,21048,0.048848499718587846
0.07,290,54381,254.82,8.330326265210752,244,22184,0.05095490498933941
0.07,300,56837,256.08,8.202564654182943,257,23416,0.062401821254752576
0.07,310,58860,249.28,7.842870550798601,267,24424,0.041576328221708536
0.07,320,60878,242.01,7.531858694608493,278,25432,0.028595067327842116
0.07,330,62451,227.74,7.027367114195285,286,26224,0.040575474267825484
0.07,340,64257,215.8,6.598625799587827,296,27128,0.028541442239657044
0.07,350,65845,207.25,6.306029475757249,304,27920,0.053457328234799206
0.07,360,67464,197.59,5.952795784854005,312,28728,0.029607686738017946
0.07,370,69055,191.85,5.725922380521472,321,29520,0.01758574869018048
0.07,380,71513,193.03,5.6916365178914905,333,30752,0.02951247664168477
0.07,390,74394,199.13,5.859968559159407,348,32192,0.005692106555216014
0.07,400,76413,194.76,5.759983531638004,359,33200,0.041567857086192816
0.07,410,78368,194.08,5.733812681522408,369,34176,0.031317230488639325
0.07,420,81135,201.57,5.91925660929746,384,35560,0.08005096920533106
0.07,430,83353,208.02,6.0688078452199035,395,36672,0.04327412089332938
0.07,440,84847,204.9,5.971634152072057,403,37416,0.09046216146089137
0.07,450,86546,206.01,5.959851918627104,412,38272,0.03064705984434113
0.07,460,88337,207.73,5.970592808019663,421,39168,0.017587034380994737
0.07,470,89655,205.0,5.8998193452681384,428,39824,0.03128952899714932
0.07,480,90968,193.55,5.560740584864151,435,40480,0.01799906144151464
0.07,490,92387,178.93,5.108937637411924,443,41192,0.017999696196056902
0.07,500,94231,177.18,5.010529014498478,453,42112,0.07997272466309369
0.07,510,95671,172.03,4.793696201886646,460,42832,0.031737539859022945
0.07,520,97752,165.17,4.475457444205802,471,43872,0.04248931643087417
0.07,530,99613,161.6,4.316781467235555,481,44800,0.05470040813088417
0.07,540,101398,164.51,4.333863458407356,490,45696,0.054407511255703866
0.07,550,103207,165.61,4.351771156323254,499,46600,0.07908717438112944
0.07,560,104934,164.97,4.433720444925523,508,47464,0.05369686149060726
0.07,570,107140,173.85,4.67674251102334,520,48568,0.015354495233623311
0.07,580,109285,182.17,4.855932551000382,531,49640,0.09177828565589152
0.07,590,111583,190.96,5.0414936016431895,544,50784,0.04027786647202447
0.07,600,113706,193.75,5.093851162466803,555,51848,0.06440678497892804
0.07,610,115751,199.8,5.268849290092509,566,52872,0.027539397386135533
0.07,620,116760,189.08,5.05548291452287,571,53376,0.027110947368782945
0.07,630,118668,189.55,5.1599981462921365,581,54328,0.027824731208966114
0.07,640,119887,183.89,5.0270538474265045,587,54936,0.013950923734228127
0.07,650,121331,180.24,4.899045113165525,594,55664,0.03869326150015695
0.07,660,123044,180.1,4.817596741952705,603,56520,0.05119291377195623
0.07,670,124343,171.03,4.685533633445592,610,57168,0.06396695620787796
0.07,680,125424,160.39,4.452335780874769,616,57704,0.05048908122989815
0.07,690,126638,149.55,4.184622327123777,622,58312,0.0629018081308459
0.07,700,127350,135.44,3.8384609229693307,626,58672,0.09685930798877962
0.07,710,128646,127.95,3.634833391775629,632,59320,0.026023117985459976
0.07,720,130340,134.8,3.785514992302284,641,60168,0.050426899251760915
0.07,730,131315,125.47,3.4471774364646084,646,60656,0.026235211102175526
0.07,740,132975,129.88,3.539070836508248,655,61480,0.0388116210087901
0.07,750,133734,123.03,3.3808598578135793,659,61864,0.06185998278670013
0.07,760,135086,119.42,3.2401726507185113,666,62536,0.037037066256743856
0.07,770,135912,114.69,3.0063734078904885,671,62952,0.03804901603143662
0.07,780,137204,116.8,3.018173005264294,677,63600,0.061210658997879364
0.07,790,138531,117.93,3.044789868319873,685,64264,0.013521140659577213
0.07,800,139956,125.06,3.2242117371819305,692,64976,0.07361765176756307
0.07,810,141520,127.74,3.280879874724072,700,65752,0.060924429999431595
0.07,820,142741,123.01,3.2066100381107416,707,66368,0.013805075446725823
0.07,830,143394,119.79,3.129420578508262,710,66696,0.01407828314404469
0.07,840,144505,114.3,3.220327864369299,716,67248,0.08511556099983864
0.07,850,145662,118.28,3.3130198476973844,722,67824,0.03759917875868268
0.07,860,146469,112.83,3.2160788487617844,726,68232,0.037889129656832665
0.07,870,147931,119.19,3.3381529434054227,734,68960,0.072760119146551
0.07,880,149356,120.52,3.397560237197264,741,69672,0.049870973962242715
0.07,890,151134,125.03,3.507279785960612,751,70560,0.03738261332910042
0.07,900,152131,120.75,3.417415974207105,756,71064,0.08564941051008645
0.07,910,154075,124.55,3.503835599252554,766,72032,0.07386856056109536
0.07,920,155014,121.73,3.409679323305637,771,72504,0.03799250158772338
0.07,930,156113,126.19,3.542653439664185,777,73056,0.049142316391225904
0.07,940,157704,130.99,3.4465783738730824,785,73848,0.10863752773730084
0.07,950,159025,132.63,3.4896872263085625,792,74512,0.05071484704967588
0.07,960,161221,146.52,3.806758192157586,803,75608,0.026756676656077616
0.07,970,163355,153.24,3.9864591740618196,814,76672,0.05974304411211051
0.07,980,165058,156.02,4.0385634901575145,823,77528,0.1323891133069992
0.07,990,166714,154.8,4.008884152427524,832,78352,0.10767654588562436
0.07,1000,168326,160.95,4.099059591211176,840,79160,0.08044152171351016
0.07,1010,169814,156.39,4.0140002708363,848,79904,0.08272315269277897
0.07,1020,171615,165.01,4.285969874964169,857,80800,0.09564648193190806
0.07,1030,172989,167.76,4.433278212208588,865,81488,0.05016383095062338
0.07,1040,173732,159.28,4.258314696485822,868,81864,0.0366897058847826
0.07,1050,175302,161.77,4.353720147571022,877,82648,0.05865751823876053
0.07,1060,176984,156.63,4.223930383278052,885,83488,0.09418399858986959
0.07,1070,178250,147.95,4.140259518094697,892,84120,0.04779656435130164
0.07,1080,179718,145.6,4.105149732214519,900,84856,0.058426486735697836
0.07,1090,181091,142.77,4.064892584801019,907,85544,0.09643987652088981
0.07,1100,182570,141.44,4.074972533671332,915,86280,0.08262807640130632
0.07,1110,184172,142.58,4.075838500660883,923,87080,0.05752905350527726
0.07,1120,185729,140.14,4.05311232678627,931,87864,0.05982335057342425
0.07,1130,187049,139.6,3.987667749899432,938,88520,0.09302559494972229
0.07,1140,188435,146.03,4.140616190475864,945,89216,0.047381871670950204
0.07,1150,189445,140.43,4.08366443703309,950,89720,0.02407832031894941
0.07,1160,190992,139.08,4.416032374243832,958,90488,0.07266257886658423
0.07,1170,192353,140.03,4.478952064208138,966,91176,0.0354863231186755
0.07,1180,193688,138.7,4.480120465585169,973,91840,0.07002924950211309
0.07,1190,194988,137.97,4.6199389060286915,980,92488,0.09288939571706578
0.07,1200,195921,132.51,4.546107318944533,984,92960,0.11383040680084378
0.07,1210,197263,129.91,4.5073177233304795,991,93624,0.14876038988586515
0.07,1220,198124,122.95,4.248420876830596,996,94056,0.07042547897435725
0.07,1230,199235,120.86,4.194698278310969,1002,94616,0.03726535302121192
