rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates
0.9802607499999998,10,0,5.4690232028088515,849,83.9,,
0.9665664999999999,20,1,4.3367903691636895,1438,70.9,,
0.9551740000000001,30,2,3.830455634670855,1928,63.266666666666666,,
0.93743425,40,2,3.9411926451024484,2691,66.275,,
0.9220892500000002,50,3,3.9242187768239942,3351,66.02,,
0.9067210000000001,60,4,3.9580127859522767,4012,65.86666666666666,,
0.8868887499999998,70,5,4.203407840123438,4865,68.5,,
0.8664752499999998,80,6,4.4936223667653,5743,70.7875,,
0.8404817499999999,90,8,4.872483566327669,6861,75.23333333333333,,
0.8222305000000001,100,9,4.867757285760883,7646,75.46,,
0.7961207499999999,110,11,5.085829651574206,8769,78.2,,
0.7808222499999998,120,12,5.202028519702333,9427,78.89,,
0.75278275,130,16,5.796265290668527,10633,86.05,0.08506102175670094,312
0.7273007499999997,140,21,6.097453607341753,11729,89.38,0.16136224118235987,864
0.7134437499999998,150,24,6.023657847170111,12325,88.74,0.08609836152027128,1160
0.7006330000000001,160,27,5.88789751919966,12876,87.64,0.13459540100302547,1432
0.6780805,170,32,5.876177528790696,13846,88.81,0.0792949854512699,1920
0.6604104999999998,180,36,5.639391183270284,14606,87.63,0.11801314272452146,2296
0.64239175,190,40,5.304982401984628,15381,84.2,0.16739730656263418,2688
0.61788625,200,46,5.422432063326147,16435,86.89,0.09291802305961028,3216
0.59635675,210,50,5.1749078596455105,17361,84.92,0.1520917580346577,3680
0.5709445000000002,220,56,5.284066885117742,18454,89.27,0.07650412811199203,4224
0.5483455000000004,230,61,4.93915929052021,19426,86.93,0.10960109619190916,4712
0.5223519999999999,240,67,4.827396229755639,20544,87.15,0.12306033406639472,5264
0.50338,250,71,4.966536194052844,21360,89.35,0.14510057237930596,5672
0.4639479999999998,260,80,5.657030942609192,23056,100.8,0.09562742675188929,6520
0.4285615000000004,270,89,5.946489962267359,24578,106.32,0.10863352380692959,7288
0.40461400000000036,280,94,6.090861766214021,25608,109.02,0.10001254308735952,7800
0.3699715,290,103,6.441484897396289,27098,116.17,0.16246164886979386,8544
0.33863050000000017,300,110,6.565827873552129,28446,119.11,0.10384430026169866,9216
0.29473450000000023,310,121,7.02032359848842,30334,128.73,0.15739397110883147,10160
0.25997575000000017,320,129,7.249591554092709,31829,132.75,0.14990314468741417,10912
0.22823950000000037,330,137,7.411464347058691,33194,136.68,0.16486740577965975,11592
0.19087675000000026,340,146,7.645041772535215,34801,141.57,0.15281642810441554,12400
0.14998000000000022,350,156,8.070324392154696,36560,151.0,0.1303487218101509,13272
0.12693925000000006,360,161,7.53768362185165,37551,143.95,0.07682657527038828,13768
0.10966450000000005,370,165,7.013016419050129,38294,136.16,0.1690951818600297,14144
0.09580750000000016,380,168,6.701845027672679,38890,131.82,0.10196643596282229,14440
0.08511250000000026,390,171,6.0846901555102155,39350,121.52,0.14420784846879542,14672
0.07839325000000008,400,172,5.49684814865245,39639,110.93,0.15869886719156057,14816
0.07,410,174,4.707372701556175,40058,96.24,0.0474472725763917,15024
0.07,420,177,4.161879897392284,40560,86.31,0.15944993251468986,15272
0.07,430,179,3.666490966898503,40947,76.53,0.2278543608263135,15472
0.07,440,181,2.9559397221691457,41262,63.61,0.07775843958370388,15624
0.07,450,185,2.362217432544578,42004,53.44,0.18895533110480756,16000
