time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/n_updates
834,10,0.9806095,5.0360155458656495,82.4,0,,
1834,20,0.9573594999999999,5.739764925911299,90.7,1,,
2451,30,0.9430142499999999,4.992732279322505,80.7,2,,
3204,40,0.9255069999999999,4.71759892225465,79.1,3,,
4119,50,0.9042332499999999,4.7035314260458945,81.38,4,,
4961,60,0.8846567500000002,4.67686293751083,81.68333333333334,5,,
5817,70,0.8647547499999999,4.704244033998551,82.1,6,,
6762,80,0.8427834999999999,4.872246441076485,83.525,8,,
7550,90,0.8244625000000003,4.892646781202537,82.88888888888889,9,,
8325,100,0.8064437499999999,4.844255549964695,82.25,10,,
9097,110,0.78849475,4.845474610100745,81.63,11,,
10091,120,0.7653842499999999,4.850891535966327,81.57,13,0.029961654683575034,40
11001,130,0.7442267500000002,5.028016899610626,84.5,17,0.0483001937118388,496
11751,140,0.7267892499999999,5.07267716817573,84.47,21,0.02879944552478264,872
12478,150,0.7098865000000003,4.940900102522478,82.59,25,0.03854254138968827,1232
13220,160,0.6926349999999999,4.76143037412007,81.59,29,0.03893802321545081,1608
13838,170,0.6782665000000002,4.498723417587967,79.21,32,0.039102230770367896,1912
14454,180,0.6639444999999997,4.099238838093059,75.92,35,0.029344220063649118,2224
14768,190,0.656644,3.719082157914442,71.18,36,0.06768935655418318,2376
15113,200,0.6486227500000001,3.3888997858764127,66.88,38,0.03899184714828152,2552
15587,210,0.6376022500000001,3.077828926726333,63.9,41,0.048542726690357085,2792
16074,220,0.6262794999999998,2.607448978631792,58.83,43,0.07732342844974482,3032
16388,230,0.618979,2.226283522760938,52.87,45,0.07759449031436816,3192
16722,240,0.6112135000000003,1.883174052962414,48.71,47,0.09649485827685567,3360
17049,250,0.60361075,1.6726417729388892,44.71,49,0.049006797053152695,3520
17647,260,0.5897072500000002,1.6454171175806693,43.27,52,0.03001628300989978,3816
18019,270,0.5810582499999999,1.5572691082157026,40.81,54,0.09745170842506923,4008
18361,280,0.57310675,1.4770091311914604,38.07,56,0.06801924361207057,4176
18641,290,0.5665967500000001,1.4468458837301206,37.73,57,0.04994941102631856,4320
19170,300,0.5542975000000001,1.5495341608044544,39.57,60,0.11544370802585036,4584
19545,310,0.5455787499999998,1.5099607131029702,38.58,62,0.09628236579010263,4768
20093,320,0.5328377499999999,1.5509378083128322,39.19,65,0.049959015916101635,5040
20445,330,0.5246537499999999,1.523567419265581,39.57,67,0.10672868895926513,5216
20690,340,0.5189574999999998,1.5181056395074433,38.68,68,0.0685501033149194,5344
21123,350,0.50889025,1.5554361144782596,39.74,71,0.10611700499430299,5560
21531,360,0.49940424999999977,1.4977474708751795,37.84,73,0.10628324199933559,5760
21806,370,0.49301050000000024,1.457462768163888,36.87,74,0.08829639805480838,5896
22103,380,0.48610524999999993,1.4445376499199014,36.42,76,0.07867006812011823,6048
22487,390,0.47717725000000033,1.4753641279879242,37.46,78,0.13559091195929796,6240
22975,400,0.4658312499999998,1.418062555846033,37.05,81,0.11652995483018458,6480
23230,410,0.4599025000000001,1.3470984646359971,35.85,83,0.10692457156255841,6608
23512,420,0.453346,1.2217936457028848,33.19,84,0.1073985646944493,6752
23856,430,0.44534799999999986,1.2389668131376466,33.11,86,0.18107497040182352,6920
24266,440,0.43581550000000036,1.306371030484855,34.76,88,0.10792416601907462,7128
24599,450,0.4280732500000003,1.2758312120044784,33.76,90,0.15317910932935774,7296
24798,460,0.42344649999999984,1.1652889933750499,31.67,92,0.19691326981410384,7392
25106,470,0.41628549999999986,1.1765942190975975,32.0,94,0.19664494507014751,7552
25306,480,0.41163549999999993,1.1307207598542768,31.03,95,0.12666648370213807,7648
25638,490,0.4039164999999999,1.124386835467917,30.51,97,0.11801211885176599,7816
26005,500,0.3953837499999998,1.0942039552555383,29.3,99,0.18839625548571348,8000
26483,510,0.38427025000000026,1.1709259631372981,31.53,101,0.10888074873946607,8240
26756,520,0.377923,1.1670426301324346,31.44,103,0.13673233275767416,8376
27038,530,0.37136649999999993,1.1331344145371196,30.82,104,0.14978913869708776,8512
27247,540,0.36650725000000006,1.0433826137351305,28.81,106,0.12766171991825104,8616
27502,550,0.3605785,1.00209059850563,28.03,107,0.14558025635778904,8744
27814,560,0.35332450000000004,1.0226899649660885,29.16,109,0.10455234092660248,8904
28061,570,0.34758175,0.9947831490147272,28.55,110,0.09306997433304787,9024
28378,580,0.3402115000000002,1.0531417700844583,29.72,112,0.22567085269838572,9184
28602,590,0.33500350000000023,0.9975136885775089,28.64,113,0.18910582922399044,9296
28919,600,0.32763325,0.9815607602030504,28.14,115,0.12351217470131814,9456
29262,610,0.3196585000000003,0.9414749997990064,26.79,117,0.16587021620944142,9624
29542,620,0.31314850000000005,0.9515994991314838,26.86,118,0.16541987704113126,9768
29788,630,0.3074290000000003,0.940145533373468,26.5,120,0.1574642164632678,9888
30000,640,0.3025,0.9452453682738828,26.53,121,0.18620007392019033,9992
30318,650,0.29510650000000016,0.9674163832912046,27.16,123,0.17633859254419804,10152
30557,660,0.2895497500000004,0.9469447059252977,26.43,124,0.2352274814620614,10272
30862,670,0.2824585000000003,0.9560343734021961,27.01,126,0.1913232086226344,10424
31122,680,0.2764135,0.9220977232323431,26.44,127,0.14881430007517338,10560
31376,690,0.27050799999999997,0.9365905866662935,26.74,129,0.2168517652899027,10680
31598,700,0.26534650000000015,0.9067870137842254,25.79,130,0.20109193120151758,10792
31848,710,0.2595339999999998,0.8725692727653578,24.86,131,0.22861850261688232,10920
32095,720,0.2537912499999999,0.8545795416654117,24.53,133,0.15197692438960075,11040
32228,730,0.2506989999999998,0.8141050293973655,23.4,134,0.1813417775556445,11112
32515,740,0.24402625,0.8351022750983603,24.15,135,0.24040130758658051,11256
32741,750,0.23877175000000017,0.8013207318420749,23.23,137,0.1552348684053868,11368
32994,760,0.23288949999999986,0.7944097923200966,23.37,138,0.19016670808196068,11496
