rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
-15.471448101084917,19,3000,0.965125,299.0,10,,
-15.689561190516667,40,6000,0.9302499999999999,299.0,20,,
-15.788569983499324,61,9000,0.8953749999999999,299.0,30,,
-16.298580354219247,81,12000,0.8604999999999999,299.0,40,,
-16.91413410812663,103,15000,0.8256250000000002,299.0,50,,
-17.63574558033938,124,18000,0.7907500000000001,299.0,60,,
-17.916490055053874,147,21000,0.7558750000000001,299.0,70,496,6.770559684809996e-05
-17.2372004177507,171,23919,0.721941625,297.9875,80,1952,7.705251073275576e-05
-16.406246527890705,195,26678,0.68986825,295.4222222222222,90,3336,0.00015837120190553833
-15.71609895665817,221,29678,0.65499325,295.78,100,4832,0.00022955150780035183
-14.948764179625352,242,32197,0.6257098750000002,290.97,110,6096,0.00036543875467032194
-14.118446173050431,264,34694,0.59668225,285.94,120,7344,0.0005976366192044225
-13.57660552955782,287,37321,0.566143375,282.21,130,8656,0.0010980599763570353
-12.596272410223222,309,39734,0.53809225,276.34,140,9864,0.02772709261626005
-11.084673797335304,321,41083,0.522410125,259.83,150,10536,0.0017375622410327196
-9.45379014078626,335,42669,0.5039728750000001,245.69,160,11328,0.010115046039572917
-8.147094016394359,350,44391,0.4839546250000001,232.91,170,12192,0.0024096466950140893
-7.329629415934553,362,45717,0.46853987499999994,216.98,180,12856,0.01142388500738889
-6.565912511933733,370,46593,0.45835637500000015,198.15,190,13296,0.011167821678100154
-5.913326685519621,379,47580,0.44688250000000007,178.02,200,13784,0.005425389128504321
-5.375635276301719,385,48303,0.438477625,160.06,210,14144,0.02901647493126802
-4.932976717446622,395,49335,0.42648062500000017,145.41,220,14664,0.006211474072188139
-4.310597471178695,404,50353,0.414646375,129.32,230,15176,0.03406707476824522
-4.011965155224605,415,51607,0.40006862500000007,117.73,240,15800,0.038473777880426496
-3.829306432680872,422,52325,0.3917218750000001,111.42,250,16160,0.046501853852532804
-3.5512480008316754,428,53017,0.383677375,102.48,260,16504,0.046445086831226945
-3.106836711464969,435,53701,0.3757258750000001,92.1,270,16848,0.01759940874762833
-2.964854887657607,443,54596,0.3653215000000001,87.79,280,17296,0.029253699351102114
-2.9248266851492066,448,55187,0.358451125,84.94,290,17592,0.030924720456823707
-2.9125761219355524,456,55982,0.34920925,83.02,300,17984,0.03228020784445107
-2.8709481168589934,462,56605,0.3419668749999999,82.02,310,18296,0.02424338716082275
-2.719829745737659,467,57154,0.3355847499999999,77.19,320,18576,0.037526985397562385
-2.660012325709831,476,58140,0.3241225000000002,76.87,330,19064,0.049862102372571826
-2.507047043040541,484,58952,0.31468300000000005,72.45,340,19472,0.02975679561495781
-2.50480266759497,491,59700,0.3059875000000001,72.75,350,19848,0.04629592364653945
-2.444886974264098,495,60216,0.29998900000000006,70.99,360,20104,0.056734175654128194
-2.426351674944423,501,60771,0.2935371250000002,69.7,370,20384,0.04197931499220431
-2.3460587369673602,507,61412,0.2860855000000001,67.16,380,20704,0.039636365487240255
-2.3489760175048464,512,61971,0.27958712500000005,66.84,390,20984,0.05859360517933965
-2.279991996432375,518,62605,0.272216875,65.23,400,21296,0.05829971609637141
-2.301212941156815,525,63293,0.2642188750000001,65.88,410,21640,0.0640860553830862
-2.3330642743807912,530,63888,0.25730200000000025,66.34,420,21936,0.06380299478769302
-2.15488393556605,536,64467,0.250571125,62.27,430,22232,0.05057400278747082
-2.0896293027841533,543,65194,0.24211975000000008,61.42,440,22592,0.056088867131620646
-2.1743208282189825,550,66017,0.23255237500000026,62.17,450,23008,0.08068675920367241
-2.267179422543292,557,66726,0.22431025000000016,64.1,460,23360,0.06013327511027455
-2.3093450885988123,564,67408,0.21638200000000007,65.37,470,23696,0.05993723776191473
-2.319323000034317,570,68023,0.20923262500000028,65.11,480,24008,0.05300639243796468
-2.4244900851321516,576,68715,0.20118812500000016,66.44,490,24352,0.06069151405245066
-2.4120376728667137,582,69320,0.19415499999999997,66.15,500,24656,0.05589623097330332
-2.383189673395297,587,69873,0.18772637500000022,64.8,510,24936,0.06779832439497113
-2.4988079814344433,595,70701,0.17810087500000016,67.13,520,25344,0.06686919089406729
-2.529770561988685,601,71348,0.1705795,67.81,530,25672,0.04771369742229581
-2.453486882940763,607,71941,0.1636858750000003,66.47,540,25968,0.05743075301870704
-2.291561367681774,612,72440,0.15788499999999994,63.23,550,26216,0.05251645250245929
-2.2042536471610914,616,72923,0.15227012500000014,60.97,560,26456,0.057614417746663094
-2.171558712800711,622,73521,0.14531837500000022,60.13,570,26760,0.061169635970145464
-2.0878691550364534,626,73990,0.1398662500000002,58.67,580,26992,0.05934333521872759
-1.9653202219014927,631,74514,0.13377474999999994,56.99,590,27256,0.05508227227255702
-2.0095471954792865,638,75169,0.1261603750000001,57.49,600,27584,0.05368061549961567
-1.9776800746493202,642,75664,0.12040600000000012,56.91,610,27824,0.07105257734656334
-1.803743805299364,647,76116,0.1151515000000003,53.15,620,28056,0.04907300276681781
-1.713513731355289,651,76570,0.1098737500000001,51.22,630,28280,0.04913262603804469
-1.7344012010467529,657,77207,0.10246862500000009,51.66,640,28600,0.05747367674484849
-1.7142853017583521,662,77698,0.09676075000000006,51.58,650,28848,0.05777508905157447
-1.7659176141634003,667,78304,0.08971600000000013,52.81,660,29144,0.052947886288166046
-1.6746267919014108,671,78695,0.08517062500000006,50.74,670,29344,0.05482493666931987
-1.7483151175719323,677,79345,0.07761437500000012,52.55,680,29672,0.06338727986440063
-1.787192538906973,683,79973,0.07031387499999997,53.59,690,29984,0.04637851566076279
-1.7446781900428783,690,80654,0.07,53.85,700,30320,0.04846541117876768
-1.7400430656023418,694,81140,0.07,53.76,710,30568,0.04668066231533885
-1.7528259855159771,701,81775,0.07,55.59,720,30880,0.05057320650666952
-1.8279630046869146,709,82652,0.07,59.82,730,31320,0.046797044575214386
-1.8069561941736045,717,83491,0.07,61.84,740,31744,0.04972929274663329
-1.8399859604817224,724,84272,0.07,64.74,750,32128,0.04890234163030982
-1.8783093270358464,733,85270,0.07,68.66,760,32632,0.047812833450734615
-1.982964578631067,742,86148,0.07,73.53,770,33072,0.04384774109348655
-2.1814907450153758,758,87881,0.07,84.36,780,33936,0.04146859189495444
-2.3403993248820116,771,89286,0.07,92.13,790,34640,0.04628945467993617
-2.5716507120902974,789,91257,0.07,105.03,800,35624,0.04058058839291334
-3.026631636351276,812,93739,0.07,124.99,810,36864,0.03721529711037874
-3.5720770321917708,837,96382,0.07,145.07,820,38184,0.04053707839921117
-3.9770824268701386,863,99202,0.07,164.5,830,39600,0.03904566494747996
-4.359324169447462,888,101813,0.07,182.22,840,40904,0.03235277463681996
-4.8722338060036385,915,104695,0.07,203.23,850,42344,0.03238416672684252
-5.159338640185389,936,106911,0.07,215.41,860,43448,0.031860999995842576
-5.584318730019072,963,109670,0.07,234.22,870,44832,0.033231580862775445
-5.937808420113905,991,112620,0.07,246.39,880,46304,0.02725014858879149
-6.198636852646788,1017,115360,0.07,259.74,890,47672,0.030080648139119148
-6.52557543194437,1045,118360,0.07,270.03,900,49176,0.022023755591362715
-6.543369096169088,1071,121144,0.07,273.05,910,50568,0.018090449390001595
-6.571015631515874,1099,124096,0.07,276.14,920,52040,0.018460899707861245
-6.6192844911397515,1124,126699,0.07,273.97,930,53344,0.022150427801534534
-6.5893577672262555,1146,128940,0.07,270.27,940,54464,0.018294795998372138
-6.7207554922452735,1172,131631,0.07,268.36,950,55808,0.014492869260720909
-6.944603934172121,1199,134449,0.07,274.38,960,57224,0.016440371866337955
-7.239529869400865,1225,137273,0.07,275.03,970,58632,0.016013482119888067
-7.301371903000183,1253,140273,0.07,275.53,980,60136,0.015815906401257962
-7.550667579614615,1282,143273,0.07,278.13,990,61632,0.011659070733003318
-7.5782141181406795,1309,146096,0.07,276.36,1000,63040,0.01650697604054585
-7.787888473899878,1337,149096,0.07,278.52,1010,64544,0.006952390656806529
-7.693486554928516,1362,151765,0.07,275.69,1020,65880,0.008254299929831177
-7.776908033598671,1390,154765,0.07,279.66,1030,67376,0.0081739611341618
-7.884249453786815,1418,157755,0.07,287.15,1040,68872,0.01106880308361724
-7.682185170598305,1443,160417,0.07,286.86,1050,70208,0.006049938732758164
-7.612711805498553,1471,163417,0.07,288.68,1060,71704,0.006823361734859645
-7.733834188732068,1500,166417,0.07,290.44,1070,73208,0.005030747095588595
-7.754665825312761,1528,169417,0.07,290.44,1080,74704,0.004186615318758413
-7.586770053254247,1552,171941,0.07,285.68,1090,75968,0.0030348779109772295
-7.423592125362599,1575,174370,0.07,281.74,1100,77184,0.0028659902163781226
-7.234058108679566,1603,177328,0.07,281.32,1110,78656,0.003437391569605097
-7.113963994280087,1627,179940,0.07,280.75,1120,79968,0.002485459961462766
-7.095084105532124,1655,182888,0.07,280.23,1130,81440,0.0024976384011097252
-7.139864827797863,1680,185528,0.07,276.73,1140,82760,0.002141347707947716
-7.0643239575815,1704,188045,0.07,275.28,1150,84016,0.0018802637932822108
