time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/n_updates
944,10,0.9780520000000003,-5.662766666767669,93.4,0,,
1944,20,0.9548020000000003,-5.8565467232487,96.2,2,,
2613,30,0.93924775,-5.29196402942836,86.1,2,,
3464,40,0.919462,-5.359856757266571,85.6,3,,
4367,50,0.8984672499999998,-5.343942750932327,86.34,4,,
5079,60,0.8819132499999998,-5.168695213424305,83.65,5,,
5979,70,0.86098825,-5.214694067585862,84.41428571428571,7,,
6884,80,0.839947,-5.2398854513301725,85.05,8,,
7717,90,0.82057975,-5.193640252246722,84.74444444444444,9,,
8570,100,0.8007474999999997,-5.203155280667628,84.7,10,,
9273,110,0.78440275,-5.019944873896319,82.29,11,,
10001,120,0.7674767500000002,-4.791061997738267,79.57,12,,
10761,130,0.7498067500000001,-4.754823524864937,80.48,16,9.89187583400053e-05,376
11435,140,0.7341362500000002,-4.497746625881363,78.71,19,0.06526827169000171,712
12087,150,0.71897725,-4.2718337129080775,76.2,23,0.04628126442003122,1040
12643,160,0.7060502499999999,-4.04518835017949,74.64,25,0.05557623929780675,1320
13275,170,0.6913562500000002,-3.754197636313492,71.96,29,0.046184374346921686,1632
13728,180,0.6808239999999999,-3.409779830437188,67.44,31,0.06411094064242207,1856
14204,190,0.6697570000000002,-3.117875187854448,63.87,33,0.01847265626929584,2096
14724,200,0.657667,-2.780203273197669,60.54,36,0.054878366439879755,2360
15259,210,0.64522825,-2.629830654795869,58.86,39,0.01836105935581145,2624
15709,220,0.6347657500000001,-2.427203231292891,56.08,41,0.045015676758339396,2848
16212,230,0.6230709999999999,-2.229142117556891,53.51,43,0.12630034550238634,3104
16614,240,0.6137245000000001,-2.0713775511213988,50.79,46,0.06280296236946015,3304
17031,250,0.6040292500000002,-1.8912053904238346,48.44,48,0.0896248442295473,3512
17559,260,0.5917532500000002,-1.9205779090392978,48.16,50,0.08897645257820841,3776
18009,270,0.5812907499999999,-1.849736514750202,46.34,53,0.06203958173864521,4000
18527,280,0.5692472499999999,-1.8731884115014523,46.99,55,0.06173776670766529,4256
19094,290,0.5560645000000004,-1.9110093102703019,47.9,58,0.06086528549349168,4544
19426,300,0.5483455000000004,-1.8563098506586815,46.02,60,0.07790399482473731,4712
19712,310,0.5416960000000002,-1.7026999948801664,43.53,62,0.07849736561183818,4848
20113,320,0.53237275,-1.6599938660933957,43.04,64,0.08672475362254772,5056
20628,330,0.5203990000000001,-1.6839215223259623,43.16,67,0.11044180270982906,5312
