time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,90.2,1,912,0.978796,-5.259992876964385,,
20,114.35,2,2307,0.9463622500000002,-6.607570656975517,,
30,89.83333333333333,3,2725,0.93664375,-5.1243516339598285,,
40,88.975,4,3599,0.91632325,-5.20210784584606,,
50,88.3,6,4465,0.8961887499999999,-5.224396728439342,,
60,92.81666666666666,8,5629,0.8691257500000001,-5.4634722303105585,,
70,92.34285714285714,9,6534,0.8480845000000001,-5.510781443395629,,
80,84.8875,10,6871,0.84024925,-5.079032087342948,,
90,82.91111111111111,11,7552,0.8244159999999999,-5.006976566395367,,
100,93.37,14,9437,0.7805897499999999,-5.555405285919228,,
110,97.44,21,10756,0.7499229999999998,-5.892429018580722,0.1017321138697298,376
120,98.79,31,12286,0.7143505000000001,-6.055952309405134,0.09345877329906216,1136
130,113.45,45,14170,0.6705475000000002,-7.110119348053724,0.11246839337400161,2080
140,123.83,60,16082,0.6260935000000001,-7.929276486666793,0.08514201948128175,3040
150,126.15,68,17180,0.6005650000000002,-8.185846743418814,0.10458879644284025,3584
160,125.13,76,18242,0.5758734999999999,-8.21639255582783,0.03917214366083499,4120
170,123.46,82,18980,0.5587150000000001,-8.058891689160847,0.07746641791891307,4488
180,127.95,88,19766,0.5404405000000002,-8.310217031064228,0.04971472224860918,4880
190,130.84,95,20736,0.5178880000000001,-8.433580290988495,0.08763038937468082,5360
200,123.06,103,21843,0.4921502499999998,-8.047405008249292,0.09904299111803994,5920
210,124.23,114,23279,0.45876324999999996,-8.019677248176142,0.078960182989249,6632
220,113.73,118,23759,0.4476032500000001,-7.286202759492763,0.05124504159903154,6872
230,110.38,130,25308,0.4115890000000002,-6.7918412805706705,0.11883602663874626,7648
240,99.89,137,26171,0.39152425000000035,-5.833095613767099,0.04128867379040457,8080
250,97.51,144,27031,0.37152925000000003,-5.4776634186165305,0.08947213491774164,8512
260,97.39,152,28081,0.3471167500000001,-5.359389567700209,0.11046907375566661,9040
270,96.16,157,28696,0.33281799999999984,-5.210061643145812,0.06055971985915676,9344
280,101.21,167,29987,0.30280224999999994,-5.412572566227137,0.05073780793463811,9992
290,100.91,175,30927,0.2809472500000003,-5.331372008792126,0.06988390325568616,10456
300,99.24,182,31867,0.25909225,-5.1509141858746235,0.08144180430099368,10928
310,95.6,191,32939,0.23416824999999986,-4.89954589880983,0.10874223252176307,11464
320,109.53,206,34812,0.19062100000000015,-5.6793227760044465,0.08139440830564126,12400
330,104.24,214,35832,0.1669060000000001,-5.462243654878812,0.07148751040222123,12912
340,105.24,222,36795,0.14451625000000012,-5.546177993883683,0.10847659653518349,13392
350,111.08,234,38239,0.11094325000000016,-5.929014342064887,0.06999950623139739,14112
360,114.56,246,39637,0.07843974999999992,-6.110125199390025,0.09777896839659661,14816
370,121.34,256,40930,0.07,-6.534379383260829,0.08490767830517143,15464
380,122.74,269,42361,0.07,-6.607284533229497,0.05288427654886618,16176
390,123.4,278,43367,0.07,-6.631798666015798,0.09260103455744684,16680
400,128.85,289,44852,0.07,-6.903357636665103,0.07055395713541657,17424
410,138.96,305,46935,0.07,-7.401528746453567,0.04584504431113601,18464
420,132.1,314,48122,0.07,-6.934568865438499,0.10010704176966101,19056
430,125.73,317,48505,0.07,-6.587251686677777,0.062274213356431574,19248
440,122.87,322,49182,0.07,-6.404313679006717,0.054498491750564426,19584
450,117.06,329,50045,0.07,-5.9936196926694985,0.07458095392212272,20016
460,113.75,338,51112,0.07,-5.685501599275508,0.06415965739870444,20552
470,108.3,344,51860,0.07,-5.37239379904053,0.08015317746321671,20928
480,100.29,349,52490,0.07,-4.9094743402991385,0.07211982936132699,21240
490,95.35,353,53002,0.07,-4.638964266446295,0.08502067322842777,21496
500,90.82,361,54034,0.07,-4.310204612642694,0.05326684977626428,22016
510,77.28,367,54763,0.07,-3.5321826678974206,0.1265115801943466,22376
520,68.48,369,55070,0.07,-3.1382271010554863,0.1101896275067702,22528
530,73.21,376,55926,0.07,-3.2628554004957766,0.11079145083203912,22960
540,75.02,383,56784,0.07,-3.3458504452367004,0.09349391382420436,23384
550,75.86,391,57731,0.07,-3.2928300845171843,0.10361650842241943,23864
560,75.97,399,58809,0.07,-3.254269390290751,0.06088766979519278,24400
570,78.88,407,59848,0.07,-3.2753152615329206,0.09469134861137718,24920
580,85.51,416,61141,0.07,-3.4375082862004165,0.06917393833282404,25568
590,89.38,423,62040,0.07,-3.582813849865711,0.11916076578199863,26016
600,86.95,429,62829,0.07,-3.5028338071826344,0.10907034075353295,26408
610,84.53,433,63316,0.07,-3.4242159135414214,0.08163840728229843,26656
620,85.74,437,63744,0.07,-3.4671616729863555,0.10186262874049135,26864
630,82.82,442,64308,0.07,-3.4472596428735027,0.0738664947275538,27152
640,75.99,443,64483,0.07,-3.1208682834977277,0.09266256191767752,27240
650,72.31,448,65062,0.07,-2.9843484373538782,0.09312039875658229,27528
660,66.79,452,65588,0.07,-2.798172617051457,0.10470692184753716,27792
670,63.54,457,66302,0.07,-2.68481401894038,0.09022323304088786,28144
680,55.66,461,66807,0.07,-2.4605661972684625,0.07966313598444685,28400
690,52.09,466,67349,0.07,-2.284239069939294,0.13212151732295752,28672
700,48.53,470,67782,0.07,-2.1367216638070534,0.15857947431504726,28888
710,48.6,474,68276,0.07,-2.1699000509030646,0.11951224770746194,29136
720,48.87,477,68731,0.07,-2.2073094263161046,0.14935703758965246,29360
730,48.43,482,69251,0.07,-2.120245002499464,0.09067470615264028,29624
740,52.75,487,69858,0.07,-2.3355531726313714,0.07146857882617041,29928
750,50.63,490,70225,0.07,-2.3055238152694,0.11552761518396437,30112
760,50.04,493,70692,0.07,-2.3031728325907865,0.17610359145328403,30344
770,48.17,498,71219,0.07,-2.2439154958489143,0.08041293098358437,30608
780,48.83,502,71790,0.07,-2.254925249541237,0.14946030161809176,30888
790,49.48,507,72397,0.07,-2.2849329917386614,0.0999367269105278,31192
800,49.58,511,72840,0.07,-2.287459809777954,0.06422735922387801,31416
810,54.68,519,73844,0.07,-2.4417743322348393,0.1278740605339408,31920
820,56.1,524,74441,0.07,-2.4988210422671475,0.0990588802669663,32216
830,58.11,529,75162,0.07,-2.595851141727469,0.16148490738123655,32576
840,59.62,536,75920,0.07,-2.639653445887239,0.10059879970503971,32952
850,62.61,541,76586,0.07,-2.770752132770142,0.07720832791528665,33288
860,65.25,547,77317,0.07,-2.843436919929469,0.14097479369957,33656
870,65.66,552,77885,0.07,-2.872527310294666,0.09167674896889366,33936
880,65.6,556,78450,0.07,-2.9272703673307894,0.09222655475605279,34224
890,68.6,563,79357,0.07,-3.0434034838011623,0.06313600286375731,34672
900,71.64,569,80104,0.07,-3.0904947816262522,0.16015024372609332,35048
910,67.08,574,80652,0.07,-2.871781210031837,0.10372839856427163,35320
920,69.32,580,81473,0.07,-2.9499941819301823,0.1284782062866725,35736
930,70.15,587,82277,0.07,-2.9580806334818806,0.10934534604893997,36136
940,69.92,593,83012,0.07,-2.935227672078428,0.07016407570336014,36504
950,69.38,597,83624,0.07,-2.932839692154295,0.11843865970149636,36808
960,72.6,606,84677,0.07,-3.0030307020419627,0.05284140158619266,37336
970,75.35,613,85520,0.07,-3.049770143254272,0.11603241789271124,37752
980,75.01,617,86051,0.07,-3.019466102460516,0.06031912504113279,38024
990,76.51,625,87108,0.07,-3.1532866735536125,0.07149754406418651,38552
1000,77.43,632,87947,0.07,-3.315277979196824,0.1676870306255296,38968
1010,84.35,642,89187,0.07,-3.6903910654993712,0.10858297214144841,39592
1020,82.0,646,89773,0.07,-3.6105158316652326,0.04281640247791074,39880
1030,87.97,657,91174,0.07,-3.93548222173945,0.05326203312142752,40584
1040,95.05,669,92617,0.07,-4.404160259313253,0.14902010653167963,41304
1050,104.53,681,94177,0.07,-4.8863067734900305,0.1314683196542319,42088
1060,106.06,691,95383,0.07,-5.169444777737746,0.10032416775356978,42688
1070,112.52,703,96872,0.07,-5.73726133219433,0.14508807269157842,43432
1080,127.03,717,98854,0.07,-6.493913534912617,0.13690307625802234,44424
1090,131.18,729,100326,0.07,-6.7424511812261345,0.08287981906323694,45160
1100,135.05,739,101552,0.07,-6.924781935196852,0.0877725018945057,45768
1110,133.71,748,102658,0.07,-6.879049021013905,0.04145635152235627,46328
1120,139.75,757,103848,0.07,-7.258888433389468,0.12478394311619923,46920
1130,136.44,765,104918,0.07,-7.134087579584891,0.10791116239852272,47456
1140,129.7,771,105687,0.07,-6.724390490719889,0.10924636267009191,47840
1150,123.49,779,106626,0.07,-6.392371546042784,0.08213566362974234,48312
1160,124.73,790,107956,0.07,-6.453806583918043,0.13714964731479995,48976
1170,120.1,798,108982,0.07,-6.112783784839683,0.11859159704181366,49488
1180,107.73,804,109727,0.07,-5.41569144617934,0.059895606886129826,49856
1190,106.64,815,111090,0.07,-5.30036119422491,0.11708103213459253,50544
1200,101.59,820,111811,0.07,-5.024070754723546,0.09689679881557822,50904
1210,96.9,825,112448,0.07,-4.777203603908468,0.10739569331053644,51216
1220,90.75,830,113023,0.07,-4.370499142200768,0.09364285436458886,51504
1230,87.12,836,113730,0.07,-4.191899341574477,0.09818502858979627,51864
1240,85.76,840,114363,0.07,-4.153452012088809,0.14450920579838566,52176
1250,81.38,844,114864,0.07,-3.9740858319127277,0.09732289891690016,52424
1260,74.85,849,115541,0.07,-3.5469053085898246,0.08771557763975579,52768
1270,67.5,852,115832,0.07,-3.1310877138416204,0.11731050070375204,52912
1280,67.55,858,116582,0.07,-3.1768261978562706,0.12456258264137432,53288
1290,59.37,862,117127,0.07,-2.8646854885320767,0.10403076026705094,53560
1300,57.68,867,117679,0.07,-2.820383256591315,0.11409979281597771,53832
1310,59.78,873,118526,0.07,-2.889236353949242,0.06719195726327598,54256
1320,59.13,878,119036,0.07,-2.873700284094525,0.13506260782014579,54512
1330,60.21,884,119851,0.07,-2.9641925305757453,0.1518531890178565,54920
1340,61.37,890,120600,0.07,-2.967026571763394,0.10618377450737171,55296
1350,68.72,900,121836,0.07,-3.2947316908906266,0.11192924401257187,55912
1360,67.17,905,122358,0.07,-3.2553358207377205,0.1250486213248223,56176
1370,73.79,912,123311,0.07,-3.503869695524289,0.10084335785359144,56648
1380,80.29,924,124711,0.07,-3.7847884301971493,0.1041758632636629,57352
1390,84.45,931,125672,0.07,-3.8882249374680615,0.11991096008569002,57832
1400,93.54,943,127133,0.07,-4.217224842000043,0.08818655664799735,58560
1410,98.86,954,128512,0.07,-4.352309556035013,0.039366193901514634,59248
1420,111.65,968,130301,0.07,-4.738886606808282,0.14088273514062166,60144
1430,116.89,978,131640,0.07,-4.90151623178443,0.0991340595355723,60816
1440,122.74,988,132974,0.07,-5.106496945898565,0.09410768555244431,61480
1450,127.15,1001,134651,0.07,-5.165728843842102,0.10532475810032338,62320
1460,140.9,1015,136548,0.07,-5.694431521994936,0.13130474090576172,63272
1470,146.12,1026,138023,0.07,-5.887573463180931,0.08665557287167758,64008
1480,144.84,1036,139295,0.07,-5.849254995086997,0.10996340494602919,64640
1490,149.44,1046,140716,0.07,-5.996299832871419,0.14009952341439202,65352
1500,158.15,1065,143048,0.07,-6.164773512179286,0.13102637231349945,66520
1510,159.92,1077,144604,0.07,-6.2925409511883545,0.08847417158540338,67296
1520,159.55,1090,146356,0.07,-6.423654436392467,0.10073554137488827,68176
1530,164.48,1104,148188,0.07,-6.51840639309169,0.09050725761335343,69088
1540,168.25,1117,149899,0.07,-6.676975337699422,0.13766401371685788,69944
1550,172.92,1134,152043,0.07,-6.715898147881955,0.051937441050540656,71016
1560,174.33,1149,154081,0.07,-6.773955131911932,0.10953769937623292,72040
