rollout/exploration_rate,rollout/ep_len_mean,time/total_timesteps,time/episodes,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9813535000000002,79.2,802,10,-5.028780941480834,0,,
0.9642415000000001,75.9,1538,20,-4.4669293001435,1,,
0.9365507499999999,89.96666666666667,2729,30,-5.502541678692845,2,,
0.9173927499999999,87.825,3553,40,-5.302348255194721,4,,
0.9007689999999999,84.36,4268,50,-5.135797039540897,4,,
0.872962,90.06666666666666,5464,60,-5.497117423178713,6,,
0.8507117499999998,90.72857142857143,6421,70,-5.527102617217227,7,,
0.8334834999999999,88.525,7162,80,-5.36717045828835,8,,
0.81472075,87.54444444444445,7969,90,-5.293441258577724,10,,
0.7939585000000002,87.62,8862,100,-5.293887715854664,11,,
0.7832634999999999,84.2,9322,110,-5.003441426794669,12,,
0.7696855000000002,82.68,9906,120,-4.8844679913915865,13,,
0.7345315000000001,85.89,11418,130,-5.098920619045999,20,704,0.08420031941204797
0.7121650000000003,87.27,12380,140,-5.171726746766796,25,1184,0.15648731862893328
0.6962155000000001,86.98,13066,150,-5.073011538254788,28,1528,0.0924044543353375
0.6796614999999999,82.14,13778,160,-4.698822392320627,32,1888,0.0923573657637462
0.6665717499999999,78.2,14341,170,-4.414895004835943,34,2168,0.12877425365149975
0.6554582499999999,75.57,14819,180,-4.231016372653798,37,2408,0.0840256999945268
0.63276625,77.26,15795,190,-4.2378508359556495,42,2896,0.1384984120959416
0.6196765,73.96,16358,200,-3.9760733700827187,45,3176,0.09446370217483491
0.6045407499999998,75.87,17009,210,-4.079142076126616,48,3504,0.14672150707338005
0.5834994999999998,79.08,17914,220,-4.281350426487988,53,3952,0.07729323487728834
0.56641075,71.31,18649,230,-3.6870691488084817,57,4320,0.08604010613635182
0.5505310000000001,68.52,19332,240,-3.5141866897430445,60,4664,0.07836927275639027
0.5278855,71.4,20306,250,-3.676133406780528,65,5152,0.13868950586766005
0.5139122499999997,70.29,20907,260,-3.6199713628666945,69,5448,0.13758778828196228
0.4925455000000003,73.85,21826,270,-3.7974246460937375,74,5912,0.1956309163942933
0.4761310000000002,76.13,22532,280,-3.8994157481192615,77,6264,0.10194833483546972
0.4598559999999998,73.37,23232,290,-3.7798924885844536,81,6608,0.11149993992876261
0.43070049999999993,80.28,24486,300,-4.166816076687071,88,7240,0.12564937584102154
0.4098917499999999,82.72,25381,310,-4.318377336733247,93,7688,0.1037072988692671
0.39143125000000023,81.61,26175,320,-4.262811840875897,97,8080,0.10252912295982242
0.36718149999999994,84.69,27218,330,-4.4384826570853715,103,8608,0.10915659181773663
0.34111824999999996,89.07,28339,340,-4.613768217070495,109,9168,0.09380082855932415
0.3224020000000002,87.38,29144,350,-4.515435394024581,114,9568,0.1230042667593807
0.29247924999999997,94.24,30431,360,-4.861129363809623,121,10208,0.1059329150011763
0.25860399999999995,99.62,31888,370,-5.128517117245285,129,10936,0.07204718107823282
0.2252867500000001,106.89,33321,380,-5.480653297450408,137,11656,0.12865753355436027
0.18804025000000024,115.91,34923,390,-5.897386473894107,146,12456,0.13511672359891236
0.148771,120.26,36612,400,-6.031723756224514,155,13304,0.09546803229022771
0.10187575000000004,131.48,38629,410,-6.50010705912367,166,14312,0.07325691869482398
0.07,142.0,40475,420,-6.91123240004269,176,15232,0.06216587079688907
0.07,151.45,42463,430,-7.220027111062044,187,16224,0.11765404837206006
0.07,161.87,44626,440,-7.594237817819852,198,17312,0.06249690498225391
0.07,161.92,45436,450,-7.547777304203432,202,17712,0.07075724506285042
0.07,156.74,46205,460,-7.181945373674413,206,18096,0.07563145272433758
0.07,147.53,46741,470,-6.670960405893975,209,18368,0.046789388288743794
0.07,140.24,47445,480,-6.2824003890547555,213,18720,0.08580753969727084
0.07,129.5,47973,490,-5.723821009150558,216,18984,0.08331237325910479
0.07,116.65,48377,500,-5.118854012459308,218,19184,0.091067886329256
0.07,101.29,48858,510,-4.384262849346456,221,19424,0.07269578613340855
0.07,85.92,49167,520,-3.679301385434505,223,19576,0.07798486296087503
0.07,69.61,49524,530,-2.957437490070577,225,19760,0.10566074692178518
0.07,52.22,49948,540,-2.196280284223679,228,19968,0.09751020523253828
0.07,47.43,50279,550,-1.9648443490673162,229,20136,0.12462293438147753
0.07,44.0,50705,560,-1.8570511166993162,232,20352,0.07884238858241588
0.07,43.04,51145,570,-1.813125880431557,234,20568,0.10890035796910524
0.07,40.41,51586,580,-1.6726956288684507,237,20792,0.08677650999743491
0.07,39.62,52035,590,-1.6449993366478939,239,21016,0.08347049017902464
0.07,38.54,52331,600,-1.58787749454194,241,21160,0.09882985951844603
0.07,39.13,52871,610,-1.5954313847536163,244,21432,0.06480147549882531
0.07,44.6,53727,620,-1.8515060039313243,249,21856,0.08066151663661003
0.07,48.17,54441,630,-2.0252076103179784,252,22216,0.09324000554624945
0.07,52.96,55344,640,-2.2264989670900635,257,22664,0.1406253050081432
0.07,59.71,56350,650,-2.549965414773739,262,23168,0.09822453057859093
0.07,61.41,56946,660,-2.6392623280880123,265,23472,0.11427986016497016
0.07,63.46,57591,670,-2.755726485345775,269,23792,0.11515336646698415
0.07,67.3,58416,680,-2.9622878654218123,273,24200,0.10331225604750216
0.07,71.5,59285,690,-3.1667441329659143,278,24640,0.12080630927812308
0.07,78.42,60273,700,-3.480681119931028,283,25136,0.08873092662543058
0.07,82.88,61259,710,-3.700794439882109,288,25624,0.07674681022763252
0.07,84.57,62284,720,-3.7844912473806773,294,26136,0.05667779047507793
0.07,86.33,63174,730,-3.8558103586821932,298,26584,0.09565362799912691
0.07,86.47,64091,740,-3.888084856810609,303,27040,0.08434803294949234
0.07,83.55,64805,750,-3.74897397749308,307,27400,0.12181339086964726
0.07,86.78,65724,760,-3.8853036424011775,312,27856,0.1346416564192623
0.07,90.31,66722,770,-4.026235933584832,317,28360,0.08264050434809178
0.07,86.92,67208,780,-3.8792649405734267,320,28600,0.09322111285291612
0.07,85.81,67966,790,-3.8075904917779257,324,28976,0.10809601889923215
0.07,83.82,68755,800,-3.7163279652495307,329,29376,0.09961143741384149
0.07,82.79,69638,810,-3.6672574765783423,334,29816,0.11968774918932468
0.07,85.19,70903,820,-3.757568511506429,340,30448,0.10652531357482076
0.07,88.37,72111,830,-3.9210926131533257,347,31048,0.07381370692746714
0.07,87.76,72967,840,-3.921047300710685,351,31480,0.1588520109653473
0.07,91.69,74074,850,-4.102798208054462,357,32032,0.15838109143078327
0.07,97.42,75566,860,-4.369576303646155,365,32776,0.13062687101773918
0.07,100.23,76845,870,-4.525905252935018,372,33416,0.16588110104203224
0.07,106.97,78005,880,-4.819184891534567,378,34000,0.05299233854748309
0.07,111.82,79248,890,-5.0285976983745755,384,34616,0.08912047353805974
0.07,112.17,80072,900,-5.012397060090137,389,35032,0.08817143365740776
0.07,118.0,81538,910,-5.254052062287374,397,35768,0.09902447671629488
0.07,121.46,83149,920,-5.385645855372544,405,36568,0.09786777460249141
0.07,121.87,84398,930,-5.390958830431432,412,37192,0.10390369954984635
0.07,134.22,86489,940,-5.904220180278558,423,38240,0.09680257458239794
0.07,142.74,88448,950,-6.259702013039734,433,39216,0.06989050307311118
0.07,143.56,90022,960,-6.31248323458265,442,40008,0.07632431900128722
0.07,148.84,91829,970,-6.53890358253641,451,40912,0.08367165015079081
0.07,155.61,93666,980,-6.86106412240516,461,41832,0.1057947970693931
0.07,155.33,94881,990,-6.872559246362062,467,42440,0.043040085496613756
0.07,161.88,96360,1000,-7.196056847285014,475,43176,0.04393402978894301
0.07,166.01,98239,1010,-7.4100172801897415,485,44112,0.044297721586190164
0.07,169.03,100152,1020,-7.5862580513284446,495,45072,0.09917809045873582
0.07,167.85,101283,1030,-7.552689021297213,501,45640,0.0838026552228257
0.07,161.06,102695,1040,-7.266035671010904,509,46344,0.1094535926822573
0.07,156.03,104151,1050,-7.0582251042669615,516,47072,0.06074585218448192
0.07,145.55,104677,1060,-6.575103754681493,519,47336,0.06769179820548743
0.07,138.64,105793,1070,-6.2293518284175216,525,47896,0.10066162783186883
0.07,132.09,106975,1080,-5.872664574674733,531,48480,0.06819005732540973
0.07,129.86,107967,1090,-5.759783050814559,537,48976,0.021322657994460315
0.07,124.0,108860,1100,-5.495271499297212,541,49424,0.11117967765312642
0.07,115.3,109869,1110,-5.1246647367221305,547,49928,0.1039223526022397
0.07,105.9,110842,1120,-4.722949338718236,552,50416,0.06037620871211402
0.07,107.32,112115,1130,-4.785680213940289,559,51056,0.09431736060651019
0.07,103.34,113129,1140,-4.602092558725757,564,51560,0.07859716954408213
0.07,105.76,114827,1150,-4.730376862523685,573,52408,0.03758123025181703
