rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss
1.6904947149397913,435,0,0.9898862499999999,10,42.5,,
2.1024073687142346,981,1,0.9771917499999998,20,48.05,,
2.7937828443464365,1913,2,0.9555227499999998,30,62.766666666666666,,
2.580450188389654,2405,3,0.9440837500000002,40,59.125,,
2.5307704547185614,2920,3,0.9321100000000002,50,57.4,,
2.46612029323645,3355,4,0.9219962500000001,60,54.916666666666664,,
2.918908657571455,4601,6,0.8930267499999998,70,64.72857142857143,,
2.884464028536779,5207,7,0.8789372499999999,80,64.0875,,
3.7026208192259964,6953,10,0.8383427499999998,90,76.25555555555556,,
3.9704473639823585,8055,12,0.8127212500000003,100,79.55,,
4.753389833159974,9656,15,0.775498,110,91.21,,
4.939939188851374,10649,20,0.7524107500000001,120,95.68,320,0.084967231763585
4.894944554372944,11447,26,0.7338572499999999,130,94.34,720,0.10469806061155396
5.160384844544606,12289,31,0.7142807500000001,140,97.84,1144,0.07623424955090741
5.642181252609348,13760,42,0.6800800000000002,150,107.4,1872,0.12465221560341888
6.008493342907744,14905,50,0.6534587500000003,160,114.5,2448,0.13554849437787198
5.9398869142099135,16039,58,0.6270932499999999,170,113.38,3016,0.11715913529042155
6.085522492136122,16951,65,0.6058892499999999,180,116.44,3472,0.09017070712434361
5.3607339204714695,17692,70,0.5886610000000001,190,106.39,3840,0.09953013740596361
4.994425461074726,18368,75,0.5729439999999999,200,102.13,4176,0.16240832395851612
4.463959368840462,19402,82,0.5489034999999999,210,96.46,4696,0.09155647300940473
4.445310109787021,20489,90,0.5236307499999999,220,97.4,5240,0.09314777299005073
4.320742902937706,21174,95,0.5077045,230,96.27,5584,0.09517408326792065
4.219977837566011,22030,101,0.48780250000000025,240,96.41,6008,0.053122238590731286
3.8219562655041632,22821,107,0.46941175,250,89.61,6408,0.11842587008140981
3.569216010414883,23629,113,0.4506257500000004,260,86.24,6808,0.13867169595323503
3.570841422664653,24848,122,0.422284,270,87.09,7416,0.16305537521839142
3.514833137346892,25676,128,0.4030330000000003,280,86.25,7832,0.07799573705415241
3.410110770996079,26218,132,0.39043149999999993,290,84.26,8104,0.08767148581682704
3.554353714701564,27158,139,0.3685765000000002,300,86.9,8576,0.10177160467719659
3.5956223646500365,28268,147,0.342769,310,87.66,9128,0.12663789500948042
3.5551845230539745,29094,154,0.32356450000000003,320,85.05,9544,0.1346719899738673
3.7252422375067495,30071,161,0.30084924999999996,330,87.97,10032,0.09344857564428821
3.6890135271892346,30854,167,0.28264449999999997,340,87.24,10424,0.15857243165373802
3.8247356765332174,31893,175,0.25848775000000035,350,89.72,10944,0.07345224666642025
4.12014649527975,33276,185,0.22633300000000023,360,95.47,11632,0.14306748044327833
4.2095295720615935,34659,195,0.19417825000000022,370,97.11,12328,0.10053588362643495
4.502922346242295,36154,207,0.15941950000000027,380,103.78,13072,0.15646944439504296
5.117477134922025,37977,221,0.11703475000000019,390,116.59,13984,0.12657978109200485
5.556546275906302,39876,234,0.07288300000000014,400,126.18,14936,0.08201899094274268
5.789429223674208,41524,247,0.07,410,131.56,15760,0.19325271842535585
6.180642949784755,43413,262,0.07,420,142.19,16704,0.13492913160007447
6.331409788260161,44752,272,0.07,430,145.81,17368,0.08236355317058042
6.550148998589766,45990,282,0.07,440,150.36,17992,0.10901638132054359
6.9227285159915315,47950,297,0.07,450,159.57,18968,0.09619166800985113
6.947394182575457,49468,308,0.07,460,160.92,19728,0.03127153875539079
6.8777618101927045,50580,317,0.07,470,158.21,20288,0.11490060362848453
6.60280915280381,51519,324,0.07,480,152.65,20752,0.11156805293285288
5.981035136460533,51998,328,0.07,490,139.21,20992,0.12787953979568556
5.385681867285062,52675,333,0.07,500,126.99,21336,0.11296401874278672
5.099955510542678,53724,342,0.07,510,121.0,21856,0.057417481642914936
4.780922398210509,54901,351,0.07,520,113.88,22448,0.11316306790104136
4.435890676004872,55543,357,0.07,530,106.91,22768,0.09858948353212327
4.044070220063989,55938,360,0.07,540,98.48,22968,0.1023038585553877
3.482476030626795,56636,365,0.07,550,85.86,23312,0.15526626439532265
3.1350193074954524,57453,372,0.07,560,78.85,23720,0.11729929762077518
2.968318816558264,58311,379,0.07,570,76.31,24152,0.14369021327001974
2.937623905393866,59152,386,0.07,580,75.33,24568,0.06085444096243009
3.2458181238445576,60388,396,0.07,590,82.9,25192,0.08547124284086749
3.4076443917948427,61441,404,0.07,600,86.66,25720,0.07343062822474167
3.5287176506588116,62764,415,0.07,610,89.4,26376,0.11447576942737214
3.472625121223358,63688,422,0.07,620,86.87,26840,0.07160001187003218
3.628497974831535,64648,430,0.07,630,90.05,27320,0.0867521476757247
3.8663743636906225,65647,438,0.07,640,96.09,27816,0.08699228646582924
3.973635888375179,66665,446,0.07,650,99.29,28328,0.07259085297118872
4.042349793016106,67636,454,0.07,660,100.83,28816,0.0872202264436055
4.083567798496411,68650,463,0.07,670,102.39,29320,0.23930747905978933
4.298677910146477,70280,476,0.07,680,110.28,30136,0.1572282299748622
4.236182941591464,71443,485,0.07,690,109.55,30720,0.10118278214940801
4.178778720646745,72551,494,0.07,700,110.1,31272,0.1461974783160258
4.266823095310131,74370,509,0.07,710,115.06,32184,0.1435591481567826
4.477296422202153,76008,522,0.07,720,122.2,33000,0.1870046276890207
4.8349088444305615,77847,537,0.07,730,130.99,33920,0.1172499074600637
4.766802710648579,78613,543,0.07,740,128.66,34304,0.11981606934568845
4.976334803533753,80347,557,0.07,750,135.82,35168,0.08979278820334002
5.155604383650252,81876,570,0.07,760,141.4,35936,0.13196879866882227
5.662200017698687,84006,587,0.07,770,152.56,37000,0.12015463670832105
5.683045074628194,85352,598,0.07,780,149.72,37672,0.15231131587643176
5.742145904261679,86486,607,0.07,790,149.43,38240,0.04706759308464825
5.867523692370515,87866,619,0.07,800,152.15,38928,0.11707515304442495
5.819648991262376,89356,630,0.07,810,148.86,39672,0.150773145374842
5.533974782731328,90437,639,0.07,820,143.29,40216,0.0901598722266499
5.165567368663805,91483,648,0.07,830,135.36,40736,0.09100242570275441
5.549269198865724,93405,663,0.07,840,146.92,41696,0.16364493369474076
5.498722580891474,94926,676,0.07,850,144.79,42456,0.16155934380367398
5.553917485409999,96454,688,0.07,860,144.78,43224,0.06067881180206314
5.332605828080543,98411,704,0.07,870,143.05,44200,0.09047389880288392
5.046743033431117,99255,711,0.07,880,138.03,44624,0.09072501098853536
5.004879689082149,100647,722,0.07,890,140.61,45320,0.07578824923257343
4.924105929919358,101831,732,0.07,900,138.65,45912,0.18049227382289246
4.525304890813559,102386,736,0.07,910,129.3,46192,0.07775427898741327
4.6297641899514845,103654,746,0.07,920,131.17,46824,0.0772330081963446
4.559004998088289,104444,753,0.07,930,128.61,47216,0.11889699241146445
4.23945805495311,105739,763,0.07,940,122.34,47864,0.03179847140563652
3.984559256942626,106565,770,0.07,950,115.39,48280,0.17779308912577108
3.728531828221951,107610,778,0.07,960,110.56,48800,0.20612079213606194
3.4192312013285577,108741,787,0.07,970,102.3,49368,0.13489062746521086
3.530319482688609,110030,798,0.07,980,106.75,50008,0.14910619822330773
3.422561990409705,111195,807,0.07,990,104.48,50592,0.14729528783936985
3.3201865915633517,112120,815,0.07,1000,101.89,51056,0.14606425986858085
3.5098777193648574,113262,824,0.07,1010,107.76,51624,0.10388924361905083
3.286410851463781,113823,829,0.07,1020,100.69,51904,0.11760960251558572
3.3415562113262935,114835,837,0.07,1030,102.91,52416,0.10577392135746777
3.322543974956641,115809,845,0.07,1040,99.7,52904,0.10455639701103792
3.339358742940976,116708,852,0.07,1050,100.43,53352,0.04672520418534987
3.43278883936498,118043,863,0.07,1060,103.33,54016,0.11877400858793408
3.5927627910906224,119509,875,0.07,1070,106.68,54752,0.08811265057011042
3.4902462296195695,120415,882,0.07,1080,102.85,55200,0.16016427741851658
3.594408700105544,121857,894,0.07,1090,105.62,55928,0.11891843666671775
3.7338529777985987,123074,904,0.07,1100,108.54,56536,0.0883639051753562
3.9830612101956775,124936,919,0.07,1110,115.74,57464,0.059049688396044075
4.164414350903587,126005,928,0.07,1120,120.82,58000,0.13206209140480496
4.106531175755667,126814,935,0.07,1130,118.79,58400,0.028028431814163923
4.30452545057394,128403,947,0.07,1140,124.94,59200,0.11707150266738608
4.491616745671425,129866,959,0.07,1150,130.58,59928,0.1728599949274212
4.517566419504046,131238,970,0.07,1160,130.95,60616,0.17552795290248469
4.517369423356026,132885,984,0.07,1170,132.76,61440,0.14412596268812194
4.7078033498362455,134228,995,0.07,1180,137.13,62112,0.0600883044389775
4.609195935406935,135149,1002,0.07,1190,131.92,62568,0.04392380948411301
4.707765902287219,136717,1015,0.07,1200,135.43,63352,0.08823830155597534
4.407304094924845,137619,1022,0.07,1210,125.83,63808,0.08530858808080666
4.438390236870605,138811,1032,0.07,1220,127.06,64400,0.16063005573232658
4.38356226516284,139599,1038,0.07,1230,126.85,64792,0.06014918809523806
4.115597997801537,140456,1045,0.07,1240,119.53,65224,0.10234081273665652
3.9816309505980745,141467,1054,0.07,1250,115.01,65728,0.07404125350876711
3.6609353117389776,141885,1057,0.07,1260,105.47,65936,0.10387765194172971
3.307061736297472,142367,1061,0.07,1270,93.82,66176,0.10300302424002439
3.189672270785969,143423,1070,0.07,1280,90.95,66704,0.2588208384113386
3.1103021740479324,144085,1075,0.07,1290,88.36,67040,0.11595587487681769
2.8687331747696247,144917,1081,0.07,1300,81.0,67456,0.10162709068390541
2.849210011193966,145698,1087,0.07,1310,79.79,67848,0.087771188642364
2.637848896995243,146259,1091,0.07,1320,73.48,68128,0.061161768331658095
2.5881807271258146,146753,1095,0.07,1330,70.54,68376,0.07540676585631445
2.54514371257271,147416,1100,0.07,1340,68.6,68704,0.08799238568462897
2.517289096523646,148345,1108,0.07,1350,67.78,69168,0.0023179883137345314
2.57768142690053,148907,1112,0.07,1360,69.22,69448,0.1611424168368103
2.5583957437655216,149400,1115,0.07,1370,69.33,69696,0.10208147249068134
2.578647858954672,150334,1122,0.07,1380,68.11,70160,0.1905268493865151
2.5022774079364525,150835,1126,0.07,1390,66.5,70416,0.14498150805593468
2.549229869648728,151795,1134,0.07,1400,67.78,70896,0.08868763655482326
2.488734776176378,152450,1139,0.07,1410,66.52,71224,0.17167076679470483
2.510102677840356,153147,1145,0.07,1420,67.88,71568,0.13199425568745937
2.525544876870027,153770,1149,0.07,1430,69.17,71880,0.13129025964008179
2.5384908810345714,154428,1154,0.07,1440,69.12,72208,0.08848244631371927
2.501737902659687,155160,1160,0.07,1450,67.15,72576,0.10195045720320195
2.5581591973801125,155889,1166,0.07,1460,68.82,72944,0.14552934825769626
2.7790477999757,156905,1174,0.07,1470,74.05,73448,0.044754457725503016
2.6409979563850823,157684,1180,0.07,1480,72.5,73840,0.12878390264813788
2.662757306721027,158290,1185,0.07,1490,73.55,74144,0.044752569345291704
2.5915033289796994,159003,1191,0.07,1500,71.08,74496,0.15959142708743457
2.6103017735719085,159804,1197,0.07,1510,72.54,74896,0.10172660107491538
2.652121716097331,160461,1203,0.07,1520,72.14,75224,0.15867007248743903
2.701740479369265,161125,1208,0.07,1530,72.55,75560,0.13008098895079456
2.7279964536778305,161861,1214,0.07,1540,73.33,75928,0.18610643208376132
2.678257898930817,162551,1220,0.07,1550,72.91,76272,0.061109413305530325
2.6445201748727625,163181,1225,0.07,1560,71.92,76584,0.08586491859750822
2.4742055119082607,163839,1230,0.07,1570,68.34,76912,0.14313689191476442
2.4615787207167914,164457,1235,0.07,1580,66.73,77224,0.08563314814819023
2.5143412063249,165268,1242,0.07,1590,68.78,77632,0.09925946808652952
2.529580380308179,166156,1249,0.07,1600,70.53,78072,0.07190565799828619
2.604311886935707,166954,1256,0.07,1610,70.5,78472,0.08565301555790938
2.571246308829405,167499,1260,0.07,1620,69.38,78744,0.09956826172128785
2.5205130260610535,167980,1264,0.07,1630,67.55,78984,0.059807130150147714
2.93311071817831,169302,1275,0.07,1640,73.41,79648,0.1006601863191463
2.9790381709418057,170038,1281,0.07,1650,73.87,80016,0.12871044082567096
2.9452951183433216,170573,1285,0.07,1660,72.92,80280,0.18038516398519278
3.063538885160081,171382,1292,0.07,1670,74.43,80688,0.12662331564933993
3.0260893936904245,171889,1296,0.07,1680,73.32,80944,0.14113001618534327
2.9641317382947467,172408,1300,0.07,1690,70.4,81200,0.15391244266356807
2.884807716499269,173028,1305,0.07,1700,67.72,81512,0.12660092704754788
2.8403244186972882,173680,1311,0.07,1710,66.26,81832,0.07369431186816655
2.9119769961982187,174413,1317,0.07,1720,68.14,82200,0.13766390024102293
2.8639082923785097,174853,1320,0.07,1730,67.73,82424,0.12820941815152764
2.436971476178782,175596,1327,0.07,1740,61.94,82792,0.12332021445035934
2.411654164537023,176254,1332,0.07,1750,61.16,83120,0.0831262604042422
2.3463972288477937,176651,1335,0.07,1760,59.78,83320,0.16938660299638286
2.2822129365806982,177322,1340,0.07,1770,58.4,83656,0.07284463894029614
2.3808987426269566,178214,1348,0.07,1780,62.25,84104,0.11203045496949926
2.423597999154136,178976,1354,0.07,1790,64.68,84480,0.09753547891159542
2.639091957022213,180014,1362,0.07,1800,68.86,85000,0.15046264289412647
2.5545389587306975,180588,1367,0.07,1810,68.08,85288,0.1786199453927111
2.6144824578240233,181577,1375,0.07,1820,70.64,85784,0.08253932109801099
