rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates
0.9806095,10,0,4.982556957464001,834,82.4,,
0.9657527500000003,20,1,4.3246013132642425,1473,72.65,,
0.9497799999999998,30,2,4.2172325111007005,2160,71.0,,
0.9362485,40,3,4.0892409680983155,2742,67.55,,
0.9201130000000002,50,3,4.098352719166006,3436,67.72,,
0.9010944999999999,60,4,4.300821861338736,4254,69.9,,
0.86926525,70,6,4.983451651699598,5623,79.32857142857142,,
0.8479217500000001,80,7,5.007154085672846,6541,80.7625,,
0.8283452499999999,90,9,5.136654407760095,7383,81.03333333333333,,
0.8143720000000002,100,9,4.945723251789064,7984,78.84,,
0.8000965000000002,110,10,4.841292595095931,8598,76.64,,
0.7883552500000002,120,11,4.821051999048301,9103,75.3,,
0.7719872499999998,130,12,4.876057678797012,9807,75.47,,
0.7494115000000001,140,16,5.152676199503117,10778,79.36,0.09366502252669306,384
0.7281610000000003,150,21,5.353694788558231,11692,81.56,0.10362179994990584,840
0.7085612499999998,160,25,5.323205688364639,12535,81.81,0.15995972434757277,1264
0.6910539999999998,170,29,4.8600774459780505,13288,75.65,0.12462757424509618,1640
0.6674785000000002,180,34,4.904435968495198,14302,76.61,0.14342432748526335,2144
0.6503199999999998,190,38,4.702647414817862,15040,75.57,0.0896326286601834,2512
0.6309295000000004,200,42,4.829167613145824,15874,77.9,0.10981368020293303,2936
0.610795,210,47,4.920698258495819,16740,80.42,0.09202094888314605,3368
0.59361325,220,50,4.980956053503976,17479,82.76,0.13399317977018654,3736
0.572014,230,55,5.037311326790799,18408,85.01,0.10536919254809618,4200
0.5536930000000002,240,60,4.801501975584927,19196,83.18,0.14720675419084728,4592
0.54009175,250,63,4.4912466994023665,19781,79.89,0.11821817979216576,4888
0.5258627500000002,260,66,4.320569489127735,20393,77.58,0.1298047744203359,5192
0.501892,270,72,4.416618198750203,21424,80.36,0.10128913138760254,5704
0.4794789999999999,280,77,4.378482353363682,22388,79.86,0.14863526984117925,6192
0.4540202499999998,290,83,4.584780256829393,23483,83.43,0.11806734546553344,6736
0.43883800000000006,300,86,4.47074003171086,24136,81.62,0.10875194147229195,7064
0.41586699999999976,310,92,4.548990855814649,25124,82.84,0.09898014756618068,7560
0.39503500000000014,320,97,4.626862540596714,26020,84.41,0.12443817849271,8008
0.3710410000000004,330,102,4.6777321296841,27052,85.44,0.12686099990969524,8520
0.32670325,340,113,5.2513292422120585,28959,96.63,0.13051886251196265,9472
0.28836399999999984,350,122,5.765369922830696,30608,107.27,0.10651917033828795,10296
0.27325149999999987,360,126,5.759457071531074,31258,107.65,0.08409724233206362,10624
0.24414250000000026,370,133,5.820648112642545,32510,109.86,0.1370314983651042,11248
0.2290300000000003,380,137,5.601536855216034,33160,106.72,0.2023339280858636,11576
0.20603574999999996,390,142,5.445183917523427,34149,105.66,0.17749549844302237,12072
0.17323000000000033,400,150,5.761296055498811,35560,113.24,0.12712965696118772,12776
0.1413077500000003,410,157,5.8459386842941266,36933,117.09,0.18158173240954056,13464
0.10857175000000008,420,165,6.076688258608373,38341,122.21,0.14156598958652467,14168
0.07,430,174,6.384889746281976,40115,129.63,0.12930871592834592,15056
0.07,440,184,6.351073140178637,41993,129.34,0.1842125392286107,15992
0.07,450,193,6.300433871069482,43558,128.5,0.15893791458802298,16776
0.07,460,203,6.928139438138027,45430,140.72,0.1582319310400635,17712
0.07,470,207,6.739367396135948,46285,136.75,0.10274395730812103,18136
0.07,480,213,6.943623829862084,47391,141.31,0.11722313612699509,18688
0.07,490,219,6.979627463828185,48427,141.78,0.06240883783902973,19208
0.07,500,224,6.827897403802257,49457,137.97,0.1463186169276014,19728
0.07,510,233,6.996521268722259,51124,140.91,0.17606598022393882,20560
0.07,520,241,6.963683447553828,52565,141.24,0.17735442594857886,21280
0.07,530,246,6.5132279358849186,53480,132.65,0.10467086994322017,21736
0.07,540,254,6.278078783939601,55057,129.64,0.16387125616893172,22528
0.07,550,262,6.161021502343548,56515,128.57,0.13631174247711897,23256
0.07,560,270,5.838497004468917,57938,124.08,0.22343433334026486,23968
0.07,570,276,5.8766109319477255,59079,126.94,0.20825957652414218,24536
0.07,580,282,5.868415768519785,60273,127.82,0.23869182058842853,25136
0.07,590,288,5.812147592683601,61312,127.85,0.16522599308518693,25648
0.07,600,294,5.8308197922438625,62552,129.95,0.13489025610033423,26272
0.07,610,298,5.276018534344117,63186,119.62,0.22688102355459705,26592
0.07,620,303,5.027329235377877,64165,115.0,0.15183017787057906,27080
0.07,630,306,4.7838529940657875,64584,110.04,0.21056677779415622,27288
0.07,640,312,4.579205891464621,65738,105.81,0.12245434016222134,27864
0.07,650,318,4.452783866157202,66926,103.11,0.18508559244219214,28456
0.07,660,325,4.368427538257458,68099,100.61,0.1832517814473249,29048
0.07,670,328,4.166336255743481,68635,94.56,0.09395318431779742,29312
0.07,680,331,3.940136340349359,69262,88.89,0.18325685081072152,29624
0.07,690,338,4.154890297502714,70681,92.69,0.0940333412727341,30336
0.07,700,354,4.994767351002757,73543,108.91,0.15537825954379514,31768
0.07,710,364,5.565940293149602,75497,122.11,0.12418166518909857,32744
0.07,720,373,5.937973952930091,77152,128.87,0.2458503982052207,33568
0.07,730,384,6.725474993100359,79145,144.61,0.06451441621175036,34568
0.07,740,394,7.154273680490998,81081,152.43,0.09729728195816278,35536
0.07,750,407,7.80186122414366,83497,164.71,0.09606712200911716,36744
0.07,760,414,7.887801115817555,84914,167.15,0.09665016029612161,37456
0.07,770,421,8.1646584136229,86132,173.97,0.09532116603804752,38064
0.07,780,430,8.6319941507263,87802,184.4,0.09605765447486192,38896
0.07,790,437,8.580028593288695,89223,184.42,0.12704947032034397,39608
0.07,800,444,7.764068443495081,90570,169.27,0.09718625227105804,40280
0.07,810,453,7.5734243814221704,92137,165.4,0.11115320434328169,41064
0.07,820,461,7.428268519548036,93625,163.73,0.1248525558039546,41808
0.07,830,469,7.242561828282935,95294,160.49,0.12735918717226014,42640
0.07,840,477,6.963859432191742,96649,154.68,0.15804648978519253,43320
0.07,850,485,6.464666518741431,98091,144.94,0.06445659903693013,44040
0.07,860,489,6.213407816383126,98862,138.48,0.11076941809733398,44424
0.07,870,492,6.005164072353262,99514,132.82,0.09671681968029588,44752
0.07,880,494,5.462811073246095,99919,120.17,0.034619285812368616,44952
0.07,890,500,5.3701932683745826,100954,116.31,0.19026748277246952,45472
0.07,900,506,5.376247023061093,102046,113.76,0.12762278146692552,46016
0.07,910,511,5.224760815517768,103054,108.17,0.03465957156731747,46520
0.07,920,518,5.181690694745688,104310,105.85,0.1113879247859586,47152
0.07,930,522,4.773802126342585,105095,97.01,0.11086100360262208,47544
0.07,940,525,4.413189860664471,105759,90.1,0.14237089999369346,47872
0.07,950,530,4.131735585495616,106535,83.44,0.11134002095786855,48264
0.07,960,537,4.336966402729758,107826,88.64,0.1264581186696887,48912
0.07,970,548,4.955980827816103,109914,103.0,0.04942102948552929,49952
0.07,980,555,5.35351340812762,111263,112.44,0.17371341306716204,50624
0.07,990,567,5.756316681716612,113386,123.32,0.17179668025346473,51688
0.07,1000,576,5.974947191795365,115181,130.35,0.11057432531379163,52584
0.07,1010,586,6.29523233685878,117048,138.94,0.1248032116855029,53520
0.07,1020,592,6.180341072278767,118149,137.39,0.09399362857220694,54072
0.07,1030,599,6.355624961554441,119453,142.58,0.12272585286700632,54720
0.07,1040,608,6.781001171434175,121174,153.15,0.1408729069371475,55584
0.07,1050,622,7.4395762487402735,123731,170.96,0.09213686305156443,56864
0.07,1060,635,7.8853618485963315,126129,182.03,0.10868616455991287,58064
0.07,1070,638,7.2634229732391695,126768,167.54,0.12486046865524258,58376
0.07,1080,647,7.463191449072842,128518,171.55,0.09277649509749608,59256
0.07,1090,656,7.300902301239058,130121,166.35,0.06256188979023136,60056
0.07,1100,667,7.487194070148284,132127,168.46,0.07827985008771066,61056
0.07,1110,678,7.649584927604343,134158,170.1,0.153649213607423,62072
0.07,1120,691,8.291271332710679,136588,183.39,0.10734613102249568,63288
0.07,1130,704,8.858232066328554,139030,194.77,0.0919840933784144,64512
0.07,1140,716,9.083152579722675,141343,200.69,0.07612716156290844,65664
0.07,1150,728,8.932617969147293,143632,198.01,0.15287327073747292,66808
0.07,1160,742,8.949176982975445,146158,199.29,0.09261869839974679,68072
