time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,train/n_updates,train/loss
1960,195.0,10,12.08360297887665,2,0.9544299999999999,,
3676,182.8,20,10.914889537625701,3,0.9145330000000003,,
5452,180.73333333333332,30,10.847033672132165,6,0.8732410000000003,,
7428,184.7,40,11.533091516595983,8,0.8272990000000002,,
9477,188.54,50,12.04046413591964,11,0.77965975,,
11306,187.43333333333334,60,11.649844606906415,18,0.7371355000000002,648,0.00015102545694389846
13110,186.28571428571428,70,11.13180529449152,27,0.6951925000000001,1552,0.028939605357663822
14207,176.5875,80,10.230894182411438,32,0.6696872500000002,2096,0.029176349080444197
14887,164.4111111111111,90,9.381815421519224,36,0.6538772499999999,2440,0.029191967285441933
15768,156.68,100,8.845104400258956,40,0.633394,2880,0.0680993738133111
16148,140.88,110,7.768122118177814,42,0.6245589999999999,3072,0.03935350344545441
16639,128.63,120,6.989559736286611,44,0.6131432499999999,3312,0.039313396140642
17177,116.25,130,6.102998978836814,47,0.6006347500000001,3584,0.06854273459612159
17675,101.47,140,4.96301367266267,50,0.5890562500000001,3832,0.07813625494600274
18217,86.4,150,3.7726437817161966,52,0.5764547500000001,4104,0.030203342219465412
18561,71.55,160,2.9457168635633724,54,0.56845675,4280,0.06885209829488304
18928,57.18,170,2.2701766881711056,56,0.5599239999999999,4456,0.09804728519520722
19294,49.87,180,2.0005394227379045,58,0.5514144999999997,4640,0.059644374894560315
19717,47.3,190,1.9073749554922186,60,0.5415797499999999,4856,0.06909887432993855
20053,41.85,200,1.6442264103044477,62,0.5337677499999998,5024,0.10820788772252854
20435,41.87,210,1.6823754975172234,64,0.52488625,5216,0.11846206424525008
20884,41.45,220,1.689795302101401,66,0.5144470000000003,5440,0.10779874445870519
21210,39.33,230,1.6348865617188784,68,0.5068675000000001,5600,0.06065126939211041
21653,38.78,240,1.5998077503992456,70,0.49656774999999986,5824,0.07993129306123592
21995,36.78,250,1.4895427757324204,72,0.48861624999999986,5992,0.07966131973080337
22370,37.09,260,1.5263692718920956,74,0.4798975,6184,0.11854466324439272
22797,37.69,270,1.5649672817564733,76,0.4699697500000001,6392,0.10883039905456826
23071,36.77,280,1.5580301573134399,78,0.46359925000000013,6528,0.11861056555062532
23377,35.6,290,1.5093405032203457,79,0.45648475,6688,0.07065240235533565
23805,36.52,300,1.5242353823269321,82,0.44653374999999984,6896,0.10912118433043361
24188,36.53,310,1.5093718475570639,84,0.4376289999999998,7088,0.11875613662414253
24527,35.43,320,1.4231344878540089,85,0.4297472499999998,7256,0.11943363305181265
24856,35.46,330,1.4197037058905422,87,0.4220980000000003,7424,0.1473216589074582
25163,34.1,340,1.3606567120168007,89,0.41496025000000003,7576,0.09140362351899967
25451,33.56,350,1.368072282059566,90,0.40826425,7720,0.07452762383036315
25815,33.45,360,1.3267547379082765,92,0.3998012499999998,7904,0.09274135937448591
26099,32.02,370,1.2512309293029829,94,0.39319824999999997,8048,0.08231153403175995
26492,33.21,380,1.2540902825693174,96,0.384061,8240,0.2023064794484526
26835,33.58,390,1.2644012797820188,98,0.3760862500000004,8416,0.12966677849180996
27116,32.11,400,1.2319976287411518,99,0.3695529999999999,8552,0.10280239558778703
27399,31.11,410,1.1840361068893452,101,0.36297325000000014,8696,0.13018568127881736
27655,30.28,420,1.189541283189542,102,0.35702124999999985,8824,0.13101939775515348
27942,29.86,430,1.1731634283482686,104,0.35034850000000006,8968,0.08360788656864315
28171,29.08,440,1.1329442038916195,105,0.34502425000000025,9080,0.12129736843053252
28415,28.64,450,1.0872973597144258,106,0.3393512500000003,9200,0.09407078137155622
28606,26.91,460,1.0070668736913881,107,0.3349105000000001,9296,0.13067262154072523
28854,26.55,470,1.0122884196058268,109,0.32914450000000006,9424,0.10526641178876162
29128,25.36,480,0.9851679210497963,110,0.3227740000000001,9560,0.17749029584228992
29384,24.49,490,0.9555576427901165,112,0.3168220000000004,9688,0.15979507938027382
29700,24.84,500,0.9706685356377178,113,0.3094750000000003,9848,0.20298888348042965
30030,25.31,510,0.9967989464969286,115,0.3018025000000001,10008,0.14148070511873811
30363,26.08,520,0.9893571072220685,117,0.2940602499999999,10176,0.1761814821511507
30630,25.88,530,0.9794048959837393,118,0.28785250000000007,10312,0.17630729475058615
30878,26.07,540,0.9788893670008298,120,0.2820865,10432,0.13368189032189548
31185,26.7,550,1.0333698979115369,121,0.2749487500000002,10592,0.1254538013599813
31402,26.96,560,1.0407312918151574,122,0.2699035000000002,10696,0.18110528402030468
31680,27.26,570,1.062560342554578,124,0.26344000000000023,10832,0.10871050809510052
31910,26.82,580,1.0548783162636624,125,0.25809250000000017,10952,0.17737105675041676
32222,27.38,590,1.0775842218962923,127,0.2508385000000002,11104,0.222288073040545
32459,26.59,600,1.0376602620692688,128,0.24532825000000025,11224,0.19596326630562544
32720,25.9,610,1.0210823069379256,130,0.23926000000000025,11352,0.2132246010005474
