rollout/exploration_rate,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9448742500000002,10,2,2371,236.1,14.828785127742071,,
0.8981649999999999,20,4,4380,218.0,13.01895672276486,,
0.8420860000000001,30,7,6792,225.4,13.372609973771421,,
0.7853094999999998,40,11,9234,229.85,13.609234078379842,,
0.7333457500000001,50,19,11469,228.38,13.676398599443983,728,0.00019549810167518444
0.7079102500000003,60,25,12563,208.38333333333333,12.150179197407182,1280,0.029196267325460212
0.6920072499999999,70,28,13247,188.24285714285713,10.780278897272364,1616,0.019806242160484544
0.66499075,80,35,14409,179.1125,9.93291274810557,2200,0.049371591507224366
0.6304644999999999,90,42,15894,175.6,9.464507774296253,2944,0.029240375641165883
0.6064239999999999,100,48,16928,168.28,8.93762498112261,3456,0.019726065427676076
0.57406,110,55,18320,158.49,7.988453036138257,4152,0.029604837640363257
0.5553437500000002,120,60,19125,146.45,7.185772713538129,4560,0.029921580651716795
0.52930375,130,66,20245,133.53,6.217731805946565,5120,0.039657964174693916
0.49580049999999987,140,73,21686,123.52,5.338116224394128,5840,0.030573149342671968
0.4739222500000001,150,78,22627,110.58,4.262238875597117,6312,0.050170044967671856
0.4494865000000001,160,84,23678,110.15,4.1922427147476045,6832,0.05030589566740673
0.4123795000000001,170,93,25274,119.27,4.483610807643468,7632,0.05099077502381988
0.39915025000000015,180,96,25843,113.34,4.290694302816782,7920,0.08090306262602098
0.3741565000000002,190,102,26918,109.24,4.077118613063622,8456,0.08137267708661966
0.3407695000000004,200,110,28354,113.26,4.141073115425211,9176,0.03290767263388261
0.30749875000000026,210,118,29785,113.65,4.064787147739811,9888,0.03299278128542937
0.28257475,220,124,30857,116.32,4.086349107507042,10424,0.03366713528521359
0.26106850000000015,230,129,31782,114.37,3.9329171213478737,10888,0.07395388279110193
0.22544950000000008,240,138,33314,115.28,3.855898231146973,11656,0.04508523887488991
0.19157425000000017,250,147,34771,120.44,3.9967383358868216,12384,0.05493481189478189
0.15346749999999987,260,155,36410,126.32,4.059655408495301,13200,0.01633897837018594
0.10220125000000013,270,167,38615,132.41,4.097474061503647,14304,0.05726699240040034
0.07,280,178,40521,145.78,4.394584525820212,15256,0.09009879414224997
0.07,290,188,42445,154.27,4.521078731096646,16216,0.1135817549075
0.07,300,202,45156,167.02,4.7178553055882695,17576,0.07193331536836922
0.07,310,214,47398,175.13,4.853696431237478,18696,0.029424920270685107
0.07,320,227,49740,187.83,5.1037330750200685,19864,0.0407231476274319
0.07,330,236,51324,194.42,5.220347859357678,20656,0.06442200858145952
0.07,340,242,52508,190.94,5.040288248980506,21248,0.04319997550919652
0.07,350,251,54127,192.56,4.96982075312453,22056,0.04166524508036673
0.07,360,256,55104,185.94,4.798540878289554,22544,0.04196361365029588
0.07,370,262,56100,173.85,4.498764454572047,23048,0.08903203479712829
0.07,380,266,56977,163.56,4.261599960940753,23488,0.06595627765636891
0.07,390,269,57540,149.95,3.9419641484587618,23768,0.06637847010279074
0.07,400,274,58291,130.35,3.4651167092058732,24144,0.08770698204170913
0.07,410,281,59736,122.38,3.2473458754176123,24864,0.0686205824604258
0.07,420,290,61359,115.19,3.090493806508873,25672,0.0897136377170682
0.07,430,292,61719,102.95,2.816368008525251,25856,0.07911008084192872
0.07,440,300,63168,105.6,2.930144995991951,26576,0.043835980410221964
0.07,450,308,64722,104.95,2.9509159106263634,27360,0.11490180238615721
0.07,460,316,66235,110.31,3.0970610909111964,28112,0.07918501121457666
0.07,470,321,67102,109.02,3.0574906348774613,28544,0.07899588521104306
0.07,480,325,67748,106.71,2.967947772978015,28872,0.05644582014065236
0.07,490,331,68870,112.3,3.1106619802755713,29432,0.04421928513329476
0.07,500,336,69931,115.4,3.181171211288297,29960,0.1727219633758068
0.07,510,345,71586,117.5,3.2316011555891113,30792,0.06690390122821555
0.07,520,352,72773,113.14,3.1010075096706267,31384,0.06802093225996941
0.07,530,359,74075,122.56,3.314606938252425,32032,0.16339479945600033
0.07,540,364,75060,117.92,3.1619164359787955,32528,0.08088087302166969
0.07,550,369,75823,110.01,2.958076231498883,32904,0.06645433756057173
0.07,560,375,77085,107.5,2.860313381302786,33536,0.05748350050998852
0.07,570,379,77818,106.16,2.8140602004910202,33904,0.09076864301459864
0.07,580,387,79171,113.23,2.980985767309629,34584,0.056894588633440435
0.07,590,392,80144,111.74,2.924899329860457,35064,0.07891464460408315
0.07,600,395,80776,107.45,2.8425224605791874,35384,0.0822763298638165
0.07,610,402,82021,103.35,2.7452386095843804,36008,0.06724023702554405
0.07,620,408,83024,101.51,2.7032663892163664,36504,0.11452218831982464
