rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9402010000000001,2572,2,10,-14.073749006305992,256.2,,
0.88991125,4735,5,20,-12.524556224355532,235.75,,
0.83104225,7267,8,30,-12.667012718472238,241.23333333333332,,
0.7761490000000002,9628,11,40,-12.798159921296868,239.7,,
0.7100725,12470,24,50,-13.965177057882093,248.4,1232,3.197993964931811e-05
0.6403224999999999,15470,39,60,-14.230661390700597,256.8333333333333,2728,0.018278418788213457
0.5774312499999998,18175,53,70,-13.93912382047516,258.64285714285717,4080,0.009403265315995668
0.51056425,21051,67,80,-13.888094007926062,262.1375,5520,0.00035285797639517114
0.45678699999999994,23364,79,90,-13.453702385540753,258.6,6680,0.018371364396443823
0.3932912500000001,26095,94,100,-13.330803708112315,259.95,8040,0.009381922969623702
0.33049300000000015,28796,108,110,-13.171612921488562,261.24,9392,0.0006336256628856063
0.26369575000000034,31669,124,120,-13.337974827804425,268.34,10832,0.0007135119958547875
0.1955267500000003,34601,139,130,-13.30534338523243,272.34,12296,0.018087669195665512
0.1267067500000001,37561,155,140,-13.24082239786142,278.33,13776,0.019064690837694798
0.07,40561,170,150,-12.678730169401241,279.91,15280,0.009658942166424822
0.07,43271,184,160,-12.285234228974016,277.01,16632,0.00986382186965784
0.07,46271,200,170,-12.329624174408933,279.96,18128,0.00981338789279107
0.07,49271,215,180,-12.265953012411973,281.2,19632,0.0011613337192102335
0.07,52271,231,190,-12.539112211624321,288.07,21128,0.010473078160430305
0.07,55271,247,200,-12.561706248796138,290.76,22632,0.0017393717062077485
0.07,57973,261,210,-12.467093589003808,290.77,23984,0.0017196763365063816
0.07,60678,275,220,-12.363013478035667,289.09,25336,0.0013868116147932597
0.07,63381,289,230,-12.19504879443504,286.8,26688,0.01031445681292098
0.07,65948,302,240,-12.027963200654103,282.87,27968,0.0016285139136016369
0.07,68411,315,250,-11.739905080341691,277.5,29200,0.001829634784371592
0.07,71196,329,260,-11.757197049386038,278.25,30592,0.0019844568305416033
0.07,73898,343,270,-11.585192039719583,275.27,31944,0.0021911593212280422
0.07,76898,358,280,-11.516830754604394,275.27,33448,0.0023719915188848972
0.07,79898,374,290,-11.45427078505105,275.27,34944,0.011668045932310633
0.07,82898,389,300,-11.35899498635119,275.27,36448,0.011864847780088894
0.07,85898,404,310,-11.34231459330913,278.25,37944,0.0022264851577347144
0.07,88898,420,320,-11.333936866978183,281.2,39448,0.002462967560859397
0.07,91898,435,330,-11.39058511279614,284.17,40944,0.01129594279336743
0.07,94599,450,340,-11.375673084535949,285.51,42296,0.019609504437539726
0.07,97599,465,350,-11.569094784431787,290.88,43792,0.010039425018476322
0.07,100599,481,360,-11.572570609650807,293.03,45296,0.028750165380188264
0.07,103599,496,370,-11.615039875221028,296.01,46792,0.0015529666416114196
0.07,106599,511,380,-11.610139935208817,296.01,48296,0.0014950166223570704
0.07,109599,527,390,-11.543947319129092,296.01,49792,0.0012033408056595363
0.07,112599,542,400,-11.550240201589583,296.01,51296,0.0010893993385252543
0.07,115300,556,410,-11.342034841524722,293.02,52648,0.009955890796845779
0.07,118300,571,420,-11.127573601268715,293.02,54144,0.009930257117957808
0.07,121300,586,430,-11.109481343724896,293.02,55648,0.0009724567134981044
0.07,124300,602,440,-11.073734610118276,296.01,57144,0.0008444549966952763
0.07,126844,615,450,-10.832821821521112,291.45,58416,0.0006828482437413186
0.07,129844,631,460,-10.89746155641418,291.45,59920,0.0005740620035794564
0.07,132583,645,470,-10.809588339162474,288.84,61288,0.011169942292326596
0.07,135583,660,480,-10.701148755244162,288.84,62784,0.0005100397247588262
0.07,138580,676,490,-10.658080539947486,288.81,64288,0.0005313349065545481
0.07,141580,691,500,-10.73264143316433,288.81,65784,0.0008869072662491817
0.07,144283,705,510,-10.802701300168923,288.83,67136,0.0005070041879662313
0.07,146984,719,520,-11.021761617118086,285.84,68488,0.000537497027835343
0.07,149984,734,530,-11.131213096214337,285.84,69984,0.000459875645901775
0.07,152984,749,540,-11.313933041011216,285.84,71488,0.0005784873319498729
0.07,155984,765,550,-11.536150709817212,290.4,72984,0.0005077450696262531
0.07,158984,780,560,-11.448373291764337,290.4,74488,0.0005365977704059333
0.07,161984,796,570,-11.450779921587722,293.01,75984,0.00041020519711310044
0.07,164984,811,580,-11.420687305711319,293.01,77488,0.0005723168942495249
0.07,167984,827,590,-11.367726761828232,293.04,78984,0.0003554236136551481
0.07,170984,842,600,-11.114433001813522,293.04,80488,0.0003355925546202343
0.07,173984,858,610,-11.14545430126369,296.01,81984,0.0003559244105417747
0.07,176984,873,620,-11.06623456612848,299.0,83488,0.0003001665772899287
0.07,179984,889,630,-10.83846563498667,299.0,84984,0.00033529129723319784
0.07,182984,904,640,-10.682908882738145,299.0,86488,0.0002973005211970303
0.07,185984,920,650,-10.540993275813118,299.0,87984,0.00033974708640016615
0.07,188984,935,660,-10.412370365082543,299.0,89488,0.0002896117512136698
0.07,191984,951,670,-10.39612999803677,299.0,90984,0.00031278904134524055
0.07,194984,968,680,-10.285699313847852,299.0,92488,0.00031452187613467686
0.07,197984,983,690,-10.281373469200268,299.0,93984,0.000343196552421432
