rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/loss
-10.39682337978154,0.96114925,10,166.1,1671,1,,
-10.139858193933332,0.9237400000000001,20,163.0,3280,3,,
-8.990428869922985,0.8945147500000002,30,150.23333333333332,4537,4,,
-10.249902024664456,0.8456897499999999,40,164.925,6637,7,,
-9.635144583527467,0.8185337500000001,50,155.1,7805,9,,
-8.560699540419744,0.8037932500000001,60,139.65,8439,10,,
-8.167362503033011,0.7791017499999999,70,134.72857142857143,9501,11,,
-8.269764036309919,0.7411809999999999,80,138.15,11132,18,560,0.06453185602549638
-7.94999181656282,0.71897725,90,133.3,12087,22,1040,0.05513571750634583
-7.749981230101565,0.6892405000000003,100,132.66,13366,29,1680,0.08164827020664234
-6.916564961797088,0.6773830000000001,110,121.05,13876,31,1936,0.09069653117330745
-6.395831808994433,0.65294725,120,115.47,14927,36,2456,0.05437878984230338
-6.060861882423216,0.6336730000000003,130,111.19,15756,41,2872,0.04521430360910017
-5.017898996743784,0.6125387500000001,140,99.28,16665,45,3328,0.08844725348171778
-4.640606109853272,0.5936597499999998,150,95.72,17477,49,3736,0.06204712355975062
-4.5547861197867965,0.5807095000000002,160,94.95,18034,52,4016,0.0622188308625482
-4.517568434185552,0.55074025,170,97.22,19323,59,4656,0.05284654666320421
-4.056075880065629,0.5266764999999999,180,91.26,20358,64,5176,0.07765603947336785
-3.7015091671745237,0.5156327500000003,190,86.46,20833,66,5416,0.06919503855169751
-3.392533901693079,0.49968325,200,80.53,21519,70,5752,0.08551983651705086
-3.4679725666458148,0.4832222500000002,210,82.51,22227,74,6112,0.06872470385860652
-3.300317125898957,0.4666217499999997,220,79.14,22941,77,6464,0.05992197943851352
-3.2898607137970357,0.4490447500000003,230,78.41,23697,81,6848,0.06791334430454299
-3.2961621732241877,0.4269107499999999,240,78.84,24649,86,7320,0.06059279717737809
-3.318589675760104,0.40549749999999996,250,79.93,25570,91,7784,0.02190252987202257
-3.3735020246317395,0.38847850000000006,260,81.68,26302,95,8144,0.09455408935900778
-3.150113247194949,0.36871600000000015,270,77.29,27152,100,8568,0.058590313186869025
-3.2575332793241203,0.3342362499999998,280,81.77,28635,108,9312,0.07958475837949663
-3.4731064955661055,0.30966099999999996,290,87.59,29692,114,9840,0.10627589281648397
-3.4817113125382524,0.29194449999999994,300,88.35,30454,118,10224,0.05751956475432962
-3.719868090228519,0.25741824999999996,310,96.12,31939,126,10968,0.03679292707238346
-4.026606320335983,0.21747475000000005,320,106.16,33657,135,11824,0.10760750668123364
-4.304632043033912,0.17904250000000022,330,115.13,35310,144,12648,0.08604326192289591
-4.381178523266025,0.14937549999999988,340,118.37,36586,151,13288,0.05863711825804785
-4.491862234158288,0.11817399999999989,350,122.58,37928,158,13960,0.03410837147384882
-4.8446681550629735,0.07144150000000005,360,135.36,39938,168,14968,0.058037530863657594
-5.182417225495227,0.07,370,147.31,41983,179,15984,0.04342027724487707
-5.361979042924488,0.07,380,154.91,44226,190,17112,0.060614338144659996
-5.6554186472610555,0.07,390,165.32,46324,201,18160,0.018978399224579334
-5.959823301731962,0.07,400,175.57,48111,211,19048,0.02310951252002269
-6.191186831238911,0.07,410,184.51,50490,223,20240,0.03640336258104071
-6.326063056272453,0.07,420,191.95,52952,235,21472,0.0363467339775525
-6.379319272567342,0.07,430,197.86,55196,247,22592,0.0658495677052997
-6.359580567605776,0.07,440,198.94,56580,254,23288,0.07673893350875005
-6.5467949000406795,0.07,450,208.52,58880,266,24432,0.02993425290333107
-6.4314976141556315,0.07,460,206.14,60652,275,25320,0.061265818716492504
-6.155654376355286,0.07,470,198.94,61977,282,25984,0.05405613384209573
-5.910085346535595,0.07,480,193.7,63696,291,26840,0.037130785814952105
-5.820226451100885,0.07,490,193.85,65809,302,27904,0.038006023794878274
-5.69679571531662,0.07,500,192.17,67428,310,28712,0.04430112463887781
-5.4896757531523726,0.07,510,187.41,69331,320,29664,0.030994488392025232
-5.229587790285421,0.07,520,180.47,71099,329,30544,0.02391827362589538
-5.2230292953745625,0.07,530,182.36,73532,342,31760,0.04323872225359082
-5.214094704655686,0.07,540,183.72,75052,350,32520,0.06191202500485815
-5.10982323720732,0.07,550,181.19,77099,361,33544,0.07005241233855486
-4.9989367918148515,0.07,560,179.08,78660,369,34328,0.031611267651896924
-4.940536088287116,0.07,570,178.13,79890,375,34944,0.0642158635891974
-4.863443072689206,0.07,580,175.77,81373,383,35680,0.030682525335578248
-4.512280289852244,0.07,590,163.38,82247,387,36120,0.09125213834340684
-4.2996531609290045,0.07,600,156.65,83193,392,36592,0.05091635134886019
-4.110941832766788,0.07,610,149.54,84385,398,37192,0.05110903282184154
-3.8578273825194755,0.07,620,140.16,85215,402,37600,0.06019428442232311
-3.5399840073527287,0.07,630,127.79,86411,409,38200,0.06495769511093386
-3.3982441009664472,0.07,640,122.22,87374,414,38680,0.018336423439905047
-3.086788576541185,0.07,650,110.91,88290,419,39144,0.05163463921053335
-2.9318439085233097,0.07,660,104.47,89207,426,39600,0.05235695856390521
-2.8560996104336858,0.07,670,100.38,90028,431,40008,0.045370389707386494
-2.833428386527964,0.07,680,98.73,91346,439,40672,0.03875714645255357
-2.876762651471931,0.07,690,100.38,92385,446,41192,0.08059914398472756
-2.8739559967526676,0.07,700,100.2,93313,452,41656,0.045137130364309996
-2.882571177112914,0.07,710,100.25,94510,459,42248,0.04591723025077954
-3.0170959192407127,0.07,720,104.66,95781,466,42888,0.03199450220563449
-3.138347148098494,0.07,730,108.66,97377,476,43688,0.06173666683025658
-3.104477531612694,0.07,740,107.54,98228,481,44112,0.05348300060722977
-3.167202113124456,0.07,750,109.52,99342,487,44664,0.0325138240295928
-3.123853643514734,0.07,760,108.11,100118,492,45056,0.0621068493637722
-3.189182469790136,0.07,770,111.42,101270,498,45632,0.026673697982914746
-3.054442678821278,0.07,780,107.19,102165,504,46080,0.03247558529255912
-2.9011858086530555,0.07,790,101.95,102680,507,46336,0.06839346035849303
-2.871253225745628,0.07,800,101.48,103561,512,46776,0.04076504783006385
-2.722722370510322,0.07,810,96.63,104273,515,47136,0.04886527283815667
-2.542272648655914,0.07,820,90.56,104937,519,47464,0.026273520285030827
-2.4220308033223437,0.07,830,87.22,106199,525,48096,0.06914405667339452
-2.3054085837748515,0.07,840,83.1,106638,528,48312,0.046293287246953696
-2.2146056310252096,0.07,850,79.73,107415,532,48704,0.03251286500017159
-2.2299056717509895,0.07,860,80.81,108299,536,49144,0.0482900713395793
-2.2104991268077554,0.07,870,80.8,109450,542,49720,0.0401064557954669
-2.1779488288989812,0.07,880,80.05,110270,546,50128,0.0702318562543951
-2.251757074077684,0.07,890,83.1,111090,550,50544,0.05458570993505418
-2.2612683631062045,0.07,900,82.69,111930,555,50960,0.02696559953619726
-2.2201411527060615,0.07,910,81.95,112568,558,51280,0.04784829553682357
-2.283523109360126,0.07,920,83.58,113395,562,51696,0.08554719522362575
-2.142621859105152,0.07,930,78.15,114114,566,52056,0.04140356680727564
-2.2946718794320518,0.07,940,83.24,115062,571,52528,0.034223018956254236
-2.2949019200625784,0.07,950,83.32,115847,575,52920,0.09273447329178452
-2.2469344915141933,0.07,960,81.53,116552,578,53272,0.026732113023172133
-2.3370592137723545,0.07,970,85.03,118053,586,54024,0.05576783634023741
-2.4085126514509327,0.07,980,87.79,119149,592,54568,0.05420582421356812
-2.3732269171679374,0.07,990,86.5,119840,596,54912,0.07960386402555741
-2.4498960596222186,0.07,1000,90.54,121084,602,55536,0.055830800818512216
-2.528918297949576,0.07,1010,93.53,122021,607,56008,0.03380285546882078
-2.5131375110841416,0.07,1020,94.58,122953,612,56472,0.06540757011680398
-2.5986377388900594,0.07,1030,98.04,124018,617,57008,0.07154867748613469
-2.4453346548013934,0.07,1040,93.08,124470,620,57232,0.0328715258219745
-2.4562008994539437,0.07,1050,94.53,125400,625,57696,0.04941004465217702
-2.5338419237633256,0.07,1060,98.02,126454,630,58224,0.06529779068659991
-2.4380640162630858,0.07,1070,94.64,127617,636,58808,0.05115140927955508
-2.504625133263509,0.07,1080,97.99,129048,643,59520,0.050040442278259434
-2.591959437439712,0.07,1090,101.64,130104,649,60048,0.07420796400401741
-2.5374207590981936,0.07,1100,99.34,131118,654,60552,0.04123755979526322
-2.567666886591441,0.07,1110,100.71,132192,660,61088,0.041109325451543555
-2.4899277900359826,0.07,1120,96.88,132741,663,61368,0.06440143566578627
-2.5192157930318495,0.07,1130,98.04,133922,669,61960,0.09060559715726413
-2.610016857161873,0.07,1140,101.32,134702,673,62344,0.06527185246523004
-2.6065054407768202,0.07,1150,100.67,135567,677,62776,0.06659529512398876
-2.6736782768853438,0.07,1160,102.99,136853,684,63424,0.06673553958535194
-2.6922308282640057,0.07,1170,102.97,138014,690,64000,0.07259385660290718
-2.592159823060018,0.07,1180,97.74,138922,695,64456,0.058417349559022114
-2.5487160434628424,0.07,1190,95.44,139748,699,64872,0.0416823853738606
-2.5133499320297634,0.07,1200,93.23,140541,703,65264,0.050120377898565494
-2.564596220922187,0.07,1210,95.17,141809,710,65904,0.07553086153347977
-2.640525635710647,0.07,1220,98.26,142667,714,66328,0.03389709451585077
-2.6109078339328233,0.07,1230,96.58,143680,720,66832,0.0415567695745267
-2.599419445242611,0.07,1240,96.27,144429,724,67208,0.057841173984343186
-2.566615764422216,0.07,1250,95.05,145172,727,67584,0.07259931732551195
-2.4904149512755307,0.07,1260,92.35,146188,733,68088,0.09306875974289142
-2.42329774319856,0.07,1270,90.57,147171,738,68584,0.08963593567023054
-2.371277419799144,0.07,1280,88.84,147906,742,68952,0.08384388702688739
-2.279102100023048,0.07,1290,85.72,148420,744,69208,0.04329850885551423
-2.238112964420329,0.07,1300,84.72,149113,748,69552,0.058251062873750925
-2.140417400709954,0.07,1310,80.67,149976,752,69984,0.035370062047149986
-2.098017175207899,0.07,1320,78.67,150634,756,70312,0.0753971855447162
-2.240549061030031,0.07,1330,86.06,152386,765,71192,0.07374714352772571
-2.2021195521421997,0.07,1340,84.18,152947,768,71472,0.09008521371288225
-2.2319015080378857,0.07,1350,85.01,153773,772,71880,0.08967253816081211
-2.231424533086298,0.07,1360,84.39,154727,777,72360,0.10070573736447841
-2.1997735527243765,0.07,1370,82.5,155521,781,72760,0.04435768295661546
-2.254075606397427,0.07,1380,85.62,156568,786,73280,0.11040448467247188
-2.3917341932406386,0.07,1390,90.78,157598,792,73792,0.06934563640970737
-2.4761146663612577,0.07,1400,94.08,158621,797,74304,0.05927216989221051
-2.547754387928964,0.07,1410,97.58,159834,803,74912,0.07645201933337376
-2.6224852301651045,0.07,1420,100.74,160808,808,75400,0.03733847042894922
-2.477704356944069,0.07,1430,93.38,161824,814,75904,0.07565241598058492
-2.532225045443156,0.07,1440,95.66,162613,818,76304,0.09230415493948385
-2.5094586280880007,0.07,1450,94.83,163356,822,76672,0.09151050593936816
-2.443782675659264,0.07,1460,92.48,164075,825,77032,0.1089368219836615
-2.44018587921836,0.07,1470,92.08,164829,829,77408,0.08590833097696304
-2.4292194807640213,0.07,1480,90.97,165765,834,77880,0.04453684942563996
-2.2710902931507193,0.07,1490,84.45,166143,836,78064,0.09074266348034143
-2.287908059993821,0.07,1500,85.77,167298,842,78648,0.10681367991492152
-2.214550719321381,0.07,1510,82.64,168198,847,79096,0.07541974884225056
-2.0805133290711946,0.07,1520,77.67,168675,849,79336,0.1032333979383111
-1.9608952671251025,0.07,1530,73.4,169264,852,79624,0.09842359961476177
-1.8558125528136475,0.07,1540,69.37,169650,854,79824,0.07924296415876597
-1.907510253845468,0.07,1550,71.1,170566,859,80280,0.08567420608596876
-1.903027452238019,0.07,1560,69.77,171152,862,80568,0.05259559175465256
-1.9635936713376545,0.07,1570,71.53,172082,867,81040,0.044961556035559624
-1.894304188105458,0.07,1580,68.34,172699,870,81344,0.06926014611963183
-2.132421268752752,0.07,1590,78.01,174044,877,82016,0.06021747467457317
-2.048072733576657,0.07,1600,74.34,174832,881,82408,0.091675722040236
-1.992444926546546,0.07,1610,72.22,175520,885,82752,0.09277493559056893
-2.063894935024377,0.07,1620,74.31,176206,888,83096,0.07665330788586289
-2.0805717509099377,0.07,1630,73.97,176761,891,83376,0.14813630748540163
-2.2150083383818227,0.07,1640,78.87,177637,896,83816,0.05180348065914586
-2.2156954740126604,0.07,1650,78.72,178538,900,84264,0.07713502176920883
-2.1886509291988587,0.07,1660,78.37,179089,903,84544,0.12437369581311941
-2.1345309895720175,0.07,1670,77.07,179889,907,84944,0.1258629405638203
-2.2138821649297706,0.07,1680,80.51,180850,912,85424,0.059579226188361645
-2.138779973574497,0.07,1690,77.99,181943,918,85968,0.06974691728828475
-2.23011872755689,0.07,1700,81.01,183033,924,86512,0.12275405408581719
-2.2936119759049207,0.07,1710,82.97,183917,928,86952,0.060635790054220706
-2.370146735321676,0.07,1720,86.58,184964,934,87480,0.12904976960271597
-2.4609807007035536,0.07,1730,91.33,185994,939,87992,0.08468849817290902
-2.407019126336384,0.07,1740,89.67,186704,943,88344,0.04621692543150857
-2.340155728143548,0.07,1750,87.54,187392,947,88688,0.09185116592561826
-2.4127870645642187,0.07,1760,90.97,188286,951,89136,0.13387974782381207
-2.3965626920559715,0.07,1770,90.95,189084,955,89536,0.13298051722813398
-2.5083143548242037,0.07,1780,95.47,190497,963,90248,0.047150695289019495
-2.5898246703759606,0.07,1790,98.94,191937,970,90968,0.07497927796794102
-2.493762216862687,0.07,1800,95.27,192660,974,91328,0.07531314861262217
-2.3949200419159817,0.07,1810,91.29,193146,976,91568,0.07891511003253981
-2.5757758974430227,0.07,1820,98.76,194940,986,92464,0.09824439720250666
-2.4480019958415222,0.07,1830,93.26,195420,988,92704,0.12299110775347799
-2.5877059018818227,0.07,1840,98.98,196702,995,93344,0.14049138082191348
-2.5796974864151383,0.07,1850,98.93,197385,998,93688,0.13124346849508584
-2.584093027282579,0.07,1860,98.16,198202,1003,94096,0.07477109367027879
-2.5891850586197815,0.07,1870,97.73,198957,1007,94472,0.16201171826105565
