rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9750759999999998,10,106.2,1,1072,-6.88610774241446,,
0.9634510000000001,20,77.6,1,1572,-5.126958956031418,,
0.9460599999999998,30,76.33333333333333,2,2320,-5.074267845435626,,
0.9337375000000001,40,70.25,3,2850,-4.517332746693232,,
0.91078975,50,75.74,5,3837,-4.899439240520149,,
0.8851682499999999,60,81.31666666666666,6,4939,-5.197094287752009,,
0.8699162500000002,70,78.92857142857143,7,5595,-5.003463078448694,,
0.8488750000000002,80,80.25,9,6500,-4.972856166789988,,
0.8418069999999997,90,74.6,9,6804,-4.607774341138852,,
0.8292520000000001,100,72.44,10,7344,-4.504853851748468,,
0.8041419999999998,110,72.52,12,8424,-4.433989525752497,,
0.7892619999999999,120,73.92,13,9064,-4.4870344949207075,,
0.7637102499999997,130,77.43,16,10163,-4.744657615170434,80,0.12048306209908333
0.734578,140,84.66,24,11416,-5.273656180942693,704,0.10284729643899482
0.70990975,150,85.4,32,12477,-5.1902132674640775,1232,0.11969460180262104
0.6796847500000002,160,87.38,41,13777,-5.284607577901437,1888,0.05585471888480242
0.6449957500000001,170,95.74,51,15269,-5.773304028661353,2632,0.10233268505544402
0.6208157500000002,180,97.09,59,16309,-5.922339405292478,3152,0.08515122038079426
0.5943804999999999,190,105.42,67,17446,-6.354691923517732,3720,0.12380219576880336
0.5772452500000003,200,107.39,72,18183,-6.433415201732751,4088,0.03176521445857361
0.5537859999999999,210,106.68,79,19192,-6.400971175642716,4592,0.1412480544531718
0.5373249999999999,220,107.36,84,19900,-6.336144060441292,4944,0.07740286143962294
0.5070535000000003,230,109.39,94,21202,-6.271058197489916,5600,0.10972080449573696
0.4790605000000002,240,108.9,103,22406,-6.051673334975422,6200,0.053004785149823874
0.46371549999999984,250,104.89,108,23066,-5.839059242716376,6528,0.06032642791979015
0.43679200000000007,260,103.47,116,24224,-5.695647876283119,7104,0.09102098544826731
0.4085897500000001,270,100.68,125,25437,-5.419389517883631,7712,0.0774732407880947
0.3865255000000001,280,99.77,132,26386,-5.289347833187448,8192,0.10390920157078654
0.36190374999999997,290,98.99,140,27445,-5.270420139394924,8720,0.07075859257020056
0.34348975000000004,300,99.54,146,28237,-5.238188187009788,9112,0.10069536988157779
0.32389000000000023,310,97.88,152,29080,-5.137538337872588,9536,0.10231770551763475
0.3088240000000002,320,97.28,157,29728,-5.1592535479296915,9856,0.09858035237994045
0.28452774999999997,330,94.71,165,30773,-5.012755478417512,10384,0.09369412064552307
0.2621147500000003,340,92.31,173,31737,-4.889011133235883,10864,0.09132150863297284
0.2484902499999998,350,91.57,177,32323,-4.848766141307578,11160,0.1295008233282715
0.2300065,360,87.94,183,33118,-4.6312092510856155,11552,0.07344218157231808
