time/time_elapsed,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/exploration_rate,train/n_updates,train/loss
264,340,42984,119.85,5.693409483982299,0.07,16488,0.03960790208657272
270,350,43739,111.0,5.221687416321519,0.07,16864,0.1495087746588979
278,360,44742,109.98,5.163971045766715,0.07,17368,0.10963289186474867
284,370,45497,107.73,5.042420335352782,0.07,17744,0.13803880722844042
288,380,46033,100.03,4.671537108322076,0.07,18016,0.04157050623325631
296,390,46979,97.97,4.58127833943094,0.07,18488,0.066971327731153
305,400,48129,95.61,4.527259250702539,0.07,19064,0.09112071205163375
311,410,48943,97.82,4.610681421721486,0.07,19464,0.1154330640565604
318,420,49737,94.74,4.456651523398407,0.07,19864,0.09005953936139122
326,430,50749,85.99,4.002380552454557,0.07,20368,0.04136844049207866
335,440,51946,88.62,4.040556662022252,0.07,20968,0.09227103827288374
344,450,53043,92.04,4.162814316470266,0.07,21520,0.10599926061695442
349,460,53693,88.51,3.926970971211463,0.07,21840,0.09378386300522834
355,470,54566,89.69,3.942439090555691,0.07,22280,0.07739527901867405
362,480,55471,93.38,4.025753936334717,0.07,22728,0.041281618061475456
371,490,56702,96.23,4.152235151987433,0.07,23344,0.10632115055341274
381,500,57813,95.84,4.04317062852815,0.07,23904,0.19451080751605332
388,510,58721,96.78,4.048307445375039,0.07,24360,0.08223632565932348
399,520,60058,102.21,4.121855172376459,0.07,25024,0.18633016292005777
405,530,60815,99.66,3.994246309926902,0.07,25400,0.13412621890893206
410,540,61525,94.79,3.787816836608065,0.07,25760,0.09474989614682272
416,550,62181,90.38,3.606308834509006,0.07,26088,0.12068085483042523
425,560,63286,94.93,3.7924885810990885,0.07,26640,0.15385723061626777
436,570,64630,99.64,3.936987318439214,0.07,27312,0.15038503846153617
443,580,65476,99.05,3.8908344588269896,0.07,27736,0.1099103236629162
449,590,66221,94.19,3.60895700474881,0.07,28104,0.16123629175126553
456,600,67104,91.91,3.5229213836859703,0.07,28544,0.14681763396947645
462,610,67787,89.66,3.379204249947515,0.07,28888,0.1080739957978949
476,620,69578,94.2,3.6314734634800128,0.07,29784,0.12018511421047151
490,630,71328,104.13,3.975432603894618,0.07,30656,0.10954157443484291
505,640,73102,114.77,4.336350119884665,0.07,31544,0.058660517912358046
515,650,74282,120.01,4.473930210306264,0.07,32136,0.030461040849331766
525,660,75547,121.61,4.476435582474653,0.07,32768,0.0702528802503366
532,670,76503,117.73,4.313616941279247,0.07,33248,0.03269861754961312
542,680,77730,121.54,4.501828506042268,0.07,33864,0.06992105109384283
551,690,78812,124.91,4.615723462793646,0.07,34400,0.09691950032720342
561,700,80032,128.28,4.76068121735678,0.07,35008,0.07248189026722685
568,710,80924,130.37,4.865370701694004,0.07,35456,0.1671872656152118
579,720,82404,127.26,4.739522222823333,0.07,36200,0.09796538649243303
585,730,83157,117.29,4.3394060172669455,0.07,36576,0.08545085712103173
588,740,83621,104.19,3.8764996274240553,0.07,36808,0.08558156885555945
599,750,84970,105.88,4.028203809523321,0.07,37480,0.06984305119840428
607,760,86015,103.68,3.990128254363681,0.07,38000,0.08729209980810992
613,770,86730,101.27,3.9339048720889833,0.07,38360,0.13745216850657016
622,780,87899,100.69,3.902971802466284,0.07,38944,0.07138710119761527
632,790,89272,103.6,4.060585652645378,0.07,39632,0.09811058157356456
638,800,90048,99.16,3.8352111791312167,0.07,40016,0.0835351636633277
645,810,90912,98.88,3.8179466729478655,0.07,40448,0.11416271002963185
651,820,91581,90.77,3.517305577961021,0.07,40784,0.14226515422342345
656,830,92219,89.62,3.5059084065403106,0.07,41104,0.11209076811792329
667,840,93653,99.32,3.813818516405444,0.07,41824,0.08609274454647675
677,850,94954,98.84,3.70380693143146,0.07,42472,0.07284498494118452
688,860,96394,102.79,3.8970740731177522,0.07,43192,0.05808943178271875
698,870,97681,108.51,4.108429165981047,0.07,43840,0.12463709112489596
710,880,99407,114.08,4.262399475432568,0.07,44696,0.03317173078539781
722,890,100817,114.45,4.287194128880293,0.07,45408,0.11183246871223673
734,900,102356,122.08,4.618497024767737,0.07,46176,0.14338827948085964
741,910,103294,122.82,4.683016866036412,0.07,46640,0.09982110655982979
753,920,104953,132.72,5.174542333121239,0.07,47472,0.11633088305825368
766,930,106514,141.95,5.557687801621064,0.07,48256,0.14326502062613145
780,940,108404,146.51,5.728924888744469,0.07,49200,0.10319138391059823
788,950,109419,143.65,5.671659580885285,0.07,49704,0.10082792938919738
796,960,110367,138.73,5.398746995042979,0.07,50176,0.09996153810061514
804,970,111334,135.53,5.269355969830087,0.07,50664,0.11304065358126536
809,980,112045,125.38,4.92374511723133,0.07,51016,0.07216636853991076
819,990,113281,123.64,4.694790010417623,0.07,51640,0.10015587133239023
828,1000,114428,119.72,4.43331956025505,0.07,52208,0.09827299986500293
834,1010,115147,117.53,4.28883435416543,0.07,52568,0.12861538844299503
839,1020,115771,107.18,3.806527194093379,0.07,52880,0.06162184619461186
850,1030,117110,104.96,3.618380336687845,0.07,53552,0.12991542217787355
858,1040,118131,96.27,3.3416871953591056,0.07,54064,0.11281367662013508
869,1050,119508,99.89,3.366309262901678,0.07,54752,0.05618465605948586
875,1060,120291,98.24,3.2672034748280185,0.07,55144,0.11316133332729805
882,1070,121136,97.02,3.177953795333354,0.07,55560,0.14192552043823525
887,1080,121844,96.99,3.1886316128432197,0.07,55920,0.15604246777365915
895,1090,122854,94.73,3.151875012339918,0.07,56424,0.09955819687456824
904,1100,123943,94.15,3.155195126119585,0.07,56968,0.05660345786600374
909,1110,124585,93.38,3.1246464329132073,0.07,57288,0.12989575322717428
913,1120,124994,91.23,3.0139068099446304,0.07,57496,0.11543212668038905
921,1130,125992,87.82,2.9165590060657025,0.07,57992,0.1419929220865015
928,1140,126929,86.98,2.7994734835327026,0.07,58464,0.12576001023990102
934,1150,127734,81.26,2.649095063380793,0.07,58864,0.0709803337813355
942,1160,128685,82.94,2.7801526621880384,0.07,59336,0.07137012643215712
949,1170,129500,82.64,2.84227743023521,0.07,59744,0.15562159326509573
954,1180,130153,82.09,2.8288713981065188,0.07,60072,0.12818302694358863
959,1190,130803,78.49,2.759853840934866,0.07,60400,0.1833984825934749
967,1200,131790,77.47,2.7013240035057176,0.07,60888,0.20831197127699852
974,1210,132665,79.8,2.8080611684463497,0.07,61328,0.042539657224551775
982,1220,133581,84.87,2.9776246061745995,0.07,61784,0.05748198990477249
987,1230,134219,81.27,2.8504555317908906,0.07,62104,0.14202512819611002
994,1240,135014,79.85,2.8544918914503397,0.07,62504,0.07018562234588899
1002,1250,136012,81.78,3.0768351175563797,0.07,63000,0.04376043470983859
1008,1260,136807,80.22,3.005298164694105,0.07,63400,0.22171789221465588
1016,1270,137839,82.39,3.0140957773898034,0.07,63912,0.1405463521805359
1024,1280,138825,85.72,3.087853974569745,0.07,64408,0.1378657483146526
1030,1290,139618,87.15,3.1173300099671315,0.07,64808,0.154382208827883
1036,1300,140315,84.25,3.01134742992665,0.07,65152,0.27987620048224926
1043,1310,141260,84.95,3.0719512187297364,0.07,65624,0.1662283670157194
1055,1320,142700,90.19,3.2392720882999395,0.07,66344,0.15490970229438972
1060,1330,143274,89.55,3.259411613813552,0.07,66632,0.0840030959516298
1066,1340,144026,89.12,3.246030841532082,0.07,67008,0.2077100235328544
1072,1350,144762,86.5,2.9785671595713152,0.07,67376,0.09628623764729127
1076,1360,145310,84.03,2.915602275417034,0.07,67648,0.0970785316749243
1084,1370,146275,83.36,2.8823473980238905,0.07,68136,0.12438126892084256
1089,1380,146938,80.13,2.815229634078294,0.07,68464,0.13775814656401053
1095,1390,147718,80.0,2.784358052483782,0.07,68856,0.09574818109103944
1100,1400,148253,78.38,2.748499123820437,0.07,69120,0.1513716926856432
1106,1410,148979,76.19,2.6138770888946707,0.07,69488,0.12382152836653404
1113,1420,149876,70.76,2.455971797454008,0.07,69936,0.16236988877062686
1119,1430,150731,73.57,2.538687851840384,0.07,70360,0.13787790201604366
1128,1440,151812,76.86,2.737131506618031,0.07,70904,0.13587616942822933
1133,1450,152380,75.18,2.7486010476457845,0.07,71184,0.09761675901245326
1139,1460,153152,77.42,2.8002598988541423,0.07,71568,0.09395006277190987
1145,1470,153874,74.99,2.7513679571711354,0.07,71936,0.14795113141008187
1152,1480,154754,77.16,2.8636035927430807,0.07,72376,0.17511211945384275
1159,1490,155690,78.72,2.9327803660547307,0.07,72840,0.13532325965934433
1166,1500,156500,81.47,2.98770300464062,0.07,73248,0.12044598953798413
1174,1510,157474,83.95,3.079209121479512,0.07,73736,0.1323396366497036
1179,1520,158130,81.54,3.0471670499399464,0.07,74064,0.1366861477290513
1183,1530,158630,77.99,2.9381543125719385,0.07,74312,0.13488242001039907
1188,1540,159223,73.11,2.7094154803597785,0.07,74608,0.13454576180083677
1194,1550,160042,75.62,2.7683622907876586,0.07,75016,0.16417303966591135
1199,1560,160622,73.7,2.765439883652838,0.07,75304,0.06685649114660919
1203,1570,161139,71.65,2.7397356412140437,0.07,75568,0.13513850717572495
1206,1580,161554,67.0,2.4869619178152704,0.07,75776,0.14737779955612496
1212,1590,162285,64.95,2.3744125026860132,0.07,76136,0.09371022818959318
1217,1600,162928,63.28,2.368537083818261,0.07,76456,0.09414966776967049
1223,1610,163585,60.11,2.298191949731095,0.07,76792,0.16103521751938388
1229,1620,164374,61.44,2.287193704282698,0.07,77184,0.09442085688351654
1234,1630,165008,62.78,2.3057567268052765,0.07,77496,0.08318845217581838
1239,1640,165637,63.14,2.298655712799542,0.07,77816,0.13140669770655222
1243,1650,166117,59.75,2.2025951590240105,0.07,78056,0.12124984122056048
1248,1660,166688,59.66,2.1622162850579874,0.07,78336,0.08154554267821368
1254,1670,167414,61.75,2.203147867794763,0.07,78704,0.08017530391225591
1259,1680,168004,63.5,2.3235154336055435,0.07,79000,0.1336372454679804
1263,1690,168589,62.04,2.3168524315970958,0.07,79288,0.12855484288593289
1267,1700,169087,60.59,2.304431498415941,0.07,79536,0.15692766528809443
1271,1710,169590,59.05,2.2679904147275605,0.07,79792,0.19400788377970457
1277,1720,170280,58.06,2.2582063030488677,0.07,80136,0.12113599773147143
1281,1730,170795,56.87,2.259855041585921,0.07,80392,0.13080037391046062
1286,1740,171387,56.5,2.236161720384953,0.07,80688,0.14143704404705204
1291,1750,172024,58.07,2.289887824014906,0.07,81008,0.09239523349970113
1295,1760,172540,57.52,2.280964250802562,0.07,81264,0.17059381352737546
1301,1770,173304,57.9,2.3002182600575116,0.07,81648,0.09334507648600265
1306,1780,173898,57.94,2.2760817992847424,0.07,81944,0.15522286825580522
1311,1790,174496,58.07,2.3219975799765136,0.07,82240,0.143531103618443
1316,1800,175078,58.91,2.3482401950003,0.07,82536,0.18986686319112778
1321,1810,175701,60.11,2.3217800449987918,0.07,82848,0.17623810237273574
1326,1820,176352,59.72,2.2883299947091946,0.07,83168,0.09011235818616115
1330,1830,176811,59.16,2.2565783087078533,0.07,83400,0.1197828915755963
1334,1840,177352,58.65,2.2594539473666106,0.07,83672,0.16490575879288372
1341,1850,178173,60.49,2.325802719019551,0.07,84080,0.15447330428287387
1345,1860,178739,60.99,2.296528587345752,0.07,84368,0.14062795825884677
1351,1870,179365,59.61,2.2585719762424348,0.07,84680,0.14083241653861478
1357,1880,180130,61.32,2.387163987259839,0.07,85064,0.27868375554680824
1360,1890,180484,58.88,2.2600658296808045,0.07,85240,0.18223504908382893
1365,1900,181094,59.16,2.2701227440187233,0.07,85544,0.17091673947288655
1369,1910,181587,57.86,2.2742857565841974,0.07,85792,0.12656680453801528
1374,1920,182334,58.82,2.277257342844015,0.07,86160,0.15390916168689728
1379,1930,182928,60.17,2.3099503015757357,0.07,86456,0.12585023973952048
1385,1940,183684,62.32,2.4043826729039877,0.07,86840,0.07445587703841738
1389,1950,184138,58.65,2.257794307120791,0.07,87064,0.13194167986512184
1393,1960,184666,58.27,2.2912306614988927,0.07,87328,0.1135591656784527
1398,1970,185272,58.07,2.2678710806776756,0.07,87632,0.16260728644556366
1404,1980,186033,58.03,2.2393492547398814,0.07,88016,0.10166776151163504
1411,1990,186817,62.33,2.439193920782489,0.07,88408,0.16563936762395315
1417,2000,187566,63.72,2.5082623000778996,0.07,88776,0.2015511176432483
1425,2010,188579,68.92,2.6476000765771004,0.07,89288,0.1560598946234677
1431,2020,189343,69.09,2.7139493892600774,0.07,89664,0.06426815042505041
1438,2030,190348,73.2,2.8901465804742243,0.07,90168,0.09291935208602808
1445,2040,191257,74.73,2.97452361241324,0.07,90624,0.1400572228594683
1451,2050,191934,76.96,3.093312313288747,0.07,90960,0.12370348541298881
1456,2060,192585,78.19,3.1541270190956068,0.07,91288,0.1320092898386065
1461,2070,193217,78.45,3.1676658793891157,0.07,91608,0.16666316520422697
1466,2080,193881,77.48,3.1048446388001896,0.07,91936,0.07589103415375575
1474,2090,194827,79.1,3.166558308323366,0.07,92408,0.1251631831692066
1481,2100,195713,80.47,3.2374782202983385,0.07,92856,0.15904207940911874
1488,2110,196638,79.59,3.245828231755336,0.07,93312,0.14546695828903466
1493,2120,197257,78.14,3.206984839307049,0.07,93624,0.10354766267118976
1498,2130,197945,74.97,3.091286336859668,0.07,93968,0.16378302569501102
1504,2140,198664,73.07,2.990084443949121,0.07,94328,0.19852307881228626
1509,2150,199241,72.07,2.9281429547268067,0.07,94616,0.17837614030577242
1513,2160,199733,70.48,2.8467329437479845,0.07,94864,0.2023430147091858
