rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
-5.7537228216581,1,120.2,10,0.9718210000000003,1212,,
-4.104450123358774,2,87.15,20,0.95901025,1763,,
-4.7944519026397705,3,95.63333333333334,30,0.9325982499999999,2899,,
-4.635622024450739,4,93.825,40,0.91181275,3793,,
-4.106781609423431,5,84.66,50,0.9004202500000001,4283,,
-4.047320109081077,6,83.31666666666666,60,0.8823782500000003,5059,,
-4.162932279326379,8,84.8,70,0.8603605000000001,6006,,
-4.333026638577474,10,86.6,80,0.8370640000000003,7008,,
-4.329865058645736,11,87.4,90,0.8150229999999998,7956,,
-4.177948268043135,12,85.12,100,0.7997710000000001,8612,,
-4.05524433059663,14,82.8,110,0.776986,9592,,
-4.306248473832957,18,86.47,120,0.7556425000000001,10510,248,0.12983746360987425
-4.446863150113385,29,90.6,130,0.7196282500000002,12059,1024,0.12110777175257681
-4.636668931044765,37,93.29,140,0.6925885,13222,1608,0.12145167844209936
-5.318999756809273,48,102.7,150,0.6593177499999999,14653,2320,0.08424639010627288
-5.90417595072876,60,112.28,160,0.6190022500000001,16387,3192,0.08395787573681446
-6.497156949293385,74,121.82,170,0.5748040000000002,18288,4136,0.06593465816695243
-6.587043348708177,83,124.52,180,0.5452300000000001,19560,4776,0.09433069147053175
-6.8875764004377995,94,130.22,190,0.5099365000000001,21078,5536,0.10438963511842303
-7.103791000220832,102,134.21,200,0.48540775,22133,6064,0.06681843791739084
-7.271641967537935,112,138.43,210,0.4528112500000002,23535,6760,0.11456374468980357
-7.123431006472738,118,136.67,220,0.43555975000000025,24277,7136,0.08658863115124404
-6.645628073301708,123,127.51,230,0.42084250000000034,24910,7448,0.06855523199192248
-6.674143483778949,133,129.72,240,0.3886645000000002,26294,8144,0.09552057890687138
-6.194838389375752,140,123.56,250,0.3697157499999999,27109,8552,0.1064390151295811
-5.904100961344754,149,118.65,260,0.3408160000000001,28352,9168,0.07864197110757232
-5.2133604952235375,155,107.8,270,0.32184400000000024,29168,9576,0.08806977537460625
-5.03706556272129,163,104.55,280,0.29982624999999996,30115,10056,0.06136934238020331
-4.765655392849814,170,98.33,290,0.27899425000000033,31011,10504,0.1062649957020767
-4.78977305684819,177,97.66,300,0.25602325000000004,31999,10992,0.0517076225951314
-4.671642725960828,185,93.22,310,0.2337497500000003,32957,11472,0.051006563706323504
-4.929009844519472,194,98.37,320,0.20452449999999978,34214,12104,0.08093463093973696
-4.851114716952287,198,96.72,330,0.19364349999999975,34682,12336,0.09972924453904852
-4.63721166072785,205,91.66,340,0.17323000000000033,35560,12776,0.07986133627127856
-4.539297121208335,210,90.25,350,0.15755949999999985,36234,13112,0.10703150450717658
-4.18956326631637,216,84.73,360,0.14149374999999986,36925,13456,0.07093072758289054
-4.214573509476041,222,85.34,370,0.12110350000000003,37802,13896,0.10751907189842314
-4.067485460908135,228,82.97,380,0.1045959999999998,38512,14248,0.08158743486274034
-3.8838708585329136,233,80.35,390,0.08985550000000031,39146,14568,0.06110213522333652
-3.609611411547578,237,75.87,400,0.0773005000000001,39686,14840,0.06040208711056039
-3.5226884907884615,244,74.91,410,0.07,40548,15272,0.059386624372564256
-3.0507219189571,246,65.44,420,0.07,40858,15424,0.09723528369795531
-3.258359045103802,251,68.6,430,0.07,41642,15816,0.1160191937815398
-3.1625835579601453,256,65.99,440,0.07,42259,16128,0.051880509534385055
-3.3022826914209356,264,70.12,450,0.07,43346,16672,0.11708037334028631
-3.303652128056031,271,71.08,460,0.07,44133,17064,0.1250335221993737
-3.1905710853085423,277,70.3,470,0.07,44932,17464,0.06055216258391738
-3.2855561796394217,285,73.31,480,0.07,45943,17968,0.09825835551600903
-3.1678004956895927,288,70.87,490,0.07,46333,18160,0.042584772570990026
-3.188074972595726,293,71.89,500,0.07,46975,18480,0.13510722218779847
-3.0491951681710003,299,71.09,510,0.07,47757,18872,0.12479133240412921
-3.292867489764952,306,76.56,520,0.07,48614,19304,0.10551150422543287
-3.191381587952756,312,76.43,530,0.07,49385,19688,0.14345466950908303
-3.1700336586328297,318,77.13,540,0.07,50072,20032,0.08741150080459192
-2.9464830701313702,322,71.49,550,0.07,50595,20296,0.08050049340818077
-3.1699765404088844,331,76.61,560,0.07,51894,20944,0.1079577297787182
-3.113034189449688,336,75.0,570,0.07,52532,21264,0.10624103096779436
-2.862100184788283,340,69.09,580,0.07,52952,21472,0.08845142211066559
-3.117232214899383,347,75.29,590,0.07,53962,21976,0.0878809139248915
-3.169813157708036,354,77.24,600,0.07,54799,22392,0.05860031140036881
-3.2209153282054825,360,76.98,610,0.07,55555,22776,0.1072017411061097
-3.258572105376448,369,79.11,620,0.07,56625,23312,0.08663057186640799
-3.396936204257587,377,81.28,630,0.07,57613,23800,0.09805599704850465
-3.5240432316252086,385,85.32,640,0.07,58704,24344,0.09096118860179558
-3.556538247514482,392,88.66,650,0.07,59561,24776,0.135205268394202
-3.6267916384292875,404,90.98,660,0.07,61092,25544,0.12265693099470809
-3.6545664798441004,410,92.64,670,0.07,61896,25944,0.15214613918215036
-4.073721492929106,422,104.53,680,0.07,63505,26752,0.11365440345252864
-4.401639681395463,435,111.49,690,0.07,65211,27600,0.10626520967343822
-4.560427283643003,445,115.05,700,0.07,66404,28200,0.04078491241671145
-4.456690945670796,450,113.11,710,0.07,66966,28480,0.07662995927967131
-4.360861547861506,457,111.15,720,0.07,67840,28912,0.1420539848622866
