time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
2391,0.9444092499999998,238.1,2,-16.329173808730342,10,,
4994,0.8838894999999998,248.7,5,-16.933592362667234,20,,
7032,0.8365060000000002,233.4,8,-15.755526981413857,30,,
9547,0.7780322500000002,237.675,12,-16.052383220349576,40,,
11496,0.7327180000000002,228.92,19,-15.014811571962817,50,744,0.0001248475909960689
12729,0.7040507500000002,211.15,25,-13.426493847536255,60,1360,0.009372484984851326
13536,0.6852880000000002,192.37142857142857,29,-11.95372302635119,70,1760,0.0279126790474038
13937,0.6759647500000001,173.2125,31,-10.661196797104102,80,1968,0.055725925582919444
14450,0.6640374999999998,159.55555555555554,34,-9.686016995023152,90,2224,0.03727353907743236
15044,0.6502270000000003,149.44,37,-8.966977474074508,100,2520,0.06483424308316899
15368,0.6426939999999999,128.77,39,-7.426012084457967,110,2680,0.04623476455526543
15923,0.6297902500000001,108.29,41,-5.871210037485739,120,2960,0.036926226697687525
16464,0.6172120000000003,93.32,44,-4.706477584177242,130,3224,0.04570168929785723
16880,0.60754,72.33,46,-3.1592098089276046,140,3432,0.05457576887056348
17392,0.5956359999999998,57.96,49,-2.295964579092268,150,3688,0.09973264951258898
17763,0.5870102500000001,49.34,51,-1.8989386728884656,160,3880,0.06297389732208103
18402,0.5721534999999999,47.66,54,-1.7821459362545198,170,4200,0.05394330059789354
18675,0.5658062500000001,46.38,55,-1.705206149635848,180,4336,0.10632085876568453
19185,0.5539487499999999,46.35,58,-1.694192018638969,190,4592,0.08886144364078064
19596,0.5443930000000003,44.52,60,-1.5851898308726953,200,4792,0.06229652394540608
19991,0.5352092500000001,45.23,62,-1.658735497916205,210,4992,0.035290919833641965
20364,0.5265369999999999,43.41,64,-1.617074225669313,220,5176,0.08686204408877529
20826,0.5157954999999999,42.62,66,-1.6226476484317056,230,5408,0.052860677635180764
21123,0.50889025,41.43,68,-1.5978268227973773,240,5560,0.06919224868761376
21482,0.5005435,39.9,70,-1.4989285560598011,250,5736,0.0936734820716083
21903,0.49075525,40.4,72,-1.5109679328939973,260,5944,0.05958540261781309
22500,0.4768749999999998,39.98,75,-1.5136916143212273,270,6248,0.14812316838651896
22694,0.4723645000000003,39.19,76,-1.4853124696283666,280,6344,0.09146919955674093
23096,0.46301799999999993,38.11,78,-1.4533291174512286,290,6544,0.09867969300830737
23333,0.45750775,36.37,80,-1.4016304769046593,300,6664,0.07370242648175918
23605,0.4511837499999999,35.14,81,-1.3244150110602022,310,6800,0.08941845438675955
24041,0.44104675000000004,35.77,84,-1.325569051761494,320,7016,0.0956280593527481
24380,0.433165,34.54,85,-1.278207038070195,330,7184,0.0730917963956017
24724,0.4251670000000003,35.01,87,-1.2663236797035198,340,7360,0.10135039640590549
25054,0.4174945000000001,34.72,89,-1.2721396401295721,350,7520,0.12482284568250179
25330,0.4110774999999999,33.27,91,-1.2037537283858177,360,7664,0.13073266512947157
25639,0.40389324999999976,30.39,92,-1.119356206059893,370,7816,0.06320359866367653
25829,0.3994757499999998,30.35,93,-1.1231164164170302,380,7912,0.10607493342831731
26081,0.39361675000000007,28.85,95,-1.0644143313577747,390,8040,0.10603569090017118
26374,0.38680450000000033,29.41,96,-1.0865347147675148,400,8184,0.1347827228019014
26649,0.3804107499999998,29.44,98,-1.1044415772068477,410,8320,0.12468834943138063
27009,0.37204075000000014,28.68,100,-1.0777770761712804,420,8504,0.11902827030280605
27351,0.36408925000000025,28.71,102,-1.0664842705624131,430,8672,0.1082646593276877
27593,0.35846275000000005,27.69,103,-1.035673242491935,440,8792,0.08728142426116392
27919,0.35088325,27.65,105,-1.0097633867514502,450,8952,0.14858399238437414
28066,0.34746549999999976,26.36,105,-0.9657334299845902,460,9032,0.10006439630524255
28458,0.3383514999999999,27.19,108,-0.972697471265446,470,9224,0.07166438782587647
28732,0.3319810000000001,28.03,109,-1.0160395147301025,480,9360,0.09019648790126666
29028,0.3250989999999999,28.47,111,-1.0285978758758931,490,9512,0.10930786130484194
29386,0.3167755000000001,29.12,113,-1.0294851746365357,500,9688,0.08253745164256543
29708,0.30928900000000004,29.59,114,-1.0601276112174312,510,9848,0.09338574210414663
29949,0.3036857500000001,28.4,116,-1.021907345083697,520,9968,0.10745077254250646
30162,0.2987335000000001,27.11,117,-0.9770649092445334,530,10080,0.1041856799274683
30401,0.2931767500000003,27.08,118,-0.9931901761445537,540,10200,0.07850437564775348
30651,0.28736425,26.32,120,-0.9737662094110116,550,10320,0.13775815954431891
