rollout/exploration_rate,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9805862499999998,82.5,10,0,835,-4.689594323044274,,
0.9525932500000003,100.95,20,2,2039,-6.23237922839205,,
0.9317379999999998,96.86666666666666,30,3,2936,-6.036459768741423,,
0.9249257500000002,79.725,40,4,3229,-4.886791130391282,,
0.9071162500000002,78.9,50,5,3995,-4.93420451393113,,
0.8637782500000002,96.65,60,8,5859,-6.594790566274514,,
0.8261364999999998,105.82857142857142,70,10,7478,-7.287022650880281,,
0.7980505000000002,107.575,80,13,8686,-7.4950043132443485,,
0.7685695000000001,109.6,90,15,9954,-7.633481494545851,,
0.74720275,107.73,100,22,10873,-7.445620948350022,0.06497172240779037,432
0.7185819999999999,111.69,110,31,12104,-7.84530106705753,0.046739372050069505,1048
0.6877990000000002,112.89,120,40,13428,-8.002825558027759,0.04661586624570191,1712
0.6608755000000004,115.5,130,49,14586,-8.19252726277446,0.03771232006693026,2288
0.6318827499999998,125.04,140,59,15833,-8.698936233349569,0.08514512389956508,2912
0.6099114999999999,126.83,150,66,16778,-8.76070337156497,0.03923422307707369,3384
0.5941015000000001,114.99,160,71,17458,-7.682234860709955,0.1050008864258416,3728
0.5724557500000003,108.11,170,79,18389,-7.062393775563809,0.07853723311563954,4192
0.5499497499999999,105.71,180,86,19357,-6.713255210832018,0.09708721787319519,4672
0.5349302500000002,99.49,190,91,20003,-6.168300708832503,0.060170062672114,5000
0.51851575,97.36,200,97,20709,-5.865140322519696,0.08900259068468586,5352
0.5015665,92.34,210,103,21438,-5.419002624308704,0.15295985317789018,5712
0.4729690000000001,91.4,220,113,22668,-5.091354383099987,0.08866359561216086,6328
0.4580890000000002,86.22,230,118,23308,-4.715833939824704,0.08100548235233873,6648
0.4441854999999999,79.73,240,123,23906,-4.401019271292072,0.10798239277210087,6952
0.42514375000000015,78.47,250,129,24725,-4.1988521817540345,0.09935058699920774,7360
0.407311,79.34,260,135,25492,-4.172118984848753,0.07179442199412733,7744
0.39068725000000004,77.18,270,141,26207,-3.952766219767383,0.11952884990023449,8096
0.37571425,73.94,280,146,26851,-3.6921237556805506,0.10940654802834615,8424
0.36311275,72.9,290,151,27393,-3.5897398353538983,0.09067382791545242,8696
0.34707025000000025,72.74,300,157,28083,-3.683224736835917,0.1407562392996624,9040
0.3302605000000002,72.68,310,163,28806,-3.625930767297385,0.1032707040430978,9400
0.31347400000000014,67.6,320,169,29528,-3.3990723401675598,0.1185625689686276,9760
0.29403699999999977,69.56,330,176,30364,-3.4310524509386147,0.08957551914500073,10176
0.25774375000000005,79.19,340,189,31925,-3.8278425462671475,0.10095437569543719,10960
0.24046899999999993,78.43,350,195,32668,-3.820048589451832,0.1002911077812314,11328
0.2108485,83.5,360,206,33942,-4.058186042847963,0.08124322490766644,11968
0.18597100000000022,87.05,370,215,35012,-4.335623970637132,0.07353823509765789,12504
0.1613260000000002,91.21,380,223,36072,-4.582419843387951,0.15778873045928776,13032
0.1313102500000003,98.7,390,234,37363,-5.030851925036115,0.12155948951840401,13680
0.09313375000000013,108.22,400,249,39005,-5.538246081136816,0.11652609112206846,14496
0.07313875000000025,109.59,410,256,39865,-5.5892314066267685,0.09489983040839434,14928
0.07,123.94,420,274,42022,-6.311713614120707,0.08370428171474487,16008
0.07,128.79,430,285,43343,-6.539836527955696,0.10268867376726121,16664
0.07,136.29,440,304,45654,-6.895388941193992,0.05581657262519002,17824
0.07,147.43,450,319,47511,-7.404732966707099,0.13173071038909256,18752
0.07,147.92,460,330,48834,-7.41198031034671,0.06493795465212315,19416
0.07,157.66,470,347,50878,-7.783280471266007,0.1220805395860225,20432
0.07,170.94,480,367,53266,-8.392049333568636,0.06218657619319856,21632
0.07,179.97,490,385,55460,-8.803408608408265,0.09997195785399526,22728
0.07,175.58,500,395,56663,-8.518481669946704,0.06425543571822345,23328
0.07,192.36,510,417,59201,-9.311100666366114,0.06015911529539153,24600
0.07,187.75,520,431,60897,-9.038709526022133,0.019915224169380963,25448
0.07,194.96,530,448,62939,-9.390831331149615,0.035664847935549915,26464
0.07,193.02,540,466,65056,-9.23936375766275,0.0861632718006149,27520
0.07,182.37,550,472,65848,-8.746197845419495,0.07221898785792291,27920
0.07,184.13,560,485,67347,-8.723336083461302,0.08285914652515203,28672
0.07,172.5,570,493,68228,-8.108282217738813,0.057330029318109155,29112
0.07,160.99,580,503,69465,-7.4587666722381485,0.09347964683547616,29728
0.07,152.0,590,514,70760,-6.946465707969546,0.07824697333853692,30376
0.07,161.82,600,533,72945,-7.2731682371530955,0.09123936691321433,31472
0.07,143.96,610,539,73697,-6.466208047008195,0.08154753025155514,31848
0.07,144.61,620,554,75458,-6.424286194137632,0.04999401676468551,32728
0.07,140.15,630,567,77054,-6.236402605074614,0.10741246829275042,33520
0.07,130.98,640,577,78254,-5.847610236400656,0.09445263375528157,34120
0.07,140.48,650,593,79996,-6.149618547505822,0.08145624748431146,34992
0.07,141.17,660,606,81564,-6.169742990501318,0.07551660120952874,35776
0.07,146.72,670,618,83000,-6.370289947577587,0.046537295333109796,36496
0.07,147.81,680,629,84346,-6.46533981359637,0.13032358535565436,37168
0.07,149.22,690,642,85782,-6.5255641099673065,0.044377813464961946,37888
0.07,142.22,700,654,87267,-6.199110699822495,0.05366793117718771,38632
0.07,158.26,710,675,89623,-6.619534247497645,0.07140629732748494,39808
0.07,157.74,720,689,91332,-6.403259852042202,0.04593574278987944,40664
0.07,162.29,730,707,93383,-6.38059752522797,0.04820618487428874,41688
0.07,161.26,740,716,94480,-6.281164698575394,0.07380611187545583,42232
0.07,165.41,750,734,96637,-6.424479586748715,0.06409272516611964,43312
0.07,160.41,760,743,97705,-6.2519193023144535,0.0393187936861068,43848
0.07,169.58,770,762,100058,-6.728487154514869,0.07578823302173987,45024
0.07,172.76,780,775,101722,-6.803042075130801,0.056433795019984245,45856
0.07,181.24,790,795,104006,-7.2076927249912055,0.031931895355228335,47000
0.07,175.63,800,803,104930,-7.030943172033792,0.055754360801074654,47464
0.07,166.45,810,815,106368,-6.81120300388699,0.07365676749031991,48176
0.07,166.01,820,829,108033,-6.855121030130373,0.07282442023279145,49016
0.07,159.76,830,840,109459,-6.647228348967926,0.0456761484965682,49728
0.07,158.67,840,849,110447,-6.64062017735502,0.06335032358765602,50216
0.07,151.93,850,861,111930,-6.40645439661418,0.017226380528882146,50960
0.07,160.64,860,878,113869,-6.6689738597375285,0.047088139690458775,51928
0.07,159.58,870,898,116116,-6.602451078530322,0.016502718353876844,53056
0.07,162.11,880,914,118033,-6.567709559126991,0.0508731774170883,54016
0.07,162.93,890,933,120399,-6.3103524636290045,0.10349356394726783,55192
0.07,171.74,900,948,122204,-6.649951377038693,0.04581340146251023,56096
0.07,167.72,910,957,123240,-6.46701106791487,0.10047699214192107,56616
0.07,158.46,920,963,123979,-6.186704406343491,0.07479686511214823,56984
0.07,153.37,930,972,124896,-5.995351875793116,0.0713586953934282,57440
0.07,156.87,940,984,126234,-6.102362426036914,0.05249547940911725,58112
0.07,152.21,950,993,127251,-5.970293053713593,0.04723598083364777,58624
0.07,140.5,960,1000,128019,-5.595332115565108,0.03351792169269174,59008
0.07,126.65,970,1007,128881,-5.166655759459903,0.053852401091717184,59440
0.07,120.95,980,1019,130228,-5.17272177990377,0.026902935409452766,60112
0.07,111.11,990,1031,131610,-5.036534610969086,0.03549617377575487,60800
0.07,108.42,1000,1044,133146,-4.968848790331728,0.04726283985655755,61568
0.07,107.67,1010,1052,134107,-4.975329586208238,0.08748536114580929,62048
0.07,119.42,1020,1069,136021,-5.619012187224779,0.030876021250151098,63008
0.07,129.0,1030,1085,137896,-6.133161020418243,0.05933315755100921,63944
0.07,138.64,1040,1104,140198,-6.707661437378092,0.02539731451543048,65096
0.07,140.22,1050,1113,141373,-6.792925427386852,0.02952849178109318,65680
0.07,145.82,1060,1125,142701,-7.132962599646147,0.026695389300584793,66344
0.07,155.42,1070,1140,144523,-7.483540093171944,0.07498286297777668,67256
0.07,158.52,1080,1155,146180,-7.704231913079788,0.05590762768406421,68088
0.07,167.22,1090,1174,148432,-8.230749783316504,0.05178399529540911,69208
0.07,165.65,1100,1186,149811,-8.267323422335132,0.03404907643562183,69904
0.07,173.73,1110,1201,151580,-8.723514070037174,0.035866132646333426,70784
0.07,174.25,1120,1218,153546,-8.789737406615934,0.023274985025636852,71768
0.07,182.32,1130,1240,156228,-9.31404287182889,0.02468272828264162,73112
