train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.00014805221508140676,1000,299.0,25,0.07,10,3000,-21.309418125572574
0.0004268111842975486,2464,295.3,50,0.07,20,5926,-20.19100995094562
0.0007088763959472999,3960,296.53333333333336,75,0.07,30,8926,-20.632878319714322
