rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
0.9302499999999999,13,-21.023889209734513,3000,299.0,10,,
0.8604999999999999,27,-20.507610571167724,6000,299.0,20,,
0.7907499999999998,42,-20.77417625913536,9000,299.0,30,,
0.7209999999999999,60,-20.52934506513339,12000,299.0,40,992,0.000140066779749759
0.6512500000000003,80,-20.52630754986385,15000,299.0,50,2496,0.00028606399064301513
0.5815000000000001,101,-20.98125255602661,18000,299.0,60,3992,0.0003125184648524737
0.5117500000000001,123,-20.441883222886627,21000,299.0,70,5496,0.0006015975777700078
0.44200000000000006,144,-20.085142504272433,24000,299.0,80,6992,0.0008749945045565255
0.3722500000000001,167,-19.981023365371477,27000,299.0,90,8496,0.0007516312471125275
0.3025,189,-20.204022265874137,30000,299.0,100,9992,0.0007286434629349969
0.2327499999999999,212,-20.083897930959246,33000,299.0,110,11496,0.0005874664275324903
0.16300000000000037,235,-19.922448294953004,36000,299.0,120,12992,0.00075415542232804
0.09324999999999983,259,-19.909637641165745,39000,299.0,130,14496,0.0007195851176220458
0.07,282,-19.997339912690883,42000,299.0,140,15992,0.0005583793226833222
0.07,306,-19.801809510932298,44994,298.94,150,17496,0.000514232106070267
0.07,330,-19.302400059008022,47994,298.94,160,18992,0.0004657612334995065
0.07,354,-19.515030436704578,50994,298.94,170,20496,0.0004828409473702777
0.07,377,-19.949886832727618,53994,298.94,180,21992,0.0006141272642707918
0.07,399,-19.593001003990643,56745,296.45,190,23368,0.0005483553431986365
0.07,423,-19.479298864312668,59745,296.45,200,24872,0.0004066438850713894
0.07,447,-19.541431322299335,62745,296.45,210,26368,0.0004348609763837885
0.07,471,-19.84712557297074,65745,296.45,220,27872,0.0005621479285764508
0.07,493,-19.46438573212743,68542,294.42,230,29264,0.0004139235315960832
0.07,516,-19.16276060050238,71503,294.03,240,30744,0.0005848589535162318
0.07,540,-19.28812265964645,74503,294.09,250,32248,0.0007235539742396213
0.07,564,-19.22584162793198,77503,294.09,260,33744,0.0005017231887904927
0.07,587,-19.131814515507553,80503,294.09,270,35248,0.0006292368343565613
0.07,611,-18.927820323006095,83503,294.09,280,36744,0.0007206533045973629
0.07,635,-19.348944541799543,86503,296.58,290,38248,0.0006215609719220083
0.07,658,-19.168310022546972,89503,296.58,300,39744,0.0008533411964890547
0.07,682,-19.071082645470984,92503,296.58,310,41248,0.0006151068992039654
0.07,706,-18.928421807460428,95503,296.58,320,42744,0.0012432693620212376
0.07,730,-19.132485250238616,98503,298.61,330,44248,0.0005227782130532432
0.07,753,-19.502559228721122,101503,299.0,340,45744,0.0007974571744853165
0.07,777,-19.343603671643034,104490,298.87,350,47240,0.0008889895616448484
0.07,801,-19.496079903552683,107490,298.87,360,48744,0.0008954674121923745
0.07,825,-19.810454191124578,110490,298.87,370,50240,0.000663932783936616
0.07,849,-19.786633784406085,113490,298.87,380,51744,0.0009762121662788559
0.07,872,-19.594560662902655,116490,298.87,390,53240,0.0011337753712723497
0.07,895,-19.41345046713132,119446,298.43,400,54720,0.0011436750428401865
0.07,919,-19.222925664228597,122446,298.43,410,56216,0.0010708070403779857
0.07,943,-19.30875681568043,125446,298.43,420,57720,0.0010440655350976158
0.07,967,-19.14576924705419,128446,298.43,430,59216,0.0012427447436493821
0.07,990,-19.087492181411182,131446,298.43,440,60720,0.001464137909351848
0.07,1014,-19.02694364480899,134446,298.56,450,62216,0.0018990385287906975
0.07,1037,-19.084306770788153,137446,298.56,460,63720,0.0009191024510073476
0.07,1061,-18.810772586275004,140373,297.83,470,65184,0.0012127529917052016
0.07,1084,-18.846025057668626,143274,296.84,480,66632,0.0013323319981282111
0.07,1107,-18.916403969952658,146274,296.84,490,68136,0.0014862723692203872
0.07,1131,-19.140464252952405,149274,297.28,500,69632,0.0015265109759639017
0.07,1154,-19.08671292336888,152119,295.73,510,71056,0.0021094493495183997
0.07,1178,-19.2524673889898,155119,295.73,520,72552,0.001570152657222934
0.07,1201,-19.48164996147898,158026,294.8,530,74008,0.0016717454782337882
0.07,1223,-19.33366697695239,160873,293.27,540,75432,0.024836452008457854
0.07,1246,-19.441856186417116,163862,293.16,550,76928,0.0009948346996679902
0.07,1270,-19.297229027982702,166862,293.16,560,78424,0.013942463192506693
0.07,1293,-19.279145535303236,169787,293.14,570,79888,0.0013739689675276168
0.07,1317,-19.106248016776505,172787,294.13,580,81392,0.001110284800233785
0.07,1340,-19.075664665924368,175706,293.32,590,82848,0.0014512567504425533
0.07,1364,-19.21058558655189,178706,293.32,600,84352,0.013446111661323812
0.07,1387,-19.422054883023023,181706,294.87,610,85848,0.001441973348846659
0.07,1411,-19.39937613890064,184706,294.87,620,87352,0.0010946218972094357
0.07,1435,-19.406771269979956,187706,295.8,630,88848,0.0013697742324438877
0.07,1459,-19.909328979510132,190706,297.33,640,90352,0.0006764570644008927
0.07,1483,-20.169845341640826,193706,297.44,650,91848,0.0010615903520374559
0.07,1506,-20.17415558596174,196706,297.44,660,93352,0.011802214736235328
0.07,1531,-20.247616420591655,199706,298.19,670,94848,0.0012095724014216103
