rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9900489999999998,10,41.8,0,428,1.6288160696202276,,
0.9591729999999999,20,86.8,2,1756,4.239314214708147,,
0.9330632499999998,30,94.96666666666667,4,2879,4.504235646465531,,
0.9079067500000002,40,98.025,5,3961,4.948058000456109,,
0.8933290000000002,50,90.76,6,4588,4.616112776076969,,
0.87912325,60,85.65,8,5199,4.372858720222935,,
0.8669634999999999,70,80.74285714285715,8,5722,4.157874557344953,,
0.8237649999999999,80,93.75,12,7580,4.8306106714984205,,
0.78589075,90,101.32222222222222,15,9209,5.522073544715215,,
0.7604087499999999,100,102.05,19,10305,5.483959412599551,152,0.03829799238155829
0.7298349999999998,110,110.92,28,11620,6.076894852810296,808,0.06632716463354882
0.70716625,120,107.39,35,12595,5.859268368208825,1296,0.09492617743671872
0.66052675,130,116.22,50,14601,6.475974805334236,2296,0.0770230624875694
0.6405317500000003,140,114.0,57,15461,6.249751153605318,2728,0.09662422854307806
0.608749,150,121.4,67,16828,6.513867976178529,3408,0.08004390516725834
0.5855222500000002,160,125.28,74,17827,6.5783179445227855,3912,0.059440987730340566
0.5521817500000001,170,134.39,85,19261,6.913623679625374,4624,0.05178658133081626
0.5329772499999998,180,124.07,90,20087,6.341250418362042,5040,0.1023298028158024
0.5087740000000003,190,118.19,98,21128,5.683386559227962,5560,0.07271972250600811
0.488872,200,115.79,104,21984,5.535017841362385,5984,0.10422473767539486
0.4684352500000003,210,111.43,111,22863,5.111098417384145,6424,0.07437533745542169
0.45123025000000017,220,109.08,117,23603,4.930347573401638,6800,0.10665303870337084
0.42835225,230,98.86,124,24587,4.271105178189756,7288,0.12790996875264682
0.4156810000000001,240,95.71,128,25132,4.073931059432116,7560,0.044945960253244266
0.39856900000000006,250,89.4,133,25868,3.760905638395289,7928,0.15394146664766595
0.37092475000000014,260,91.3,142,27057,3.9120092320644826,8528,0.10284786252304912
0.35623074999999993,270,83.28,147,27689,3.5208217762710143,8840,0.1019611582159996
0.33963025,280,82.16,152,28403,3.440020435259752,9200,0.10331307165324688
0.3260057500000002,290,77.61,157,28989,3.228018730648968,9488,0.11595072585623711
0.3070105000000001,300,77.22,163,29806,3.2159398659988137,9896,0.06035074478131719
0.28013350000000004,310,79.99,172,30962,3.3827678605594387,10480,0.13657021708786488
0.25988275000000005,320,81.3,178,31833,3.4838159606809413,10912,0.0522725967457518
0.24411925000000012,330,78.24,183,32511,3.3212731086813068,11248,0.13858547393465415
0.22835575000000008,340,79.57,189,33189,3.3832793526449647,11592,0.16337372857378796
0.20903499999999986,350,80.52,195,34020,3.463437679540746,12008,0.17503860616125166
0.19389924999999986,360,75.14,200,34671,3.2261557102498664,12328,0.11637707916088402
0.17539225000000003,370,76.78,206,35467,3.3269472599399643,12728,0.07755036756861955
0.14174950000000008,380,84.11,218,36914,3.6922169839723074,13456,0.10095574916340411
0.11842975,390,88.28,225,37917,3.9075900842733318,13952,0.10196856560651213
0.09015775000000015,400,92.27,235,39133,4.106823837059042,14560,0.08478989673312753
0.07,410,97.14,248,40776,4.388217089142165,15384,0.14236331195570529
0.07,420,106.85,262,42618,4.853095874402602,16304,0.10237772297114134
0.07,430,117.44,276,44355,5.343023056545717,17176,0.07587058108765632
0.07,440,129.07,291,46196,5.824053229156224,18096,0.1786250288132578
0.07,450,133.19,301,47439,5.961416269937887,18712,0.17345248826313764
0.07,460,135.13,307,48284,5.9867382482130544,19136,0.05100162164308131
