rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/loss
5.525022128726931,79.8,1,808,0.9248560000000002,10,,
4.909983409529373,78.8,2,1596,0.8515720000000002,20,,
4.934305409450242,81.2,4,2466,0.770662,30,,
4.69031278939686,78.725,4,3189,0.7034230000000004,40,,
4.646838188384707,77.78,6,3939,0.6336730000000003,50,,
4.776181334507309,78.01666666666667,7,4741,0.5590869999999999,60,,
4.675083722775949,77.6,8,5502,0.4883139999999999,70,,
4.800897557315439,77.575,10,6286,0.4154019999999998,80,,
4.62911685317673,76.18888888888888,11,6947,0.3539289999999997,90,,
4.6735338335310255,75.65,13,7665,0.28715500000000016,100,,
4.5511917373844595,75.95,14,8503,0.2092210000000001,110,,
4.791333717352611,77.19,16,9415,0.1244050000000001,120,,
4.816478246808465,75.79,18,10145,0.07,130,72,0.000634474591606704
4.628246661152044,73.4,21,10629,0.07,140,312,0.003672796772661968
4.445079463844231,73.53,25,11392,0.07,150,688,0.0027640129083010834
4.02748979231002,69.26,27,11767,0.07,160,880,0.0014550979358318727
3.777717160228275,64.99,29,12101,0.07,170,1048,0.0015732521897007246
3.3274399858403068,59.72,30,12358,0.07,180,1176,0.0020014645997434855
3.068855267205856,54.96,31,12543,0.07,190,1264,0.0034524450420576613
2.633953598877318,49.54,32,12719,0.07,200,1352,0.0033423074637539685
2.2549833954242082,42.79,33,12882,0.07,210,1440,0.0033334842046315316
1.6475980936587473,35.26,34,13041,0.07,220,1520,0.003237063188862521
1.1807058518026432,29.48,35,13193,0.07,230,1592,0.0031830919506319333
1.026265169029242,26.06,36,13335,0.07,240,1664,0.0029132709023542702
0.8053046477137491,19.91,37,13483,0.07,250,1736,0.003200725230271928
0.7471441233146484,17.99,38,13666,0.07,260,1832,0.004148948355577886
0.6356050747340158,16.14,38,13815,0.07,270,1904,0.0066988633188884705
0.60626755676532,15.89,40,14047,0.07,280,2016,0.0036373532930156216
0.6133091173377345,15.86,41,14229,0.07,290,2112,0.003579260541300755
0.6046058309711966,16.05,42,14424,0.07,300,2208,0.003994377097114921
0.6376876179429423,18.07,44,14789,0.07,310,2392,0.003356428031111136
0.6269615676662259,18.39,45,14980,0.07,320,2488,0.003419595508603379
0.688178239349602,21.35,47,15428,0.07,330,2712,0.004822518472792581
0.7542884171525336,24.31,49,15866,0.07,340,2928,0.004746130347484723
0.838156786050333,27.72,52,16355,0.07,350,3176,0.00525670699425973
0.9342018228856067,31.63,55,16929,0.07,360,3464,0.005386916804127395
1.0039601804327973,34.14,57,17329,0.07,370,3664,0.005671584192896262
1.1157212144149407,39.5,62,18097,0.07,380,4048,0.006152078916784376
1.1837884674101093,42.71,64,18600,0.07,390,4296,0.006438470532884821
1.3574362113588831,49.41,69,19465,0.07,400,4728,0.006343034212477505
1.5141244130581084,54.24,74,20313,0.07,410,5152,0.009290281101129949
