rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9721,10,45,299.0,3000,-2.9899999999999802,,
0.9441999999999999,20,89,299.0,6000,-2.9899999999999802,,
0.9162999999999999,30,134,299.0,9000,-2.9899999999999802,,
0.8883999999999999,40,182,299.0,12000,-2.9899999999999802,6.497346532796655e-06,992
0.8605,50,232,299.0,15000,-2.9899999999999802,1.4781114927586714e-06,2496
0.8326,60,285,299.0,18000,-2.9899999999999802,1.3700839431862732e-06,3992
0.8047000000000001,70,350,299.0,21000,-2.9899999999999802,8.624428886605529e-07,5496
0.7768,80,405,299.0,24000,-2.9899999999999802,6.083277632740192e-07,6992
0.7489,90,455,299.0,27000,-2.9899999999999793,9.215230676318242e-07,8496
0.721,100,504,299.0,30000,-2.989999999999979,6.655673203681545e-07,9992
0.6930999999999999,110,555,299.0,33000,-2.989999999999979,7.047254015901672e-07,11496
0.6652000000000001,120,605,299.0,36000,-2.989999999999979,5.879743163461626e-07,12992
0.6373,130,655,299.0,39000,-2.989999999999979,5.393513298201924e-07,14496
0.6094000000000002,140,706,299.0,42000,-2.989999999999979,5.098330291275488e-07,15992
0.5815000000000001,150,757,299.0,45000,-2.989999999999979,4.751458799745478e-07,17496
0.5536000000000001,160,808,299.0,48000,-2.989999999999979,5.748402500671546e-07,18992
0.5257000000000001,170,859,299.0,51000,-2.989999999999979,5.33532716673335e-07,20496
0.4978,180,910,299.0,54000,-2.989999999999979,5.279405854707875e-07,21992
0.4699000000000002,190,960,299.0,57000,-2.989999999999979,4.801900388429203e-07,23496
0.44199999999999995,200,1011,299.0,60000,-2.989999999999979,4.251438667779439e-07,24992
0.41410000000000013,210,1062,299.0,63000,-2.989999999999979,4.273069738047752e-07,26496
0.3861999999999999,220,1113,299.0,66000,-2.989999999999979,4.4452609770928575e-07,27992
0.35830000000000006,230,1164,299.0,69000,-2.989999999999979,5.648777552380579e-07,29496
0.3304,240,1215,299.0,72000,-2.989999999999979,5.722034046584668e-07,30992
0.3025,250,1266,299.0,75000,-2.989999999999979,7.170185227778347e-07,32496
0.27460000000000007,260,1318,299.0,78000,-2.989999999999979,6.46440810214699e-07,33992
0.24670000000000003,270,1369,299.0,81000,-2.989999999999979,5.729631453732509e-07,35496
0.21880000000000022,280,1421,299.0,84000,-2.989999999999979,4.874823460454536e-07,36992
0.19089999999999996,290,1473,299.0,87000,-2.989999999999979,7.503863450608605e-07,38496
0.16300000000000014,300,1524,299.0,90000,-2.989999999999979,6.044454607945227e-07,39992
0.1350999999999999,310,1577,299.0,93000,-2.989999999999979,7.107410375795098e-07,41496
0.10720000000000007,320,1629,299.0,96000,-2.989999999999979,8.322273430394489e-07,42992
0.07930000000000004,330,1681,299.0,99000,-2.989999999999979,1.0032811132987263e-06,44496
0.07,340,1734,299.0,102000,-2.989999999999979,6.970581765131101e-07,45992
0.07,350,1786,299.0,105000,-2.989999999999979,8.911740962957992e-07,47496
0.07,360,1838,299.0,108000,-2.989999999999979,7.549497169634378e-07,48992
0.07,370,1889,299.0,111000,-2.989999999999979,6.30354413999612e-07,50496
0.07,380,1942,299.0,114000,-2.989999999999979,6.819759050813445e-07,51992
0.07,390,1994,299.0,117000,-2.989999999999979,8.406002578453808e-07,53496
0.07,400,2046,299.0,120000,-2.989999999999979,6.145809017255033e-07,54992
0.07,410,2099,299.0,123000,-2.989999999999979,5.344948554864004e-07,56496
0.07,420,2151,299.0,126000,-2.989999999999979,5.296612251015631e-07,57992
0.07,430,2204,299.0,129000,-2.989999999999979,4.628243708282298e-07,59496
0.07,440,2256,299.0,132000,-2.989999999999979,4.702206908291373e-07,60992
0.07,450,2309,299.0,135000,-2.989999999999979,5.112369656501414e-07,62496
0.07,460,2361,299.0,138000,-2.989999999999979,8.967592819431047e-07,63992
0.07,470,2413,299.0,141000,-2.989999999999979,6.78117118013688e-07,65496
0.07,480,2465,299.0,144000,-2.989999999999979,1.2224829504248191e-06,66992
0.07,490,2517,299.0,147000,-2.989999999999979,6.17415558679113e-07,68496
0.07,500,2569,299.0,150000,-2.989999999999979,8.010330105889807e-07,69992
0.07,510,2622,299.0,153000,-2.989999999999979,7.806661557197003e-07,71496
0.07,520,2675,299.0,156000,-2.989999999999979,1.9176299659307006e-06,72992
0.07,530,2727,299.0,159000,-2.989999999999979,1.090004928983035e-06,74496
0.07,540,2780,299.0,162000,-2.989999999999979,1.2359048611187973e-06,75992
0.07,550,2832,299.0,165000,-2.989999999999979,1.080029740307964e-06,77496
0.07,560,2885,299.0,168000,-2.989999999999979,1.0846615907667e-06,78992
0.07,570,2938,299.0,171000,-2.989999999999979,1.2001702955899418e-06,80496
0.07,580,2990,299.0,174000,-2.989999999999979,1.8103712378092496e-06,81992
0.07,590,3043,299.0,177000,-2.989999999999979,4.6819129693176365e-06,83496
0.07,600,3095,299.0,180000,-2.989999999999979,2.4854902562765346e-06,84992
0.07,610,3149,299.0,183000,-2.989999999999979,1.8301455639857522e-06,86496
0.07,620,3202,299.0,186000,-2.989999999999979,1.9336291074978362e-06,87992
0.07,630,3255,299.0,189000,-2.989999999999979,7.100506849155863e-06,89496
0.07,640,3308,299.0,192000,-2.989999999999979,4.352790881512192e-06,90992
0.07,650,3361,299.0,195000,-2.989999999999979,4.7302169434715324e-06,92496
0.07,660,3414,299.0,198000,-2.989999999999979,3.1989692104161804e-06,93992
