time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,112.7,3,1137,0.9735647499999998,-7.220062766219344,,
20,100.9,4,2038,0.9526164999999999,-6.027765435287659,,
30,93.96666666666667,5,2849,0.9337607500000003,-5.509782959815337,,
40,104.95,7,4238,0.9014664999999998,-6.512031127960668,,
50,98.72,8,4986,0.8840755,-6.286946832610692,,
60,96.66666666666667,10,5860,0.863755,-6.453391913732351,,
70,98.91428571428571,12,6994,0.8373895000000002,-6.656851225433789,,
80,96.7,13,7816,0.8182780000000001,-6.446868332889079,,
90,94.4888888888889,14,8594,0.8001895000000002,-6.36326522128943,,
100,89.63,15,9063,0.78928525,-6.034073762677653,,
110,85.72,17,9809,0.77194075,-5.995150535719729,,
120,85.84,22,10722,0.7507134999999998,-6.144203081946781,0.12013481175745255,360
130,90.96,31,12045,0.7199537500000002,-6.398011831231457,0.11244970480038319,1016
140,91.94,42,13532,0.6853809999999998,-6.473024144968605,0.08484752961157938,1760
150,98.36,52,14922,0.6530635000000002,-6.97215265497923,0.07557109096160275,2456
160,102.99,62,16259,0.62197825,-7.06072856057669,0.05766824418969918,3128
170,108.26,75,17920,0.5833599999999999,-7.154441168206696,0.09601166558422847,3952
180,108.64,81,18780,0.5633650000000001,-7.108102564481913,0.039676846892689355,4384
190,113.31,91,20025,0.5344187499999999,-7.266711759646845,0.10776283650193363,5008
200,121.15,101,21278,0.5052865000000002,-7.693802887291563,0.06089917928329669,5632
210,118.87,105,21796,0.4932430000000002,-7.287596280811702,0.07850580051308498,5896
220,119.39,113,22761,0.47080674999999983,-7.098556810876178,0.07906318793538958,6376
230,116.79,121,23824,0.44609200000000004,-6.931670492921061,0.0716289516130928,6904
240,112.71,130,24903,0.4210052499999999,-6.454973688453595,0.08375552433426492,7448
250,110.38,139,26060,0.39410500000000015,-6.017668425795324,0.060574256523977965,8024
260,103.8,144,26739,0.3783182500000001,-5.548784080946808,0.09896791601204313,8368
270,92.11,148,27231,0.36687925,-4.906781221724588,0.09727441580616869,8608
280,90.59,154,27939,0.35041824999999993,-4.805831694716392,0.05120039018220268,8968
290,84.38,159,28563,0.33591024999999997,-4.420842293444185,0.10925851945648901,9280
300,78.08,164,29186,0.32142550000000003,-3.9785297713389447,0.05185818875906989,9592
310,82.37,172,30133,0.29940774999999986,-4.2287827817036465,0.1288226186297834,10064
320,79.78,178,30839,0.2829932500000003,-4.144485045887178,0.10040633153403178,10416
330,77.58,184,31682,0.2633935000000004,-4.045931856302655,0.08058771779178642,10840
340,72.26,189,32229,0.2506757500000002,-3.8267340885639767,0.061024536320474,11112
350,66.44,194,32804,0.23730699999999982,-3.54328773900703,0.07333153032232076,11400
360,66.99,200,33538,0.2202415000000001,-3.58554340131945,0.05189833784243092,11768
370,67.23,204,34054,0.20824449999999994,-3.6208897248407457,0.025744368322193623,12024
380,68.57,211,34896,0.18866800000000028,-3.7320838743960705,0.07021246163640171,12440
390,72.17,219,35880,0.1657900000000001,-3.926346858206567,0.09336564096156508,12936
400,72.69,225,36555,0.15009624999999993,-3.994209110565367,0.1464626305969432,13272
410,69.0,230,37133,0.13665775000000013,-3.7840868730707733,0.11132798885228112,13560
420,64.64,232,37403,0.1303802500000003,-3.587121096653425,0.09830418252386153,13696
430,64.11,239,38193,0.11201274999999977,-3.5640749633748943,0.10903485445305705,14096
440,65.72,245,38901,0.09555174999999994,-3.602972063479311,0.1437405293690972,14448
450,70.04,253,39908,0.07213899999999984,-3.8424787263298184,0.10661095066461712,14952
460,67.95,258,40433,0.07,-3.7655074017199435,0.1620798291405663,15216
470,70.38,264,41192,0.07,-3.9053301795400506,0.09065576299326494,15592
480,69.56,271,41952,0.07,-3.8241587168930486,0.14947987074265257,15968
490,65.22,275,42502,0.07,-3.6098788529114527,0.13438259216491133,16248
500,64.92,281,43147,0.07,-3.5917773950770107,0.08135263959411532,16568
510,65.75,287,43808,0.07,-3.6249776342662527,0.0944970627897419,16896
520,67.6,291,44263,0.07,-3.716376579883862,0.10317444463726133,17128
530,66.1,296,44903,0.07,-3.6456162741238733,0.13310278172139078,17448
540,64.4,301,45441,0.07,-3.580237890237846,0.10519220039714128,17720
550,59.63,305,45971,0.07,-3.3312409872010473,0.13016428472474217,17984
560,60.58,310,46591,0.07,-3.3398251909115424,0.11670647689606994,18288
570,58.39,315,47131,0.07,-3.19468293215781,0.09673028159886599,18560
580,56.56,320,47708,0.07,-3.113541676152839,0.14507536496967077,18848
590,59.2,326,48522,0.07,-3.2027577072889155,0.14634761738125235,19256
600,57.0,330,48947,0.07,-3.0876639024902595,0.08694630343234167,19472
610,53.7,333,49278,0.07,-2.9076828908258974,0.11009399150498211,19632
620,56.13,339,49976,0.07,-3.0506187148063946,0.1360924420878291,19984
630,52.91,341,50294,0.07,-2.85292857102097,0.07183840591460466,20144
640,53.0,346,50841,0.07,-2.8148913095607253,0.09108166885562241,20416
650,50.32,348,51103,0.07,-2.6328864979510964,0.145125191193074,20544
660,48.73,351,51564,0.07,-2.5550881811609587,0.11352408345555887,20776
670,49.99,357,52230,0.07,-2.628564264281407,0.1741438154131174,21112
680,49.23,361,52731,0.07,-2.5643896411598117,0.14105887373443693,21360
690,47.2,366,53342,0.07,-2.406004845804839,0.09111168514937162,21664
700,47.75,370,53822,0.07,-2.3884641060246374,0.07395428302697837,21904
710,49.36,373,54314,0.07,-2.4578702288694045,0.06310838449280709,22152
720,48.78,379,54954,0.07,-2.3601659449677537,0.11355745804030448,22472
730,53.14,384,55708,0.07,-2.5380735629245796,0.14244701783172786,22848
740,54.22,389,56363,0.07,-2.501818470725843,0.15890437457710505,23176
750,56.43,392,56846,0.07,-2.5638814058557617,0.10247359902132303,23416
760,57.26,397,57390,0.07,-2.5441421487502867,0.1328072778414935,23688
770,60.06,404,58336,0.07,-2.5491165692376128,0.1516902430448681,24160
780,63.92,411,59223,0.07,-2.6443357979885525,0.14797324140090495,24608
790,61.34,414,59576,0.07,-2.5528851370183903,0.14436059485888109,24784
800,63.71,419,60293,0.07,-2.6713940412253407,0.0856200311682187,25144
810,64.05,424,60819,0.07,-2.626957275532045,0.14078899513697252,25408
820,71.19,434,62173,0.07,-2.733418870326949,0.11051723873242736,26080
830,75.54,444,63362,0.07,-2.8867047288743,0.16453177202492952,26680
840,77.58,451,64221,0.07,-3.070957316702671,0.14604325027903542,27104
850,77.38,455,64684,0.07,-3.10168371024426,0.09678674570750445,27336
860,86.65,467,66155,0.07,-3.4471815494386515,0.1395461253123358,28072
870,89.47,476,67383,0.07,-3.591635366415779,0.09674728475511074,28688
880,92.59,485,68582,0.07,-3.7732881970512633,0.12894431315362453,29288
890,103.39,497,70015,0.07,-4.135894523509445,0.12057887902483344,30000
900,105.74,504,70967,0.07,-4.239123811461431,0.11910217796685174,30480
910,106.73,510,71592,0.07,-4.296435777884018,0.14705337246414274,30792
920,107.0,521,72973,0.07,-4.424465946839681,0.09673139831284061,31480
930,107.11,530,74173,0.07,-4.383185107543199,0.14837494678795338,32080
940,109.07,539,75228,0.07,-4.304899875989557,0.10311370406998321,32608
950,113.04,546,76088,0.07,-4.376957053827871,0.09592481108848006,33040
960,108.97,554,77152,0.07,-4.139846716083605,0.09570218354929239,33568
970,106.54,562,78137,0.07,-3.9537064001740565,0.1763965431600809,34064
980,107.17,571,79399,0.07,-3.814518397810015,0.11515153897926211,34696
990,100.1,576,80125,0.07,-3.6072898419355535,0.10365179786458611,35056
1000,98.28,582,80895,0.07,-3.405113532496097,0.09927645022980869,35440
1010,102.55,590,81947,0.07,-3.56115133054484,0.10018546460196376,35968
1020,99.55,598,83028,0.07,-3.3165494827901854,0.13953088491689414,36512
1030,101.11,608,84384,0.07,-3.2888334862601187,0.10929858207236975,37184
1040,108.99,622,86227,0.07,-3.513735107731015,0.05819916186737828,38112
1050,113.45,632,87533,0.07,-3.6658281191914317,0.11678566178306937,38760
1060,111.14,638,88366,0.07,-3.623461377498278,0.11055641024722718,39176
1070,120.05,653,90242,0.07,-3.9459905332965945,0.11695577733917162,40120
1080,125.94,667,92093,0.07,-4.188968820305864,0.10108244002913125,41040
1090,134.62,678,93687,0.07,-4.413100550528997,0.111664084775839,41840
1100,148.13,694,95808,0.07,-4.969312176562655,0.11163250479148701,42896
1110,153.41,706,97388,0.07,-5.0978243331637785,0.11309964780230075,43688
1120,157.47,717,98875,0.07,-5.411557012295945,0.1096889715117868,44432
1130,154.93,725,99977,0.07,-5.479334701543761,0.06486444102483802,44984
1140,154.18,738,101745,0.07,-5.640309907611716,0.11245413569849916,45872
1150,154.48,748,103081,0.07,-5.761914390144204,0.09260253427783027,46536
1160,162.41,760,104707,0.07,-6.181605664932724,0.05311411473667249,47352
1170,159.72,773,106314,0.07,-6.2846333038365545,0.09284182329429314,48152
1180,153.99,782,107592,0.07,-6.177914999621151,0.04620899126166478,48792
1190,148.22,791,108609,0.07,-6.0768131170588005,0.03872076654806733,49304
1200,138.95,800,109803,0.07,-5.763398949648876,0.11728428621427156,49896
1210,140.91,815,111579,0.07,-6.057230664704192,0.07873914002266247,50784
1220,133.99,821,112374,0.07,-5.784861434068648,0.12778250710107386,51184
1230,132.04,829,113281,0.07,-5.655678221129579,0.14218517960398458,51640
1240,125.89,838,114434,0.07,-5.44535524584727,0.05530360224656761,52216
1250,124.88,849,115669,0.07,-5.383238878785727,0.05867106217192486,52832
1260,114.77,854,116284,0.07,-4.925319053940903,0.15720277512446046,53136
1270,105.97,860,117011,0.07,-4.467534524025149,0.05796367925358936,53504
1280,100.61,866,117753,0.07,-4.257691010001483,0.14622928760945797,53872
1290,96.88,871,118397,0.07,-4.157108639493282,0.06680196357774548,54192
1300,93.19,878,119222,0.07,-4.057078092836498,0.06445656713913195,54608
1310,82.85,884,119964,0.07,-3.585759026235585,0.039921096147736534,54976
1320,82.09,890,120683,0.07,-3.569804627110039,0.12515128689119592,55336
1330,80.53,896,121434,0.07,-3.561213561994391,0.06687962968135253,55712
1340,79.01,904,122435,0.07,-3.442576013285701,0.09660982788773254,56216
1350,73.11,909,123080,0.07,-3.217948508463497,0.040722252102568746,56536
1360,72.26,914,123610,0.07,-3.235464819441967,0.06470502220327035,56800
1370,68.46,917,123957,0.07,-3.0864032736849305,0.07797006296459585,56976
1380,69.08,923,124761,0.07,-3.1388573538717734,0.1197071656351909,57376
1390,69.09,928,125406,0.07,-3.044077485097603,0.1454472418408841,57696
1400,66.71,933,125993,0.07,-2.9257024906821583,0.15296602668240666,57992
1410,66.94,939,126758,0.07,-2.8814232670630706,0.12307227533892728,58376
1420,69.25,947,127708,0.07,-2.929077550644978,0.0545450423960574,58848
1430,76.65,960,129199,0.07,-3.2031867289504525,0.08850078246905468,59592
1440,74.33,966,129968,0.07,-3.1785100024470356,0.07893164260894991,59976
1450,77.96,974,130976,0.07,-3.317684549344378,0.06393947324249893,60480
1460,79.49,980,131659,0.07,-3.302543978770824,0.06855355933657847,60824
1470,86.51,989,132708,0.07,-3.5096177991338737,0.13216053508222103,61352
1480,92.05,1000,134066,0.07,-3.6159053450504217,0.07235570257762447,62032
1490,95.9,1008,135096,0.07,-3.771910428534465,0.1405521528213285,62544
1500,101.65,1018,136258,0.07,-3.9056232086209373,0.15371811226941645,63128
1510,103.38,1025,137196,0.07,-3.9418013292495933,0.13781782891601324,63592
1520,105.92,1035,138400,0.07,-3.9898424163665425,0.08447560470085591,64192
1530,103.75,1046,139674,0.07,-3.762894578757744,0.09203055466059595,64832
1540,103.9,1052,140458,0.07,-3.683245372352214,0.09080903860740364,65224
1550,103.2,1060,141396,0.07,-3.6168879775209035,0.11337288236245513,65696
1560,105.01,1067,142260,0.07,-3.6966331965569794,0.07843398267868906,66128
1570,107.1,1077,143518,0.07,-3.8623178495816175,0.0404352811165154,66752
1580,108.84,1090,145050,0.07,-4.014418036717402,0.15005222242325544,67520
1590,118.89,1107,147085,0.07,-4.349067769720961,0.07298807828919962,68536
1600,119.22,1116,148280,0.07,-4.439698463155824,0.1440105670480989,69136
1610,127.0,1131,149996,0.07,-4.873897402211207,0.08543476986233145,69992
1620,129.3,1143,151430,0.07,-5.1486720120328275,0.09859673934988678,70712
1630,126.02,1150,152376,0.07,-5.203018650828607,0.02417893725214526,71184
1640,135.13,1164,154071,0.07,-5.645466133224129,0.054633487889077514,72032
1650,133.52,1171,154848,0.07,-5.613596983258431,0.0796225976664573,72416
1660,133.14,1178,155674,0.07,-5.621840654119263,0.0807219076086767,72832
1670,131.06,1186,156724,0.07,-5.58964409217092,0.10118442741804756,73360
1680,126.79,1196,157829,0.07,-5.4274996222880825,0.03802525415085256,73912
1690,115.55,1203,158740,0.07,-5.069551747253484,0.09504519694019109,74368
1700,111.91,1209,159571,0.07,-4.915754242339705,0.10928292130120099,74784
1710,102.88,1215,160384,0.07,-4.450039001895752,0.0959112512646243,75184
1720,96.58,1221,161188,0.07,-4.114148813508482,0.12080371612682939,75592
1730,97.19,1229,162195,0.07,-4.073640917704211,0.028154853207524866,76096
1740,89.14,1237,163085,0.07,-3.7424667663007782,0.026303292805096135,76536
1750,88.81,1242,163829,0.07,-3.725410628262488,0.05818398989504203,76912
1760,87.44,1248,164518,0.07,-3.729487272915007,0.09111993853002787,77256
1770,84.6,1254,165284,0.07,-3.57534192618118,0.05976816429756582,77640
1780,81.26,1260,166055,0.07,-3.476957662979612,0.08837799110915512,78024
1790,78.09,1264,166649,0.07,-3.339001978727806,0.051199500740040094,78320
1800,76.22,1269,167293,0.07,-3.282637500428381,0.09488901414442807,78640
1810,79.56,1278,168440,0.07,-3.5187623134851007,0.06151987885823473,79216
1820,80.03,1284,169291,0.07,-3.604623108968963,0.06222048733616248,79640
1830,77.68,1290,170063,0.07,-3.5725955398867364,0.11226659698877484,80024
1840,74.17,1294,170602,0.07,-3.408722476604458,0.04869871312985197,80296
1850,77.33,1302,171662,0.07,-3.6279089038102823,0.0877571270102635,80824
1860,76.58,1307,172276,0.07,-3.6018087987286225,0.11266516579780728,81136
1870,80.29,1316,173413,0.07,-3.7615233753161874,0.07463324029231444,81704
1880,82.61,1323,174416,0.07,-3.8365120404084494,0.04762337289866991,82200
1890,87.77,1332,175526,0.07,-4.024350029739346,0.048440110753290355,82760
1900,92.72,1341,176665,0.07,-4.211539671235697,0.08800370735116303,83328
1910,86.59,1345,177199,0.07,-3.880143376368072,0.09420261869672686,83592
1920,84.24,1350,177815,0.07,-3.720281159174273,0.10141367872711271,83904
1930,82.55,1355,178418,0.07,-3.6284627877301285,0.051980041433125734,84208
1940,84.65,1361,179167,0.07,-3.695053260515213,0.036775662389118224,84576
1950,84.5,1369,180212,0.07,-3.665126637546396,0.07769885193556547,85104
1960,86.14,1375,180990,0.07,-3.687683960895671,0.10951775405555964,85488
1970,83.86,1382,181899,0.07,-3.5519022020014517,0.07254667399683967,85944
1980,81.35,1388,182651,0.07,-3.4335372091037435,0.053554382640868425,86320
1990,78.83,1395,183509,0.07,-3.3769972397806565,0.09189156733918935,86752
2000,73.65,1400,184130,0.07,-3.177809995833039,0.08199959015473723,87064
2010,78.42,1408,185141,0.07,-3.3660139408802845,0.12036830477882177,87568
2020,80.41,1414,185956,0.07,-3.446376172378414,0.08813906740397215,87976
2030,85.43,1423,187061,0.07,-3.675742710192271,0.10545305721461773,88528
2040,87.38,1430,188005,0.07,-3.7053852277159973,0.09365040366537869,89000
2050,82.1,1435,188522,0.07,-3.4775911849611765,0.07981130690313876,89256
2060,83.82,1442,189472,0.07,-3.546055718684347,0.07469711976591498,89728
2070,83.98,1450,190397,0.07,-3.598560372319334,0.1126407952979207,90192
2080,86.77,1458,191428,0.07,-3.638709056078957,0.08401869994122535,90712
2090,85.54,1464,192163,0.07,-3.610888391732348,0.10202279826626182,91080
2100,88.83,1471,193113,0.07,-3.7445988172706013,0.0809197248890996,91552
2110,84.34,1475,193675,0.07,-3.575900393949583,0.09340702823828906,91832
2120,80.19,1478,194075,0.07,-3.402110223172837,0.07728935522027314,92032
2130,76.1,1484,194771,0.07,-3.241640979783364,0.10761329252272844,92384
2140,72.05,1489,195310,0.07,-3.154336748853913,0.06596280843950808,92648
2150,73.92,1494,196014,0.07,-3.241071070982963,0.138752652797848,93000
2160,70.24,1499,196596,0.07,-3.088211786968977,0.07403656421229243,93296
2170,69.76,1506,197473,0.07,-3.0980665195298784,0.11376001068856567,93736
2180,65.38,1511,198066,0.07,-3.038839060083228,0.057817760738544166,94032
2190,64.78,1517,198741,0.07,-2.9837024726227614,0.06345160212367773,94368
2200,63.4,1524,199553,0.07,-2.93008424917606,0.06501237658085302,94776
