train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.0181852473597246,920,282.9,20,0.07,10,2839,-19.06962960388081
0.0005712196634704014,2416,290.95,44,0.07,20,5839,-18.98819923363452
0.0006312543428066419,3920,293.6333333333333,69,0.07,30,8839,-20.13387716743046
