rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9395965000000003,2598,4,10,13.08155940688955,258.8,,
0.8864702500000001,4883,7,20,12.556150923698151,243.15,,
0.8348087499999999,7105,10,30,12.336413690773494,235.83333333333334,,
0.7975157500000003,8709,13,40,11.338881671033214,216.725,,
0.7401347500000002,11177,21,50,12.019147999102117,222.54,584,0.00953954563010484
0.6744999999999998,14000,36,60,12.61730172526391,232.33333333333334,1992,4.126865474063379e-05
0.61221325,16679,52,70,12.806992033687965,237.27142857142857,3336,0.028909119911986636
0.5494150000000002,19380,69,80,12.763659393070741,241.25,4688,0.019620212273366633
0.4796650000000001,22380,86,90,12.778157276314111,247.66666666666666,6184,0.01974849639191234
0.41642500000000027,25100,101,100,12.712049320857504,250.0,7544,0.020149411449892796
0.35478925000000017,27751,114,110,12.617045235693347,250.53,8872,0.04057924544031266
0.2877827500000001,30633,130,120,12.622422499222388,256.5,10312,0.011114739980257582
0.2223805000000001,33446,147,130,12.665564722945508,262.41,11720,0.0004489667699090205
0.1591870000000002,36164,163,140,12.979958425149748,273.55,13080,0.022356786823365837
0.0894370000000001,39164,180,150,12.732396732606665,278.87,14576,0.02254787764104549
0.07,41866,195,160,12.272134582553932,277.66,15928,0.012277477995667141
0.07,44866,213,170,12.090957087373187,280.87,17432,0.0006725650964654051
0.07,47866,231,180,12.040939693651477,283.86,18928,0.012067146635672543
0.07,50866,247,190,11.930217818696333,283.86,20432,0.012530149506346788
0.07,53866,264,200,11.938960438881109,286.66,21928,0.023895175057987217
0.07,56866,280,210,11.87960874085177,290.15,23432,0.0006679313664790243
0.07,59866,296,220,11.799716138057285,291.33,24928,0.01359911598774488
0.07,62568,312,230,11.559097906601663,290.22,26280,0.025997593598731328
0.07,65568,329,240,11.488988362340834,293.04,27776,0.014070630946662277
0.07,68568,346,250,11.345795211158928,293.04,29280,0.027148105982632842
0.07,71340,360,260,11.242276895235053,293.74,30664,0.026863312818022678
0.07,74340,376,270,11.1543778728516,293.74,32168,0.013168263016268611
0.07,77208,391,280,11.005518575115687,292.42,33600,0.000753266693209298
0.07,79915,406,290,10.849309417132563,289.49,34952,0.013626770858536474
0.07,82597,420,300,10.672545164486746,286.31,36296,0.0008217544236686081
0.07,85597,436,310,10.76948354412452,286.31,37792,0.0009115165958064608
0.07,88127,449,320,10.65789261482724,281.61,39056,0.02793604436010355
0.07,90959,464,330,10.85689598297127,282.91,40472,0.014249924279283732
0.07,93665,478,340,10.949498417221061,279.97,41832,0.014040208137885202
0.07,96426,493,350,11.070767600953829,277.58,43208,0.01428375649265945
0.07,99127,507,360,11.15865406495931,276.87,44560,0.013707355683436617
0.07,102127,525,370,11.24942388133083,276.87,46056,0.01363442295405548
0.07,105127,542,380,11.508924385129564,278.19,47560,0.0007321988668991253
0.07,108127,558,390,11.664389228811771,281.12,49056,0.0007299935605260544
0.07,111127,573,400,11.804764452197334,284.3,50560,0.0006357908569043502
0.07,113920,588,410,11.627955704027729,282.23,51952,0.0005670517894031946
0.07,116889,604,420,11.722974440210349,286.62,53440,0.013215319802839076
0.07,119889,623,430,11.628006022740614,288.3,54944,0.00038329912786139175
0.07,122889,640,440,11.543402453916103,291.24,56440,0.0003566030973161105
0.07,125889,656,450,11.404821274219794,293.63,57944,0.00030376205904758535
0.07,128889,672,460,11.372353025665813,296.62,59440,0.00036448937680688687
0.07,131889,690,470,11.387468364435584,296.62,60944,0.0002769325001281686
0.07,134889,707,480,11.181900685785866,296.62,62440,0.0003385825675650267
0.07,137596,722,490,10.936777612357227,293.69,63792,0.00028277783894736785
0.07,140300,736,500,10.71570856670383,290.73,65144,0.00032080703749670647
0.07,143300,755,510,10.778173462270665,292.8,66648,0.00026607313520798925
0.07,146300,773,520,10.752774608012228,293.11,68144,0.00025653007105574943
0.07,148771,787,530,10.573495893136474,287.82,69384,0.00026049370535474736
0.07,151771,806,540,10.6840797437189,287.82,70880,0.0002388510856690118
0.07,154771,823,550,10.70923892429699,287.82,72384,0.00025746998653630726
0.07,157771,840,560,10.658548199169877,287.82,73880,0.0002782520532491617
0.07,160771,856,570,10.4806532928989,287.82,75384,0.00025729955996212084
0.07,163771,874,580,10.404020882431674,287.82,76880,0.00029028565586486366
0.07,166771,890,590,10.505487406474813,290.75,78384,0.000253026322752703
0.07,169474,904,600,10.562650215158596,290.74,79736,0.0002709056843741564
0.07,172474,920,610,10.494814128234252,290.74,81232,0.00027511483131092973
0.07,175474,936,620,10.494617456395154,290.74,82736,0.0003149936856061686
0.07,178474,952,630,10.73355967340066,296.03,84232,0.0003162453358527273
0.07,181474,968,640,10.685519013963399,296.03,85736,0.00030346836501848884
0.07,184474,984,650,10.788506833244096,296.03,87232,0.0003341471492603887
0.07,187474,1000,660,10.971246385268214,296.03,88736,0.0002878654431697214
0.07,190311,1015,670,11.036407686314435,294.4,90152,0.0003172256729158107
0.07,193014,1029,680,11.102111736208535,291.43,91504,0.0002542551555961836
0.07,196014,1045,690,11.298234242955896,291.43,93000,0.00027792613946076017
0.07,199014,1061,700,11.469346869452165,294.4,94504,0.00024562914950365666
