time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
10,2,70.9,719,0.9832832499999999,-4.270670827227635,,
20,3,70.45,1429,0.9667757500000002,-4.139018337393776,,
30,4,72.2,2196,0.9489430000000001,-4.249150963377359,,
40,5,71.4,2896,0.9326679999999998,-4.244407354860096,,
50,6,76.64,3882,0.9097434999999998,-4.560831323840289,,
60,7,77.56666666666666,4714,0.8903995000000001,-4.530109629838221,,
70,8,79.6,5642,0.8688235000000002,-4.726094937452482,,
80,10,80.4,6512,0.8485959999999999,-4.82948569901097,,
90,12,80.93333333333334,7374,0.8285545000000002,-4.792904947468512,,
100,13,82.69,8369,0.8054207499999999,-4.884633718183785,,
110,14,82.81,9100,0.7884250000000002,-4.886417558162837,,
120,16,85.03,10032,0.7667560000000001,-5.001420721227461,8,0.030298251600470394
130,21,86.53,10949,0.7454357499999998,-5.08654543723487,472,0.03740506466874649
140,25,87.34,11730,0.7272775000000001,-4.980671029159696,864,0.027947912404670205
150,28,82.47,12229,0.7156757499999999,-4.589049537063311,1112,0.05582076785412937
160,29,77.63,12577,0.7075847500000002,-4.296172511804596,1288,0.05560514861008414
170,31,72.16,12958,0.6987265,-3.836226269960734,1472,0.0279025052623183
180,34,68.42,13454,0.6871945000000004,-3.4845018105048013,1720,0.06471178830906865
190,36,63.36,13810,0.6789174999999998,-3.1482473944218343,1904,0.03724109243557905
200,38,57.65,14234,0.6690595000000003,-2.7336792694030243,2112,0.018592921405797824
210,40,53.31,14531,0.6621542499999999,-2.4116508191013346,2264,0.06425852648317232
220,42,47.56,14888,0.6538539999999997,-2.0305614502073266,2440,0.0734015851667209
230,44,42.51,15300,0.644275,-1.6752505758239784,2648,0.0913024455512641
240,45,37.64,15594,0.6374395000000002,-1.4600224654740992,2792,0.05484102530317614
250,47,36.28,15957,0.6289997500000001,-1.407261362402523,2976,0.09052919887471944
260,49,35.98,16275,0.6216062500000001,-1.3596369749330335,3136,0.09931892468011938
270,50,34.71,16529,0.6157007500000002,-1.3190345013631204,3264,0.09915948175694211
280,52,33.05,16859,0.60802825,-1.2498787124587964,3424,0.10760202366509475
290,53,32.1,17120,0.60196,-1.2178584298948776,3552,0.07180401830555638
300,55,30.62,17396,0.5955429999999998,-1.1692675073616683,3696,0.07160653653409099
310,57,31.37,17768,0.5868939999999999,-1.195277350494332,3880,0.09765659238473745
320,58,30.18,18006,0.5813604999999997,-1.1625479804423724,4000,0.07978925325733144
330,59,28.43,18243,0.5758502499999998,-1.0616612881729106,4120,0.13956091857107822
340,61,27.96,18490,0.5701074999999999,-1.0545356624981463,4240,0.09583970325184055
350,62,28.07,18864,0.5614120000000002,-1.0462901190031482,4424,0.1300629657926038
