rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9515702500000003,10,2083,207.3,10.546607421429314,2,,
0.8869817499999999,20,4861,242.05,12.75269081157587,5,,
0.8404352500000001,30,6863,227.76666666666668,11.850931268050198,8,,
0.7843794999999999,40,9274,230.85,12.353938884149603,11,,
0.7272309999999997,50,11732,233.64,12.522136701324548,20,864,2.7713825829778216e-05
0.6692687500000001,60,14225,236.08333333333334,12.513736948426816,32,2112,0.00952372540905344
0.631348,70,15856,225.5142857142857,11.609717951986326,41,2920,0.009649776920923614
0.5909627500000002,80,17593,218.9125,11.02936753502592,49,3792,0.019388842105399817
0.5504612500000002,90,19335,213.83333333333334,10.558344057818593,58,4664,0.019726961250853492
0.5134937500000002,100,20925,208.25,10.134206866673823,66,5456,0.01979705415214994
0.47459649999999987,110,22598,204.15,9.724961301891733,75,6296,0.029788993699185085
0.4250042500000003,120,24731,197.7,9.060641031089487,86,7360,0.010904767485044431
0.3917799999999999,130,26160,191.97,8.580034348657225,94,8072,0.030356859395396896
0.36497274999999985,140,27313,179.39,7.613128736941254,100,8656,0.020923021045746282
0.31372975000000025,150,29517,176.85,7.109120404304786,112,9752,0.021720635195379145
0.2648582500000002,160,31619,172.94,6.576158297277377,124,10808,0.03205443477781955
0.20275750000000003,170,34290,183.34,6.863645668124801,138,12144,0.012999790749745443
0.1461902500000002,180,36723,190.3,6.942014018037496,151,13360,0.02347483634366654
0.11236150000000011,190,38178,187.43,6.7277375360425165,159,14088,0.03405854225275107
0.07,200,40232,192.07,6.7503447791544,170,15112,0.02484465137240477
0.07,210,42481,197.83,6.81141881860728,182,16240,0.0359292944194749
0.07,220,43585,187.54,6.321220116843936,188,16792,0.046217926108511165
0.07,230,45150,188.9,6.310604010669936,196,17568,0.057444055448286235
0.07,240,46821,194.08,6.432902410410385,204,18408,0.00452321651391685
0.07,250,49222,196.05,6.369521953664437,217,19608,0.037210764188785106
0.07,260,51850,201.31,6.468865746113972,230,20920,0.04812700889306143
0.07,270,54452,200.62,6.36187879748554,244,22224,0.04963461309671402
0.07,280,57046,202.23,6.3962297794544,257,23520,0.05069779738551006
0.07,290,59526,212.48,6.700704423662082,270,24760,0.03907967684790492
0.07,300,61158,208.26,6.546892298418542,279,25576,0.03983617579797283
0.07,310,63556,209.75,6.574388147927261,291,26776,0.01616622495930642
0.07,320,64729,210.44,6.584195368082143,297,27360,0.0640866317844484
0.07,330,67175,219.25,6.764497759864863,310,28584,0.051152027619536966
0.07,340,68957,220.36,6.7195268586411725,319,29472,0.04985097172902897
0.07,350,70561,212.39,6.4346904892143195,327,30280,0.04029153223382309
0.07,360,72981,210.31,6.272612934263267,340,31488,0.028388334263581783
0.07,370,75046,204.94,6.003804259723682,351,32520,0.016286529251374304
0.07,380,76945,197.99,5.711371119203534,361,33472,0.01594464635127224
0.07,390,79118,194.92,5.514379108102855,372,34552,0.02733050679671578
0.07,400,81445,201.87,5.674823810914286,384,35720,0.051833082688972354
0.07,410,84199,205.43,5.712904302502377,398,37096,0.02833759895293042
0.07,420,86746,219.17,6.075444681052829,411,38368,0.028404177981428802
0.07,430,89149,218.74,6.043539407052479,424,39568,0.05248967930674553
0.07,440,91535,224.78,6.235092558072247,436,40760,0.04052262243931182
0.07,450,94157,234.96,6.517267573865765,450,42072,0.017119585420005023
0.07,460,96532,234.51,6.538975112012119,462,43264,0.0038058607606217265
0.07,470,99175,240.29,6.726008975428398,475,44584,0.027870970021467656
0.07,480,101975,249.3,6.964410773484006,490,45984,0.04166309523861855
0.07,490,104626,254.08,7.1066955192367525,505,47312,0.016095884144306183
0.07,500,106783,252.38,7.028524958734539,516,48384,0.051599874277599156
0.07,510,108816,245.17,6.795986446202635,527,49400,0.041424395400099456
0.07,520,110899,240.53,6.646696653381777,538,50448,0.002390262423432432
0.07,530,112914,236.65,6.523284150454677,548,51456,0.03720109241839964
0.07,540,114824,231.89,6.34365328495519,559,52408,0.014044933413970284
0.07,550,116800,225.43,6.153343946161888,571,53392,0.013985180470626801
0.07,560,117793,211.61,5.7436635593011465,576,53896,0.050347072261502035
0.07,570,119034,197.59,5.365704017116761,582,54512,0.03756817635439802
0.07,580,120058,179.83,4.900589276000218,588,55024,0.06131993269082159
0.07,590,121712,169.86,4.679625427809164,596,55848,0.01394492681720294
0.07,600,122618,157.35,4.375579042841434,601,56304,0.03757732453959761
0.07,610,123882,149.66,4.143908650377397,608,56936,0.024784289751551114
0.07,620,125342,143.43,4.023697448795758,615,57664,0.037315016947104596
0.07,630,126934,139.2,3.9325167428816212,624,58464,0.013263307191664353
0.07,640,128816,138.92,3.9450928158605785,633,59400,0.013781679619569331
0.07,650,130548,136.48,3.8541445583019267,642,60272,0.037271438079187647
0.07,660,132847,149.54,4.169803735655263,654,61416,0.03675249044317752
0.07,670,134130,149.96,4.179548762946337,661,62064,0.03726364295289386
0.07,680,135772,156.14,4.344084137490289,669,62880,0.08183032239321619
0.07,690,137118,153.06,4.194578427415035,676,63552,0.037239692370349076
0.07,700,138663,159.45,4.332661834493458,684,64328,0.08277431552414782
0.07,710,139770,157.88,4.324061946142563,690,64880,0.02380013226502342
0.07,720,141623,161.81,4.346286655396648,700,65808,0.024430708930594847
0.07,730,143222,161.88,4.305966621744481,708,66608,0.048743776336777955
0.07,740,145051,161.35,4.289737332567679,717,67520,0.012543538738100324
0.07,750,146566,159.18,4.236636012514967,725,68280,0.0020540319965220988
0.07,760,148132,151.85,4.069983218089832,733,69064,0.024568111810367554
0.07,770,149352,151.22,4.083938775150624,740,69672,0.024064497745712288
0.07,780,151255,153.83,4.099616925333014,750,70624,0.03489207701932173
0.07,790,152669,154.51,4.128819521312655,757,71328,0.02477409925631946
0.07,800,154452,156.89,4.160884959852742,766,72224,0.05823226543725468
0.07,810,156385,165.15,4.377472323785086,776,73192,0.025304114446043968
0.07,820,157564,158.41,4.240792351014154,782,73776,0.01336076513689477
0.07,830,159232,159.1,4.241067597856709,791,74608,0.0252095089526847
