rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,train/n_updates,train/loss
-5.180683828046206,85.1,1,861,0.9199269999999999,10,,
-4.710547161732924,75.7,1,1534,0.8573379999999998,20,,
-5.199033454005506,81.46666666666667,3,2474,0.7699180000000002,30,,
-5.233413483879625,82.875,4,3355,0.6879849999999998,40,,
-5.540969423743496,84.84,6,4292,0.6008439999999999,50,,
-5.715532565608287,86.1,7,5226,0.5139820000000003,60,,
-5.938396599525792,87.08571428571429,9,6166,0.4265620000000002,70,,
-5.7836402260268525,84.5625,10,6845,0.36341499999999993,80,,
-5.713401633037888,83.57777777777778,11,7612,0.29208400000000034,90,,
-5.63993039195109,82.03,13,8303,0.22782100000000016,100,,
-5.546496225220743,80.69,14,9030,0.16021000000000019,110,,
-5.73230895473999,81.35,16,9769,0.09148300000000009,120,,
-5.487160016185163,78.84,19,10458,0.07,130,224,0.0009778139337868197
-5.338126841916583,78.31,23,11286,0.07,140,640,0.0008991632275865413
-4.860174372931132,74.48,27,11840,0.07,150,912,0.0013012877061555628
-4.3159373629099775,69.1,29,12236,0.07,160,1112,0.0005947744612058159
-3.685340031210323,63.06,31,12572,0.07,170,1280,0.0009140327711065765
-3.2884933225887285,58.33,32,12778,0.07,180,1384,0.0006222437186806928
-2.8435976002980086,53.33,34,13045,0.07,190,1520,0.0012085307753295638
-2.4174374029225643,47.97,34,13200,0.07,200,1592,0.0013426880177576095
-2.054258708853261,42.57,35,13387,0.07,210,1688,0.0009708486031740904
-1.5115053536978513,37.49,37,13618,0.07,220,1808,0.0006730809400323778
-1.187815967188657,32.3,38,13788,0.07,230,1888,0.0007699848174524959
-0.8619925028411883,26.18,39,14004,0.07,240,2000,0.0008436759198957589
-0.7185158655591114,22.45,40,14185,0.07,250,2088,0.0010088664494105615
-0.6462848923407924,19.75,40,14311,0.07,260,2152,0.0011995134700555354
-0.6233672813760116,18.63,42,14535,0.07,270,2264,0.0012058725696988404
-0.5984581926840103,18.1,43,14688,0.07,280,2336,0.0010219265896012075
-0.5723200938625732,16.96,43,14841,0.07,290,2416,0.0007241757775773294
-0.568944417197387,17.47,44,15047,0.07,300,2520,0.00138358237745706
-0.5640557148301165,17.34,45,15221,0.07,310,2608,0.0012471277514123358
-0.5516138584883125,17.0,47,15418,0.07,320,2704,0.001009252438961994
-0.5681569095899305,17.58,48,15646,0.07,330,2816,0.0014501567784463987
-0.5716275686575217,17.55,49,15859,0.07,340,2928,0.0011307484528515488
-0.5665939995330739,17.59,50,16044,0.07,350,3016,0.0014389207935892045
-0.5879225455944197,18.4,51,16251,0.07,360,3120,0.0014519224932882935
-0.5953787668245293,18.87,53,16522,0.07,370,3256,0.001352670748019591
-0.6200150276563916,19.67,54,16755,0.07,380,3376,0.0010003533825511113
-0.6458958341479165,20.52,55,16993,0.07,390,3496,0.0012618600012501702
-0.673378992774717,21.98,57,17345,0.07,400,3672,0.0009486837952863425
-0.7069938810595303,23.96,59,17717,0.07,410,3856,0.0010519010829739273
-0.7468146137505163,25.22,61,18040,0.07,420,4016,0.0012525048368843272
-0.7840358666909291,26.51,63,18397,0.07,430,4192,0.0011954826186411083
-0.7871715552364112,26.74,64,18633,0.07,440,4312,0.0012616600361070596
-0.8080623796655992,27.56,66,18900,0.07,450,4448,0.001000282158202026
-0.8062673229424305,27.9,67,19141,0.07,460,4568,0.0009893973692669533
-0.8341919112882508,29.29,70,19551,0.07,470,4768,0.0008618430001661181
-0.8535361431461557,30.19,72,19874,0.07,480,4936,0.0009952805266948417
-0.8534540048235904,30.47,73,20140,0.07,490,5064,0.0009555322976666503
-0.8598034573251522,30.33,76,20478,0.07,500,5232,0.0012726405111607164
-0.8698253658502292,30.07,78,20824,0.07,510,5408,0.0008477530573145486
-0.8937922079644051,30.56,80,21196,0.07,520,5592,0.0008596558182034642
-0.8853654457098709,29.84,82,21481,0.07,530,5736,0.0007490241478080861
