train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.00011098683989985147,1000,299.0,24,0.07,10,3000,-21.046684109133412
0.00025849791927612387,2496,299.0,48,0.07,20,6000,-20.256159609661488
0.00030050518398638815,4000,298.76666666666665,73,0.07,30,8993,-20.13121010809524
