rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,train/loss,train/n_updates
-8.428046568489897,1408,10,0.9672639999999998,1,139.8,,
-7.806920650996496,2572,20,0.9402010000000001,2,127.6,,
-6.601451116751824,3250,30,0.9244375,3,107.33333333333333,,
-6.406336390570791,4284,40,0.900397,4,106.1,,
-6.124728277431354,5049,50,0.8826107500000002,5,99.98,,
-5.734674731876975,5718,60,0.8670565,6,94.3,,
-5.627070821664446,6572,70,0.847201,7,92.88571428571429,,
-5.060987363551499,6824,80,0.8413419999999998,8,84.3,,
-4.774429771030556,7269,90,0.8309957500000003,8,79.76666666666667,,
-4.983943883263594,8399,100,0.80472325,10,82.99,,
-4.385167552340206,8840,110,0.79447,10,73.32,,
-4.109335349502005,9557,120,0.7777997500000002,11,68.85,,
-4.20184457336718,10382,130,0.7586185,14,70.32,0.09206115268170834,184
-4.200090108378895,11405,140,0.7348337500000001,19,70.21,0.06372004378499696,696
-4.516506633835562,12834,150,0.7016094999999998,26,76.85,0.09985138531192206,1416
-4.456842251604124,13574,160,0.6844045000000001,29,77.56,0.14441220817388967,1784
-4.622673655051442,14984,170,0.6516220000000001,36,83.12,0.18725589755922556,2488
-5.146144104626115,16426,180,0.6180954999999999,44,95.02,0.1258808315033093,3208
-5.7424798957187875,18229,190,0.5761757499999999,53,108.6,0.0917121006641537,4112
-6.0004404213981335,20349,200,0.5268857500000002,64,118.5,0.09044821956194937,5168
-6.641390915747284,22398,210,0.4792464999999999,74,134.58,0.09944218373857439,6192
-6.979896091937035,24208,220,0.4371639999999999,84,145.51,0.13914052490144968,7096
-7.42962707434458,26442,230,0.3852235000000004,96,159.6,0.09667139640077949,8216
-7.670018025784085,28387,240,0.34000224999999995,106,168.82,0.05670668859966099,9192
-7.757258076874093,30554,250,0.28961950000000025,118,176.2,0.07274839840829372,10272
-8.545268413691678,33225,260,0.22751875000000032,133,195.51,0.039944708172697574,11608
-8.695069166401444,35202,270,0.18155350000000015,144,201.18,0.04833508364390582,12600
-9.128361565290017,37860,280,0.11975499999999994,158,213.34,0.047882590733934194,13928
-9.357583963399073,40613,290,0.07,173,222.84,0.023094600241165608,15304
-9.221968526653008,42719,300,0.07,184,222.7,0.03702153719495982,16352
-9.27220471976978,45194,310,0.07,196,226.96,0.05284615483833477,17592
-9.422265588806356,47693,320,0.07,209,233.85,0.053722310287412256,18840
-9.447447396689839,50383,330,0.07,223,238.41,0.045499688771087676,20184
-9.43892324553882,52580,340,0.07,234,240.93,0.04640906603890471,21288
-9.309675340139025,54677,350,0.07,245,240.23,0.020323136006481946,22336
-9.001699119266073,56863,360,0.07,256,235.38,0.07861356495413929,23424
-9.00564135437956,59120,370,0.07,268,238.18,0.03789204658824019,24552
-8.828609707078027,61618,380,0.07,281,236.58,0.020820640958845615,25808
-8.616381716160905,64011,390,0.07,293,232.98,0.020309329906012863,27000
-8.625679093837197,66397,400,0.07,306,235.78,0.011555871489690617,28192
-8.229641155481017,67967,410,0.07,314,226.73,0.021314508485374972,28976
-8.09451381772256,70314,420,0.07,326,225.21,0.04701550750178285,30152
-7.468830235436361,71397,430,0.07,331,209.14,0.030177248030668125,30696
-7.345290342769072,73401,440,0.07,342,207.21,0.021234281797660515,31696
-7.260291389817944,75423,450,0.07,352,206.46,0.08425435834215023,32704
-7.161535963065147,77388,460,0.07,362,204.25,0.03930256445892155,33688
-7.153561826396031,79622,470,0.07,374,204.02,0.02980548082268797,34808
-7.037370727150111,81840,480,0.07,386,201.22,0.06719742258428596,35912
-7.119123958071018,84561,490,0.07,399,204.5,0.06772814888972789,37280
-7.076959570712231,86890,500,0.07,411,203.93,0.04036593816999812,38440
-7.400189808991546,89417,510,0.07,425,213.5,0.039496451208833605,39704
-7.215340957912286,91161,520,0.07,434,207.47,0.011945533595280722,40576
-7.464714559017375,92926,530,0.07,443,214.29,0.02133819059235975,41456
-7.545704792479807,95119,540,0.07,454,216.18,0.05065248081518803,42552
-7.591627167552581,97195,550,0.07,465,216.72,0.059691639107768424,43592
-7.822934015323068,99696,560,0.07,478,222.08,0.021519076137337834,44840
-7.764749834722579,101838,570,0.07,489,221.16,0.07002679358993191,45912
-7.904941334752149,104458,580,0.07,502,225.18,0.031782340331119485,47224
-7.839743205782216,106975,590,0.07,515,223.14,0.02136347627674695,48480
-7.880252202695813,109328,600,0.07,527,223.38,0.001160634848929476,49656
-7.798710817868527,111579,610,0.07,539,220.62,0.010970380215439945,50784
-8.037649081143682,114083,620,0.07,552,228.22,0.011216944389161654,52040
-8.365909126257542,116788,630,0.07,566,237.62,0.0006988153472775593,53392
-8.50386480745883,119381,640,0.07,580,241.62,0.000546883420611266,54688
-8.5511803358077,121633,650,0.07,591,243.38,0.021351994197175372,55816
-8.552879404143203,124304,660,0.07,605,245.08,0.03222765343889478,57144
-8.86066521399753,127304,670,0.07,620,253.66,0.03230035553497146,58648
-8.828045513951873,129787,680,0.07,633,252.29,0.021732071767473826,59888
-9.003281184080299,132704,690,0.07,649,256.29,0.010939697995127062,61344
-9.209567302192388,135562,700,0.07,663,261.34,0.021886635295231827,62776
-9.199212399069395,137776,710,0.07,675,260.97,0.0003542184058460407,63880
-9.404741422252947,140776,720,0.07,690,265.93,0.03300709364339127,65384
-9.49181601278226,143776,730,0.07,706,268.88,0.022002275583872688,66880
-9.532413115453323,146550,740,0.07,720,270.69,0.022084570289734984,68272
-9.715202399243065,149097,750,0.07,733,273.64,0.0003398575681785587,69544
-9.843205114894072,152097,760,0.07,748,276.93,0.0003318991948617622,71048
-9.83746391844885,155089,770,0.07,764,276.85,0.033823181125626434,72544
-10.039146718789151,158089,780,0.07,779,282.02,0.033687073781038634,74040
-10.027767368363286,161089,790,0.07,795,282.85,0.022751860504286014,75544
