time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/n_updates
675,10,0.9843062499999999,-3.857368110527014,66.5,0,,
1577,20,0.9633347499999999,-4.538083878120173,77.85,1,,
2383,30,0.94459525,-4.586198451048029,78.43333333333334,2,,
2935,40,0.9317612500000001,-4.129551304443579,72.375,3,,
3762,50,0.9125335,-4.200977147892552,74.24,4,,
4494,60,0.8955145000000001,-4.225636269265577,73.9,5,,
5400,70,0.87445,-4.304725921611503,76.14285714285714,6,,
6307,80,0.8533622500000001,-4.492252252663535,77.8375,7,,
7161,90,0.8335067500000002,-4.545269019846149,78.56666666666666,8,,
7860,100,0.8172550000000001,-4.511294099803151,77.6,9,,
8738,110,0.7968415,-4.642913966505681,79.63,10,,
9640,120,0.77587,-4.652856342237103,79.63,12,,
10459,130,0.7568282500000001,-4.604984579488546,79.76,14,0.03648613305267645,224
11222,140,0.7390885,-4.744147168819436,81.87,18,0.06349427370332705,608
11911,150,0.72306925,-4.595954751628856,80.49,22,0.0541608229382291,952
12622,160,0.7065385,-4.516670366953356,80.28,25,0.054999560277792625,1304
13409,170,0.68824075,-4.399767990547137,79.09,29,0.04508274109775812,1704
13887,180,0.6771272499999998,-4.0107568834033795,74.8,31,0.08086844219724298,1936
14285,190,0.6678737500000003,-3.672190597178922,70.24,33,0.07182409275083046,2136
14774,200,0.6565045,-3.442532901360752,68.14,36,0.0537535230650974,2384
15393,210,0.6421127500000003,-3.188672242535199,65.55,39,0.05338689569543931,2696
15797,220,0.6327197500000001,-2.8028292802627646,60.57,41,0.035748974380112486,2896
15985,230,0.62834875,-2.445286013832934,54.26,42,0.09696584152334253,2992
16467,240,0.6171422499999998,-2.2306202730455267,51.45,44,0.06990777861938113,3232
16915,250,0.6067262500000002,-2.10251282360816,49.04,47,0.043789530063804705,3456
17492,260,0.5933110000000001,-1.9765233519346266,47.7,50,0.0866503153956728,3744
17855,270,0.5848712500000002,-1.747725488763753,43.46,51,0.06929740975465393,3920
18385,280,0.5725487499999999,-1.7695032104380666,43.98,54,0.10207309607358184,4192
18861,290,0.5614817500000002,-1.7899107630036157,44.76,57,0.04294812973239459,4424
19298,300,0.5513215000000002,-1.7890224475665086,44.24,59,0.08329595443501603,4648
19665,310,0.5427887500000002,-1.6633588187482915,41.72,61,0.058981853566365317,4832
20006,320,0.5348605000000002,-1.6304827033225189,41.09,63,0.0986414737708401,5000
20313,330,0.5277227499999999,-1.6752207472094736,42.28,64,0.09083814010955393,5152
20714,340,0.5183995000000003,-1.6599053160449546,41.47,67,0.0821380225388566,5352
21051,350,0.51056425,-1.61708181615323,40.36,68,0.049126974525279365,5520
21387,360,0.50275225,-1.51283111373375,37.95,70,0.06470556676504202,5688
21740,370,0.494545,-1.496806581884698,37.85,72,0.11055029611452483,5864
21988,380,0.48877899999999985,-1.3834518169605823,35.03,74,0.17218503542244434,5992
22223,390,0.4833152500000003,-1.2951772497499447,32.62,75,0.07932560454355553,6104
22588,400,0.47482899999999983,-1.2414613136973303,31.9,77,0.11651834088843316,6288
22965,410,0.46606375000000033,-1.2439111573454884,32.0,79,0.10783834755420685,6480
23267,420,0.4590422500000002,-1.245772066865986,31.61,81,0.08422488271025941,6632
23476,430,0.4541829999999999,-1.2015464956510309,30.63,82,0.04662849989836104,6736
23964,440,0.4428369999999998,-1.199039166768107,31.5,84,0.11213314405176789,6976
24262,450,0.4359084999999999,-1.1717524371222732,31.11,86,0.08778765914030373,7128
24597,460,0.42811975,-1.1725889675901329,31.1,88,0.08851848961785436,7296
24929,470,0.4204007500000001,-1.1792791351182712,30.89,90,0.17011941457167268,7464
25220,480,0.4136350000000001,-1.1834234463277842,31.32,91,0.10033247846877202,7608
25513,490,0.4068227499999999,-1.1946185991933846,31.9,93,0.099979809980141,7752
25759,500,0.40110325000000013,-1.139397241254121,30.71,94,0.10579115303698927,7872
26059,510,0.39412824999999985,-1.1067416314869931,29.94,96,0.10280879843048751,8024
26415,520,0.3858512500000004,-1.1266761960408729,30.48,98,0.10608686041086912,8200
26742,530,0.3782485000000001,-1.1736600351509994,31.66,100,0.13917409983696416,8368
26987,540,0.37255225000000003,-1.0661759120961964,29.23,101,0.08809836738510057,8488
27352,550,0.3640660000000001,-1.0655704941632722,29.9,103,0.07986101810820401,8672
27586,560,0.35862550000000004,-1.0293174236617118,28.89,104,0.1037356867454946,8792
27865,570,0.35213874999999994,-1.0074983861844848,28.36,106,0.11421248223632574,8928
28102,580,0.3466284999999999,-0.9810789793987861,27.82,107,0.07197429682128131,9048
28348,590,0.34090900000000024,-0.9634926087044822,27.35,108,0.08642856846563518,9168
28595,600,0.3351662500000002,-0.9613886255178272,27.36,110,0.06004804733674973,9296
28936,610,0.3272379999999999,-0.9777925119964518,27.77,112,0.11429409519769251,9464
29164,620,0.3219369999999998,-0.9223772485180974,26.49,113,0.06870340433670208,9576
29357,630,0.3174497500000003,-0.8840507980752826,25.15,114,0.09679871937260032,9672
29638,640,0.3109164999999998,-0.9085466009363983,25.51,115,0.07770852441899478,9816
29935,650,0.3040112500000002,-0.9087186547076511,24.83,117,0.1269738314440474,9960
30144,660,0.2991520000000003,-0.8994743551001619,24.58,118,0.0917989251902327,10064
30418,670,0.2927814999999999,-0.8827064510112064,24.53,120,0.1002950444817543,10208
30745,680,0.28517875000000015,-0.9059990325114913,25.43,122,0.10727750067599118,10368
30994,690,0.27938949999999985,-0.9078906062473113,25.46,123,0.11861531063914299,10496
31217,700,0.27420475,-0.8988766239608879,25.22,124,0.0846766255563125,10608
31433,710,0.26918275,-0.8462733687305285,23.97,125,0.08011203305795789,10712
31637,720,0.26443975,-0.835522615341685,23.73,126,0.09487614454701543,10816
31885,730,0.2586737499999999,-0.8452394517904815,24.28,128,0.08769339509308338,10936
32139,740,0.2527682499999999,-0.834931583073832,24.01,129,0.11421321099624038,11064
32395,750,0.2468162500000003,-0.8322884939372358,23.6,131,0.1115415240637958,11192
32631,760,0.24132925000000038,-0.8229332226285742,23.87,132,0.08323970530182123,11312
32832,770,0.2366560000000002,-0.8090782029552261,23.14,133,0.09706264734268188,11408
33023,780,0.2322152500000001,-0.774279408399921,21.78,134,0.1485411049798131,11504
33254,790,0.2268444999999999,-0.7702010150763224,21.6,136,0.09272835729643703,11624
33483,800,0.2215202500000002,-0.7787910492211495,21.66,137,0.09082995029166341,11736
33767,810,0.21491724999999973,-0.8130185451886824,22.34,138,0.08276389492675662,11880
33973,820,0.2101277500000004,-0.8195944692277068,22.36,140,0.06525995791889727,11984
34214,830,0.20452449999999978,-0.821251453181917,22.29,141,0.05742083047516644,12104
34420,840,0.19973499999999988,-0.8020021838369544,21.81,142,0.08752768789418042,12208
34627,850,0.19492224999999985,-0.7676838503130048,21.32,143,0.08988974569365382,12312
34845,860,0.18985375000000027,-0.7550892977885039,21.14,144,0.08983892342075706,12416
35138,870,0.18304150000000008,-0.7783361254773336,22.06,146,0.09940339904278517,12568
35284,880,0.179647,-0.7651780800137413,21.61,147,0.08061989769339561,12640
35504,890,0.17453200000000002,-0.7536324764073971,21.5,148,0.07045873627066612,12744
35692,900,0.17016099999999978,-0.7408544318792071,21.09,149,0.10320320026949048,12840
35927,910,0.16469725000000013,-0.7177732490624484,20.6,151,0.07490828214213252,12960
36063,920,0.16153525000000013,-0.6826467827285012,19.9,152,0.09745853766798973,13024
36277,930,0.15655975,-0.6689959415435296,19.63,153,0.07146300189197063,13136
