rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,train/loss,train/n_updates
-9.651319401886855,1,1601,159.1,10,0.9627767499999998,,
-9.126010403921253,3,2915,144.75,20,0.93222625,,
-8.6462665766721,4,4132,136.73333333333332,30,0.9039309999999999,,
-10.518639935869484,7,6259,155.475,40,0.8544782500000002,,
-9.934646883116182,9,7354,146.08,50,0.8290195000000001,,
-10.18101439807007,11,8695,143.91666666666666,60,0.7978412499999998,,
-10.737610685095646,16,10675,151.5,70,0.7518062500000002,0.055826746132879634,336
-10.26920199105873,22,11839,146.9875,80,0.7247432500000001,0.055848000967671396,912
-9.96475782291625,28,13057,144.07777777777778,90,0.6964247499999998,0.07419456289790105,1528
-9.232499953335724,31,13662,135.62,100,0.6823585000000001,0.07396334462828236,1824
-8.738460236563109,36,14574,128.73,110,0.6611545000000001,0.03759170850389637,2280
-8.080294188135149,38,15033,120.18,120,0.6504827499999999,0.07450961164431646,2512
-7.607928603868782,41,15631,113.99,130,0.6365792500000002,0.055851846060249954,2808
-6.314682043576612,44,16287,99.28,140,0.6213272499999999,0.056275715556694195,3136
-5.922890941368637,48,17096,96.42,150,0.6025180000000001,0.1274659390328452,3544
-5.189446807824866,53,17985,91.9,160,0.5818487499999998,0.04750868520932272,3992
-4.030398139626249,56,18527,77.52,170,0.5692472499999999,0.04684987917426042,4256
-3.5548571641161044,58,19000,70.61,180,0.5582500000000001,0.07312049076426774,4496
-3.198883288048462,63,19899,67.42,190,0.53734825,0.1589093841612339,4944
-3.2314255264281284,67,20582,68.2,200,0.5214684999999998,0.0813048217096366,5288
-3.186053965431066,72,21510,68.36,210,0.49989249999999985,0.08171942841727287,5752
-3.3924925024241763,76,22330,71.97,220,0.48082749999999996,0.09641375060891733,6160
-3.4216487632234505,80,23031,73.0,230,0.46452925,0.09380372520536184,6512
-3.438522812590286,84,23798,74.11,240,0.44669649999999994,0.0628289874875918,6896
-3.523879709418787,89,24710,75.14,250,0.42549249999999983,0.06761335663031787,7352
-3.5861275520288176,94,25723,76.38,260,0.4019402499999999,0.0635866146767512,7856
-3.665261279492867,98,26392,77.65,270,0.38638600000000023,0.09367773588746786,8192
-3.8187688461384055,102,27187,80.87,280,0.36790225,0.07591986237093806,8592
-3.8670912869228284,108,28173,81.74,290,0.3449777500000001,0.049664250342175364,9080
-4.005548148071919,113,29100,84.18,300,0.3234250000000002,0.05648983281571418,9544
-3.917589371964213,117,29836,82.26,310,0.30631300000000017,0.07059667306020856,9912
-3.891427591911835,121,30640,82.1,320,0.2876200000000001,0.13889947719871998,10312
-3.9736726215141815,126,31545,84.14,330,0.2665787500000001,0.0763176444452256,10768
-4.04155328141655,131,32391,84.93,340,0.2469092500000003,0.07807891990523785,11192
-4.013781329299847,136,33297,84.87,350,0.22584475000000004,0.08388394804205745,11648
-3.8019258512333907,140,33879,80.56,360,0.21231325000000023,0.09888028632849455,11936
-3.7612313162815645,143,34502,80.1,370,0.1978285000000003,0.08736121177207679,12248
-3.786569289876177,148,35439,81.52,380,0.1760432500000002,0.10244537598919123,12712
-3.7972007862507935,155,36565,82.92,390,0.14986375000000007,0.0818563470384106,13280
-3.757548973086914,160,37548,83.48,400,0.12700900000000004,0.08662629849277437,13768
-3.6702628147521783,163,38149,82.13,410,0.11303575000000032,0.0694532161578536,14072
-3.4433945664086076,165,38526,77.86,420,0.10427050000000015,0.13119984976947308,14256
-3.357873555769958,169,39324,76.79,430,0.08571700000000004,0.09305944666266441,14656
-3.1904824356215333,173,39923,74.32,440,0.07179025000000017,0.11790591850876808,14960
-3.1378993055206075,178,40844,74.47,450,0.07,0.07271864335052669,15416
-3.6185982793286025,188,42634,86.55,460,0.07,0.07620102819055319,16312
-3.7009582433654185,193,43533,89.31,470,0.07,0.08284387458115816,16760
-4.081511016599872,203,45446,99.07,480,0.07,0.07617314264643937,17720
-4.148052586716021,210,46776,101.11,490,0.07,0.07120629551354796,18384
-4.361367122125937,219,48436,107.88,500,0.07,0.05156740773236379,19216
-4.8838868206545065,230,50642,123.93,510,0.07,0.07884887885302305,20320
-5.189436612396367,238,52032,134.06,520,0.07,0.03895766689674929,21008
-5.057919426482531,240,52575,131.51,530,0.07,0.0770689889905043,21280
-4.975359357943177,243,52990,129.67,540,0.07,0.05798640934517607,21488
-4.7175117982756065,245,53326,123.82,550,0.07,0.05865466099930927,21656
-4.18486331195554,248,53978,112.44,560,0.07,0.07865263539133593,21984
-4.074953303413846,253,54821,111.88,570,0.07,0.08277528657345101,22408
-3.677392547337499,260,56097,105.51,580,0.07,0.09780286392197013,23048
-3.636821461468192,268,57721,108.45,590,0.07,0.06373570719733834,23856
-3.472016800020772,276,59164,106.28,600,0.07,0.07656512595713139,24576
-3.1267166628244643,283,60616,98.74,610,0.07,0.06313807325204834,25304
-2.894461965220308,287,61313,91.81,620,0.07,0.06027416815049946,25656
-2.9174453393941375,291,61988,93.13,630,0.07,0.07060585648287088,25992
-2.932120018610842,294,62513,94.23,640,0.07,0.05707167122454848,26256
-3.057356811398085,298,63275,98.49,650,0.07,0.09700275713112205,26632
-3.0291017271101306,301,63876,97.98,660,0.07,0.07013122315402143,26936
-2.9372109112165634,304,64364,94.43,670,0.07,0.05051392884342931,27176
-2.7192777889749813,306,64808,86.11,680,0.07,0.04316417875816114,27400
-2.361871804473884,308,65147,73.26,690,0.07,0.03125416042166762,27568
-2.0318959462004,310,65461,61.97,700,0.07,0.03030910633970052,27728
-1.7799676727479143,313,65948,52.32,710,0.07,0.043691355269402266,27968
-2.020310925609262,319,67238,58.25,720,0.07,0.08923868526471779,28616
-1.9609510462316209,322,67655,55.67,730,0.07,0.0762222312623635,28824
-2.1384418925361732,327,68620,60.07,740,0.07,0.1049030891736038,29304
-2.084304331908844,330,69123,57.48,750,0.07,0.058581002143910155,29560
-2.0944340861008883,333,69644,56.68,760,0.07,0.03064904746133834,29816
-2.206724636891811,337,70468,60.04,770,0.07,0.05463901170878671,30232
-2.358735741034408,342,71375,64.67,780,0.07,0.05766300193499774,30680
-2.6445425108902656,348,72487,72.4,790,0.07,0.09695216562249698,31240
-2.7512273408088324,351,73088,75.27,800,0.07,0.08415351278381422,31536
-2.7460105202157705,353,73552,75.04,810,0.07,0.05761612334754318,31768
-2.52557072822424,357,74256,69.18,820,0.07,0.043157757754670456,32120
-2.9392098951101984,365,75721,79.66,830,0.07,0.12767144426470622,32856
-2.9929111544927793,371,76807,80.87,840,0.07,0.06978623103350401,33400
-3.2856178543715457,377,78024,88.01,850,0.07,0.0826654452830553,34008
-3.581250128082118,384,79322,95.78,860,0.07,0.06350384576944634,34656
-3.526477068325998,387,79903,93.35,870,0.07,0.057424907630775124,34944
-3.470726718180418,391,80597,91.22,880,0.07,0.07228461664635688,35296
-3.3898488321359164,396,81508,89.21,890,0.07,0.0558098858455196,35752
-3.524786036877592,401,82435,92.47,900,0.07,0.07534080831101164,36216
-3.6720996799557497,405,83273,96.21,910,0.07,0.083158788329456,36632
-3.686227589585182,409,84009,96.53,920,0.07,0.06438741571037099,37000
-3.365611459110534,413,84796,89.75,930,0.07,0.06442015233915299,37392
-3.425102302717367,421,86179,92.72,940,0.07,0.09746576123870909,38088
-3.353828238947932,427,87484,93.6,950,0.07,0.09396246395772323,38736
-3.2482005643539265,434,88782,93.6,960,0.07,0.1130491946823895,39384
-3.396899847304419,442,90227,102.24,970,0.07,0.06476916003157385,40112
-3.4449082286628494,448,91363,106.66,980,0.07,0.08565393905155361,40680
-3.452877191596187,454,92507,108.99,990,0.07,0.05178126847022213,41248
-3.507073503350658,461,93959,114.24,1000,0.07,0.06665829953271896,41976
-3.427474121861204,466,94711,113.38,1010,0.07,0.06438004039227962,42352
-3.5505480761445476,473,96105,119.96,1020,0.07,0.13417775981361046,43048
-3.586183618990172,479,97170,122.74,1030,0.07,0.07759560644626617,43584
-3.4456348349221764,485,98232,119.53,1040,0.07,0.09190317557659,44112
-3.246376314436929,488,98929,113.45,1050,0.07,0.043199415697017685,44464
-3.113444672098704,492,99692,108.1,1060,0.07,0.1072990542743355,44840
-2.952818560790754,495,100259,99.32,1070,0.07,0.06717568801832385,45128
-2.7614967629373357,497,100558,90.95,1080,0.07,0.059034985228208825,45272
-2.577022323689767,499,100950,83.43,1090,0.07,0.05201227744692005,45472
-2.354470114260616,502,101492,74.33,1100,0.07,0.05568732536630705,45744
-2.2732738911817902,504,101909,70.98,1110,0.07,0.07968135713599622,45952
-2.1224823639378285,508,102547,63.42,1120,0.07,0.11423420428764075,46272
-2.0031937848109864,510,103030,57.6,1130,0.07,0.1243071504868567,46512
-1.8964055014155878,513,103611,52.79,1140,0.07,0.08369093155488372,46800
-1.8576286660907773,515,104052,50.23,1150,0.07,0.057538063323590904,47024
-1.9178837350621516,520,104903,51.11,1160,0.07,0.07371214998420328,47448
-2.0188709612235476,524,105735,53.76,1170,0.07,0.09652997547527775,47864
-2.189079921217329,528,106524,58.66,1180,0.07,0.06696348541299812,48256
-2.486036303682242,536,107894,68.44,1190,0.07,0.11600685445591807,48944
-2.682805611125174,542,109007,74.15,1200,0.07,0.05456023826263845,49496
-2.9506903913667037,548,110220,82.11,1210,0.07,0.052564816491212696,50104
-2.9860762304510304,552,110979,83.32,1220,0.07,0.11369367502629757,50488
-3.097579091681926,556,111780,86.5,1230,0.07,0.12738054431974888,50888
-3.2262595936891882,561,112697,89.86,1240,0.07,0.039799795020371675,51344
-3.2930729259563236,565,113396,92.44,1250,0.07,0.09960292570758611,51696
-3.334045631267352,570,114413,94.1,1260,0.07,0.0532179840374738,52200
-3.4417518842494434,577,115664,98.29,1270,0.07,0.11558780138147995,52824
-3.348493678742562,580,116235,96.11,1280,0.07,0.039110484620323405,53112
-3.117393396271644,583,116864,88.7,1290,0.07,0.09210423997137696,53424
-2.9504896107624417,587,117468,83.61,1300,0.07,0.061660274426685646,53728
-2.7094011256743915,589,117924,76.04,1310,0.07,0.05670964333694428,53960
-2.6084851899806383,591,118369,72.9,1320,0.07,0.09267700955388136,54184
-2.4729358898324962,594,118814,69.34,1330,0.07,0.09290308738127351,54400
-2.255003484754703,596,119151,63.54,1340,0.07,0.10528237104881555,54568
