time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
1873,0.9564527500000002,186.3,1,-9.418927299038739,10,,
4379,0.89818825,217.95,4,-12.602992224753418,20,,
6720,0.8437600000000002,223.0,7,-13.430155581798225,30,,
9072,0.7890760000000002,225.8,11,-13.955045398634928,40,,
11286,0.7376005000000001,224.72,18,-14.004814791663891,50,640,0.027600800060099573
13335,0.6899612499999999,221.25,29,-13.268821609544313,60,1664,0.00011217805331398267
14834,0.6551095000000002,210.9142857142857,36,-12.231548834714722,70,2416,0.04591340554179624
15435,0.6411362500000002,191.9375,39,-10.977413080046976,80,2712,0.027566955101065105
15948,0.6292089999999999,176.2,42,-9.971859432671188,90,2968,0.04587478766552522
16465,0.6171887500000002,163.65,44,-9.16066808703985,100,3232,0.06421833376589348
17012,0.604471,150.39,47,-8.42844149626567,110,3504,0.027207881823414937
17664,0.5893120000000003,131.85,50,-7.119540211612028,120,3824,0.027308141961839283
18321,0.5740367499999999,115.01,54,-5.856618828594068,130,4160,0.10836097673745826
18779,0.5633882499999998,96.07,56,-4.479957540278155,140,4384,0.08094781364343362
19334,0.5504844999999998,79.48,59,-3.2730688044404355,150,4664,0.04537649049598258
19842,0.5386735,64.07,62,-2.536668713386994,160,4920,0.0970182135279174
20231,0.52962925,52.97,64,-2.111608685294079,170,5112,0.07108555614104262
20815,0.5160512499999999,52.8,67,-2.12509520937938,180,5400,0.053520635097811464
21249,0.5059607499999998,52.01,69,-2.0960007607326516,190,5624,0.08650718494027387
21753,0.49424275000000006,51.88,71,-2.0745397772179945,200,5872,0.043953722139121965
22175,0.48443124999999976,50.63,74,-2.0100893888256697,210,6080,0.10453364298155066
22584,0.47492199999999996,48.2,76,-1.8909045571931662,220,6288,0.07775048771873116
22859,0.46852824999999987,44.38,77,-1.7496491812376738,230,6424,0.09333699254784733
23244,0.4595770000000001,43.65,79,-1.711514845378184,240,6616,0.06892290334508289
23626,0.45069550000000025,41.92,81,-1.625490492239208,250,6808,0.06885751927620731
24134,0.4388844999999998,41.92,84,-1.5800538504561654,260,7064,0.06801400991389528
24411,0.43244425,40.8,86,-1.51059173677985,270,7200,0.03464358518249355
24768,0.4241440000000003,38.53,87,-1.398873494198038,280,7376,0.09969318039657082
25212,0.4138209999999998,38.63,90,-1.3922147338227646,290,7600,0.09056612476706505
25495,0.40724125,36.42,92,-1.3447265601279048,300,7744,0.12220847327262163
25710,0.4022425000000004,34.35,93,-1.2665686121525321,310,7848,0.09757624857593328
25961,0.39640675000000036,32.77,94,-1.2021948412815904,320,7976,0.08245196947245859
26360,0.38713,34.01,96,-1.2464890201640864,330,8176,0.11291173964855261
26632,0.3808060000000003,32.88,98,-1.23124599843675,340,8312,0.11241051688557491
26926,0.3739705,32.0,99,-1.1951210884084509,350,8456,0.07992417653440498
27217,0.36720474999999997,29.83,101,-1.1249213561446345,360,8608,0.08702574411290698
27477,0.3611597500000002,29.66,102,-1.1143793417362313,370,8736,0.11756091471761465
27704,0.35588200000000014,28.36,104,-1.069867267218223,380,8848,0.11761732090963051
28000,0.349,26.88,105,-1.0097170990290818,390,8992,0.0632417828310281
28388,0.33997900000000025,27.93,107,-1.023411145638959,400,9192,0.14211192628135905
28667,0.33349225000000005,28.57,109,-1.0610530823290252,410,9328,0.09987807145807892
28980,0.3262149999999999,29.19,110,-1.0962176352540545,420,9488,0.11930342408595607
29285,0.31912374999999993,28.25,112,-1.0645430264288542,430,9640,0.09727735203341581
29511,0.3138692500000001,27.79,113,-1.0316074016936294,440,9752,0.117329403932672
29738,0.30859150000000013,27.12,115,-1.0139869822507448,450,9864,0.1015426783123985
29949,0.3036857500000001,26.32,116,-0.9828823055908318,460,9968,0.11709973315009847
30143,0.29917525000000045,25.66,117,-0.9707846302328629,470,10064,0.07333113381173462
30382,0.2936185000000001,25.78,118,-0.9698996963334632,480,10184,0.05989783554105088
30707,0.2860622500000003,26.07,120,-0.9908839917243273,490,10352,0.07239137013675645
30932,0.28083099999999994,24.44,121,-0.9232828831183874,500,10464,0.12792838271707296
31274,0.27287950000000005,25.07,123,-0.9322297974078577,510,10632,0.12382463901303709
31567,0.2660672500000004,24.87,125,-0.9039685901442224,520,10776,0.10333498590625823
31770,0.2613475000000004,23.85,126,-0.8689805765603178,530,10880,0.0712447296245955
32012,0.2557210000000001,24.01,127,-0.8494573837162284,540,11000,0.1552476119250059
32180,0.2518149999999999,23.42,128,-0.8309719708080787,550,11088,0.1288151325425133
32343,0.24802524999999986,22.94,129,-0.8174688539353205,560,11168,0.1227511444594711
32593,0.24221274999999998,23.5,130,-0.8328828262234707,570,11296,0.1374321160838008
32856,0.23609800000000014,23.74,132,-0.8523550186124718,580,11424,0.08837537677027285
33093,0.2305877500000002,22.86,133,-0.8219539663652172,590,11544,0.09710343519691378
33285,0.22612374999999985,22.53,134,-0.828884999364535,600,11640,0.1471261982806027
33558,0.21977650000000015,21.84,136,-0.8179961200607307,610,11776,0.10180001705884933
33732,0.215731,20.65,137,-0.791042476712031,620,11864,0.1163339716149494
34006,0.20936049999999995,21.36,138,-0.7925082990164188,630,12000,0.11873385560465977
34240,0.2039200000000001,21.28,139,-0.8049264711510311,640,12112,0.10200033709406853
34469,0.19859575000000018,21.89,141,-0.8358355287783128,650,12232,0.11520487221423537
34721,0.19273675,22.78,142,-0.8678321781057455,660,12360,0.14471472427248955
34880,0.1890400000000002,21.87,143,-0.8163440011668519,670,12432,0.11372772045433521
35070,0.18462250000000013,21.14,144,-0.794557708533256,680,12528,0.09638045635074377
35249,0.18046075000000017,20.56,145,-0.7681284696304391,690,12624,0.08327038161223754
35499,0.17464825000000028,21.14,146,-0.8020220131430627,700,12744,0.16542507149279118
35798,0.16769650000000025,21.4,148,-0.8293230325493482,710,12896,0.09059514664113522
36089,0.16093075000000023,22.57,150,-0.8674607781199211,720,13040,0.08989446703344584
36307,0.1558622500000001,22.01,151,-0.8528119317282699,730,13152,0.06145402847323567
36496,0.15146800000000016,21.56,152,-0.8300385020954986,740,13240,0.11664968589320779
36645,0.1480037500000002,20.76,153,-0.7899988847380837,750,13320,0.10301541211083531
36894,0.1422144999999999,20.73,154,-0.7650918378218776,760,13440,0.11397043848410249
37085,0.13777375000000036,21.05,155,-0.773101542964893,770,13536,0.0809542260831222
37278,0.13328649999999986,21.08,156,-0.7691291634052599,780,13632,0.09322178596630692
37582,0.1262185,22.33,158,-0.8136981042116703,790,13784,0.13394021149724722
37751,0.12228925000000013,21.52,159,-0.7723668611177753,800,13872,0.1298799542710185
37923,0.11829025000000015,20.25,160,-0.6967022169887279,810,13960,0.06979255878832191
38138,0.11329149999999999,19.49,161,-0.6677626058112726,820,14064,0.11326974770054221
38309,0.10931575000000027,19.02,162,-0.6503115530530463,830,14152,0.07375567709095776
38527,0.10424725000000012,19.31,164,-0.670711596622617,840,14256,0.07825330598279834
38719,0.09978325000000021,19.74,165,-0.6794488977109989,850,14352,0.09512625355273485
38918,0.09515649999999987,19.24,166,-0.6719829382661859,860,14456,0.08601312735117972
39123,0.09039025000000023,19.38,167,-0.6888438657127511,870,14560,0.12976733595132828
39281,0.08671675000000045,19.03,168,-0.6784146177317648,880,14640,0.10626376559957862
39507,0.08146225000000007,18.25,169,-0.6425843020067403,890,14752,0.09272568952292204
39714,0.07664950000000004,18.63,170,-0.6515341496482445,900,14856,0.09736805851571262
39877,0.07285975,18.54,171,-0.6534251068014137,910,14936,0.09386745863594115
40041,0.07,18.03,172,-0.6340639848931438,920,15016,0.08542620041407645
40201,0.07,17.92,173,-0.6367815893263693,930,15096,0.1513273660093546
40423,0.07,17.96,174,-0.63472432566455,940,15208,0.09103924408555031
40612,0.07,17.93,176,-0.6447968366602095,950,15304,0.11059558531269431
40854,0.07,18.36,177,-0.6740771197351892,960,15424,0.09870664915069938
41078,0.07,18.55,178,-0.6780046903617958,970,15536,0.10257219057530165
41257,0.07,18.76,179,-0.6813263841523615,980,15624,0.06809501443058252
41423,0.07,18.16,180,-0.6579502090610333,990,15704,0.07778549566864967
41581,0.07,17.67,181,-0.6443900160381504,1000,15784,0.061616912484169006
41771,0.07,17.94,182,-0.6509984458203967,1010,15880,0.06528514577075839
41962,0.07,18.21,183,-0.656625503255715,1020,15976,0.0919820461422205
42158,0.07,18.57,185,-0.6594493681032075,1030,16072,0.06283098878338933
42350,0.07,18.27,186,-0.6491020488094493,1040,16168,0.08437906298786402
42574,0.07,18.62,187,-0.6627717314833881,1050,16280,0.05860589421354234
42716,0.07,17.62,188,-0.6201157936168236,1060,16352,0.07574061024934053
42884,0.07,17.06,189,-0.6069602106985653,1070,16440,0.07203349866904318
43085,0.07,17.28,190,-0.6132177802792126,1080,16536,0.07759365998208523
43278,0.07,17.55,191,-0.6352550173296215,1090,16632,0.07524855667725205
43483,0.07,18.02,192,-0.6458407619934599,1100,16736,0.060146544594317675
