rollout/exploration_rate,rollout/ep_len_mean,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9839342500000001,68.1,10,0,691,-6.810000000000009,,
0.9750527500000002,52.65,20,1,1073,-5.265000000000003,,
0.9548252499999998,63.766666666666666,30,2,1943,-6.376666666666678,,
0.9345280000000001,69.4,40,3,2816,-6.940000000000007,,
0.903466,82.04,50,5,4152,-8.204000000000011,,
0.8703812500000001,91.91666666666667,60,7,5575,-9.191666666666686,,
0.8428299999999997,95.57142857142857,70,9,6760,-9.557142857142876,,
0.8315537500000002,89.5625,80,10,7245,-8.956250000000015,,
0.8044442500000002,92.45555555555555,90,12,8411,-9.245555555555574,,
0.7770790000000001,94.88,100,14,9588,-9.488000000000019,,
0.7286027500000001,108.82,110,26,11673,-10.882000000000023,0.06630073095220723,832
0.6876827499999999,122.6,120,39,13433,-12.260000000000032,0.07671418917743722,1712
0.6364165000000002,135.95,130,54,15638,-13.595000000000036,0.03056919306254713,2816
0.6018669999999999,142.08,140,65,17124,-14.208000000000043,0.06034777128661517,3560
0.5551810000000001,148.8,150,80,19132,-14.880000000000045,0.051102557488775346,4560
0.50572825,155.84,160,96,21259,-15.58400000000005,0.052603359188651666,5624
0.4728992500000001,158.11,170,107,22671,-15.81100000000005,0.08433942747069523,6328
0.44762650000000026,164.13,180,115,23758,-16.413000000000046,0.033565618738066405,6872
0.4102870000000004,168.53,190,127,25364,-16.853000000000048,0.09699876818922348,7680
0.38254975000000047,168.69,200,136,26557,-16.869000000000042,0.04641664100927301,8272
0.35206899999999997,160.95,210,147,27868,-16.09500000000004,0.09973477484891191,8928
0.3193330000000002,157.43,220,158,29276,-15.743000000000036,0.03530598519137129,9632
0.2859459999999999,149.74,230,169,30712,-14.97400000000003,0.10110003859153949,10352
0.25790650000000015,146.94,240,178,31918,-14.694000000000026,0.01399414154002443,10952
0.22589124999999988,140.63,250,189,33295,-14.063000000000022,0.06949508868274279,11640
0.18797049999999982,135.67,260,202,34926,-13.567000000000021,0.05959739940590225,12456
0.15300250000000004,136.59,270,214,36430,-13.659000000000022,0.08290120679885149,13208
0.1099435000000003,144.24,280,228,38282,-14.424000000000028,0.03695389340282418,14136
0.0888557499999999,137.25,290,235,39189,-13.725000000000023,0.10793876665411517,14592
0.07,136.92,300,244,40349,-13.692000000000023,0.08468063475447707,15168
0.07,136.39,310,253,41607,-13.639000000000024,0.09905401256401092,15800
0.07,136.81,320,265,43057,-13.681000000000026,0.09791459614643827,16528
0.07,131.91,330,272,44003,-13.191000000000022,0.11111352979787625,17000
0.07,130.44,340,281,45062,-13.044000000000022,0.07444511918583885,17528
0.07,132.03,350,293,46598,-13.203000000000017,0.09718406177125871,18296
0.07,125.89,360,301,47615,-12.589000000000013,0.0279800669522956,18800
0.07,126.63,370,313,49193,-12.663000000000011,0.040678800927707925,19592
0.07,120.41,380,323,50423,-12.041000000000004,0.08723359712166712,20208
0.07,123.23,390,333,51612,-12.323000000000006,0.09898102210718207,20800
0.07,118.26,400,338,52275,-11.826000000000006,0.09935402675182559,21136
0.07,118.43,410,347,53550,-11.843000000000002,0.1237604552297853,21768
0.07,113.5,420,355,54507,-11.35,0.04102501290617511,22248
0.07,112.92,430,362,55395,-11.292,0.06561920198146254,22696
0.07,110.54,440,368,56216,-11.053999999999997,0.08811352390330285,23104
0.07,105.68,450,377,57266,-10.567999999999998,0.09119400824420154,23632
0.07,102.05,460,381,57920,-10.204999999999998,0.06557249239995144,23952
0.07,95.0,470,388,58793,-9.499999999999998,0.07740182883571833,24392
0.07,91.45,480,396,59668,-9.144999999999998,0.0654105935827829,24832
0.07,89.68,490,404,60680,-8.967999999999996,0.11666843935381621,25336
0.07,93.5,500,412,61725,-9.349999999999998,0.09348811849486083,25856
0.07,89.88,510,419,62638,-8.987999999999996,0.04164818816934712,26312
0.07,90.73,520,428,63680,-9.072999999999999,0.10507412999868393,26832
0.07,89.29,530,434,64424,-8.928999999999997,0.09703535377047956,27208
0.07,91.77,540,443,65493,-9.176999999999998,0.14400982816005126,27744
0.07,92.75,550,452,66641,-9.274999999999999,0.10660271195229143,28320
0.07,98.82,560,462,67902,-9.882,0.044418599107302725,28944
0.07,96.51,570,467,68544,-9.651,0.08494524064008147,29264
0.07,97.2,580,475,69488,-9.72,0.09249362835544161,29736
0.07,94.18,590,481,70198,-9.418000000000001,0.14714231702964753,30096
0.07,93.46,600,489,71171,-9.346000000000002,0.10685871727764606,30584
0.07,91.31,610,494,71869,-9.131000000000004,0.12308413092978299,30928
0.07,90.32,620,502,72812,-9.032000000000004,0.11974952969467267,31400
0.07,94.07,630,511,73931,-9.407000000000005,0.06616076512727886,31960
0.07,92.98,640,518,74891,-9.298000000000004,0.08209028327837586,32440
0.07,96.97,650,530,76438,-9.697000000000008,0.09705379465594888,33216
0.07,94.92,660,539,77494,-9.492000000000006,0.08653327682986856,33744
0.07,98.58,670,547,78502,-9.858000000000006,0.10898501751944423,34248
0.07,102.39,680,558,79827,-10.239000000000008,0.14502995158545673,34912
0.07,104.41,690,565,80739,-10.441000000000006,0.16770996362902224,35368
0.07,102.98,700,572,81569,-10.298000000000007,0.09332195285242051,35784
0.07,105.42,710,579,82511,-10.542000000000007,0.11031386582180858,36248
0.07,106.33,720,587,83545,-10.633000000000004,0.10912895866204053,36768
0.07,105.93,730,595,84624,-10.593000000000007,0.20761962526012212,37304
0.07,108.08,740,605,85799,-10.808000000000007,0.1722103514475748,37896
0.07,101.75,750,613,86713,-10.175000000000002,0.09923485084436834,38352
0.07,102.34,760,622,87828,-10.234000000000004,0.14371436717920005,38912
0.07,101.78,770,630,88780,-10.178000000000004,0.1388938536401838,39384
0.07,100.1,780,640,89937,-10.010000000000002,0.08350479218643159,39968
0.07,97.91,790,646,90630,-9.791000000000004,0.08661929302616045,40312
0.07,96.9,800,652,91359,-9.690000000000003,0.12032343947794288,40672
0.07,93.76,810,657,91987,-9.376000000000001,0.1685124821960926,40992
0.07,89.01,820,661,92546,-8.901,0.08581387519370764,41272
0.07,86.75,830,668,93399,-8.675,0.07024278538301587,41696
0.07,80.95,840,673,93994,-8.094999999999997,0.2128091575577855,41992
0.07,82.65,850,682,95078,-8.264999999999997,0.12403896416071802,42536
0.07,81.2,860,689,96048,-8.119999999999996,0.07752588647417724,43016
0.07,81.42,870,697,97022,-8.141999999999992,0.07553050707792863,43504
0.07,76.87,880,702,97724,-7.686999999999992,0.05892919929465279,43856
0.07,82.95,890,713,99025,-8.29499999999999,0.09080632915720344,44512
0.07,84.97,900,720,99956,-8.496999999999991,0.08631655748467892,44976
0.07,86.68,910,727,100755,-8.667999999999992,0.09609132609330118,45376
0.07,89.71,920,733,101617,-8.970999999999993,0.15086444048210979,45808
0.07,93.08,930,742,102807,-9.307999999999995,0.14866215316578746,46400
0.07,97.43,940,750,103837,-9.742999999999997,0.06759015040006489,46912
0.07,97.17,950,759,104895,-9.716999999999999,0.050018559966702014,47440
0.07,94.73,960,765,105621,-9.472999999999999,0.08247194066643715,47808
0.07,92.13,970,770,106335,-9.213,0.1477599455974996,48160
0.07,90.67,980,775,106891,-9.066999999999998,0.10745391354430467,48440
0.07,86.24,990,782,107749,-8.624,0.13890248106326908,48872
0.07,88.64,1000,792,108920,-8.863999999999999,0.17181546287611127,49456
0.07,91.33,1010,801,109988,-9.133000000000003,0.131375411641784,49992
0.07,95.73,1020,811,111290,-9.573000000000002,0.10135763697326183,50640
0.07,94.62,1030,819,112369,-9.462000000000003,0.0772094875574112,51184
0.07,91.82,1040,826,113119,-9.182000000000002,0.0971732884645462,51552
0.07,90.9,1050,834,114085,-9.090000000000005,0.11343130748718977,52040
0.07,99.27,1060,847,115648,-9.927000000000007,0.055227989330887794,52816
0.07,104.16,1070,856,116851,-10.416000000000011,0.13618085376219824,53424
0.07,108.91,1080,864,117882,-10.891000000000012,0.12080432451330125,53936
0.07,106.8,1090,869,118529,-10.680000000000012,0.1605269437422976,54264
0.07,103.71,1100,876,119391,-10.371000000000015,0.11783636128529906,54688
0.07,100.68,1110,883,120156,-10.068000000000014,0.13703771686414257,55072
0.07,97.98,1120,891,121188,-9.798000000000016,0.09785904595628381,55592
0.07,98.09,1130,899,122278,-9.809000000000012,0.19317671022145078,56136
0.07,102.41,1140,908,123460,-10.241000000000012,0.14029616612242535,56728
0.07,105.8,1150,918,124765,-10.580000000000016,0.14256872702389956,57376
0.07,98.94,1160,925,125642,-9.894000000000013,0.11567543726414442,57816
0.07,96.62,1170,933,126613,-9.66200000000001,0.08542224217671901,58304
0.07,94.61,1180,940,127443,-9.461000000000007,0.21573269180953503,58720
0.07,94.37,1190,945,128066,-9.437000000000005,0.17422572523355484,59032
0.07,94.57,1200,953,128948,-9.457000000000004,0.11225002689752728,59472
0.07,99.44,1210,963,130200,-9.944000000000004,0.12719754682620987,60096
0.07,93.86,1220,967,130674,-9.386000000000001,0.20802232617279515,60336
0.07,95.8,1230,978,131958,-9.580000000000005,0.13247063552262262,60976
0.07,91.98,1240,984,132758,-9.198000000000002,0.13512490398716182,61376
0.07,88.16,1250,991,133681,-8.816,0.08797795529244468,61840
0.07,88.6,1260,998,134602,-8.860000000000003,0.19975592382252216,62296
0.07,90.61,1270,1007,135774,-9.061000000000002,0.1771790721686557,62880
0.07,92.01,1280,1015,136744,-9.201000000000002,0.2049238554900512,63368
0.07,92.93,1290,1021,137459,-9.293000000000005,0.08741781575372443,63728
0.07,93.74,1300,1029,138422,-9.374000000000004,0.1580076499376446,64208
0.07,94.51,1310,1039,139751,-9.451000000000008,0.18843028764240444,64872
0.07,98.28,1320,1046,140602,-9.828000000000008,0.12140897125937045,65296
0.07,91.84,1330,1052,141242,-9.184000000000005,0.08746984659228474,65616
0.07,97.31,1340,1062,142589,-9.731000000000009,0.16148109862115234,66288
0.07,98.91,1350,1071,143672,-9.891000000000009,0.09420959488488734,66832
0.07,99.06,1360,1078,144608,-9.906000000000006,0.14888980495743454,67296
0.07,95.18,1370,1085,145392,-9.518000000000002,0.20410214795265347,67688
0.07,93.88,1380,1092,146232,-9.388000000000002,0.11667701078113168,68112
0.07,97.37,1390,1101,147296,-9.737,0.19050550763495266,68640
0.07,99.9,1400,1111,148512,-9.990000000000002,0.1522501059807837,69248
0.07,96.95,1410,1119,149546,-9.694999999999995,0.10380529670510441,69768
0.07,100.31,1420,1128,150733,-10.030999999999997,0.15944001480238512,70360
0.07,102.79,1430,1136,151621,-10.278999999999996,0.15827427082695067,70808
0.07,97.34,1440,1142,152423,-9.733999999999998,0.1709079723805189,71208
0.07,93.53,1450,1148,153125,-9.352999999999996,0.17260223359335214,71560
0.07,93.99,1460,1156,154107,-9.398999999999996,0.17283390171360224,72048
0.07,101.32,1470,1168,155624,-10.132,0.17789479903876781,72808
0.07,107.7,1480,1179,157102,-10.770000000000005,0.16952853999100626,73544
0.07,113.16,1490,1192,158712,-11.316000000000004,0.22228990751318634,74352
0.07,112.0,1500,1201,159812,-11.20000000000001,0.13347225438337773,74904
0.07,120.78,1510,1216,161724,-12.07800000000001,0.14894163340795785,75856
0.07,124.87,1520,1228,163320,-12.487000000000013,0.12600236479192972,76656
0.07,136.14,1530,1244,165335,-13.614000000000022,0.17362106149084866,77664
0.07,147.21,1540,1258,167244,-14.721000000000027,0.11078968527726829,78616
0.07,152.98,1550,1268,168523,-15.298000000000032,0.1559519583825022,79256
0.07,156.5,1560,1279,169857,-15.650000000000034,0.08787950972327963,79928
0.07,153.19,1570,1288,171043,-15.319000000000027,0.09225319372490048,80520
0.07,152.21,1580,1298,172423,-15.22100000000003,0.12506790226325393,81208
0.07,148.22,1590,1308,173634,-14.82200000000003,0.1553961879108101,81816
0.07,152.01,1600,1320,175113,-15.201000000000029,0.11607827746775001,82552
0.07,149.24,1610,1332,176748,-14.924000000000026,0.09165032359305769,83368
0.07,147.13,1620,1343,178133,-14.713000000000022,0.12669878429733217,84064
0.07,137.67,1630,1351,179202,-13.76700000000002,0.12488964525982738,84600
0.07,132.36,1640,1362,180580,-13.236000000000013,0.1327140656649135,85288
0.07,128.25,1650,1369,181448,-12.82500000000001,0.09072717116214335,85720
0.07,121.54,1660,1375,182111,-12.154000000000007,0.19652577326633036,86048
0.07,122.01,1670,1385,183344,-12.201000000000008,0.12834290286991745,86664
0.07,118.47,1680,1393,184370,-11.847000000000005,0.038103540369775146,87184
0.07,116.28,1690,1401,185362,-11.628000000000004,0.11884634185116738,87680
0.07,109.44,1700,1408,186157,-10.944000000000003,0.1561915846541524,88072
0.07,104.27,1710,1417,187275,-10.427,0.129297666833736,88632
0.07,100.53,1720,1425,188286,-10.052999999999999,0.11990060529205948,89136
0.07,98.32,1730,1431,189134,-9.831999999999999,0.15223189687822014,89560
0.07,99.05,1740,1443,190585,-9.905,0.14541926025412977,90288
0.07,101.8,1750,1453,191728,-10.180000000000001,0.1063069804222323,90856
0.07,112.67,1760,1467,193478,-11.267000000000007,0.13399120717076585,91736
0.07,112.79,1770,1476,194723,-11.279000000000005,0.17670551035553217,92360
0.07,111.04,1780,1483,195574,-11.104000000000006,0.07249871210660785,92784
0.07,110.39,1790,1491,196501,-11.03900000000001,0.09593065467197448,93248
0.07,109.93,1800,1497,197250,-10.993000000000004,0.1200033308705315,93624
0.07,114.35,1810,1509,198810,-11.43500000000001,0.12835669552441686,94400
