time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,71.0,0,720,0.9832599999999998,-3.4265435336174326,,
20,67.75,1,1375,0.9680312500000001,-3.3190493371868754,,
30,64.6,2,1968,0.9542440000000002,-3.537078017738579,,
40,68.225,3,2769,0.93562075,-3.964591797426098,,
50,61.5,3,3125,0.92734375,-3.5615607514077463,,
60,62.46666666666667,4,3808,0.9114640000000003,-3.645264916869812,,
70,63.08571428571429,5,4486,0.8957005000000002,-3.6606409716882653,,
80,63.7,7,5176,0.8796579999999999,-3.7947388452584243,,
90,77.14444444444445,10,7033,0.83648275,-4.7454894311258,,
100,80.04,12,8104,0.811582,-4.976744474537402,,
110,74.49,12,8269,0.8077457500000002,-4.687012916179592,,
120,82.86,14,9761,0.7730567500000001,-5.429824042040166,,
130,89.59,22,11027,0.7436222499999998,-5.854463180710851,0.12953033288067672,512
140,91.56,29,12025,0.7204187500000001,-5.962760422546491,0.06553837392129935,1008
150,103.59,40,13584,0.6841720000000002,-6.929957685495167,0.12166268164219218,1784
160,107.64,48,14672,0.6588760000000001,-7.155367442607108,0.07539416244981112,2328
170,109.25,55,15511,0.6393692499999999,-7.175351588048816,0.11289841028337833,2752
180,112.42,62,16518,0.6159565000000004,-7.264740699006484,0.1314570759277558,3256
190,102.49,68,17382,0.5958684999999999,-6.545562399913391,0.10420366714970442,3688
200,102.45,76,18449,0.57106075,-6.4046207958620345,0.14291764757945202,4224
210,106.72,81,19041,0.5572967500000001,-6.651313929949042,0.04840548838546965,4520
220,102.58,89,20119,0.5322332500000001,-6.1447895599455755,0.08655689892475493,5056
230,97.93,95,20920,0.5136099999999999,-5.710595798881819,0.11350210805539973,5456
240,94.86,100,21611,0.49754425,-5.443657547213514,0.09619605497573502,5800
250,85.28,105,22212,0.48357099999999986,-4.5560633260897445,0.10508430996560492,6104
260,83.23,112,23095,0.46304125000000007,-4.372413518562226,0.0776121222297661,6544
270,83.29,119,23940,0.443395,-4.404165717373113,0.14179025459452532,6968
280,82.99,126,24917,0.42067975000000035,-4.365557454282864,0.11589341331273317,7456
290,79.59,130,25441,0.40849674999999996,-4.080796014219062,0.07793099369155243,7720
300,77.42,137,26291,0.38873425000000017,-3.9828510355959073,0.12263787834672257,8144
310,77.53,142,26894,0.3747145000000002,-3.9779321249772623,0.15075870510190725,8440
320,72.14,146,27433,0.3621827500000002,-3.6729182772376823,0.06924211181467399,8712
330,72.16,152,28236,0.3435130000000003,-3.697458268358687,0.11678480077534914,9112
340,72.13,158,28924,0.32751700000000017,-3.6821403188876736,0.05072955961804837,9456
350,72.83,163,29595,0.31191625000000023,-3.762284969529062,0.1117552911164239,9792
360,71.53,169,30348,0.29440900000000014,-3.6850839209448742,0.04191486845957115,10168
370,69.69,175,31009,0.27904075000000017,-3.586940896045986,0.12218786671292037,10504
380,72.42,185,32259,0.2499782500000003,-3.686747727251452,0.13240552780916914,11128
390,73.27,190,32868,0.2358189999999999,-3.7478621768575295,0.1336826914921403,11432
400,76.79,200,34070,0.20787250000000002,-3.8962801577931327,0.10451139300130308,12032
410,78.17,206,34811,0.19064425000000018,-3.9896906995764976,0.10433126281714067,12400
420,81.24,213,35657,0.17097474999999995,-4.2114847029562785,0.082200548495166,12824
430,78.7,218,36206,0.15821050000000003,-4.111553088602048,0.08970825205324218,13096
440,81.08,225,37132,0.13668100000000039,-4.268403017536661,0.07027816958725452,13560
450,81.83,231,37878,0.11933650000000029,-4.338669431000222,0.12871636636555195,13936
460,86.34,241,39082,0.09134350000000024,-4.64111799150989,0.08789850026369095,14536
470,91.14,251,40223,0.07,-4.94209291712263,0.0962677737697959,15104
480,84.36,255,40795,0.07,-4.630154875096556,0.11700649396516383,15392
490,83.66,260,41334,0.07,-4.645098462487918,0.08766351640224457,15664
500,79.75,267,42145,0.07,-4.494360165025489,0.09228631801670417,16072
510,78.39,272,42750,0.07,-4.437735454464259,0.0771246631629765,16368
520,77.24,278,43481,0.07,-4.349816926617964,0.17916669603437185,16736
530,79.67,285,44273,0.07,-4.483990853472703,0.1304732747375965,17136
540,79.7,292,45202,0.07,-4.490950733699682,0.10077806166373193,17600
550,82.12,300,46190,0.07,-4.590837251430665,0.07349739433266222,18088
560,78.69,307,47051,0.07,-4.410176243166725,0.10558553342707455,18520
570,72.06,311,47529,0.07,-4.03152975982242,0.14634360827039927,18760
580,73.78,318,48273,0.07,-4.139638930382556,0.1259835761738941,19136
590,78.29,326,49263,0.07,-4.3406583370510425,0.13680613227188587,19624
600,74.51,330,49696,0.07,-4.096038894796379,0.0961491297930479,19840
610,74.26,335,50276,0.07,-4.046426360310719,0.10265000374056399,20136
620,71.06,338,50687,0.07,-3.872919878189469,0.08813335956074297,20336
630,68.17,342,51190,0.07,-3.69176314722217,0.11326505662873387,20592
640,64.29,347,51731,0.07,-3.446529355148756,0.12702058407012373,20864
650,59.19,351,52209,0.07,-3.1484806857644343,0.11017093411646783,21104
660,55.85,355,52736,0.07,-2.930178321994071,0.12141708109993488,21360
670,56.45,360,53274,0.07,-2.924394375790545,0.13287693983875215,21632
680,55.96,366,53969,0.07,-2.8462889928365764,0.1129010021686554,21984
690,51.45,370,54508,0.07,-2.6504025582778197,0.1445030893664807,22248
700,53.03,375,55099,0.07,-2.7441617573948,0.14128157531376928,22544
710,51.39,378,55515,0.07,-2.649279255099165,0.12169934483245015,22752
720,54.39,384,56226,0.07,-2.7980282906874483,0.09397337678819895,23112
730,55.13,389,56803,0.07,-2.8038900791415475,0.09082612791098654,23400
740,52.95,392,57126,0.07,-2.6714977585121056,0.14142746245488524,23560
750,53.92,397,57701,0.07,-2.714004453984,0.0885194888105616,23848
760,53.49,401,58185,0.07,-2.6804778835069514,0.15474394336342812,24088
770,54.44,406,58818,0.07,-2.730917706178234,0.13717306521721184,24408
780,54.37,412,59506,0.07,-2.7004174971991337,0.14653126138728112,24752
790,53.8,416,59988,0.07,-2.593758475137826,0.13410719577223063,24992
800,53.24,421,60523,0.07,-2.543274619740403,0.17095458693802357,25256
810,54.01,425,61016,0.07,-2.6061200619524554,0.16404975298792124,25504
820,54.19,430,61745,0.07,-2.550501090877842,0.13467282243072987,25872
830,54.64,436,62367,0.07,-2.5763618027706925,0.07033336628228426,26176
840,55.79,440,62805,0.07,-2.639955823017957,0.13608970667701215,26400
850,55.74,444,63375,0.07,-2.666411749448605,0.18016186263412237,26680
860,54.94,448,63779,0.07,-2.6079674928812797,0.07482877722941339,26888
870,56.44,454,64562,0.07,-2.6123793293219957,0.10254728072322905,27280
880,53.12,457,64918,0.07,-2.4604365841649596,0.107819082448259,27456
890,56.14,463,65702,0.07,-2.591796187427457,0.09476981684565544,27848
900,60.61,472,66684,0.07,-2.7229034251871864,0.11210301308892667,28336
910,63.9,478,67506,0.07,-2.820286825203102,0.15508913714438677,28752
920,63.82,485,68227,0.07,-2.838263577666829,0.07704701949842274,29112
930,67.15,492,69182,0.07,-2.958920427606866,0.15350583044346422,29584
940,67.95,497,69700,0.07,-3.0313115871650966,0.07870887208264321,29848
950,71.48,505,70623,0.07,-3.1456342567705535,0.1929473327472806,30304
960,83.37,518,72216,0.07,-3.646558382436508,0.14497932698577642,31104
970,87.82,528,73444,0.07,-3.986638939446249,0.1582234709057957,31720
980,91.29,533,74147,0.07,-4.131167013712983,0.07521649764385074,32072
990,97.04,545,75506,0.07,-4.368684195318267,0.13432748895138502,32752
1000,98.61,554,76645,0.07,-4.514581227963814,0.11750439077150077,33320
1010,99.39,561,77545,0.07,-4.559687214291085,0.13044165552128106,33768
1020,104.27,570,78754,0.07,-4.841200651782621,0.04453617040417157,34376
1030,104.37,578,79719,0.07,-4.918916774342841,0.12722952174954116,34856
1040,103.01,581,80101,0.07,-4.766868845948469,0.08018222090322524,35048
1050,107.45,593,81468,0.07,-4.8719504935043085,0.09092654439155012,35728
1060,101.05,601,82421,0.07,-4.655523531608486,0.12206821166910231,36208
1070,97.59,608,83303,0.07,-4.402271721387665,0.0695379467215389,36648
1080,96.89,613,83936,0.07,-4.353961544347133,0.1146244341507554,36960
1090,88.92,618,84498,0.07,-4.051188232176531,0.06858219241257757,37248
1100,84.7,623,85215,0.07,-3.829314345474722,0.05483802472008392,37600
1110,80.87,628,85732,0.07,-3.699270637941221,0.11021693324437365,37864
1120,75.57,634,86411,0.07,-3.4328669572781045,0.16995794139802456,38200
1130,73.11,640,87130,0.07,-3.275296207888804,0.15498106740415096,38560
1140,76.27,646,87828,0.07,-3.4370696639075287,0.14558270201086998,38912
1150,73.35,655,88903,0.07,-3.3810287713543956,0.1736864559352398,39448
1160,70.62,660,89583,0.07,-3.23929787509736,0.11685299430973828,39784
1170,68.4,666,90243,0.07,-3.151831569217398,0.10471811483148485,40120
1180,69.29,672,90965,0.07,-3.254584132287046,0.11260170815512538,40480
1190,72.5,679,91848,0.07,-3.381584306530286,0.1176600493490696,40920
1200,71.78,684,92493,0.07,-3.3846984131321993,0.08540262700989842,41240
1210,74.83,691,93315,0.07,-3.452233873004415,0.14150128967594355,41656
1220,76.3,697,94141,0.07,-3.459330139542668,0.08898314190446399,42064
1230,76.04,704,94834,0.07,-3.431579661303534,0.1364329147618264,42416
1240,76.06,709,95534,0.07,-3.4317260808484504,0.15502817783271894,42760
1250,72.59,716,96262,0.07,-3.324023583057051,0.09974221960874274,43128
1260,71.23,720,96806,0.07,-3.2294422085813244,0.06575547845568508,43400
1270,74.09,728,97752,0.07,-3.3663531311413832,0.027928692928981036,43872
1280,73.61,734,98426,0.07,-3.323694383742672,0.14071815996430814,44208
1290,70.69,739,99017,0.07,-3.181388284934464,0.11729624378494918,44504
1300,72.62,746,99855,0.07,-3.2502898179516957,0.12375587038695812,44920
1310,71.38,752,100553,0.07,-3.2096839125968546,0.10408517555333674,45272
1320,67.45,755,100986,0.07,-3.0843410636715998,0.2121862067724578,45488
1330,66.49,760,101583,0.07,-3.0972510135172033,0.13290511770173907,45784
1340,71.14,770,102748,0.07,-3.4142337284436586,0.10866243677446619,46368
1350,69.34,775,103296,0.07,-3.341806743187644,0.11505803791806102,46640
1360,68.57,779,103763,0.07,-3.3237911072256336,0.09905717824585736,46880
1370,65.9,784,104442,0.07,-3.2244473145850425,0.0946991128148511,47216
1380,66.27,790,105153,0.07,-3.2116783303549363,0.09513655764749274,47576
1390,67.57,796,105874,0.07,-3.2991042364994057,0.13833760772831738,47936
1400,69.65,804,106920,0.07,-3.301022669136625,0.13215799193130806,48456
1410,70.1,810,107663,0.07,-3.3681562368706697,0.20100068021565676,48824
1420,72.67,816,108353,0.07,-3.4568200558698305,0.13439715409185737,49176
1430,75.03,822,109186,0.07,-3.3841228063640796,0.10724377073347569,49592
1440,70.95,828,109943,0.07,-3.0799697825806174,0.12460813665529713,49968
1450,84.2,844,111816,0.07,-3.371349129279315,0.1098441427166108,50904
1460,89.79,852,112842,0.07,-3.522087417930274,0.14577517844736576,51416
1470,95.51,862,114093,0.07,-3.674101789442908,0.10978742362931371,52040
1480,95.98,868,114851,0.07,-3.7009191823692187,0.08774257672484964,52424
1490,104.18,881,116392,0.07,-3.8046731146844763,0.10928199597401544,53192
1500,100.39,887,117059,0.07,-3.702500667759017,0.0957530772429891,53528
