rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9472225000000002,2270,2,10,13.514416818627177,226.0,,
0.8886557500000001,4789,5,20,13.43090732679577,238.45,,
0.8358085000000003,7062,8,30,13.08062923851723,234.4,,
0.7660585000000002,10062,13,40,13.927869847569976,250.55,24,0.02070371112495195
0.7025859999999999,12792,26,50,13.887257574048007,254.84,1392,0.02842583462120274
0.639718,15496,40,60,13.7640630237288,257.26666666666665,2744,0.00951832387909235
0.5767570000000001,18204,54,70,13.52867042807742,259.0571428571429,4096,0.00010867763467103941
0.507007,21204,69,80,13.452407564515198,264.05,5600,0.00017419126743334346
0.44127925,24031,84,90,13.40087363532155,266.0111111111111,7008,0.0006092890762374736
0.37152925000000003,27031,101,100,13.362743641947436,269.31,8512,0.0006674288160866126
0.30177924999999994,30031,117,110,13.306760052576548,276.61,10008,0.000779167894506827
0.2320292500000004,33031,134,120,13.248159898136779,281.42,11512,0.0007269167108461261
0.16227924999999976,36031,151,130,13.30035447950156,288.69,13008,0.0009247408452210948
0.09252925000000023,39031,168,140,12.88519991556157,288.69,14512,0.000884476670762524
0.07,42031,183,150,12.768487556287555,291.39,16008,0.000923905594390817
0.07,44732,197,160,12.60814354822546,291.36,17360,0.0006539769310620613
0.07,47732,213,170,12.638378932096089,294.28,18864,0.03472575134946965
0.07,50732,228,180,12.593691851772029,294.28,20360,0.01349437851604307
0.07,53732,244,190,12.498347645444369,296.01,21864,0.0008537236717529595
0.07,56732,260,200,12.43794800965369,296.01,23360,0.0008201717209885828
0.07,59732,275,210,12.37364430883549,296.01,24864,0.0008501117990817875
0.07,62732,291,220,12.36147798152493,296.01,26360,0.000957095980993472
0.07,65732,306,230,12.332185329634957,296.01,27864,0.0008964201333583333
0.07,68732,322,240,12.367897987139031,296.01,29360,0.0009624065060052089
0.07,71732,338,250,12.361795678282109,296.01,30864,0.0008457589792669751
0.07,74732,353,260,12.436393480890636,299.0,32360,0.0008202540484489873
0.07,77732,369,270,12.447134643135591,299.0,33864,0.0008327759569510818
0.07,80433,383,280,12.241097708038927,296.01,35216,0.013862556545063853
0.07,82980,396,290,12.08725387094805,291.48,36488,0.000795649153587874
0.07,85980,412,300,12.010566174483344,291.48,37984,0.0008188303982024081
0.07,88980,428,310,11.985203172998581,291.48,39488,0.00080776063259691
0.07,91980,443,320,11.917440566293832,291.48,40984,0.0007355621637543663
0.07,94980,459,330,11.815339036432842,291.48,42488,0.0007052783876133617
0.07,97980,475,340,11.66684959405467,291.48,43984,0.0007928188788355328
0.07,100980,490,350,11.597103514620828,291.48,45488,0.0007057915499899536
0.07,103980,505,360,11.505279991499389,291.48,46984,0.014067433177842759
0.07,106980,520,370,11.375543022294119,291.48,48488,0.0005371147017285693
0.07,109701,534,380,11.372407665747021,291.68,49848,0.0004472562941373326
0.07,112701,550,390,11.436234602000214,296.21,51344,0.00037801548023708165
0.07,115410,564,400,11.268014835733823,293.3,52704,0.00036568587529473007
0.07,118410,579,410,11.148455980970306,293.3,54200,0.0003339558552397648
0.07,121410,595,420,11.003688544836294,293.3,55704,0.00029911940146121196
0.07,123819,607,430,10.65749551259387,287.39,56904,0.00030037775468372274
0.07,126819,623,440,10.603082738724881,287.39,58408,0.0003414152033656137
0.07,129819,638,450,10.504032444257161,287.39,59904,0.0002986311592394486
0.07,132239,651,460,10.225846091218887,281.59,61112,0.0003032450440514367
0.07,135239,666,470,10.250835111591803,281.59,62616,0.00032283785185427405
0.07,138239,682,480,10.298408811355069,284.38,64112,0.0002682357608136954
0.07,140968,696,490,10.20354154364012,281.67,65480,0.00024903103621909395
0.07,143968,711,500,10.291522109235519,284.58,66976,0.00023658026657358278
0.07,146968,727,510,10.32123820788549,284.58,68480,0.0002807999699143693
0.07,149968,742,520,10.373084024061555,284.58,69976,0.00023529371537733823
0.07,152968,758,530,10.67069173485065,290.49,71480,0.00024553146431571804
0.07,155968,774,540,10.70019858063674,290.49,72976,0.0002304895479028346
0.07,158968,789,550,10.6823228220174,290.49,74480,0.00021998392730893102
0.07,161968,805,560,10.93984189133875,296.29,75976,0.027463126010843553
0.07,164968,820,570,10.942649209449762,296.29,77480,0.0002083409890474286
0.07,167968,836,580,10.961668628790271,296.29,78976,0.00019342957239132375
0.07,170968,851,590,11.06006605449111,299.0,80480,0.00023544775831396692
0.07,173968,866,600,11.042591913132055,299.0,81976,0.00022155358055897523
0.07,176968,882,610,11.010646338886579,299.0,83480,0.0001982475023396546
0.07,179968,898,620,11.01697753627527,299.0,84976,0.0002274668058817042
0.07,182968,913,630,10.929570899726937,299.0,86480,0.013727921308600344
0.07,185968,929,640,10.897235944830257,299.0,87976,0.00019280477135907859
0.07,188968,944,650,10.901839742409614,299.0,89480,0.00018448153605277184
0.07,191968,960,660,10.80274206443844,299.0,90976,0.00016217385018535424
0.07,194968,975,670,10.781151553745554,299.0,92480,0.00019638435878732707
0.07,197968,990,680,10.7450306858152,299.0,93976,0.00015465207616216503
