time/total_timesteps,time/episodes,rollout/exploration_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/n_updates
895,10,0.97919125,-5.146518206099091,88.5,0,,
1652,20,0.9615909999999998,-4.509100744543321,81.6,1,,
2524,30,0.9413170000000002,-4.79276273414193,83.13333333333334,2,,
3233,40,0.9248327500000001,-4.68608401308596,79.825,3,,
4008,50,0.9068140000000002,-4.616323199169464,79.16,4,,
4781,60,0.8888417500000002,-4.612116525101759,78.68333333333334,5,,
5681,70,0.86791675,-4.666485974810001,80.15714285714286,6,,
6506,80,0.8487355000000003,-4.770968819633859,80.325,7,,
7260,90,0.831205,-4.793137225120421,79.66666666666667,8,,
8078,100,0.8121864999999998,-4.844403306751041,79.78,10,,
9011,110,0.7904942500000003,-4.949208168801014,80.16,11,,
9942,120,0.7688484999999998,-5.167131182927242,81.9,12,,
10742,130,0.7502484999999999,-5.103023658334035,81.18,16,0.0462778660148615,368
11401,140,0.7349267500000002,-5.011281180932909,80.68,20,0.027769372181865037,696
12068,150,0.7194190000000003,-4.883465520009735,79.6,24,0.03708513218043663,1032
12528,160,0.7087239999999999,-4.601656212991838,76.47,26,0.06453423315178952,1256
13092,170,0.6956110000000002,-4.361995715785749,73.11,29,0.05527757409709011,1544
13852,180,0.6779410000000001,-4.069453787601278,72.46,34,0.03670895366303739,1920
14324,190,0.6669669999999999,-3.743950029447012,69.64,36,0.05479292398922553,2160
14897,200,0.65364475,-3.4495843410151816,67.19,39,0.06374347776727518,2448
15475,210,0.6402062500000001,-3.0412351270957236,63.64,42,0.04552599882663344,2736
15834,220,0.6318595000000002,-2.5763523891987687,57.92,44,0.01819177593642962,2912
16283,230,0.62142025,-2.284709200293723,54.41,46,0.017994876878219657,3136
16713,240,0.61142275,-2.1075991183556213,52.12,48,0.05389818602998275,3352
17110,250,0.6021924999999999,-1.928673754054257,49.42,50,0.08925846262718551,3552
17494,260,0.5932644999999999,-1.8644094945498324,48.66,52,0.07060091910534538,3744
17924,270,0.583267,-1.7667987738047914,47.32,55,0.0534739290305879,3960
18296,280,0.5746180000000001,-1.6395039196133923,43.44,57,0.12238633001106791,4144
18667,290,0.5659922500000003,-1.6020611256609332,42.43,59,0.06099155903211795,4328
19209,300,0.5533907499999998,-1.5534687458713028,42.12,61,0.08699522135430016,4600
19687,310,0.5422772499999998,-1.5105888653874802,41.12,64,0.11077236395794898,4840
20041,320,0.5340467500000001,-1.5012527797353525,41.07,66,0.026641459116945043,5016
20339,330,0.5271182500000001,-1.4455759655536908,39.56,67,0.05189214295387501,5168
20774,340,0.5170045,-1.445383674025465,39.61,70,0.0852295418153517,5384
21202,350,0.5070535000000003,-1.4740409149741855,39.92,72,0.0837981567310635,5600
21581,360,0.4982417499999999,-1.496866025349532,39.87,74,0.058894302157568745,5784
21929,370,0.4901507500000001,-1.4849237464680731,39.05,76,0.04164154181489721,5960
22251,380,0.48266425000000013,-1.4588331946595219,38.55,78,0.06615781164146028,6120
22644,390,0.47352700000000014,-1.4744276221749062,38.77,80,0.06610473321052268,6320
23011,400,0.46499425000000005,-1.4324845562015918,37.02,83,0.13555728424398694,6504
23347,410,0.4571822499999999,-1.3877086957482667,35.6,85,0.1599094828707166,6672
23658,420,0.44995150000000006,-1.3771465657230362,35.17,86,0.09544294752413407,6824
24001,430,0.4419767499999999,-1.3629722658901327,35.62,88,0.07960436104622204,7000
24322,440,0.4345135000000001,-1.3151360395498324,34.48,90,0.08752442986587994,7160
24558,450,0.4290265000000003,-1.2487231783362602,32.56,92,0.12431599153205752,7272
24917,460,0.42067975000000035,-1.2595338899540556,32.36,94,0.07000757835339755,7456
25163,470,0.41496025000000003,-1.2013137752470173,31.34,95,0.14337840242660604,7576
25431,480,0.40872925000000004,-1.200310150466296,30.8,97,0.10661814903141931,7712
25597,490,0.40486975000000003,-1.1020604803660896,28.53,98,0.1124060026195366,7792
25834,500,0.3993595,-1.0400389840344564,27.23,99,0.11857182488893159,7912
26240,510,0.38992000000000016,-1.0500732709394398,27.93,101,0.10385141591541469,8112
26520,520,0.3834099999999998,-1.0258395554492388,27.62,103,0.13036177307367325,8256
26791,530,0.37710924999999984,-1.0134327722467438,26.9,105,0.08535955823026597,8392
27049,540,0.3711107499999998,-0.9761356304567976,26.27,106,0.08044719585450366,8520
27368,550,0.3636940000000002,-1.0169430334389518,27.1,108,0.12072859139880165,8680
27601,560,0.3582767500000005,-0.9451938408013664,25.84,109,0.1013527400791645,8800
27953,570,0.35009274999999995,-0.9595774963023307,26.9,111,0.10990639310330153,8976
28180,580,0.344815,-0.9364932815625202,26.49,113,0.13299488089978695,9088
28438,590,0.33881649999999985,-0.9724707447232974,27.41,114,0.09113366971723735,9216
28684,600,0.3330970000000001,-0.9802549687445905,27.5,116,0.16318338736891747,9336
28965,610,0.32656375000000015,-0.9381037478367528,26.25,118,0.10601132019655779,9480
29194,620,0.32123950000000034,-0.9225812035613042,25.74,119,0.06866779935080558,9592
29405,630,0.3163337500000003,-0.8951702629132297,25.14,121,0.11496995872585103,9696
29664,640,0.31031200000000003,-0.9085348163933129,25.15,122,0.11736505018780008,9824
29868,650,0.305569,-0.8372998991421791,24.0,123,0.11113901366479695,9928
30191,660,0.29805925000000033,-0.8942929219522233,24.9,125,0.08409807097632438,10088
30434,670,0.2924095,-0.8765496562657333,23.81,127,0.1083960251417011,10216
30674,680,0.28682950000000007,-0.8717215484966075,23.94,128,0.1703592510893941,10336
30951,690,0.28038925000000015,-0.8906817991163939,24.13,130,0.10456018324475735,10472
31270,700,0.27297250000000006,-0.9086808452955024,24.86,132,0.12426037713885307,10632
31465,710,0.2684387500000004,-0.8803563597651316,24.0,133,0.1639093030244112,10728
31707,720,0.2628122500000002,-0.8887179251527263,24.13,134,0.11957769410219043,10848
31931,730,0.2576042500000002,-0.8840641563150132,24.26,135,0.07169866241747513,10960
32094,740,0.25381450000000016,-0.8296774008713785,23.3,136,0.11703739920631051,11040
32285,750,0.24937374999999995,-0.8391587777869931,23.17,136,0.08720187039580196,11136
32486,760,0.2447005000000002,-0.779392843697181,21.95,137,0.09676369308726862,11240
32724,770,0.23916700000000013,-0.7713395759296003,21.9,138,0.08503175328951329,11360
33030,780,0.2320525,-0.8079578073915124,22.56,140,0.07907178113237023,11512
33256,790,0.22679800000000017,-0.7740355868881594,22.05,141,0.1607875248300843,11624
33441,800,0.2224967499999998,-0.7277377209743894,20.71,142,0.12050495587754995,11720
33683,810,0.21687025000000015,-0.7455812549915626,21.18,144,0.09239498991519213,11840
33940,820,0.21089500000000028,-0.7628515677315422,21.33,145,0.10807567881420255,11968
34218,830,0.2044315000000002,-0.7856251548376246,21.87,147,0.09372814395464957,12104
34397,840,0.2002697499999999,-0.802947148163148,22.03,148,0.12292271293699741,12192
34610,850,0.19531750000000003,-0.8062429666257106,22.25,149,0.10721833119168878,12304
34798,860,0.19094650000000013,-0.8038671188812704,22.12,150,0.09619304467923939,12392
35002,870,0.18620350000000008,-0.8005403333904715,21.78,151,0.08772409474477172,12496
35178,880,0.1821115000000001,-0.7434421571530828,20.48,152,0.10748544242233038,12584
35353,890,0.1780427499999998,-0.7324116374587009,19.97,153,0.09001773502677679,12672
35580,900,0.1727650000000004,-0.7423451939460667,20.39,155,0.1110008679679595,12784
35776,910,0.1682079999999999,-0.7207977579339052,19.93,156,0.09962947852909565,12880
35980,920,0.16346500000000042,-0.6842440528085411,19.4,157,0.09606307605281472,12984
36184,930,0.15872200000000025,-0.6565119992930804,18.66,158,0.12219902267679572,13088
36419,940,0.15325825000000004,-0.6784299208788159,19.22,159,0.09243242302909493,13208
36616,950,0.14867799999999998,-0.671066765630452,19.06,160,0.10747476667165756,13304
