time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
2391,0.9444092499999998,238.1,2,16.329173808730342,10,,
4994,0.8838894999999998,248.7,5,16.933592362667234,20,,
7032,0.8365060000000002,233.4,8,15.755526981413857,30,,
9547,0.7780322500000002,237.675,12,16.052383220349576,40,,
11496,0.7327180000000002,228.92,19,15.014811571962817,50,744,0.019488936337438645
12729,0.7040507500000002,211.15,25,13.426493847536255,60,1360,0.009848535923083546
13536,0.6852880000000002,192.37142857142857,29,11.95372302635119,70,1760,0.00016129535651998594
13937,0.6759647500000001,173.2125,31,10.661196797104102,80,1968,0.048682115389965475
14450,0.6640374999999998,159.55555555555554,34,9.686016995023152,90,2224,0.02951241467599175
15044,0.6502270000000003,149.44,37,8.966977474074508,100,2520,0.04905551221963833
15368,0.6426939999999999,128.77,39,7.426012084457967,110,2680,0.05839703670426388
15923,0.6297902500000001,108.29,41,5.871210037485739,120,2960,0.019899435246770736
16464,0.6172120000000003,93.32,44,4.706477584177242,130,3224,0.05849395344557706
16880,0.60754,72.33,46,3.1592098089276046,140,3432,0.058838222990743816
17392,0.5956359999999998,57.96,49,2.295964579092268,150,3688,0.10671082420594757
17763,0.5870102500000001,49.34,51,1.8989386728884656,160,3880,0.10689284052932635
18402,0.5721534999999999,47.66,54,1.7821459362545198,170,4200,0.03979168833757285
18675,0.5658062500000001,46.38,55,1.705206149635848,180,4336,0.049603249062784016
19185,0.5539487499999999,46.35,58,1.694192018638969,190,4592,0.06865454437502194
19596,0.5443930000000003,44.52,60,1.5851898308726953,200,4792,0.06882461013447028
19991,0.5352092500000001,45.23,62,1.658735497916205,210,4992,0.07839626865461469
20364,0.5265369999999999,43.41,64,1.617074225669313,220,5176,0.10659213789040223
20826,0.5157954999999999,42.62,66,1.6226476484317056,230,5408,0.11671192108769901
21123,0.50889025,41.43,68,1.5978268227973773,240,5560,0.0693684963916894
21482,0.5005435,39.9,70,1.4989285560598011,250,5736,0.12573234023875557
21903,0.49075525,40.4,72,1.5109679328939973,260,5944,0.11622263936442323
22500,0.4768749999999998,39.98,75,1.5136916143212273,270,6248,0.1910996149526909
22694,0.4723645000000003,39.19,76,1.4853124696283666,280,6344,0.13546084455447271
23096,0.46301799999999993,38.11,78,1.4533291174512286,290,6544,0.11639668617863208
23333,0.45750775,36.37,80,1.4016304769046593,300,6664,0.1532047144137323
23605,0.4511837499999999,35.14,81,1.3244150110602022,310,6800,0.09922164812451228
24041,0.44104675000000004,35.77,84,1.325569051761494,320,7016,0.12691415986046195
24380,0.433165,34.54,85,1.278207038070195,330,7184,0.10751149378484115
24724,0.4251670000000003,35.01,87,1.2663236797035198,340,7360,0.1536377863958478
25054,0.4174945000000001,34.72,89,1.2721396401295721,350,7520,0.1268873139633797
25330,0.4110774999999999,33.27,91,1.2037537283858177,360,7664,0.10905379534233361
25639,0.40389324999999976,30.39,92,1.119356206059893,370,7816,0.13514431228395551
25829,0.3994757499999998,30.35,93,1.1231164164170302,380,7912,0.14685047476086766
26081,0.39361675000000007,28.85,95,1.0644143313577747,390,8040,0.20061673130840063
26374,0.38680450000000033,29.41,96,1.0865347147675148,400,8184,0.10877856228034943
26649,0.3804107499999998,29.44,98,1.1044415772068477,410,8320,0.1287725423462689
27009,0.37204075000000014,28.68,100,1.0777770761712804,420,8504,0.18434316269122064
27351,0.36408925000000025,28.71,102,1.0664842705624131,430,8672,0.11945956549607217
27593,0.35846275000000005,27.69,103,1.035673242491935,440,8792,0.10136453656014055
27919,0.35088325,27.65,105,1.0097633867514502,450,8952,0.15635730139911175
28066,0.34746549999999976,26.36,105,0.9657334299845902,460,9032,0.17421066563110799
28458,0.3383514999999999,27.19,108,0.972697471265446,470,9224,0.0865980249363929
28732,0.3319810000000001,28.03,109,1.0160395147301025,480,9360,0.10348978720139712
29028,0.3250989999999999,28.47,111,1.0285978758758931,490,9512,0.1684330739080906
29386,0.3167755000000001,29.12,113,1.0294851746365357,500,9688,0.2455068351700902
29708,0.30928900000000004,29.59,114,1.0601276112174312,510,9848,0.1859081070870161
29949,0.3036857500000001,28.4,116,1.021907345083697,520,9968,0.16606990224681795
30162,0.2987335000000001,27.11,117,0.9770649092445334,530,10080,0.15142168966121972
30401,0.2931767500000003,27.08,118,0.9931901761445537,540,10200,0.20118476264178753
30651,0.28736425,26.32,120,0.9737662094110116,550,10320,0.1152563146315515
30899,0.28159824999999983,27.33,121,0.9976374153445161,560,10448,0.236157251521945
31138,0.27604150000000005,25.8,122,0.9640513659513336,570,10568,0.1902547860518098
