rollout/ep_rew_mean,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,time/total_timesteps,time/time_elapsed,train/n_updates,train/loss
-5.669412280734511,0.9726115000000002,10,116.8,1178,3,,
-5.78489021734377,0.94743175,20,112.05,2261,4,,
-7.661993738133693,0.9013735000000003,30,140.4,4242,7,,
-7.578871494500836,0.8725434999999998,40,136.05,5482,9,,
-7.068234347780126,0.8499444999999999,50,128.08,6454,10,,
-7.09467282170181,0.819859,60,128.13333333333333,7748,12,,
-6.83331424728902,0.7953535,70,124.74285714285715,8802,14,,
-6.5870235015273435,0.7754282500000002,80,119.7375,9659,15,,
-6.3709872732152855,0.7522712500000002,90,117.38888888888889,10655,19,320,0.08290773889257252
-6.00375873300497,0.7385305,100,111.46,11246,22,616,0.06445007178626838
-5.850860730887653,0.7161407499999999,110,109.31,12209,27,1104,0.06415146611834643
-5.547277002947161,0.6977965000000002,120,106.37,12998,31,1496,0.05483352612645831
-4.6998106411876,0.6822655,130,93.24,13666,35,1832,0.0995337629574351
-4.306986507417954,0.6642467500000002,140,88.59,14441,39,2216,0.09860186747391708
-4.093513365754983,0.6491575,150,85.36,15090,42,2544,0.08096695560379885
-3.6000433665599583,0.6372767500000001,160,77.53,15601,45,2800,0.07187985250493512
-3.5268632085471383,0.6140267500000001,170,76.99,16601,50,3296,0.062354127774597146
-3.376652672762917,0.5947757499999999,180,76.7,17429,55,3712,0.08008421713020653
-3.38508784723668,0.5701074999999999,190,77.35,18490,60,4240,0.07014470064314082
-3.5297298432725004,0.5469040000000002,200,81.42,19488,66,4736,0.14331225026398897
-3.3993652644601737,0.5302105000000003,210,78.97,20206,70,5096,0.095038753002882
-3.495023542558989,0.5113082500000004,220,79.21,21019,74,5504,0.07999089692020789
-3.5126300705403555,0.49321975000000007,230,80.31,21797,78,5896,0.08532127784565091
-3.4598138445877327,0.4768285000000001,240,79.61,22502,82,6248,0.09192259947303683
-3.362277375045125,0.4649477500000002,250,78.23,23013,85,6504,0.10486602783203125
-3.370204315237865,0.45130000000000003,260,78.99,23600,88,6792,0.0913847191259265
-3.1792639893725636,0.43525749999999974,270,75.89,24290,92,7144,0.08195328747387975
-3.160615165351448,0.41582050000000004,280,75.97,25126,97,7560,0.08190822403412312
-2.926756131665448,0.402103,290,71.26,25716,100,7856,0.08335005468688905
-2.7553876831340465,0.3879205,300,67.38,26326,104,8160,0.10285130108240992
-2.8631844640980124,0.3637172499999999,310,70.61,27367,110,8680,0.08268387010321021
-3.0427538261991196,0.3277960000000001,320,77.93,28912,119,9448,0.05847583117429167
-3.267461600065177,0.29408350000000016,330,84.65,30362,127,10176,0.09747739764861763
-3.306955805634008,0.27464650000000035,340,85.96,31198,132,10592,0.07308342517353594
-3.4817339888902716,0.25023399999999985,350,91.35,32248,138,11120,0.0776669472688809
-3.6813968480195935,0.22079950000000015,360,98.14,33514,146,11752,0.0457609542645514
-3.6845359118755323,0.20357124999999976,370,98.65,34255,150,12120,0.03896365442778915
-3.579352285434898,0.18983050000000012,380,96.2,34846,153,12416,0.07802917808294296
-3.8243220625119276,0.15793150000000022,390,104.02,36218,161,13104,0.08439402165822685
-3.9465920236114416,0.13196124999999992,400,109.09,37335,168,13664,0.07076285569928586
-4.160931641382766,0.08948349999999994,410,116.95,39162,179,14576,0.07897629286162555
-4.197545587201638,0.07,420,119.8,40992,191,15488,0.08186830102931708
-4.127520742407256,0.07,430,120.78,42540,200,16264,0.06274275365285575
-4.552222480837697,0.07,440,137.81,45079,216,17536,0.04013091837987304
-4.743519781909177,0.07,450,146.71,47019,228,18504,0.061806800076738
-4.8770220964737465,0.07,460,153.63,48977,240,19488,0.06391556141898036
-5.01396051526539,0.07,470,160.08,50363,249,20176,0.04519823263399303
-5.305119923682327,0.07,480,172.28,52174,261,21080,0.055947682238183916
-5.248912305894655,0.07,490,174.31,53749,272,21872,0.024234378011897206
-5.276110140435256,0.07,500,176.92,55127,280,22560,0.053101543337106705
-4.993926208903508,0.07,510,169.99,56261,288,23128,0.03260308247990906
-4.751107187358373,0.07,520,164.12,57504,296,23744,0.06431342056021094
-4.552933370292021,0.07,530,157.5,58390,302,24192,0.04960973316337913
-4.222700176785094,0.07,540,146.78,59857,311,24928,0.05428324220702052
-3.902332358104733,0.07,550,135.06,60625,315,25312,0.06172876025084406
-3.596179135232156,0.07,560,125.59,61636,322,25816,0.07024872512556612
-3.4774594123970517,0.07,570,119.96,62459,327,26224,0.0752012834418565
-3.339713974504704,0.07,580,114.12,63686,335,26840,0.05637077416758984
-3.058896043918843,0.07,590,104.48,64297,338,27144,0.04862795665394515
-3.2230414402669236,0.07,600,107.08,65935,348,27960,0.062214967561885715
-3.4692350898466975,0.07,610,111.51,67512,356,28752,0.045288248802535236
-3.896497600220235,0.07,620,121.07,69711,369,29848,0.044817601912654936
-4.228164540757304,0.07,630,128.95,71385,378,30688,0.05679925496224314
-4.263528220262345,0.07,640,127.65,72722,385,31360,0.04471683281008154
-4.490382158439411,0.07,650,133.87,74112,394,32048,0.07173746236367151
-4.941551604655435,0.07,660,144.94,76230,405,33112,0.05789671489037573
-5.290154951456885,0.07,670,156.12,78171,416,34080,0.022712344711180776
-5.573549340988645,0.07,680,164.47,80233,427,35112,0.045489100040867925
-6.021271663710823,0.07,690,177.53,82150,437,36072,0.03603170390124433
-5.9938904650943075,0.07,700,178.84,83919,447,36952,0.06579416934982873
-5.9517717896320255,0.07,710,181.13,85725,457,37856,0.05867309065070003
-5.819753202332555,0.07,720,181.48,87959,469,38976,0.04926669970154762
-5.64627478684831,0.07,730,179.78,89463,477,39728,0.03738101222552359
-5.711850981875841,0.07,740,185.17,91339,488,40664,0.053067600005306304
-5.835559842433693,0.07,750,192.71,93483,499,41736,0.023705600353423506
-5.570057283904607,0.07,760,187.75,95105,508,42552,0.03005981189198792
-5.381759427214117,0.07,770,184.44,96715,517,43352,0.04334966267924756
-5.129542206952878,0.07,780,178.62,98195,525,44096,0.05411165760597214
-5.0381758469575,0.07,790,178.21,100071,535,45032,0.047679383133072406
-4.954599744229052,0.07,800,177.93,101812,544,45904,0.03048235352616757
-4.897808660652739,0.07,810,176.86,103511,553,46752,0.03632534560165368
-4.67945452845378,0.07,820,171.06,105165,562,47576,0.023928207956487313
-4.610441589093386,0.07,830,169.01,106464,569,48224,0.03816203188034706
-4.546229051701618,0.07,840,167.08,108147,578,49072,0.05400616972474381
-4.4256828779971205,0.07,850,163.04,109887,588,49936,0.03693154320353642
-4.390246524988616,0.07,860,161.67,111372,596,50680,0.049865375738590956
-4.436977707686243,0.07,870,164.61,113276,607,51632,0.04960258328355849
-4.4089901017864666,0.07,880,164.72,114767,615,52376,0.03190131235169247
-4.211659196500516,0.07,890,158.12,115983,621,52984,0.05619601369835436
-4.127032311937385,0.07,900,155.73,117485,630,53736,0.04895145364571363
-3.9528938114844516,0.07,910,150.81,118692,636,54344,0.02965122838213574
-3.8577591951435375,0.07,920,147.06,119971,643,54984,0.04290514116291888
-3.71586384098913,0.07,930,142.54,120818,647,55408,0.024197996011935174
-3.5935263590525777,0.07,940,138.71,122118,654,56056,0.06264677036961075
-3.4034205361974847,0.07,950,130.8,123067,660,56528,0.02450141398003325
-3.3535170744488436,0.07,960,130.57,124529,667,57264,0.0713850874453783
-3.1063064456372502,0.07,970,120.83,125459,672,57728,0.043224154360359535
-2.8932390663844547,0.07,980,111.81,126048,675,58016,0.02988710049248766
-2.9150233069493647,0.07,990,112.49,127332,682,58664,0.044124557403847575
-3.0037916544308025,0.07,1000,115.91,129176,692,59584,0.07405125017976388
-3.04025330686932,0.07,1010,117.01,130493,699,60240,0.031125890389375854
-3.000429186146074,0.07,1020,115.72,131643,705,60816,0.002001768341870047
-2.990783569490302,0.07,1030,115.16,132434,709,61216,0.054224715335294604
-2.8945328357673437,0.07,1040,111.9,133408,714,61696,0.0384738961874973
-2.8950921693500424,0.07,1050,113.34,134501,720,62248,0.05335086741251871
-2.739398803161696,0.07,1060,105.55,135184,724,62584,0.060464519265224226
-2.662529632612663,0.07,1070,102.69,135828,727,62912,0.03134911780944094
-2.7117635244042733,0.07,1080,105.19,136667,732,63328,0.03895040262432303
-2.598709538021367,0.07,1090,100.0,137432,736,63712,0.030710724648088217
-2.3887590232024305,0.07,1100,91.65,138441,741,64216,0.04745497554540634
-2.2032674759512227,0.07,1110,83.94,138987,744,64488,0.05375276152335573
-2.074283999568473,0.07,1120,79.34,139677,748,64832,0.033650767130893655
-2.114227881396418,0.07,1130,81.52,140686,753,65336,0.0424127830483485
-2.058659275766877,0.07,1140,78.93,141401,757,65696,0.009620339551474899
-1.9498244602904902,0.07,1150,74.53,142054,761,66024,0.05519745248602703
-1.9354290639207195,0.07,1160,75.15,142799,764,66392,0.04647096288681496
-1.9405447731191168,0.07,1170,75.78,143506,768,66752,0.08517959207529202
-1.8987675852933967,0.07,1180,73.51,144118,772,67056,0.06954723745002411
-1.8398417910390703,0.07,1190,71.99,144731,776,67360,0.05535348737612367
-1.8149360719083591,0.07,1200,70.12,145553,781,67776,0.08643350077909417
-1.8873911926867055,0.07,1210,73.72,146459,786,68224,0.06384907296160236
-1.8386828235346864,0.07,1220,70.98,146875,789,68432,0.07063607350573875
-1.7293763488568994,0.07,1230,66.13,147399,792,68696,0.07185053764260374
-1.6645200896213785,0.07,1240,62.88,147789,794,68888,0.04059802669507917
-1.599154436548619,0.07,1250,59.92,148146,796,69072,0.07621571118943393
-1.5891091061178602,0.07,1260,59.52,148851,800,69424,0.05973245602217503
-1.6366860147869116,0.07,1270,60.76,149682,806,69840,0.07004573548329063
-1.6663486549758455,0.07,1280,61.54,150372,810,70184,0.01961066512740217
-1.7298983823485559,0.07,1290,63.71,151202,815,70600,0.07531360478606075
-1.6886380231649825,0.07,1300,61.72,151825,819,70912,0.05502623543725349
-1.6456533931292339,0.07,1310,59.57,152516,823,71256,0.05791045122896321
-1.7096865878012866,0.07,1320,62.36,153211,827,71600,0.04282478752429597
-1.7064658961388812,0.07,1330,61.76,153675,830,71832,0.04062821899424307
-1.734774841248989,0.07,1340,62.95,154184,833,72088,0.05903321786900051
-1.9934797522914027,0.07,1350,74.11,155657,842,72824,0.05012592056300491
-1.9490313380314468,0.07,1360,72.61,156212,846,73104,0.03383442806079984
-1.9363424027001404,0.07,1370,71.57,156939,850,73464,0.07377564997295849
-1.8910503416318323,0.07,1380,70.13,157485,854,73736,0.026511522912187502
-1.866234220545806,0.07,1390,68.48,158150,858,74072,0.06656988430768251
-1.9337372220064932,0.07,1400,71.0,159025,864,74512,0.09567086555762216
-1.9993290235952166,0.07,1410,73.79,159995,869,74992,0.09600230515934527
-2.097120434250911,0.07,1420,76.89,161000,876,75496,0.08846092800376937
-2.339718886298871,0.07,1430,84.92,162267,883,76128,0.05800239375093952
-2.444482313658208,0.07,1440,88.44,163128,889,76560,0.07470316538820043
-2.3059772526801594,0.07,1450,81.26,163883,893,76936,0.0975024321814999
-2.540712235737312,0.07,1460,88.28,165140,902,77568,0.0954628405161202
-2.661702470028734,0.07,1470,91.94,166233,908,78112,0.06480952855781652
-2.8451753422201627,0.07,1480,98.47,167432,915,78712,0.051188332901801914
-2.9797799619998524,0.07,1490,103.81,168631,922,79312,0.04098552712821402
-2.948766931227794,0.07,1500,102.61,169386,927,79688,0.043606260645901784
-3.2231000191157313,0.07,1510,111.63,171258,937,80624,0.07419479568488896
-3.170470531141344,0.07,1520,109.91,172091,942,81040,0.04271946847438812
-3.1524829939764625,0.07,1530,109.68,173335,948,81664,0.09992436261381954
-3.3307142559991614,0.07,1540,116.99,174927,957,82456,0.04455677146324888
-3.364540835410386,0.07,1550,118.51,175834,962,82912,0.06398382397310343
-3.37876648812629,0.07,1560,119.42,177182,969,83584,0.0750777926587034
-3.3702961068318733,0.07,1570,119.58,178291,975,84144,0.08800203463761136
-3.5810858395113176,0.07,1580,127.79,180311,985,85152,0.11548034602310508
-3.643741991984983,0.07,1590,129.97,181728,993,85856,0.0919328382005915
-3.9978658586913185,0.07,1600,142.84,183770,1003,86880,0.06447380167082883
-3.863103668775497,0.07,1610,138.51,185209,1010,87600,0.029021756839938462
-3.932218904302486,0.07,1620,140.2,186211,1016,88104,0.05744086566846818
-3.949657547122361,0.07,1630,142.27,187662,1023,88824,0.05326211312785745
-3.8462985135588013,0.07,1640,138.43,188870,1030,89432,0.06046649382915348
-3.86722480716718,0.07,1650,139.74,189908,1035,89952,0.052490460919216275
-3.7182941145427044,0.07,1660,135.65,190847,1040,90416,0.03586534984060563
-3.6658612738900884,0.07,1670,134.38,191829,1045,90912,0.05945517914369702
-3.5877019597665543,0.07,1680,131.97,193608,1054,91800,0.0722677085432224
-3.5402333229598906,0.07,1690,131.05,194933,1061,92464,0.09105675178579986
-3.3459042515391535,0.07,1700,124.58,196328,1068,93160,0.06697498128050938
-3.124268856424866,0.07,1710,116.16,196925,1071,93456,0.02758089790586382
-3.071072824397135,0.07,1720,114.52,197763,1076,93880,0.09729043213883415
-2.974727438946012,0.07,1730,110.89,198851,1081,94424,0.0517381715180818
-2.8453584585476643,0.07,1740,105.83,199553,1085,94776,0.10586955404141918
