rollout/exploration_rate,time/episodes,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9417820000000001,10,2,2504,249.4,-14.069370890124768,,
0.8835872499999998,20,5,5007,249.35,-14.166193755385294,,
0.8206495,30,9,7714,256.1333333333333,-14.721513066130363,,
0.7779625000000002,40,11,9550,237.75,-13.742160851926752,,
0.7274634999999998,50,21,11722,233.44,-13.26137981174603,856,0.009323022708031203
0.6927977499999998,60,28,13213,219.21666666666667,-12.189028536425743,1600,0.019232225120504154
0.6685945000000003,70,33,14254,202.62857142857143,-10.964621696246986,2120,0.027749321553528716
0.6439495,80,39,15314,190.425,-10.112051383962456,2656,0.03687378686481679
0.6087954999999998,90,47,16826,185.95555555555555,-9.621540311857977,3408,0.04609851576969959
0.5843365000000003,100,52,17878,177.78,-9.049996344987967,3936,0.02769170565807144
0.5565760000000001,110,59,19072,164.68,-8.10825434073978,4528,0.03661971716792323
0.527188,120,65,20336,152.29,-7.17380274998397,5160,0.027493865811266005
0.5075882500000002,130,70,21179,133.65,-5.915815498262816,5584,0.0006881160370539874
0.4838500000000001,140,75,22200,125.5,-5.223383162423849,6096,0.05386081786127761
0.45564775000000024,150,82,23413,115.91,-4.537403405150871,6704,0.06267840559303295
0.4200520000000003,160,90,24944,116.31,-4.367947625220122,7464,0.044106557543273084
0.39298900000000014,170,96,26108,117.54,-4.410640084936091,8048,0.035782515740720555
0.3586487500000003,180,105,27585,121.71,-4.511743637664843,8792,0.08503096226195339
0.3226112500000001,190,113,29135,122.09,-4.468570864470665,9560,0.027067609888035804
0.29450200000000026,200,120,30344,123.66,-4.468993642016563,10168,0.010365348440245725
0.2628122500000002,210,128,31707,125.35,-4.462707182209235,10848,0.026686961471568793
0.24016674999999998,220,133,32681,122.45,-4.279930152519087,11336,0.0581779153435491
0.21521950000000023,230,139,33754,124.75,-4.288029202930552,11872,0.027413526229793206
0.1903187500000002,240,145,34825,125.25,-4.2379798850645,12408,0.05704263990628533
0.16804525000000037,250,150,35783,122.7,-4.075777522378894,12888,0.03407686686841771
0.144586,260,156,36792,117.48,-3.871857558227512,13392,0.040963126288261265
0.0995507499999998,270,166,38729,125.21,-4.014331005776669,14360,0.055399227945599705
0.07246450000000004,280,173,39894,122.09,-3.8171662313150643,14944,0.06968681255239062
0.07,290,179,41114,118.79,-3.621127909514553,15552,0.03977784770540893
0.07,300,189,42971,125.27,-3.7149568650664695,16480,0.0676330451387912
0.07,310,197,44390,125.83,-3.655632573679245,17192,0.03236759311403148
0.07,320,203,45397,126.16,-3.634681488994395,17696,0.011668306833598763
0.07,330,208,46201,123.47,-3.523831821625081,18096,0.06143281498225406
0.07,340,217,47657,127.32,-3.5590807005825273,18824,0.025774964888114482
0.07,350,224,48871,129.88,-3.612585563463915,19432,0.052534530870616436
0.07,360,230,50000,131.08,-3.6190190788867187,19992,0.053207038436084986
0.07,370,233,50643,118.14,-3.2721720450635745,20320,0.03245459159370512
0.07,380,238,51536,115.42,-3.2064697420231214,20760,0.037800592195708305
0.07,390,241,52084,108.7,-3.0527616577819185,21040,0.025558201072271913
0.07,400,245,52793,97.22,-2.7925378524867033,21392,0.045390899816993624
0.07,410,252,54048,95.58,-2.7382720812311327,22016,0.055957636737730354
0.07,420,255,54563,90.66,-2.5970208370898447,22280,0.038868573552463204
0.07,430,258,55216,89.15,-2.5636460157706886,22600,0.0458816938335076
0.07,440,261,55769,80.12,-2.3711382701509227,22880,0.05058069754159078
0.07,450,266,56624,76.53,-2.284089967896462,23304,0.07485192845342681
0.07,460,274,58045,79.45,-2.361644961044971,24016,0.0509705098811537
0.07,470,278,58950,82.07,-2.453176083827989,24472,0.036435888381674886
0.07,480,286,60370,87.34,-2.5950334116773854,25184,0.05563165445346385
0.07,490,290,61120,89.36,-2.631333220737305,25552,0.06086684507317841
0.07,500,296,62131,92.38,-2.689909859003188,26064,0.018647099495865405
0.07,510,299,62684,85.36,-2.5198494288220785,26336,0.031647357100155205
0.07,520,302,63323,86.6,-2.5601308162354557,26656,0.04200039809802547
0.07,530,307,64194,88.78,-2.622763901072482,27096,0.07144330267328769
0.07,540,310,64774,89.05,-2.6095544726245095,27384,0.04927393834805116
0.07,550,316,65781,90.57,-2.6671149951600914,27888,0.0780831582378596
0.07,560,322,66994,88.49,-2.5869918677725106,28496,0.05342106125317514
0.07,570,326,67557,85.07,-2.4627673351071566,28776,0.04607856029178947
0.07,580,330,68375,79.05,-2.2929526124246884,29184,0.05287911498453468
0.07,590,334,69180,79.6,-2.302047834752536,29584,0.032887037843465805
0.07,600,339,70024,77.93,-2.279594522242318,30008,0.052667137584649026
0.07,610,345,71070,82.86,-2.3855417466538658,30528,0.04404978337697685
0.07,620,349,71719,82.96,-2.401063264839571,30856,0.048199789016507566
0.07,630,353,72567,82.73,-2.390268073216225,31280,0.05910446890629828
0.07,640,358,73434,85.6,-2.4393818851744684,31712,0.06405992864165455
0.07,650,364,74605,87.24,-2.4361446203475507,32296,0.06747095554601401
0.07,660,369,75405,83.11,-2.3331277002680704,32696,0.05085592903196812
0.07,670,374,76300,86.43,-2.4048970797485247,33144,0.024548061075620353
0.07,680,377,76896,84.21,-2.3402330154524034,33440,0.04999828478321433
0.07,690,381,77628,83.48,-2.3284732962783976,33808,0.03261451958678663
0.07,700,385,78373,82.49,-2.259189773534139,34184,0.06420170236378908
0.07,710,390,79322,81.52,-2.2249663503648547,34656,0.055207375320605934
0.07,720,393,79855,80.36,-2.148958279029699,34920,0.05655513075180352
0.07,730,396,80482,78.15,-2.0843155795779493,35240,0.027797280461527407
0.07,740,401,81248,77.14,-2.071298417284605,35616,0.041786198038607836
0.07,750,403,81766,70.61,-1.9118725017782723,35880,0.05488305585458875
