time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
2589,0.9398057500000001,257.9,2,-15.857469585847946,10,,
5485,0.8724737499999999,273.25,6,-17.332797981185497,20,,
7106,0.8347855000000003,235.86666666666667,8,-14.653150819611254,30,,
8563,0.8009102499999998,213.075,10,-13.355816098928893,40,,
10055,0.7662212500000002,200.1,12,-12.413588563649405,50,24,0.04054158812505193
11937,0.7224647500000001,197.95,21,-11.775809293733271,60,968,0.02801790295234241
13330,0.6900775000000001,189.42857142857142,28,-10.849880191191115,70,1664,0.03733477418063558
13839,0.67824325,171.9875,31,-9.77392022308178,80,1912,0.05614911835436942
14749,0.6570857500000002,162.87777777777777,35,-9.131300238238083,90,2368,0.037034153881904786
15311,0.6440192499999999,152.11,38,-8.434865506100037,100,2648,0.06455616657149221
15859,0.63127825,131.7,41,-7.06965550345749,110,2928,0.027808176204416668
16502,0.6163285000000003,109.17,44,-5.402794964206959,120,3248,0.03675510868924903
17055,0.6034712500000001,98.49,47,-4.679699237328211,130,3520,0.08149954982218333
17809,0.5859407499999998,91.46,51,-4.002186930628232,140,3904,0.04529160754100303
18407,0.5720372500000002,82.52,54,-3.3677687156626224,150,4200,0.04534814068756532
18996,0.5583430000000003,69.59,57,-2.7298474947962874,160,4496,0.09846211122203385
19392,0.5491359999999998,59.62,59,-2.331405161256414,170,4688,0.053110243410628755
19860,0.5382550000000004,59.21,61,-2.2838911703705036,180,4928,0.11532660163356923
20271,0.5286992500000002,54.22,63,-2.059903585121371,190,5128,0.06242883856612025
20696,0.518818,52.85,66,-1.9987331399628352,200,5344,0.053518459491897374
21161,0.5080067499999998,52.02,68,-1.9632831199893335,210,5576,0.07829337290604599
21487,0.5004272500000002,48.85,70,-1.880283170382638,220,5736,0.06938470055320067
21922,0.4903135000000002,47.67,72,-1.8350348905149798,230,5960,0.13762428145855665
22340,0.480595,44.31,74,-1.723140327295957,240,6168,0.0774303028738359
22722,0.4717135000000001,42.15,76,-1.6252723460268594,250,6360,0.0348118256079033
23082,0.4633435,39.86,78,-1.5306464340591412,260,6536,0.10108902203501202
23489,0.45388074999999994,39.97,80,-1.5561994720278975,270,6744,0.07648332057578955
23893,0.44448774999999985,39.33,82,-1.5091249556530877,280,6944,0.0840071766579058
24132,0.43893100000000007,37.61,83,-1.415117332723203,290,7064,0.09936957072932273
24570,0.42874750000000006,37.74,86,-1.402256063796787,300,7280,0.1551209781318903
24953,0.41984275000000004,36.92,88,-1.3624972219743239,310,7472,0.08188629295909777
25251,0.41291425000000004,36.64,89,-1.3351994253865527,320,7624,0.12135306419804692
25600,0.40480000000000005,35.78,91,-1.2889183133456203,330,7792,0.07359216688200831
25829,0.3994757499999998,33.89,92,-1.2056578340068624,340,7912,0.10413551080273464
26210,0.39061750000000006,33.88,94,-1.2199901740639227,350,8104,0.09466209542006254
26454,0.38494450000000013,32.72,96,-1.1857838057584742,360,8224,0.08478255156660452
26717,0.37882974999999974,31.28,97,-1.120915171129566,370,8352,0.06260428900714032
27062,0.3708084999999999,30.69,99,-1.1244495406905601,380,8528,0.09215872606728226
27352,0.3640660000000001,31.2,101,-1.149585098042659,390,8672,0.07064952282235026
27641,0.35734674999999994,29.71,102,-1.1229549655280773,400,8816,0.13350717586581595
27908,0.3511390000000002,28.55,104,-1.0735217743399001,410,8952,0.09115009661763906
28239,0.3434432500000002,28.88,105,-1.0694631051026753,420,9112,0.14827414404135197
28585,0.3353987500000002,28.85,107,-1.0600407452598943,430,9288,0.14712298216181807
28859,0.3290282499999998,29.3,109,-1.0701610600890614,440,9424,0.0887369210831821
