time/time_elapsed,time/total_timesteps,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,rollout/ep_rew_mean,train/loss,train/n_updates
20,2871,0.93324925,10,286.1,17.037812732728867,,
44,5871,0.8634992499999999,20,292.55,19.15552988822929,,
66,8739,0.7968182499999998,30,290.3,20.16380598067946,,
96,11683,0.72837025,40,291.075,19.741253518495107,0.0002149618485418614,840
129,14595,0.66066625,50,290.9,19.395399097048585,0.0003400872337806504,2296
161,17322,0.5972635000000002,60,287.7,18.673724234666228,0.010651078544469783,3656
196,20322,0.5275135000000002,70,289.3142857142857,19.28503337148283,0.020980047302145977,5160
232,23305,0.45815875000000006,80,290.3125,19.7643725424453,0.0008208731123886537,6648
268,26305,0.3884087500000001,90,291.27777777777777,20.21007873424728,0.0009721530732349493,8152
298,28782,0.33081850000000024,100,286.82,20.176208357561926,0.0007841855513106566,9384
330,31355,0.27099625000000016,110,283.84,20.510052805266824,0.0005864767008461058,10672
367,34355,0.20124625000000007,120,283.84,20.567251943090092,0.001019686518702656,12176
405,37355,0.13149624999999998,130,285.16,20.15145464654206,0.0010422294726595283,13672
438,39950,0.07116250000000013,140,281.67,20.41676034211066,0.0009238216080120765,14968
472,42693,0.07,150,279.98,20.953915337989688,0.0010441983758937567,16344
507,45432,0.07,160,280.1,21.58756804238004,0.0015083470498211682,17712
541,48161,0.07,170,277.39,21.368157005237787,0.0011968741018790752,19080
580,51161,0.07,180,277.56,21.851367676069522,0.00134316675394075,20576
612,53652,0.07,190,272.47,21.57000835468185,0.001376024170895107,21824
650,56652,0.07,200,277.7,22.132029727597924,0.0014532230052282102,23320
688,59652,0.07,210,281.97,22.356912778013804,0.0013061165227554739,24824
724,62527,0.07,220,280.72,22.459390566102794,0.001294333633268252,26256
762,65527,0.07,230,280.72,22.713252420430557,0.015666823492210824,27760
800,68527,0.07,240,284.77,23.5157640144607,0.013442681141896173,29256
834,71320,0.07,250,285.27,23.386980668276372,0.0012693495882558636,30656
872,74320,0.07,260,287.88,23.56476080697934,0.0017819599670474418,32152
907,77179,0.07,270,289.18,23.34454979228586,0.0015392469067592174,33584
937,79553,0.07,280,282.92,22.155155564975125,0.0030683785080327652,34776
974,82553,0.07,290,288.01,22.155777831393472,0.002653147734235972,36272
1012,85553,0.07,300,288.01,21.3872282274496,0.002627686917548999,37776
1049,88553,0.07,310,288.01,21.33886933603435,0.0022456497536040843,39272
1087,91553,0.07,320,289.26,20.801125481641584,0.0013632533009513281,40776
1124,94553,0.07,330,289.26,20.669473077065128,0.0018379057582933456,42272
1162,97553,0.07,340,289.26,19.69989347845396,0.0017612795054446906,43776
1200,100553,0.07,350,291.33,19.149526845517673,0.0022311586944852024,45272
1234,103281,0.07,360,288.61,18.497326701050923,0.0136104916309705,46640
1269,106008,0.07,370,287.29,18.058309541844512,0.014626502816099674,48000
1303,108784,0.07,380,291.31,17.977708386590205,0.017503775910881814,49384
1341,111784,0.07,390,291.31,17.757874714369915,0.01753200448001735,50888
1379,114784,0.07,400,291.31,17.820733791718894,0.00183073145308299,52384
1417,117784,0.07,410,291.31,17.19245194490629,0.0016218682067119516,53888
1455,120784,0.07,420,291.31,17.481870018938253,0.0013958104536868632,55384
1492,123614,0.07,430,289.61,17.13453665790322,0.0012854435844928958,56800
1523,126122,0.07,440,284.69,16.753984077917508,0.0018750781746348366,58056
1562,129122,0.07,450,284.69,16.97618323863168,0.0014750034679309465,59560
1597,131918,0.07,460,285.37,17.051642096570774,0.0009677236812422052,60952
1635,134918,0.07,470,288.1,17.40246556725337,0.0010079504281748086,62456
1670,137680,0.07,480,287.96,17.457821098669278,0.001466772737330757,63832
1705,140414,0.07,490,285.3,17.26068883960301,0.0012137313387938775,65200
1741,143301,0.07,500,284.17,17.139505141736024,0.0010677934405975975,66648
1779,146301,0.07,510,284.17,17.62027652429452,0.0014826052101852838,68144
1817,149301,0.07,520,284.17,17.517026230657496,0.0031364325259346515,69648
1855,152301,0.07,530,285.87,18.004403510921968,0.0025567705488356296,71144
1893,155301,0.07,540,290.79,18.375962128905133,0.0008461618417641148,72648
1931,158301,0.07,550,290.79,18.56328580041717,0.0007435641891788691,74144
1968,161301,0.07,560,292.83,18.688332826807418,0.014795956492889673,75648
2006,164301,0.07,570,292.83,19.04544266232087,0.004937037774652708,77144
2043,167301,0.07,580,295.21,19.67980811796865,0.003499373691738583,78648
2080,170301,0.07,590,297.87,20.1235973804727,0.0017082201011362486,80144
2115,173055,0.07,600,296.54,20.080737141684157,0.0014216751951607876,81520
2153,176055,0.07,610,296.54,19.8862601175828,0.0010288512712577358,83024
2191,179055,0.07,620,296.54,19.966996718584777,0.0009774582104000729,84520
2228,182055,0.07,630,296.54,19.759666930785894,0.0007548569374193903,86024
2266,185055,0.07,640,296.54,19.69455225404312,0.002094289768137969,87520
2302,188055,0.07,650,296.54,19.76857014133186,0.0005871275279787369,89024
2340,191055,0.07,660,296.54,19.769058328302666,0.0006329436218948103,90520
2378,194055,0.07,670,296.54,19.720543431712912,0.00045392355605144985,92024
2409,196617,0.07,680,292.16,19.369703807781725,0.0006517814290418755,93304
2447,199617,0.07,690,292.16,19.02326299176509,0.000620757149590645,94808
