rollout/ep_rew_mean,time/total_timesteps,time/episodes,rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,train/loss,train/n_updates
1.654495123417944,335,10,0.9922112500000001,0,32.5,,
4.138429031396656,1440,20,0.96652,1,71.0,,
4.19054775273067,2174,30,0.9494544999999998,2,71.46666666666667,,
4.718166179665825,3219,40,0.9251582500000002,3,79.475,,
5.837375068048799,4841,50,0.8874467499999998,5,95.82,,
5.8272888978687245,5831,60,0.8644292499999998,6,96.18333333333334,,
5.83223545457359,6909,70,0.8393657499999998,8,97.7,,
6.040928955706484,8288,80,0.8073039999999998,10,102.6,,
6.260605743656047,9620,90,0.7763349999999999,12,105.88888888888889,,
6.280092240507858,10764,100,0.7497370000000001,16,106.64,0.1132973854073498,376
6.896537646213321,12244,110,0.7153269999999998,23,118.09,0.05715375114232302,1120
6.739778993217327,13172,120,0.6937509999999999,28,116.32,0.019432740860793274,1584
6.949811818748685,14397,130,0.6652697500000002,34,121.23,0.0480283453289303,2192
6.926969213083344,15709,140,0.6347657500000001,40,123.9,0.06809901702217758,2848
6.470456756652449,17005,150,0.60463375,47,120.64,0.03080517724447418,3496
6.370368291355404,18109,160,0.5789657500000001,52,121.78,0.0989057211263571,4048
6.642071696353578,20070,170,0.5333725000000004,62,130.61,0.1202123332186602,5032
6.426458664454065,21244,180,0.5060770000000001,69,128.56,0.08244264288805425,5616
6.516174339811996,23288,190,0.45855400000000013,79,135.68,0.08521749189822003,6640
6.5025727116275505,24721,200,0.4252367500000003,87,138.57,0.09827768919058144,7360
6.696506471878121,26949,210,0.37343575000000007,99,146.05,0.047778595064301044,8472
7.2502748026876365,29429,220,0.31577575000000024,112,161.57,0.06017219868954271,9712
7.735123945887353,32112,230,0.25339599999999984,127,176.15,0.07211201806785539,11048
7.882734944980161,33924,240,0.2112670000000001,136,181.15,0.06294897152110934,11960
8.361929718149788,36495,250,0.1514912500000004,149,193.9,0.12474558991380036,13240
9.056917265064248,39447,260,0.08285724999999988,165,212.38,0.04158278289833106,14720
9.16646318875041,41904,270,0.07,177,217.34,0.07943853954202496,15944
9.412156004795518,43885,280,0.07,188,225.41,0.05596626043552533,16936
9.509671837503573,46495,290,0.07,201,231.07,0.05586500797653571,18240
9.916366451785528,49309,300,0.07,217,244.88,0.043346815975382924,19648
9.79862802279171,51603,310,0.07,229,245.54,0.07011219154810533,20800
9.623257701513973,54065,320,0.07,242,245.36,0.030936028866562992,22032
9.24956107824428,56221,330,0.07,254,240.09,0.043924326018895954,23104
9.551701356862507,59196,340,0.07,270,251.72,0.017177959700347856,24592
9.41335905615399,61811,350,0.07,283,252.16,0.0409410415450111,25904
9.151497200955724,64526,360,0.07,298,249.79,0.04395387347904034,27256
9.017843753550949,67002,370,0.07,311,249.98,0.029813927540089935,28496
9.172091204380148,69806,380,0.07,325,258.21,0.057393121780478396,29896
8.927667847134437,71932,390,0.07,337,253.37,0.056819240868208,30960
8.83581387270055,74796,400,0.07,352,253.87,0.05813943440443836,32392
8.839747201679863,77446,410,0.07,366,257.43,0.05694110949116293,33720
8.836467936980826,80229,420,0.07,380,260.64,0.02967088422155939,35112
8.87156462735305,82756,430,0.07,393,264.35,0.05712145345751196,36376
8.56017768583965,85101,440,0.07,405,258.05,0.029868187120882794,37544
8.437076078852336,87474,450,0.07,418,255.63,0.030063833663007244,38736
8.45916447628485,90349,460,0.07,432,257.23,0.08586675344849937,40168
8.457543870712268,92868,470,0.07,445,257.66,0.08538886133464985,41432
8.39399947445962,95497,480,0.07,459,255.91,0.03055996523471549,42744
8.466853053174379,98095,490,0.07,472,260.63,0.030714022228494287,44040
8.370456626898985,100766,500,0.07,486,258.7,0.0024794342753011733,45376
8.503141264826725,103763,510,0.07,501,262.17,0.05803954295697622,46880
8.559498916429625,106688,520,0.07,517,263.59,0.0018532846734160557,48336
8.473173621927197,108868,530,0.07,528,260.12,0.02892926182539668,49432
8.403364556260302,111020,540,0.07,539,258.19,0.02913931416696869,50504
8.310141723309393,113233,550,0.07,551,256.59,0.028870794252725318,51616
7.940196129035741,115037,560,0.07,560,245.88,0.028585326923348475,52512
8.024304314432325,117884,570,0.07,575,249.16,0.014650690129201394,53936
8.090486186119454,120884,580,0.07,590,252.87,0.0007379853414022364,55440
8.107692209845831,123585,590,0.07,604,253.9,0.014414050616323948,56792
8.184550381451105,126585,600,0.07,619,257.19,0.02779401358566247,58288
8.059714554398703,129563,610,0.07,635,257.0,0.014197545991919469,59776
7.977006773586458,132563,620,0.07,650,257.75,0.00048557724403508473,61280
8.185279745268915,135563,630,0.07,666,265.95,0.013905607647757279,62776
8.444734224242133,138543,640,0.07,681,274.23,0.0003715839884534944,64264
8.606811073969753,141365,650,0.07,697,280.32,0.013970451083878288,65680
8.914742550135653,144119,660,0.07,711,289.82,0.013728045058087446,67056
8.868955396334643,146919,670,0.07,727,289.35,0.01387345650982752,68456
8.831500992133762,149763,680,0.07,742,287.79,0.02707816990732681,69880
