time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/n_updates,train/loss
1,88.2,10,892,0.9792609999999999,-5.898164930210865,,
1,72.95,20,1479,0.9656132499999999,-4.53556729409358,,
3,76.93333333333334,30,2338,0.9456415000000001,-4.575935340795517,,
4,78.4,40,3176,0.926158,-4.587756178938426,,
5,76.4,50,3870,0.9100225000000001,-4.557121598766499,,
6,79.46666666666667,60,4828,0.8877489999999998,-4.915221959030703,,
8,83.3,70,5901,0.86280175,-5.272356656833959,,
10,85.75,80,6940,0.8386450000000003,-5.331943406545744,,
12,84.53333333333333,90,7698,0.8210214999999998,-5.212224948661828,,
15,91.18,100,9218,0.7856815000000001,-5.795929906839852,,
21,96.82,110,10674,0.7518294999999999,-6.363236968971084,336,0.11149896532879211
31,106.53,120,12232,0.7156060000000001,-6.884491047688747,1112,0.09366001793387113
39,108.45,130,13283,0.6911702500000001,-7.105693537548113,1640,0.028566540131578222
48,113.1,140,14586,0.6608755000000004,-7.315683217340613,2288,0.0749576666203211
58,119.8,150,15950,0.6291625000000001,-7.697371604864611,2968,0.07657936566101853
68,123.3,160,17258,0.5987515000000001,-7.703519006191953,3624,0.03927429080067668
73,119.74,170,17975,0.5820812499999999,-7.306860307084378,3984,0.12279956582642626
81,120.37,180,19077,0.5564597499999998,-7.28013242832672,4536,0.09638459124835208
87,122.06,190,20004,0.534907,-7.412570334183552,5000,0.05966359763988294
93,114.63,200,20781,0.51684175,-6.722751158673861,5384,0.07859301578719169
96,104.06,210,21180,0.507565,-5.7497023082717575,5584,0.1071799581986852
102,95.92,220,21924,0.4902669999999998,-5.264700213121333,5960,0.05964817260974087
110,96.68,230,23051,0.46406425000000007,-5.170507855440518,6520,0.07949519227258861
118,93.99,240,24085,0.44002375000000005,-5.03683735693979,7040,0.06896920781582594
122,85.47,250,24597,0.42811975,-4.431828118895665,7296,0.053688165615312755
127,78.44,260,25202,0.4140535000000003,-4.032762078011825,7600,0.11241673189215362
131,76.68,270,25743,0.40147524999999995,-3.942657238173699,7864,0.08991574327228591
135,70.47,280,26224,0.390292,-3.641660656875656,8104,0.08866596507141367
138,65.18,290,26622,0.38103849999999984,-3.254274340912293,8304,0.09030763251939788
142,62.56,300,27137,0.36906474999999983,-3.0908574525100425,8568,0.08074204920558259
148,66.25,310,27905,0.35120875000000007,-3.2672713104214246,8952,0.10209302394650877
152,64.01,320,28425,0.3391187499999998,-3.1685760392201683,9208,0.17261260189116
155,56.43,330,28794,0.33053950000000043,-2.7592357224378237,9392,0.06183465092908591
160,52.47,340,29432,0.31570600000000026,-2.513567654674959,9712,0.07175003952579573
163,52.02,350,29899,0.3048482500000004,-2.5092384736878186,9944,0.0816131274914369
169,53.23,360,30625,0.2879687500000002,-2.5264554849772303,10312,0.12455490790307522
172,51.93,370,31036,0.27841300000000013,-2.4714335763134376,10512,0.14671216486021876
176,51.56,380,31480,0.26809000000000016,-2.4163413237561384,10736,0.11834794736932963
179,51.56,390,31878,0.2588364999999999,-2.3933708763612715,10936,0.07397324044723064
181,49.37,400,32174,0.25195449999999975,-2.2573362522911604,11080,0.14605068508535624
185,46.22,410,32627,0.24142225000000006,-2.1150189419050127,11312,0.1290626898407936
189,46.08,420,33133,0.22965775000000033,-2.099189029176758,11560,0.20781026897020638
193,46.83,430,33577,0.2193347499999998,-2.0793386453312133,11784,0.11087662749923766
196,44.39,440,33971,0.21017425000000023,-1.9386669716772607,11984,0.13394656241871417
200,45.41,450,34540,0.19694500000000026,-2.071824317676245,12264,0.17469877167604864
202,40.82,460,34807,0.1907372500000004,-1.8814930541077353,12400,0.13428446056786925
205,39.75,470,35111,0.18366925,-1.8575559792007224,12552,0.11253199202474207
208,39.34,480,35514,0.17429950000000016,-1.8556758002420717,12752,0.13022983691189438
211,39.25,490,35903,0.1652552500000003,-1.9142363049706383,12944,0.13971209526062012
213,39.64,500,36238,0.1574665000000003,-1.941311914641747,13112,0.20660266908816993
217,39.14,510,36641,0.14809674999999978,-1.8942809564879155,13320,0.13555926631670445
220,38.53,520,37086,0.13775050000000022,-1.8985716832263584,13536,0.12351606297306716
223,37.86,530,37463,0.12898525000000005,-1.909131883519037,13728,0.10749264934565872
227,38.4,540,37911,0.11856925000000007,-2.022760985789262,13952,0.18056407198309898
230,37.36,550,38376,0.10775799999999991,-1.8559707582618075,14184,0.11800808808766305
234,39.55,560,38862,0.09645850000000022,-2.0004800799027636,14424,0.1044186094077304
237,40.06,570,39217,0.08820474999999983,-1.996029217507494,14608,0.11526237824000418
240,39.91,580,39605,0.07918375,-1.9615212142743663,14800,0.10813348542433232
245,41.09,590,40112,0.07,-2.018045943782554,15048,0.1372083752648905
249,42.55,600,40593,0.07,-2.1488534627644835,15296,0.17348164110444486
252,42.83,610,41024,0.07,-2.1413961609701335,15504,0.14311364316381514
255,41.26,620,41312,0.07,-2.0237852106709706,15648,0.13665129826404154
258,41.92,630,41755,0.07,-2.010131567039117,15872,0.19319398107472807
261,41.22,640,42133,0.07,-1.889302224421958,16064,0.1318678013049066
265,41.34,650,42610,0.07,-1.9014762634244329,16304,0.1623766259290278
269,41.21,660,43083,0.07,-1.8633516071126168,16536,0.12632700661197305
273,41.89,670,43506,0.07,-1.853401208007996,16752,0.19628991931676865
275,40.82,680,43787,0.07,-1.8243074101784194,16888,0.12556320009753108
278,39.63,690,44175,0.07,-1.7742301504329185,17080,0.13266407418996096
281,37.95,700,44488,0.07,-1.6434414812070224,17240,0.19336957018822432
283,36.6,710,44784,0.07,-1.597436291413865,17384,0.15230269823223352
287,37.85,720,45197,0.07,-1.6398141843615521,17592,0.1070811350364238
290,38.07,730,45662,0.07,-1.6607235439468988,17824,0.09823337686248124
295,39.44,740,46177,0.07,-1.7301403395018795,18088,0.14813412027433515
298,38.19,750,46529,0.07,-1.693712780935322,18264,0.11727733467705548
300,36.71,760,46854,0.07,-1.622076850712422,18424,0.18899187073111534
304,37.69,770,47375,0.07,-1.7323318110319357,18680,0.18389949342235923
306,37.39,780,47626,0.07,-1.6963113153790317,18808,0.1577002494595945
311,39.33,790,48208,0.07,-1.7648251536750812,19096,0.10762241226620972
314,40.14,800,48602,0.07,-1.8283366339547584,19296,0.11931512865703553
318,41.14,810,48998,0.07,-1.8423283550175145,19496,0.1658604508265853
321,41.23,820,49420,0.07,-1.8422939095217463,19704,0.1518854135647416
324,40.83,830,49845,0.07,-1.870679999288956,19920,0.15169953415170312
329,40.91,840,50368,0.07,-1.924121878042591,20176,0.22513274103403091
331,40.1,850,50639,0.07,-1.8799594622669096,20312,0.16504550352692604
334,40.47,860,51001,0.07,-1.8791379453539994,20496,0.192039942368865
338,39.58,870,51433,0.07,-1.8096870491258605,20712,0.19096906669437885
340,40.23,880,51749,0.07,-1.853762321022064,20872,0.1647957230452448
343,37.91,890,52099,0.07,-1.7263300179263696,21048,0.15472472342662513
346,37.17,900,52419,0.07,-1.7043913320741253,21208,0.13319846708327532
