rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates
0.9806095,10,0,-4.982556957464001,834,82.4,,
0.9657527500000003,20,1,-4.3246013132642425,1473,72.65,,
0.9497799999999998,30,2,-4.2172325111007005,2160,71.0,,
0.9362485,40,3,-4.0892409680983155,2742,67.55,,
0.9201130000000002,50,3,-4.098352719166006,3436,67.72,,
0.9010944999999999,60,4,-4.300821861338736,4254,69.9,,
0.86926525,70,6,-4.983451651699598,5623,79.32857142857142,,
0.8479217500000001,80,7,-5.007154085672846,6541,80.7625,,
0.8283452499999999,90,9,-5.136654407760095,7383,81.03333333333333,,
0.8143720000000002,100,9,-4.945723251789064,7984,78.84,,
0.8000965000000002,110,10,-4.841292595095931,8598,76.64,,
0.7883552500000002,120,11,-4.821051999048301,9103,75.3,,
0.7719872499999998,130,12,-4.876057678797012,9807,75.47,,
0.7494115000000001,140,16,-5.152676199503117,10778,79.36,0.10148547045355372,384
0.7281610000000003,150,21,-5.353694788558231,11692,81.56,0.10148921342624817,840
0.7085612499999998,160,25,-5.323205688364639,12535,81.81,0.17526369166444056,1264
0.6910539999999998,170,29,-4.8600774459780505,13288,75.65,0.07502399000804871,1640
0.6674785000000002,180,34,-4.904435968495198,14302,76.61,0.12980527189210989,2144
0.6503199999999998,190,38,-4.702647414817862,15040,75.57,0.10412236396223307,2512
0.6309295000000004,200,42,-4.829167613145824,15874,77.9,0.14080476108938456,2936
0.610795,210,47,-4.920698258495819,16740,80.42,0.09515459323301911,3368
0.59361325,220,50,-4.980956053503976,17479,82.76,0.11370747233740985,3736
0.572014,230,55,-5.037311326790799,18408,85.01,0.08795381698291749,4200
0.5536930000000002,240,60,-4.801501975584927,19196,83.18,0.1494046775624156,4592
0.54009175,250,63,-4.4912466994023665,19781,79.89,0.08891650347504765,4888
0.5258627500000002,260,66,-4.320569489127735,20393,77.58,0.12216569669544697,5192
0.501892,270,72,-4.416618198750203,21424,80.36,0.11440718430094421,5704
0.4794789999999999,280,77,-4.378482353363682,22388,79.86,0.09642689814791083,6192
0.4540202499999998,290,83,-4.584780256829393,23483,83.43,0.0634925034828484,6736
0.43883800000000006,300,86,-4.47074003171086,24136,81.62,0.15050140547100455,7064
0.41586699999999976,310,92,-4.548990855814649,25124,82.84,0.1331314672715962,7560
0.39503500000000014,320,97,-4.626862540596714,26020,84.41,0.08827409741934389,8008
0.3710410000000004,330,102,-4.6777321296841,27052,85.44,0.15768366400152445,8520
0.32670325,340,113,-5.2513292422120585,28959,96.63,0.09745665232185274,9472
0.28836399999999984,350,122,-5.765369922830696,30608,107.27,0.15557667496614158,10296
0.27325149999999987,360,126,-5.759457071531074,31258,107.65,0.10555017984006554,10624
0.24414250000000026,370,133,-5.820648112642545,32510,109.86,0.12459615292027593,11248
0.2290300000000003,380,137,-5.601536855216034,33160,106.72,0.12043724837712944,11576
0.20603574999999996,390,142,-5.445183917523427,34149,105.66,0.07119473454076797,12072
0.17323000000000033,400,150,-5.761296055498811,35560,113.24,0.11950493010226637,12776
0.1413077500000003,410,157,-5.8459386842941266,36933,117.09,0.07970735128037632,13464
0.10857175000000008,420,165,-6.076688258608373,38341,122.21,0.0601503731450066,14168
0.07,430,174,-6.384889746281976,40115,129.63,0.15621462557464838,15056
0.07,440,184,-6.351073140178637,41993,129.34,0.09801768139004707,15992
0.07,450,193,-6.300433871069482,43558,128.5,0.11631715251132846,16776
0.07,460,203,-6.928139438138027,45430,140.72,0.06480413372628391,17712
0.07,470,207,-6.739367396135948,46285,136.75,0.05087595043005422,18136
0.07,480,213,-6.943623829862084,47391,141.31,0.11388570471899584,18688
0.07,490,219,-6.979627463828185,48427,141.78,0.07353722432162613,19208
0.07,500,224,-6.827897403802257,49457,137.97,0.06569489662069827,19728
0.07,510,233,-6.996521268722259,51124,140.91,0.12224732339382172,20560
0.07,520,241,-6.963683447553828,52565,141.24,0.06500683643389493,21280
0.07,530,246,-6.5132279358849186,53480,132.65,0.05463107459945604,21736
0.07,540,254,-6.278078783939601,55057,129.64,0.07399645738769323,22528
0.07,550,262,-6.161021502343548,56515,128.57,0.0720943242777139,23256
0.07,560,270,-5.838497004468917,57938,124.08,0.05657242290908471,23968
0.07,570,276,-5.8766109319477255,59079,126.94,0.07403500226791948,24536
0.07,580,282,-5.868415768519785,60273,127.82,0.10776519076898694,25136
0.07,590,288,-5.812147592683601,61312,127.85,0.07291520992293954,25648
0.07,600,295,-5.8308197922438625,62552,129.95,0.07405903676408343,26272
0.07,610,298,-5.276018534344117,63186,119.62,0.08152290876023471,26592
0.07,620,303,-5.027329235377877,64165,115.0,0.08248443808406591,27080
0.07,630,306,-4.7838529940657875,64584,110.04,0.11549564526649192,27288
0.07,640,312,-4.579205891464621,65738,105.81,0.14198378194123507,27864
0.07,650,318,-4.452783866157202,66926,103.11,0.12561191228451207,28456
0.07,660,325,-4.368427538257458,68099,100.61,0.04006376082543284,29048
0.07,670,328,-4.166336255743481,68635,94.56,0.09252874305821024,29312
0.07,680,331,-3.940136340349359,69262,88.89,0.10036011220654473,29624
0.07,690,338,-4.154890297502714,70681,92.69,0.12719428323907778,30336
0.07,700,354,-4.994767351002757,73543,108.91,0.09202827585977502,31768
0.07,710,364,-5.565940293149602,75497,122.11,0.0917726025218144,32744
0.07,720,373,-5.937973952930091,77152,128.87,0.09266473638126627,33568
0.07,730,384,-6.725474993100359,79145,144.61,0.10274891680455767,34568
0.07,740,394,-7.154273680490998,81081,152.43,0.06656085385475308,35536
0.07,750,407,-7.80186122414366,83497,164.71,0.08506864307855722,36744
0.07,760,414,-7.887801115817555,84914,167.15,0.07457725796848536,37456
0.07,770,421,-8.1646584136229,86132,173.97,0.07570130523527041,38064
0.07,780,430,-8.6319941507263,87802,184.4,0.06783408127375878,38896
0.07,790,437,-8.580028593288695,89223,184.42,0.10402574442559853,39608
0.07,800,444,-7.764068443495081,90570,169.27,0.09580968949012458,40280
0.07,810,453,-7.5734243814221704,92137,165.4,0.058577714749844745,41064
0.07,820,461,-7.428268519548036,93625,163.73,0.06898747009108774,41808
0.07,830,469,-7.242561828282935,95294,160.49,0.11651058541610837,42640
0.07,840,477,-6.963859432191742,96649,154.68,0.10494123463286087,43320
0.07,850,485,-6.464666518741431,98091,144.94,0.06871324358507991,44040
0.07,860,489,-6.213407816383126,98862,138.48,0.05877044014050625,44424
0.07,870,492,-6.005164072353262,99514,132.82,0.060606391984038055,44752
0.07,880,494,-5.462811073246095,99919,120.17,0.041820030310191214,44952
0.07,890,500,-5.3701932683745826,100954,116.31,0.059395800868514925,45472
0.07,900,506,-5.376247023061093,102046,113.76,0.022728933428879827,46016
0.07,910,511,-5.224760815517768,103054,108.17,0.09821980184642598,46520
0.07,920,518,-5.181690694745688,104310,105.85,0.11614531348459423,47152
0.07,930,522,-4.773802126342585,105095,97.01,0.08065338904270902,47544
0.07,940,525,-4.413189860664471,105759,90.1,0.0867782126297243,47872
0.07,950,530,-4.131735585495616,106535,83.44,0.1268467984336894,48264
0.07,960,537,-4.336966402729758,107826,88.64,0.07951187225989997,48912
0.07,970,548,-4.955980827816103,109914,103.0,0.07109073153696954,49952
0.07,980,555,-5.35351340812762,111263,112.44,0.04211341548943892,50624
0.07,990,567,-5.756316681716612,113386,123.32,0.09065432217903435,51688
0.07,1000,576,-5.974947191795365,115181,130.35,0.0328059212770313,52584
0.07,1010,586,-6.29523233685878,117048,138.94,0.06139825421269052,53520
0.07,1020,592,-6.180341072278767,118149,137.39,0.04291140619898215,54072
0.07,1030,599,-6.355624961554441,119453,142.58,0.08195381381665356,54720
0.07,1040,608,-6.781001171434175,121174,153.15,0.041715324303368106,55584
0.07,1050,622,-7.4395762487402735,123731,170.96,0.07357026182580739,56864
0.07,1060,635,-7.8853618485963315,126129,182.03,0.07310933418921195,58064
0.07,1070,638,-7.2634229732391695,126768,167.54,0.03251577424816787,58376
0.07,1080,647,-7.463191449072842,128518,171.55,0.06318552792072296,59256
0.07,1090,656,-7.300902301239058,130121,166.35,0.06360315991332754,60056
0.07,1100,667,-7.487194070148284,132127,168.46,0.07179588128929026,61056
0.07,1110,678,-7.649584927604343,134158,170.1,0.07313176852767356,62072
0.07,1120,691,-8.291271332710679,136588,183.39,0.10401305758568924,63288
0.07,1130,704,-8.858232066328554,139030,194.77,0.053553331454168074,64512
