rollout/exploration_rate,time/total_timesteps,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/n_updates,train/loss
0.9769825,990,10,1,98.0,-5.258571878501288,,
0.9525467499999999,2041,20,2,101.05,-5.156440787226382,,
0.9403405,2566,30,3,84.53333333333333,-4.297775157385861,,
0.9258557500000001,3189,40,3,78.725,-3.9806857524925476,,
0.9125567500000002,3761,50,4,74.22,-3.6467443449843775,,
0.8976535000000001,4402,60,5,72.36666666666666,-3.5632440620191934,,
0.8772864999999999,5278,70,7,74.4,-3.6678427959829314,,
0.8615462500000001,5955,80,8,73.4375,-3.5531207445154904,,
0.8491307499999998,6489,90,9,71.1,-3.479373554043781,,
0.83229775,7213,100,10,71.13,-3.472271827869124,,
0.8128839999999997,8048,110,11,69.58,-3.328495037690982,,
0.7959115000000001,8778,120,13,66.37,-3.211111054225843,,
0.7638962499999999,10155,130,15,74.89,-3.6768564956192216,72,0.11242400281480514
0.7370192499999999,11311,140,23,80.22,-3.970456010731827,648,0.11142150183150079
0.6904494999999999,13314,150,38,94.53,-4.864801907874242,1656,0.21233694441616535
0.66792025,14283,160,45,97.81,-5.096985996985697,2136,0.05609029084735084
0.6374395000000002,15594,170,54,102.16,-5.253335917842145,2792,0.08353001131035853
0.5995652500000004,17223,180,66,111.68,-5.7947372516004485,3608,0.12083235135651194
0.5776637499999999,18165,190,73,115.76,-5.872873446267197,4080,0.0850002383813262
0.5637835000000003,18762,200,77,114.49,-5.7866075345164845,4376,0.09503112081438303
0.5362787500000004,19945,210,86,117.97,-5.962921077598245,4968,0.12201317894505337
0.5082392499999999,21151,220,95,122.73,-6.07869027359688,5568,0.06769817625172436
0.4740850000000002,22620,230,106,123.65,-6.036747365114669,6304,0.10514585388591513
0.4487890000000002,23708,240,114,122.97,-5.992339784505337,6848,0.09608400391880423
0.42981700000000034,24524,250,120,111.1,-5.246614880452996,7256,0.10759775765473023
0.4080084999999999,25462,260,127,110.79,-5.09847022465405,7728,0.0685497282538563
0.3908035000000003,26202,270,133,105.08,-4.8405684038017975,8096,0.10664249840192497
0.37194775000000013,27013,280,139,96.9,-4.396870919333502,8504,0.052982834284193814
0.3400255000000001,28386,290,150,101.21,-4.634207725294497,9192,0.13310981006361544
