rollout/exploration_rate,time/total_timesteps,time/time_elapsed,time/episodes,rollout/ep_rew_mean,rollout/ep_len_mean,train/n_updates,train/loss
0.9443162500000002,2395,2,10,12.748491022859275,238.5,,
0.8922130000000001,4636,5,20,11.66626382911888,230.8,,
0.8410165000000003,6838,8,30,11.43782852674209,226.93333333333334,,
0.7831239999999999,9328,11,40,11.546872140007025,232.2,,
0.7281377500000001,11693,20,50,11.781012179893974,232.86,840,0.019081190231872824
0.6675482500000001,14299,34,60,12.41550190625188,237.31666666666666,2144,0.019193330025245814
0.60196,17120,48,70,12.422710969659038,243.57142857142858,3552,8.362223525182344e-05
0.53221,20120,64,80,12.573288387863467,250.5,5056,0.009951863743481226
0.46476175,23021,79,90,12.508021994824981,254.7888888888889,6504,0.02980455667966453
0.4097755000000002,25386,92,100,12.246651678020296,252.86,7688,0.00032618193290545605
0.3400255000000001,28386,109,110,12.255288131660013,258.91,9192,0.010240456551400712
0.27457675000000026,31201,125,120,12.427882761059736,264.65,10600,0.0011093947541667148
0.20482675000000028,34201,142,130,12.577026649150056,272.63,12096,0.0005867129038961139
0.14202850000000034,36902,157,140,12.4894218763518,274.74,13448,0.011827497248305008
0.07227850000000025,39902,173,150,12.465183877934816,281.09,14944,0.010936983009742107
0.07,42902,189,160,12.16005358580935,285.03,16448,0.011318362776364665
0.07,45902,205,170,12.184501361192225,286.82,17944,0.011554925331438426
0.07,48902,221,180,12.06402141525412,286.82,19448,0.012429951362719294
0.07,51603,235,190,11.954689309052599,284.82,20800,0.02282548011862673
0.07,54412,250,200,12.06332398023028,289.26,22200,0.0011667685612337664
0.07,56633,262,210,11.686842300085068,281.47,23312,0.0011631737215793692
0.07,58855,274,220,11.359757451611303,275.54,24424,0.01282742452895036
0.07,60842,285,230,10.948977210903672,265.41,25416,0.0011096666712546721
0.07,63587,299,240,11.004012726767646,265.85,26792,0.01320877461694181
0.07,66587,315,250,11.050272568756743,265.85,28288,0.001077159700798802
0.07,69587,331,260,11.034144756699588,265.85,29792,0.0011163143790327013
0.07,72106,345,270,10.829012498498797,261.04,31048,0.01350796410406474
0.07,74924,360,280,10.736788151359919,259.22,32456,0.0011330175184411928
0.07,77871,376,290,10.766708661933942,261.68,33928,0.0010294052408426069
0.07,80474,390,300,10.781436010182142,259.62,35232,0.02625531937519554
0.07,83053,404,310,10.941271719600365,263.2,36520,0.0010613451959216036
0.07,85788,418,320,11.217644558540178,268.33,37888,0.001050508042681031
0.07,88206,431,330,11.449878099020925,272.64,39096,0.013858609687304124
0.07,90700,444,340,11.353060804638819,270.13,40344,0.000996692710032221
0.07,93436,459,350,11.18243899881165,267.49,41712,0.001181100495159626
0.07,96436,475,360,11.0899129980171,267.49,43216,0.02715462402557023
0.07,99436,491,370,11.18039649840544,272.3,44712,0.016017813941289205
0.07,101528,502,380,10.811106263747952,265.04,45760,0.0286730879888637
0.07,104528,518,390,10.813647493254589,265.57,47256,0.014972420627600513
0.07,106996,531,400,10.681470635072639,264.22,48496,0.0009116838264162652
0.07,109714,546,410,10.674340848502968,265.61,49856,0.0009829486371017992
0.07,112714,562,420,10.697829515115096,268.26,51352,0.014143371488898993
0.07,115140,575,430,10.554102850247872,268.34,52568,0.014959698935854249
0.07,117873,589,440,10.489069224186919,270.73,53936,0.0006680378792225383
0.07,120583,603,450,10.322482054158579,270.47,55288,0.013864444801583886
0.07,123026,617,460,9.957538912722203,264.9,56512,0.013901575141062494
0.07,125466,630,470,9.588013251825291,259.3,57728,0.0005460308457259089
0.07,128466,646,480,9.940795445274029,268.38,59232,0.0006165379818412475
0.07,130884,659,490,9.614683857056438,262.56,60440,0.0004450718406587839
0.07,133884,675,500,9.550469661067485,267.88,61936,0.026844857515243348
0.07,136591,689,510,9.289900018370794,267.77,63288,0.0139889219935867
0.07,139591,705,520,9.015872805577208,267.77,64792,0.01392865663729026
0.07,142186,719,530,8.730446154775212,269.46,66088,0.0006663740023213904
0.07,144369,731,540,8.384942644704187,263.96,67184,0.013755228854279267
0.07,145748,738,550,7.964230642570511,250.65,67872,0.00044390367474989034
0.07,148004,750,560,8.037286781354224,248.78,69000,0.014010820490511833
0.07,150989,766,570,8.340937004633016,254.23,70488,0.026120084687136114
0.07,153989,782,580,8.351729429710874,254.23,71992,0.0006609212287003174
0.07,156989,798,590,8.6758098575244,260.05,73488,0.013894890813389793
0.07,159989,815,600,8.863420207835569,260.05,74992,0.02646541221474763
0.07,162989,831,610,9.112932833814119,262.98,76488,0.000563232406420866
0.07,165694,845,620,9.226585768621831,260.03,77840,0.013198497053963365
0.07,168694,861,630,9.757627496114305,264.08,79344,0.0005824685540574137
0.07,171150,874,640,10.038864443888292,266.81,80568,0.013138771770172752
0.07,174150,890,650,10.621839784474682,283.02,82072,0.0008701569749973714
0.07,177150,906,660,10.847842548787291,290.46,83568,0.0004538154971669428
0.07,179867,921,670,10.735573887748187,287.78,84928,0.0006550889811478555
0.07,182867,937,680,10.613756545561321,287.78,86432,0.0005271610461932141
0.07,185867,953,690,10.847296304297586,287.78,87928,0.000513819622938172
0.07,188568,967,700,10.743721088507732,284.79,89280,0.012763672351866262
0.07,191568,983,710,10.863969969456921,284.79,90776,0.013777109790680697
0.07,194269,998,720,10.915026333464864,284.75,92128,0.0004939975806337316
0.07,197269,1014,730,10.89704364213756,284.75,93632,0.00037860578049730975
0.07,200269,1030,740,11.168847717856986,290.19,95128,0.00041307775063614827
