time/total_timesteps,rollout/exploration_rate,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,train/n_updates,train/loss
2388,0.9444790000000003,237.8,2,15.12464860896848,10,,
4404,0.8976069999999998,219.2,4,12.863010781692196,20,,
6258,0.8545014999999998,207.6,7,12.204707986765913,30,,
8290,0.8072575000000001,206.25,10,12.20286542246537,40,,
10770,0.7495975000000002,214.4,16,12.988638184576962,50,384,0.037939860916594625
12517,0.70897975,207.61666666666667,24,12.425446769595018,60,1256,0.0288017699822376
13458,0.6871015000000003,191.25714285714287,29,11.106106236005713,70,1728,0.04829665796023619
14307,0.66736225,177.8375,33,10.172721995981126,80,2152,0.01948815975083562
14706,0.6580855000000001,162.4,35,9.231409584759637,90,2352,0.019613655022112653
15173,0.6472277500000002,150.73,37,8.51676534879446,100,2584,0.057820584828732535
15579,0.6377882499999998,130.91,39,7.151571830890398,110,2784,0.02899560206424212
15958,0.6289764999999998,114.54,41,6.2439635440218355,120,2976,0.09625290237454465
16359,0.6196532499999998,100.01,43,5.283043812162152,130,3176,0.07726854005886707
16759,0.6103532500000002,83.69,45,4.213396984735014,140,3376,0.02933177351951599
17071,0.6030992500000003,62.01,47,2.724763372426769,150,3528,0.019915842873160727
17518,0.5927064999999998,49.01,49,1.9251661449895274,160,3752,0.08702395763248205
17848,0.5850340000000002,42.9,51,1.7276562560164725,170,3920,0.07689041711273603
18459,0.5708282499999999,40.52,54,1.6133851299737947,180,4224,0.0680306189606199
19008,0.5580639999999999,42.02,57,1.6225570655462929,190,4496,0.058513206808129326
19482,0.5470435,42.09,59,1.5951398582588874,200,4736,0.08699504744436126
20036,0.5341629999999998,43.57,62,1.6391435945966546,210,5016,0.0778417952824384
20587,0.5213522500000001,45.29,65,1.683146168022503,220,5288,0.05944741496932693
21081,0.5098667500000003,46.22,67,1.7212657429048024,230,5536,0.12545535969547927
21635,0.49698624999999996,47.76,70,1.7740100345946646,240,5816,0.06943068309919909
22224,0.48329200000000005,50.53,74,1.8774418930274934,250,6104,0.13601384760113433
22699,0.47224825000000004,50.81,76,1.8740430496464313,260,6344,0.07925468764733523
23149,0.4617857500000001,52.01,78,1.889185419826332,270,6568,0.06139442516723648
23473,0.4542527500000003,49.14,80,1.7379478969037567,280,6736,0.07001822825986892
23927,0.4436972499999998,48.19,83,1.7241868479770615,290,6960,0.14510768052423373
24299,0.4350482499999999,47.17,85,1.677889491968889,300,7144,0.1537201068131253
24714,0.42539950000000026,45.78,87,1.6556722621016635,310,7352,0.09994565602391958
25024,0.418192,43.37,89,1.5591688037977836,320,7504,0.10924256476573646
25438,0.40856649999999994,42.57,91,1.5207400678736218,330,7712,0.1280511518707499
25717,0.4020797500000003,39.82,92,1.4136703241286712,340,7856,0.10938535211607814
25912,0.39754600000000007,35.88,93,1.2465588709293334,350,7952,0.11934826313517988
26217,0.39045474999999996,34.18,95,1.1893268852307068,360,8104,0.12958193151280284
26566,0.3823405000000001,33.17,97,1.1874247709537513,370,8280,0.1209428661968559
26809,0.3766907500000002,32.36,98,1.1684997392710565,380,8400,0.10112681705504656
27147,0.3688322500000003,31.2,100,1.1176544083683297,390,8568,0.0739191573811695
27477,0.3611597500000002,30.78,102,1.0812879999411393,400,8736,0.1451326608657837
27744,0.35495200000000027,29.3,103,1.0081603089609568,410,8864,0.1397088400553912
28114,0.3463495000000002,29.9,105,1.0368209843744014,420,9056,0.13956877076998353
28540,0.3364449999999999,30.02,108,1.030307809028946,430,9264,0.16644286480732262
28846,0.3293305000000002,30.29,109,1.0294426270635346,440,9416,0.13186712563037872
29131,0.32270425000000014,31.19,111,1.063712680288107,450,9560,0.13921556249260902
29362,0.31733350000000005,30.45,112,1.0559143393622061,460,9680,0.17463686887640506
29619,0.31135825000000017,29.53,113,1.001563853209478,470,9808,0.11364396661520004
29957,0.30349974999999985,30.48,115,1.0312742865773155,480,9976,0.16998767270706594
30185,0.2981987500000002,29.38,116,0.9849698988159925,490,10088,0.12498441874049604
30526,0.2902704999999999,29.49,118,0.9899870871229217,500,10256,0.21389458002522588
30727,0.28559725000000025,28.83,119,0.9550134325634073,510,10360,0.1607285849750042
31050,0.27808750000000004,28.36,121,0.9562627788329234,520,10520,0.25084968097507954
31322,0.27176350000000005,26.82,123,0.9386912588623679,530,10656,0.16987736686132848
31534,0.2668345000000002,25.88,124,0.9126814500216633,540,10760,0.1719555191230029
31838,0.25976650000000034,26.07,126,0.9271395729672394,550,10912,0.2338926624506712
32155,0.2523962500000001,26.93,127,0.9429126994154063,560,11072,0.17886295076459646
32402,0.2466535000000002,26.83,129,0.9430634577260277,570,11200,0.17360652517527342
32670,0.2404225000000001,26.13,130,0.920618644421151,580,11328,0.1262645530514419
32868,0.2358189999999999,25.83,131,0.9082819977813148,590,11432,0.15384353790432215
33130,0.2297275000000003,25.04,133,0.9039088722747131,600,11560,0.15068094339221716
33376,0.22400799999999998,25.49,134,0.9216272645649691,610,11680,0.24927389342337847
33598,0.21884650000000017,24.48,135,0.8744557357313559,620,11792,0.17089048773050308
33837,0.21328974999999994,24.15,137,0.853692292407917,630,11912,0.1355437831953168
34017,0.20910474999999995,23.83,138,0.8369630958663313,640,12008,0.20639868499711156
