rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,train/n_updates,train/loss
0.9475712499999999,10,2255,224.5,11.422707079978565,2,,
0.8961189999999999,20,4468,222.4,10.580468298474148,4,,
0.8400400000000001,30,6880,228.33333333333334,11.669027920824728,8,,
0.7823567500000002,40,9361,233.025,11.86139312456334,11,,
0.7324157500000003,50,11509,229.18,11.862227548548365,19,752,5.959981535852421e-05
0.67210525,60,14103,234.05,12.2410021375394,32,2048,0.02823552197241952
0.6362304999999999,70,15646,222.5142857142857,11.4138213312427,40,2816,0.019148484941979405
0.5917532500000002,80,17559,218.4875,10.957475992416917,50,3776,0.019116314510029042
0.5403010000000004,90,19772,218.6888888888889,10.69470476218935,61,4880,0.03827414239640348
0.4910110000000001,100,21892,217.92,10.429948650709136,72,5944,0.029251576255774125
0.43883800000000006,110,24136,217.81,10.156837966372175,84,7064,0.010670509982446674
0.3955000000000001,120,26000,214.32,9.8739552085477,94,7992,0.030173876861226745
0.3408857500000001,130,28349,213.69,9.337361225721777,107,9168,0.05094525161257479
0.2898287500000001,140,30545,210.84,8.865349162508762,119,10272,0.01184259656292852
0.2365164999999998,150,32838,212.29,8.473912804884655,131,11416,0.031805707068997435
0.17992600000000025,160,35272,210.69,7.869236908874567,144,12632,0.022437348874518648
0.11810425000000002,170,37931,221.85,8.079057642122335,158,13960,0.0024008835898712277
0.07,180,40232,225.73,8.025003687527583,170,15112,0.014118744875304401
0.07,190,42947,230.75,8.018548498446126,184,16472,0.03475807618815452
0.07,200,45154,231.62,7.900097728752817,195,17576,0.024358672875678167
0.07,210,47900,236.64,7.875534499708315,210,18944,0.02481281480868347
0.07,220,50015,239.15,7.8112960148530695,221,20000,0.02542134321993217
0.07,230,52409,239.6,7.655477395312745,233,21200,0.02522408068762161
0.07,240,54171,235.26,7.422186463555512,243,22080,0.025841338210739195
0.07,250,55409,224.71,6.998630210070259,249,22704,0.026880409655859694
0.07,260,56653,212.81,6.559453698331463,256,23320,0.03810017855721526
0.07,270,58628,205.97,6.27951532508599,266,24312,0.03741080759209581
0.07,280,59884,195.52,5.929513083490192,272,24936,0.060504852066515014
0.07,290,62128,190.81,5.694302019037631,284,26056,0.026333741028793156
0.07,300,64524,192.7,5.677518987959251,296,27256,0.038361050974344835
0.07,310,67312,193.12,5.604764324840089,311,28648,0.02729027409804985
0.07,320,69469,193.54,5.583967197759897,322,29728,0.015003444364992902
0.07,330,71243,187.34,5.400404734421353,331,30616,0.02765441019437276
0.07,340,73871,196.0,5.549192767016649,345,31928,0.02794834494125098
0.07,350,75451,199.42,5.60999168731072,353,32720,0.039314214925980195
0.07,360,77899,211.46,5.88824800816352,366,33944,0.02759568896726705
0.07,370,79635,209.07,5.754144284763583,375,34816,0.06292770418804139
0.07,380,80919,209.35,5.7677972133939654,382,35456,0.0027299517823848873
0.07,390,82757,205.29,5.633511084251645,391,36376,0.027258276706561446
0.07,400,83963,193.39,5.317315093268103,397,36976,0.051499417750164866
0.07,410,86022,186.1,5.066615207532543,408,38008,0.01487992942566052
0.07,420,87733,181.64,4.897073708267991,417,38864,0.06197920272825286
0.07,430,90238,188.95,5.009792144203493,430,40112,0.026168244949076325
0.07,440,91667,176.96,4.721310766538185,438,40832,0.038236356660490856
0.07,450,93939,183.88,4.858574952118672,449,41968,0.05045049186446704
0.07,460,95890,178.91,4.726934956888946,459,42944,0.05100475391373038
0.07,470,97704,179.69,4.799449393032914,469,43848,0.03857489029178396
0.07,480,99995,189.76,5.0152867808435015,481,44992,0.06255037849768996
0.07,490,102619,197.62,5.244142022600402,494,46304,0.03803258441621438
0.07,500,105128,210.65,5.561467984741164,507,47560,0.039002269302727655
0.07,510,107773,216.51,5.748859048056752,521,48880,0.08632201614091173
0.07,520,109996,221.63,5.93165173046371,532,49992,0.03681920866074506
0.07,530,111259,209.21,5.669825425681369,539,50624,0.0366854410385713
0.07,540,113163,213.96,5.798903720998103,549,51576,0.013477125801728107
0.07,550,114230,201.91,5.549473424626729,554,52112,0.06281128179398365
0.07,560,115747,197.57,5.4413051956571135,562,52872,0.02507373216212727
0.07,570,117701,198.97,5.464763497023517,572,53848,0.013690759951714426
0.07,580,119521,194.26,5.344456157955679,582,54760,0.07147949784848606
0.07,590,121671,189.52,5.2089957236923405,593,55832,0.025124274994595908
0.07,600,123750,185.22,5.070178478873967,604,56872,0.04727089931839146
0.07,610,125191,173.18,4.7509194468190135,611,57592,0.08321116847218946
0.07,620,126716,166.2,4.530887223917072,619,58352,0.03628707386087626
0.07,630,127794,164.35,4.466152413677493,625,58896,0.04737283458234742
0.07,640,129822,165.59,4.52364667084357,636,59904,0.07182719801494386
0.07,650,131606,172.76,4.646586799246561,645,60800,0.0020495609714998864
0.07,660,133169,173.22,4.65143925636057,653,61584,0.03503000093769515
0.07,670,135068,172.67,4.74841683091891,662,62528,0.0356814966944512
0.07,680,137435,178.14,5.1203249691590536,675,63712,0.0359540686768014
0.07,690,139681,179.1,5.138857720976452,686,64840,0.035687222523847595
0.07,700,141030,171.8,4.953710751735876,694,65512,0.05683218674676027
0.07,710,142133,168.42,4.893583613364991,699,66064,0.03556734786980087
0.07,720,143183,163.67,4.784855189917581,705,66584,0.081511659474927
0.07,730,144334,164.4,4.7778362593309955,711,67160,0.035662411464727484
0.07,740,145662,157.4,4.5462459737349,718,67824,0.013320125610334799
0.07,750,147324,156.18,4.517206290874973,726,68656,0.02359158470062539
0.07,760,149214,159.45,4.587580097336963,736,69600,0.047625784209230915
0.07,770,150484,153.16,4.273653365804887,743,70240,0.056577433861093596
0.07,780,151833,142.98,3.797621670514515,750,70912,0.07052844870486297
0.07,790,153638,138.57,3.660009111610094,759,71816,0.09093640602077357
0.07,800,154948,138.18,3.674613852930495,766,72472,0.04648461008036975
0.07,810,155799,135.66,3.5926792326596306,770,72896,0.10070368932792917
0.07,820,157596,143.13,3.780392799425859,780,73792,0.01224080862448318
0.07,830,158772,143.38,3.808694139305558,786,74384,0.02443996512738522
0.07,840,159940,141.78,3.780031883764438,792,74968,0.0245932471298147
0.07,850,161890,144.66,3.8698553640198994,802,75944,0.03693031492002774
0.07,860,163304,139.9,3.7692201713547364,809,76648,0.013748608354944736
0.07,870,164853,142.69,3.89917308932016,818,77424,0.0682215599808842
0.07,880,166497,145.64,3.9313630894926153,826,78248,0.08015274241915904
0.07,890,167760,140.22,3.83306762986424,832,78872,0.05758591971243732
0.07,900,169335,142.87,3.8706553239421884,841,79664,0.07991276317625307
0.07,910,170850,149.51,4.008414593560015,848,80424,0.024452861223835498
0.07,920,172547,148.51,3.940941677559482,857,81272,0.03660107062023599
0.07,930,173845,149.73,3.9785449819099727,864,81920,0.04481549502816051
0.07,940,175207,151.67,4.009383263515007,871,82600,0.023681380742345937
0.07,950,176454,144.64,3.8319634017891375,878,83224,0.07886333763599396
0.07,960,177752,143.48,3.78035010608493,884,83872,0.033648119861027226
0.07,970,179692,147.39,3.7989409507244885,895,84840,0.09977592231007293
0.07,980,180728,141.31,3.682266459220196,900,85360,0.01320135046262294
0.07,990,181959,140.99,3.676310437708344,907,85976,0.08095335238613188
0.07,1000,182962,135.27,3.5525425549270193,912,86480,0.025557755667250603
0.07,1010,184002,130.52,3.4708407563733887,917,87000,0.06723746444185963
0.07,1020,185392,127.45,3.463386044510798,924,87688,0.10587077957461588
0.07,1030,186789,128.44,3.497414880160783,932,88392,0.057005808674148284
0.07,1040,189093,137.86,3.779939347068953,943,89544,0.036139173607807606
0.07,1050,190545,139.91,3.8883555010130664,951,90272,0.04619822005042806
0.07,1060,191961,141.09,3.8978265555048623,958,90976,0.11043670625076629
0.07,1070,193824,140.32,3.8662480978740423,968,91904,0.005705909774405882
0.07,1080,195517,146.89,4.06022246830397,977,92752,0.03529086349590216
0.07,1090,196704,146.45,4.003918000683298,983,93344,0.0462580225430429
0.07,1100,198563,155.01,4.1888785221775295,992,94280,0.09996872692136094
0.07,1110,199474,153.72,4.154925226637266,997,94736,0.10621919436380267
