rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,rollout/exploration_rate,time/episodes,rollout/ep_len_mean,train/n_updates,train/loss
-4.763230055643142,65647,438,0.07,640,96.09,27816,0.10918672959087417
-4.914670634497171,66665,446,0.07,650,99.29,28328,0.07827694417210296
-4.978386153119098,67636,454,0.07,660,100.83,28816,0.09688265022123232
-5.042126102530295,68650,463,0.07,670,102.39,29320,0.055482011288404465
-5.321162592494096,70280,476,0.07,680,110.28,30136,0.10833498672582209
-5.303058987155389,71443,485,0.07,690,109.55,30720,0.07908851752290502
-5.175383993085261,72551,494,0.07,700,110.1,31272,0.08953813015250489
-5.2402884396628595,74370,509,0.07,710,115.06,32184,0.07317264116136357
-5.464478739429143,76008,522,0.07,720,122.2,33000,0.08736306085484102
-5.854381907248482,77847,537,0.07,730,130.99,33920,0.043929407314863056
-5.711432068865559,78613,543,0.07,740,128.66,34304,0.11451617418788373
-5.93633089216132,80347,557,0.07,750,135.82,35168,0.07838384190108627
-6.15866696619163,81876,570,0.07,760,141.4,35936,0.0628680930531118
-6.716485012060317,84006,587,0.07,770,152.56,37000,0.05418317537987605
-6.703511755631328,85352,598,0.07,780,149.72,37672,0.1114718479802832
-6.6780365846262795,86486,607,0.07,790,149.43,38240,0.117321181751322
-6.871402192340429,87866,618,0.07,800,152.15,38928,0.083264424582012
-6.835576419491286,89356,630,0.07,810,148.86,39672,0.14046429470181465
-6.544748029151136,90437,639,0.07,820,143.29,40216,0.08162470837123692
-6.19301421316439,91483,648,0.07,830,135.36,40736,0.10123073728755116
-6.685432273054923,93405,663,0.07,840,146.92,41696,0.14802928664721549
-6.69534697236953,94926,676,0.07,850,144.79,42456,0.06307461965479888
-6.722907557860279,96454,688,0.07,860,144.78,43224,0.044561737100593746
-6.613470868073434,98411,704,0.07,870,143.05,44200,0.0736531155416742
-6.334777043742762,99255,711,0.07,880,138.03,44624,0.0882021434372291
-6.453522739334006,100647,722,0.07,890,140.61,45320,0.053013281256426126
-6.3997377101047475,101831,732,0.07,900,138.65,45912,0.0928919602301903
-5.910955660436652,102386,736,0.07,910,129.3,46192,0.07330884941620752
-6.060286892273624,103654,746,0.07,920,131.17,46824,0.10354718007147312
-6.052997327172285,104444,753,0.07,930,128.61,47216,0.0544782507349737
-5.701829007826828,105739,763,0.07,940,122.34,47864,0.07256054080789909
-5.3634692325626565,106565,770,0.07,950,115.39,48280,0.07322326715802774
-5.100651274871451,107610,778,0.07,960,110.56,48800,0.07119994552340358
-4.7896115792942995,108741,787,0.07,970,102.3,49368,0.08337433630367741
-5.005418843914477,110030,798,0.07,980,106.75,50008,0.0712037795165088
-4.8341387969286655,111195,807,0.07,990,104.48,50592,0.09157174971187487
-4.710355866543009,112120,815,0.07,1000,101.89,51056,0.08283110446063802
-4.923278981990761,113262,824,0.07,1010,107.76,51624,0.034318009129492566
-4.631368898762417,113823,829,0.07,1020,100.69,51904,0.062392961961450055
-4.585963675833484,114835,837,0.07,1030,102.91,52416,0.1321173404576257
-4.497130537491814,115809,845,0.07,1040,99.7,52904,0.056413453770801425
-4.477317223487913,116708,852,0.07,1050,100.43,53352,0.09422985551645979
-4.633572483951664,118043,863,0.07,1060,103.33,54016,0.05937503755558282
-4.677562988554633,119509,875,0.07,1070,106.68,54752,0.0745654783968348
-4.511232451250097,120415,882,0.07,1080,102.85,55200,0.060819223523139954
-4.597440893901836,121857,894,0.07,1090,105.62,55928,0.09603962517576292
-4.800604679175139,123074,904,0.07,1100,108.54,56536,0.06276433612219989
-5.175544595296969,124936,919,0.07,1110,115.74,57464,0.05399130444857292
-5.453988541895136,126005,928,0.07,1120,120.82,58000,0.06496954307658598
-5.426013153809581,126814,935,0.07,1130,118.79,58400,0.06706543531618081
-5.793491336153607,128403,947,0.07,1140,124.94,59200,0.04410321483737789
-6.086324835799957,129866,959,0.07,1150,130.58,59928,0.1106718901428394
-6.158564823450625,131238,970,0.07,1160,130.95,60616,0.06455549312522635
-6.290967012764809,132885,984,0.07,1170,132.76,61440,0.08597827368066646
-6.527047655300063,134228,995,0.07,1180,137.13,62112,0.08916094870073721
-6.389647249950273,135149,1002,0.07,1190,131.92,62568,0.033463351166574284
-6.442266018459509,136717,1015,0.07,1200,135.43,63352,0.05287102374131791
-6.049383155255111,137619,1022,0.07,1210,125.83,63808,0.04452940486953594
-6.083495294847271,138811,1032,0.07,1220,127.06,64400,0.09901517105754465
-6.026334549434462,139599,1038,0.07,1230,126.85,64792,0.06317399721592665
-5.62178342678081,140456,1045,0.07,1240,119.53,65224,0.044083755172323436
-5.478767268546104,141467,1054,0.07,1250,115.01,65728,0.08480283967219293
-5.035674545495144,141885,1057,0.07,1260,105.47,65936,0.07599123707041144
-4.523396984054345,142367,1061,0.07,1270,93.82,66176,0.11191292441799305
-4.3472304077474995,143423,1070,0.07,1280,90.95,66704,0.09213103220099583
-4.244387743673419,144085,1075,0.07,1290,88.36,67040,0.09375692956382409
-3.9596429581972274,144917,1081,0.07,1300,81.0,67456,0.08584559801965952
-3.87351827767004,145698,1087,0.07,1310,79.79,67848,0.12916221606428735
-3.562334597178375,146259,1091,0.07,1320,73.48,68128,0.08352531684795395
-3.459254196645765,146753,1095,0.07,1330,70.54,68376,0.10897503804881126
-3.4417095866566814,147416,1100,0.07,1340,68.6,68704,0.10245439421851188
-3.3471798333184197,148345,1108,0.07,1350,67.78,69168,0.10174452234059572
-3.3920621058724705,148907,1112,0.07,1360,69.22,69448,0.06922001868952066
-3.3024048501205616,149400,1115,0.07,1370,69.33,69696,0.0688857454515528
-3.304460938245051,150334,1122,0.07,1380,68.11,70160,0.0697141571145039
-3.2147120653493477,150835,1126,0.07,1390,66.5,70416,0.07361041038529947
-3.195792039546142,151795,1134,0.07,1400,67.78,70896,0.09796252779779024
-3.136062850265584,152450,1139,0.07,1410,66.52,71224,0.14402068383060396
-3.14532153440637,153147,1144,0.07,1420,67.88,71568,0.061912857519928366
-3.195372951711546,153770,1149,0.07,1430,69.17,71880,0.11959008412668481
-3.2097648366770772,154428,1154,0.07,1440,69.12,72208,0.08212619065307081
-3.1131517395800428,155160,1160,0.07,1450,67.15,72576,0.11823817359982058
-3.1592113883799238,155889,1166,0.07,1460,68.82,72944,0.08158117753919214
-3.445807805631943,156905,1174,0.07,1470,74.05,73448,0.0748230146127753
-3.330890546347375,157684,1180,0.07,1480,72.5,73840,0.12538689404027537
-3.3198659134748136,158290,1185,0.07,1490,73.55,74144,0.09408754031755961
-3.3165200277340374,159003,1191,0.07,1500,71.08,74496,0.10438301885733381
-3.4011230678993627,159804,1197,0.07,1510,72.54,74896,0.07429954060353339
-3.479394138488611,160461,1203,0.07,1520,72.14,75224,0.12061557755805552
-3.5115673854503253,161125,1208,0.07,1530,72.55,75560,0.07122649223310873
-3.5021737982646495,161861,1214,0.07,1540,73.33,75928,0.08138319110730663
-3.4936196788467044,162551,1220,0.07,1550,72.91,76272,0.08370684963301755
-3.45484570164087,163181,1225,0.07,1560,71.92,76584,0.06686122878454626
-3.2734192945409144,163839,1230,0.07,1570,68.34,76912,0.11928083701059222
-3.2031181774366093,164457,1235,0.07,1580,66.73,77224,0.11677642457652837
-3.344494991584633,165268,1242,0.07,1590,68.78,77632,0.1282435649773106
-3.3416332774680377,166156,1249,0.07,1600,70.53,78072,0.10004041437059641
-3.390824593698019,166954,1256,0.07,1610,70.5,78472,0.05206262890715152
-3.3165178261340973,167499,1260,0.07,1620,69.38,78744,0.0789101985283196
-3.282087779582536,167980,1264,0.07,1630,67.55,78984,0.08472132438328117
-3.794683570147376,169302,1275,0.07,1640,73.41,79648,0.09043128124903888
-3.844260363529462,170038,1281,0.07,1650,73.87,80016,0.10399145816336386
-3.8076543128691394,170573,1285,0.07,1660,72.92,80280,0.04219983331859112
-3.9160082411132175,171382,1292,0.07,1670,74.43,80688,0.06101268861675635
-3.862224290654751,171889,1296,0.07,1680,73.32,80944,0.08857571706175804
-3.730227874672772,172408,1300,0.07,1690,70.4,81200,0.05912059731781483
-3.6813620110087077,173028,1305,0.07,1700,67.72,81512,0.07159822236280888
-3.649754787375222,173680,1311,0.07,1710,66.26,81832,0.1268470137147233
-3.7371299365066886,174413,1317,0.07,1720,68.14,82200,0.10420967708341777
-3.668200321891369,174853,1320,0.07,1730,67.73,82424,0.08194695902056992
-3.1294144222781157,175596,1327,0.07,1740,61.94,82792,0.13623417040798813
-3.1170266072136714,176254,1332,0.07,1750,61.16,83120,0.0950589922722429
-3.0239940042064983,176651,1335,0.07,1760,59.78,83320,0.14590074389707297
-2.951292877507784,177322,1340,0.07,1770,58.4,83656,0.1436794452019967
-3.193271911264528,178214,1348,0.07,1780,62.25,84104,0.1364658580860123
-3.3494635581955157,178976,1354,0.07,1790,64.68,84480,0.067312776169274
-3.5399382933837757,180014,1362,0.07,1800,68.86,85000,0.10176879906794056
-3.384787241932591,180588,1367,0.07,1810,68.08,85288,0.1478600837290287
-3.529394541565046,181577,1375,0.07,1820,70.64,85784,0.053069266374222934
-3.9991035615352732,182807,1385,0.07,1830,78.54,86400,0.16476895235246047
-4.030534575035519,183455,1390,0.07,1840,77.59,86720,0.0992548018693924
-4.038576648438262,184074,1395,0.07,1850,77.2,87032,0.08109866781160235
-4.087914119627463,184580,1400,0.07,1860,78.29,87288,0.09782442939467728
-4.369817750580944,185746,1409,0.07,1870,83.24,87872,0.09067048889119178
-4.355221657207329,186714,1417,0.07,1880,84.0,88352,0.09546495001995936
-4.292868187948515,187463,1423,0.07,1890,83.87,88728,0.12310671934392303
-4.254405468362182,188403,1431,0.07,1900,82.89,89200,0.08344567695166916
-4.528449181351743,189372,1439,0.07,1910,86.84,89680,0.10932210832834244
-4.680621436716639,190835,1451,0.07,1920,91.58,90416,0.15204158518463373
-4.323108248800602,191604,1457,0.07,1930,86.97,90800,0.13364932406693697
-4.273476771699831,192277,1462,0.07,1940,87.22,91136,0.10516526229912415
-4.437904478523438,193263,1470,0.07,1950,90.89,91624,0.14540235442109406
-4.5317157642068935,193983,1476,0.07,1960,93.03,91984,0.10932037921156734
-4.2549277771424325,194872,1484,0.07,1970,90.26,92432,0.08593447227030993
-4.031260884381762,195428,1488,0.07,1980,86.14,92712,0.11293433688115329
-3.9771594132830383,196054,1493,0.07,1990,84.91,93024,0.10539748636074364
-3.7438296750663933,196698,1498,0.07,2000,81.95,93344,0.129265614785254
-3.5099816127798045,197382,1504,0.07,2010,79.1,93688,0.11901820520870388
-3.1804124939247247,198058,1509,0.07,2020,71.23,94024,0.15094944462180138
-3.09683642195559,198599,1514,0.07,2030,68.95,94296,0.10920931107830256
-3.033765691490051,199237,1519,0.07,2040,68.6,94616,0.07516927336109802
-2.7645928640425397,199824,1523,0.07,2050,64.61,94904,0.12507496279431507
