train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
9.171379588224227e-05,1000,299.0,22,0.07,10,3000,-16.992429554093086
0.0003262110985815525,2496,298.95,46,0.07,20,5999,-18.894908916481803
0.0003461362939560786,4000,298.96666666666664,70,0.07,30,8999,-19.15328381315539
