time/episodes,rollout/ep_len_mean,time/time_elapsed,time/total_timesteps,rollout/exploration_rate,rollout/ep_rew_mean,train/loss,train/n_updates
10,69.0,0,700,0.9837250000000003,3.452946782705483,,
20,65.4,1,1328,0.9691240000000001,3.3946629036625753,,
30,87.0,3,2640,0.93862,4.699538836479118,,
40,81.975,4,3319,0.9228332499999999,4.4641412728682965,,
50,81.62,5,4131,0.9039542500000001,4.379484093338472,,
60,72.95,5,4437,0.8968397499999999,3.8709101578312626,,
70,77.18571428571428,7,5473,0.8727527500000001,4.036496195776388,,
80,73.3625,8,5949,0.8616857499999999,3.7936577089977264,,
90,80.82222222222222,10,7364,0.8287870000000002,4.24315447095738,,
100,84.59,12,8559,0.8010032499999999,4.482047631770727,,
110,88.3,14,9630,0.7761024999999999,4.739927868123206,,
120,92.0,19,10628,0.7528990000000002,4.932525424887442,0.13195530560187763,312
130,87.18,25,11458,0.7336015000000002,4.642660964578457,0.1139137139871309,728
140,93.26,34,12745,0.7036787499999999,4.887812458441042,0.1240717360196868,1368
150,106.42,49,14873,0.6542027499999999,5.567478061115631,0.0965152527041937,2432
160,122.46,63,16783,0.6097952500000002,6.380962271502408,0.0687085735698929,3384
170,125.14,72,18087,0.5794772499999998,6.624033458631098,0.0801105216232827,4040
180,132.8,81,19329,0.5506007500000002,6.981517691301543,0.12102339704870246,4664
190,129.61,89,20425,0.52511875,6.737197215708505,0.10329086851561442,5208
200,128.49,97,21508,0.49993900000000024,6.554088059460081,0.08229178781039082,5752
210,133.96,109,23126,0.4623205,6.7635680247201995,0.05404375950456597,6560
220,136.56,119,24384,0.4330719999999999,6.792601490425499,0.09579547448083758,7184
230,138.09,126,25367,0.41021725,6.744160792043749,0.06425347964977846,7680
240,139.72,137,26817,0.37650475000000005,6.834722017375449,0.07808566800667904,8408
250,129.79,146,27952,0.3501160000000002,6.275997618304408,0.11031814297894016,8968
260,121.46,154,29029,0.3250757500000002,5.857190558610558,0.10248283002874814,9512
