rollout/exploration_rate,time/time_elapsed,rollout/ep_len_mean,time/episodes,time/total_timesteps,rollout/ep_rew_mean,train/n_updates,train/loss
0.9786797500000002,1,90.7,10,917,4.103877530624334,,
0.9648227499999998,1,74.65,20,1513,3.3890186989021602,,
0.9441535000000002,2,79.06666666666666,30,2402,3.6275001476695814,,
0.9239259999999998,4,80.8,40,3272,3.8629547664739774,,
0.9064187500000003,5,79.5,50,4025,3.864662953974061,,
0.8678934999999999,7,93.7,60,5682,4.732277669311258,,
0.8291822500000002,10,103.95714285714286,70,7347,5.535554679881363,,
0.80258425,12,105.1375,80,8491,5.694173964776719,,
0.770755,15,108.55555555555556,90,9860,6.040863646239235,,
0.7482955,20,107.26,100,10826,5.955595366879611,408,0.07701192803506274
0.7313927500000003,26,105.36,110,11553,5.865577074426855,776,0.12401960558781866
0.7146294999999998,31,106.61,120,12274,5.959309219451033,1136,0.13400762776655029
0.6957969999999999,36,105.82,130,13084,5.9128882668586815,1536,0.10544371496507665
0.6769180000000001,42,105.24,140,13896,5.9197444684901495,1944,0.0970906642251066
0.6574809999999998,48,106.07,150,14732,5.97125244378712,2360,0.0779442307066347
0.6359747500000004,55,98.75,160,15657,5.622459300070532,2824,0.07863051520689623
0.6073540000000003,64,94.41,170,16888,5.2461677233046915,3440,0.049737119385099504
0.5887074999999999,70,90.99,180,17690,4.904712436838816,3840,0.06942908625933342
0.5710375000000003,75,84.9,190,18450,4.388872097057946,4224,0.11921472055837512
0.5497405000000002,82,84.4,200,19366,4.3089029677529,4680,0.15117107442347333
0.53339575,88,84.16,210,20069,4.275431956520048,5032,0.07067748223198578
0.5182367500000002,92,83.47,220,20721,4.185665071302053,5360,0.10228258332062978
0.50879725,95,79.43,230,21127,3.9748141650365665,5560,0.10225970325700473
0.4934987500000003,100,77.89,240,21785,3.813000924355862,5888,0.082465560597484
0.47799099999999994,106,76.2,250,22452,3.6483651969451616,6224,0.07329492919961922
0.46169275,111,73.96,260,23153,3.376438527519768,6576,0.09465932677267119
0.4488587500000001,115,67.17,270,23705,2.9696614792708256,6848,0.10512498885509558
0.4357690000000001,119,64.78,280,24268,2.8521312481946053,7128,0.1569515581941232
0.4253762500000001,123,61.65,290,24715,2.6644740386527275,7352,0.09470098416204564
0.41700625,126,56.09,300,25075,2.3606739457853227,7536,0.17597698865574785
0.40905475000000013,128,52.48,310,25417,2.2171535709322976,7704,0.09504548818222247
0.3995455000000002,131,50.05,320,25826,2.0996108871326946,7912,0.13828589956392534
0.38659525000000006,136,51.56,330,26383,2.204747139412931,8184,0.1085169020225294
0.3792017500000001,138,48.16,340,26701,2.015852841518262,8344,0.21170730330049992
0.3702040000000001,141,45.36,350,27088,1.8890159411881262,8536,0.16945923306047916
0.3636940000000002,144,41.15,360,27368,1.7125769276528073,8680,0.09811687297769822
0.35623074999999993,146,38.84,370,27689,1.5902896144154957,8840,0.14181192929390818
0.34860475,149,36.49,380,28017,1.5078740361885101,9008,0.17332792218076065
0.340723,151,35.41,390,28356,1.465644484219241,9176,0.18468935904093087
0.3341200000000001,154,34.65,400,28640,1.4487194647963781,9312,0.1497374553582631
0.32012350000000034,158,37.25,410,29242,1.5482266743896849,9616,0.1424167345976457
0.31303225000000034,161,36.21,420,29547,1.5073566483147598,9768,0.20813197270035744
0.30721975,163,33.14,430,29797,1.3391638677255728,9896,0.09098795795580372
0.29824525,166,33.82,440,30183,1.379760378252109,10088,0.08979929744964465
0.28973574999999996,169,33.61,450,30549,1.376974480255132,10272,0.2545524528250098
0.28220275000000017,171,34.05,460,30873,1.3827455499197683,10432,0.24188232282176614
0.2740419999999999,174,34.35,470,31224,1.392329827036159,10608,0.19063464819919318
0.2658812500000002,177,34.58,480,31575,1.3844856001107495,10784,0.1132707423530519
0.25902250000000016,179,34.14,490,31870,1.3614835976501172,10928,0.24447936518117785
0.25174525000000003,182,34.43,500,32183,1.3685684893089727,11088,0.09585283510386944
0.24307299999999987,184,32.14,510,32556,1.2556740118100411,11272,0.24639282003045082
0.23749299999999995,186,31.49,520,32796,1.2321296607481271,11392,0.18814903311431408
0.22961124999999993,189,32.38,530,33135,1.26281417151329,11560,0.2295779651030898
0.22440324999999994,191,30.76,540,33359,1.1967280433228948,11672,0.1411907341098413
0.21691674999999988,193,30.32,550,33681,1.1718830398867142,11840,0.1733538170810789
0.21103450000000024,195,29.61,560,33934,1.1594519032405453,11960,0.1068626061314717
0.2054545000000002,197,28.5,570,34174,1.1024846901017822,12080,0.17301572137512267
0.19859575000000018,200,27.94,580,34469,1.0783907626221059,12232,0.26929303631186485
0.19008625000000023,203,28.65,590,34835,1.0999789540332696,12416,0.16502016433514655
0.18264625,205,28.72,600,35155,1.0940383765198303,12576,0.19714076886884868
0.17550850000000018,208,28.06,610,35462,1.0770960936802323,12728,0.2422150527127087
0.1682079999999999,210,28.8,620,35776,1.1035513580054797,12880,0.24242289166431874
0.1632092500000003,212,27.56,630,35991,1.0559946412157333,12992,0.23146603349596262
0.15635050000000028,214,28.27,640,36286,1.0721709521110614,13136,0.17807923769578338
0.14916625000000017,217,28.14,650,36595,1.074493690484406,13296,0.21855657268315554
0.14263300000000023,219,28.42,660,36876,1.070877086722526,13432,0.19525626581162214
0.13800624999999977,221,28.01,670,37075,1.055265795511045,13536,0.2243614960461855
0.1291247499999999,224,28.88,680,37457,1.070498271031906,13728,0.2477992745116353
0.12075475000000024,227,28.82,690,37817,1.0603881955204861,13904,0.22261737962253392
0.1160117500000003,228,27.66,700,38021,1.0154266812632438,14008,0.11358306719921529
0.10968775000000008,231,27.31,710,38293,0.9799942621875695,14144,0.24706987291574478
0.10468900000000048,233,26.32,720,38508,0.937546384463625,14248,0.18636125046759844
0.09887649999999992,235,26.67,730,38758,0.9630913141999896,14376,0.2483023637905717
0.09299425000000028,237,26.25,740,39011,0.9557498466891121,14504,0.19454834633506835
0.08839074999999996,238,25.14,750,39209,0.9078910638744953,14600,0.22549621481448412
0.08185750000000003,241,25.14,760,39490,0.9063600588264749,14744,0.3685380285605788
0.07571950000000005,243,25.79,770,39754,0.9302616652077944,14872,0.29416324757039547
0.07,245,24.8,780,40037,0.9140051923785473,15016,0.2534819236025214
0.07,248,24.66,790,40383,0.9090527241160686,15184,0.17637726990506053
0.07,249,24.75,800,40596,0.9117347444384281,15296,0.29774662107229233
0.07,252,25.2,810,40913,0.9341694053360134,15456,0.2956224922090769
0.07,254,25.87,820,41195,0.9689180381974357,15592,0.23694887571036816
0.07,256,25.03,830,41361,0.9425564470542576,15680,0.2515658484771848
0.07,257,24.52,840,41563,0.916197464268584,15776,0.2763170590624213
0.07,259,25.07,850,41816,0.9220672216524671,15904,0.19432493043132126
0.07,262,25.17,860,42107,0.9251606437003994,16048,0.17878143955022097
0.07,265,26.61,870,42515,0.9686197116525697,16256,0.28082900308072567
0.07,267,25.89,880,42726,0.930842955582768,16360,0.2627208810299635
0.07,270,26.29,890,43112,0.9389087813486963,16552,0.21288882195949554
0.07,273,27.37,900,43433,0.9716714156698808,16712,0.18959677475504577
0.07,274,26.36,910,43649,0.9686178589730177,16824,0.17904323246330023
0.07,276,26.02,920,43897,0.9344680432817357,16944,0.17761004739440978
0.07,280,28.57,930,44318,0.9990917910420731,17152,0.36458323313854635
0.07,284,30.8,940,44743,1.067996435552381,17368,0.3047777535393834
0.07,285,30.53,950,44969,1.0679844331984143,17480,0.21614280343055725
0.07,288,30.63,960,45270,1.0511363754845495,17632,0.20952796936035156
0.07,292,31.82,970,45797,1.0679750030559572,17896,0.3566786963492632
0.07,295,33.43,980,46169,1.103366878010029,18080,0.2400555843487382
0.07,298,32.67,990,46479,1.063553007902747,18232,0.2889166595414281
0.07,299,30.76,1000,46609,0.9923382167570203,18304,0.26435400173068047
0.07,300,30.17,1010,46766,0.9410067259342705,18376,0.27658395003527403
0.07,302,30.04,1020,47001,0.9314355024344658,18496,0.21616773214191198
0.07,304,28.2,1030,47238,0.8716080948449684,18616,0.21058420254848897
0.07,308,28.28,1040,47671,0.8479015668847222,18832,0.21700931387022138
0.07,312,30.97,1050,48166,0.8988788379753895,19080,0.32531618047505617
0.07,314,30.67,1060,48437,0.9021173954494064,19216,0.2675305586308241
0.07,316,27.78,1070,48675,0.8224348726698457,19336,0.3148944564163685
0.07,319,27.75,1080,49044,0.8085064737498936,19520,0.19044402055442333
0.07,322,28.66,1090,49445,0.8132548618751625,19720,0.17923427373170853
0.07,325,30.3,1100,49739,0.8524927155127865,19864,0.31594675220549107
0.07,327,31.35,1110,50001,0.881133796862649,20000,0.3086683554574847
0.07,329,31.05,1120,50206,0.8773294940317011,20096,0.29570149071514606
0.07,333,33.27,1130,50665,0.9172319654415364,20328,0.24864276475273073
0.07,335,31.68,1140,50939,0.8852947491041148,20464,0.32196655683219433
0.07,338,30.25,1150,51291,0.8660576719705613,20640,0.26931943697854877
0.07,341,30.86,1160,51623,0.8728310251117426,20808,0.31516491691581905
0.07,343,31.55,1170,51930,0.9092036750823784,20960,0.41329475492239
0.07,347,33.14,1180,52458,0.9748446484895739,21224,0.3841199818998575
0.07,349,30.68,1190,52613,0.9265011143483952,21304,0.2655252553522587
0.07,350,29.34,1200,52773,0.8978140482633669,21384,0.3518695691600442
0.07,355,32.84,1210,53385,0.9830888046888103,21688,0.3224016921594739
0.07,359,36.08,1220,53914,1.0656661258247455,21952,0.2639425974339247
0.07,362,34.32,1230,54197,1.0239727493466975,22096,0.33040675055235624
0.07,363,33.47,1240,54386,0.9986786752377041,22192,0.2385444068349898
0.07,366,33.66,1250,54757,1.0048541580249186,22376,0.20952134486287832
0.07,368,32.33,1260,54956,0.9576810947443809,22472,0.23657612106762826
0.07,370,32.03,1270,55233,0.9273699723117258,22616,0.23597252555191517
0.07,372,28.92,1280,55450,0.8461431811266453,22720,0.2925138343125582
0.07,373,28.84,1290,55597,0.8525330677696042,22792,0.17940380470827222
0.07,376,29.95,1300,55868,0.8837974927007848,22928,0.3432111032307148
0.07,377,26.26,1310,56111,0.7804728038336038,23048,0.365028960397467
0.07,382,25.98,1320,56612,0.7555537456596622,23304,0.2725070109590888
0.07,384,25.45,1330,56842,0.7448149616138252,23416,0.20897382078692317
0.07,385,25.55,1340,57041,0.7435408087696257,23520,0.2661604471504688
0.07,387,23.95,1350,57252,0.6918665410963181,23624,0.21357185672968626
0.07,388,23.6,1360,57416,0.7130310262760295,23704,0.30848021898418665
0.07,390,23.15,1370,57648,0.7113856538719164,23816,0.2750142998993397
0.07,392,22.87,1380,57837,0.7098265542182551,23912,0.3607656601816416
0.07,394,24.01,1390,58098,0.7457884275575934,24048,0.31982070207595825
0.07,396,23.39,1400,58307,0.7361815253465174,24152,0.29576736129820347
0.07,398,23.98,1410,58609,0.7710588411092029,24304,0.3088141465559602
0.07,400,21.31,1420,58843,0.7209818437475976,24416,0.3059805892407894
0.07,402,22.2,1430,59162,0.7413509112039044,24576,0.2786910841241479
0.07,405,22.95,1440,59436,0.756405607125837,24712,0.2629440629389137
0.07,406,22.64,1450,59616,0.7517012124226813,24800,0.2587600611150265
0.07,408,23.34,1460,59850,0.7650819469764707,24920,0.2760699305217713
0.07,410,22.73,1470,60021,0.7435963938649269,25008,0.2874446418136358
0.07,411,22.51,1480,60188,0.7182189633345889,25088,0.30419147200882435
0.07,414,23.35,1490,60533,0.7296532038263333,25264,0.3827521540224552
0.07,416,24.21,1500,60828,0.7490708107700929,25408,0.41631898656487465
0.07,418,22.76,1510,60985,0.7124600173523021,25488,0.2742634939495474
0.07,419,22.51,1520,61194,0.7021778451310883,25592,0.3762010994832963
0.07,421,21.55,1530,61417,0.6850819961951439,25704,0.336367953568697
0.07,423,20.57,1540,61593,0.6716188061886038,25792,0.28040427435189486
0.07,424,20.31,1550,61747,0.6592357415633218,25872,0.3317420035600662
0.07,426,20.2,1560,61970,0.6482118004497319,25984,0.38662653788924217
0.07,428,21.23,1570,62244,0.6656087541531316,26120,0.3894682079553604
0.07,430,21.65,1580,62453,0.6758038648597376,26224,0.31245226692408323
0.07,432,21.5,1590,62783,0.7330649079661614,26384,0.4499936234205961
0.07,434,20.1,1600,62938,0.68980067779997,26464,0.3116597142070532
0.07,436,21.56,1610,63241,0.7305866105284653,26616,0.28648325987160206
0.07,439,22.64,1620,63558,0.763074058385591,26776,0.3513607094064355
0.07,440,22.17,1630,63734,0.755481297953153,26864,0.3324931114912033
0.07,442,22.79,1640,63972,0.7768848189776023,26984,0.3017150554805994
0.07,445,24.61,1650,64308,0.8277869597699357,27152,0.34330270206555724
0.07,446,23.98,1660,64468,0.8032789024972832,27232,0.3158841971307993
0.07,447,23.05,1670,64649,0.7879839288483292,27320,0.305839073844254
0.07,448,22.01,1680,64754,0.7655848958362901,27376,0.3986510541290045
0.07,452,23.2,1690,65203,0.7291854019318906,27600,0.3037476111203432
0.07,454,23.92,1700,65430,0.7434660176329021,27712,0.2799094528891146
0.07,457,24.5,1710,65791,0.753905730266992,27888,0.40472748316824436
0.07,459,23.9,1720,66048,0.7356344003052597,28016,0.4097968488931656
0.07,460,23.92,1730,66226,0.7292344631262112,28112,0.3782611656934023
0.07,462,23.57,1740,66429,0.7151194378148005,28208,0.3903969954699278
0.07,465,24.42,1750,66850,0.7273194424950242,28424,0.3598677199333906
0.07,467,25.04,1760,67072,0.7448399131287318,28528,0.39310501143336296
0.07,468,24.55,1770,67204,0.7277059551989451,28600,0.24621560517698526
0.07,469,24.77,1780,67331,0.733788153801709,28664,0.33229440823197365
0.07,471,22.47,1790,67550,0.6782723001083566,28768,0.32134038768708706
