rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,train/loss,train/n_updates
-4.957322936946815,0,821,81.1,10,0.9809117499999999,,
-6.921221251470094,2,2283,113.15,20,0.9469202500000002,,
-6.8753679677919965,3,3489,115.3,30,0.9188807499999998,,
-6.662036635538994,5,4570,113.25,40,0.8937474999999998,,
-7.849159972279045,7,6460,128.2,50,0.849805,,
-8.27228310262094,10,8033,132.88333333333333,60,0.8132327500000001,,
-8.339864991451828,11,9280,131.57142857142858,70,0.78424,,
-8.80042313660255,19,11211,139.1375,80,0.7393442500000003,0.07340019483308424,600
-8.633464139084992,25,12464,137.48888888888888,90,0.7102119999999998,0.055011444363117334,1224
-8.219224579649183,30,13352,132.52,100,0.6895659999999999,0.027849768739542924,1672
-8.225782009423526,35,14425,135.04,110,0.66461875,0.08225723073701374,2208
-7.78119992348766,40,15359,129.76,120,0.6429032500000003,0.06397483302862383,2672
-7.465537977935917,44,16190,126.01,130,0.6235825000000002,0.03764427136047743,3088
-7.180749554948935,48,16822,121.52,140,0.6088884999999999,0.06410497732576914,3408
-6.232414282273379,51,17409,108.49,150,0.5952407499999999,0.08143000857671723,3704
-5.52708164297958,55,18132,99.99,160,0.5784310000000001,0.06414751792908646,4064
-5.004306548450106,59,18850,94.7,170,0.5617375000000003,0.13386234146310017,4424
-4.190216751520523,63,19676,83.65,180,0.5425329999999999,0.07298560292110778,4832
-3.6727860269890202,65,20102,75.38,190,0.5326285000000002,0.09052842401433736,5048
-3.414128016787559,68,20551,70.99,200,0.5221892499999998,0.07307834998937324,5272
-3.3303695777930193,72,21336,68.11,210,0.503938,0.05566017440287396,5664
-3.100349942786818,75,21823,63.64,220,0.4926152500000003,0.09004338580416515,5904
-2.978490531412425,77,22300,60.1,230,0.48152499999999987,0.0896447412087582,6144
-3.0814857828885396,82,23162,62.4,240,0.46148350000000027,0.04704442189540714,6576
-2.979970102265162,85,23633,61.24,250,0.45053275000000026,0.06566926330560818,6816
-2.9198824398265573,88,24204,59.72,260,0.437257,0.14566257502883673,7096
-2.8113149423702772,91,24750,58.0,270,0.42456249999999995,0.08942784566897899,7368
-2.6685880871659147,94,25286,55.1,280,0.41210049999999987,0.09539609140483662,7640
-2.79912184736598,99,26079,58.77,290,0.3936632499999999,0.0485926748951897,8032
-2.909681767767199,102,26698,60.47,300,0.3792715000000001,0.06272377609275281,8344
-2.765328762704268,106,27268,58.32,310,0.3660190000000001,0.06975728558609262,8632
-2.858312183881267,109,27903,59.8,320,0.3512552499999999,0.13022535014897585,8944
-2.957378704956372,113,28609,62.09,330,0.33484075000000013,0.08410432154778391,9304
-3.0121970866493193,119,29598,63.36,340,0.3118464999999998,0.06946979986969382,9792
-3.1761199779292344,123,30397,66.64,350,0.2932697499999999,0.07511163188610226,10192
-3.2060557380271724,127,31064,67.6,360,0.27776199999999995,0.07818601105827838,10528
-3.440826315693491,134,32130,72.8,370,0.2529775000000003,0.07733268500305712,11064
-3.552457093708775,138,32938,75.52,380,0.2341915000000001,0.09036750998347998,11464
-3.6813248373268728,145,34026,78.47,390,0.2088955,0.05272147117648274,12008
-3.6922542109687155,149,34742,79.44,400,0.19224850000000004,0.03425318002700806,12368
-3.894072590309367,156,35891,85.23,410,0.16553425,0.07053250633180141,12944
-3.8562750287000283,160,36592,85.89,420,0.14923600000000004,0.10517148952931166,13288
-3.7948432973504858,164,37263,85.54,430,0.13363524999999998,0.08360549935605377,13624
-3.715182620125319,171,38330,86.32,440,0.10882750000000019,0.10482781426981091,14160
-3.892429164618662,179,39836,93.39,450,0.07381300000000002,0.07850299926940352,14912
-4.114552926411198,187,41358,101.94,460,0.07,0.09575725207105279,15672
-3.9944637727861356,193,42354,101.24,470,0.07,0.09631898859515786,16176
-4.176914369144832,202,43979,109.41,480,0.07,0.06437947484664619,16984
-3.9528759245898044,206,44711,105.85,490,0.07,0.08423796051647514,17352
-3.9074951195020917,210,45474,106.32,500,0.07,0.07777508988510817,17736
-3.665069632406505,214,46190,101.99,510,0.07,0.07878865278325975,18088
-3.5923403583787077,217,46740,100.48,520,0.07,0.055488625657744706,18368
-3.583575204721908,222,47578,102.15,530,0.07,0.08843411377165467,18784
-3.3655348622759145,226,48126,96.96,540,0.07,0.07529220881406218,19056
-2.9413936854954112,227,48447,85.11,550,0.07,0.11871908232569695,19216
-2.584325865412797,230,48922,74.64,560,0.07,0.10054376546759158,19456
-2.433376644845831,233,49493,70.39,570,0.07,0.09313453594222665,19744
-2.0914987064099817,237,50074,59.95,580,0.07,0.07127711083739996,20032
-1.9799518907849696,239,50429,56.18,590,0.07,0.08828662079758942,20208
-1.9399426164409324,242,51063,54.89,600,0.07,0.07876266818493605,20528
-1.92240775392598,246,51675,53.85,610,0.07,0.04755341692361981,20832
-1.9745428439185801,251,52402,55.62,620,0.07,0.07056919916067272,21200
-1.9896608855457703,255,53237,55.59,630,0.07,0.059331659344024956,21616
-2.0616412223129825,259,53984,57.58,640,0.07,0.13103629648685455,21984
-2.263470334562235,264,54885,63.38,650,0.07,0.08880491275340319,22440
-2.4260745253714147,270,55889,68.67,660,0.07,0.09706453746184707,22944
-2.55974098427981,275,56874,72.81,670,0.07,0.10549263819120824,23432
-2.6859568652413803,280,57810,76.36,680,0.07,0.07787806401029229,23904
-2.7950127872583335,284,58519,79.9,690,0.07,0.08563293889164925,24256
-2.8721792102154975,289,59412,82.49,700,0.07,0.0737232156097889,24704
-2.854322045062395,292,59960,81.85,710,0.07,0.07327609730418772,24976
-2.897527113379535,297,60809,83.07,720,0.07,0.09454608533997089,25400
-2.827516849037666,301,61413,80.76,730,0.07,0.08893095073290169,25704
-2.731608401616892,304,61836,77.52,740,0.07,0.12447098817210644,25912
-2.5942689543898596,307,62375,73.9,750,0.07,0.08057634066790342,26184
-2.438825081337761,310,62904,69.15,760,0.07,0.09751833160407841,26448
-2.288844803413354,314,63459,64.85,770,0.07,0.10029802343342453,26728
-2.1075430623649813,316,63869,59.59,780,0.07,0.10042681405320764,26928
-2.029583242736545,319,64386,57.67,790,0.07,0.08664237544871867,27192
-1.8502440334049988,321,64747,52.35,800,0.07,0.09069991810247302,27368
-1.8029007650718,323,65132,50.72,810,0.07,0.11035488219931722,27560
-1.6342131040000978,325,65480,45.71,820,0.07,0.06454008305445313,27736
-1.5600068116437913,327,65870,43.57,830,0.07,0.07797468826174736,27928
-1.516757714269959,329,66190,42.54,840,0.07,0.09687779715750366,28088
-1.4244740265873812,330,66453,39.78,850,0.07,0.10859029460698366,28224
-1.3510227555887733,332,66729,37.25,860,0.07,0.09411838371306658,28360
-1.3235875145405842,335,67172,36.13,870,0.07,0.05830547772347927,28584
-1.3522118465873578,338,67649,36.8,880,0.07,0.07936043234076351,28824
-1.405611260289435,341,68269,37.83,890,0.07,0.06794891366735101,29128
-1.5510982637423913,345,68970,41.23,900,0.07,0.06817246519494802,29480
-1.5302125543563931,347,69310,40.78,910,0.07,0.08478982432279736,29648
-1.7753689224451592,353,70274,46.94,920,0.07,0.1115815844386816,30136
-1.9423135237430986,357,71032,50.62,930,0.07,0.1126433239551261,30512
-2.0207774712304607,360,71498,52.08,940,0.07,0.07674260472413152,30744
-2.0765442953865376,362,71899,53.46,950,0.07,0.10269666742533445,30944
-2.139424217200376,364,72319,54.9,960,0.07,0.09237158298492432,31152
-2.1524772789632367,367,72732,54.6,970,0.07,0.050293245527427644,31360
-2.194066692508079,370,73262,55.13,980,0.07,0.09750479063950479,31624
-2.108914948170266,372,73612,52.43,990,0.07,0.09475906821899116,31800
-1.9832080778982948,374,74005,49.35,1000,0.07,0.08369026309810579,32000
-2.0110964089391734,376,74412,50.02,1010,0.07,0.073205596068874,32200
-1.7971434774234054,379,74834,44.6,1020,0.07,0.08521266281604767,32416
-1.6544383072153346,381,75223,40.91,1030,0.07,0.12191861076280475,32608
-1.5851065793188384,383,75507,39.09,1040,0.07,0.08360619912855327,32752
-2.0156600751268514,392,76991,49.92,1050,0.07,0.08553945284802467,33488
-2.0266149422945205,395,77485,50.66,1060,0.07,0.09644394356291741,33736
-2.144926880846589,399,78239,54.07,1070,0.07,0.06349796475842595,34112
-2.320031834213459,405,79274,59.12,1080,0.07,0.10738730989396572,34632
-2.4572500521585883,409,80017,63.05,1090,0.07,0.10381930298171937,35008
-2.567874912695453,413,80680,65.75,1100,0.07,0.09552856022492051,35336
-2.725443174312991,417,81567,70.55,1110,0.07,0.09012123302090913,35776
-3.020596618911435,425,82860,79.26,1120,0.07,0.12012411921750754,36424
-3.134781195686097,429,83660,83.37,1130,0.07,0.10449511371552944,36824
-3.3622641600346963,435,84673,90.66,1140,0.07,0.11625180579721928,37336
-3.010065926028657,439,85333,82.42,1150,0.07,0.06439828395377845,37664
-3.048194259167518,442,85940,83.55,1160,0.07,0.09192214231006801,37968
-3.0216736988168167,446,86737,83.98,1170,0.07,0.10977338231168687,38368
-2.889533510859514,450,87413,80.39,1180,0.07,0.07483432500157505,38704
-2.8483759568844476,454,88096,79.79,1190,0.07,0.05700934526976198,39040
-2.8649635246686302,458,88824,80.44,1200,0.07,0.08061213174369186,39408
-2.7350998108576463,461,89304,76.37,1210,0.07,0.07768831722205505,39648
-2.6148767090372247,466,90191,72.31,1220,0.07,0.1072119518648833,40088
-2.6416386398925944,470,91043,72.83,1230,0.07,0.06548158440273255,40520
-2.56107759070463,474,91754,69.81,1240,0.07,0.08813460951205343,40872
-2.663614393634743,479,92692,72.59,1250,0.07,0.08595979952951893,41344
-2.699518049321814,483,93417,73.77,1260,0.07,0.09421167778782547,41704
-2.693742389750316,488,94141,73.04,1270,0.07,0.09299297246616334,42064
-2.68422903394924,492,94826,73.13,1280,0.07,0.09113562770653516,42408
-2.6661106755766815,495,95377,71.81,1290,0.07,0.0651919791707769,42688
-2.7408957465610824,500,96342,74.18,1300,0.07,0.12753600720316172,43168
-2.831535242989881,504,97101,76.97,1310,0.07,0.11316951317712665,43544
-2.8622587798187267,510,98103,78.12,1320,0.07,0.11889107781462371,44048
-3.000349571342407,517,99403,82.6,1330,0.07,0.07118884683586657,44696
-3.0818233059967017,523,100468,86.14,1340,0.07,0.11882698722183704,45232
-2.978669828286477,527,101144,83.52,1350,0.07,0.10475031612440944,45568
-3.1103419718600342,533,102273,87.56,1360,0.07,0.11898514226777479,46136
-3.227311330495322,539,103330,90.89,1370,0.07,0.13707242673262954,46664
-3.397191435055936,545,104456,95.3,1380,0.07,0.09198375418782234,47224
-3.35747288701838,548,104876,93.99,1390,0.07,0.13896698085591197,47432
-3.326888101847384,553,105771,93.29,1400,0.07,0.08587674330919981,47880
-3.291331438729275,556,106395,91.94,1410,0.07,0.09251371992286295,48192
-3.120914340536544,559,106850,86.47,1420,0.07,0.07060824462678283,48424
-2.97607382524375,564,107697,81.94,1430,0.07,0.09469063143478706,48848
-2.89921877477177,568,108485,79.17,1440,0.07,0.11728481703903526,49240
-2.95319550934603,573,109293,80.49,1450,0.07,0.08558465866371989,49640
-2.744977522692182,576,109777,74.04,1460,0.07,0.12213219050318003,49888
