rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,train/loss,train/n_updates
0.9875379999999999,10,0,3.146481959893342,536,52.6,,
0.9703562499999999,20,1,3.772191444987918,1275,62.75,,
0.9596379999999999,30,1,3.376847753321978,1736,56.86666666666667,,
0.9537325,40,2,2.86780564439026,1990,48.75,,
0.93576025,50,3,3.205319741677087,2763,54.26,,
0.9121847499999998,60,4,3.830805474239823,3777,61.95,,
0.8947007499999999,70,5,3.940720607641034,4529,63.7,,
0.8726132500000002,80,6,4.169742162049809,5479,67.4875,,
0.8599419999999999,90,7,4.030357441514947,6024,65.93333333333334,,
0.8493864999999998,100,7,3.8922410724724275,6478,63.78,,
0.833251,110,8,3.96460337823575,7172,65.36,,
0.8202077500000002,120,9,3.8616277354950177,7733,63.58,,
0.8111634999999998,130,10,3.7918945865650313,8122,62.86,,
0.7965857499999999,140,11,4.076535413773941,8749,66.59,,
0.7791482500000002,150,12,4.126413295607702,9499,66.36,,
0.7611760000000002,160,14,3.937285341734573,10272,63.95,0.1982991797849536,128
0.7433897499999998,170,18,3.963240782768707,11037,64.08,0.16974009421028313,512
0.7191167499999999,180,23,4.000429641219572,12081,65.02,0.0949712104484206,1040
0.7037252500000002,190,27,4.084522364821263,12743,66.19,0.06692811148241162,1368
0.687706,200,30,4.224468118715697,13432,68.54,0.142126897117123,1712
0.6649209999999999,210,35,4.403006763685155,14412,71.4,0.23375339526683092,2200
0.6462512499999999,220,39,4.489838207684521,15215,73.82,0.1653094431385398,2600
0.62056,230,45,4.939213914061284,16320,80.98,0.16015329398214817,3152
0.5930087500000002,240,51,5.184253774378923,17505,86.56,0.10338283271994442,3752
0.5614585000000001,250,58,5.488378148358188,18862,92.63,0.15658607485238463,4424
0.5285597499999998,260,66,5.768889214962541,20277,99.05,0.1992142418748699,5136
0.5051470000000002,270,71,5.877349084880692,21284,101.47,0.16335461259586737,5640
0.4719460000000001,280,79,6.092290149009735,22712,105.31,0.12354952440364286,6352
0.4252367500000003,290,90,6.877486516069013,24721,118.78,0.165635357494466,7360
0.38296825,300,100,7.4269248458368615,26539,130.07,0.22711814753711224,8264
0.3369565000000001,310,111,7.960531922358027,28518,140.06,0.16483264113776386,9256
0.3027557500000001,320,119,8.315010898822727,29989,146.74,0.12781237455783412,9992
0.2753672500000004,330,125,8.28348146218105,31167,147.47,0.13127259945031255,10576
0.2467697499999999,340,132,8.230134532556416,32397,147.92,0.13463863835204393,11192
0.22598425,350,137,7.857363083791546,33291,143.29,0.14752010465599597,11640
0.19276000000000015,360,145,7.776038150449681,34720,143.43,0.11114575283136219,12352
0.16544124999999987,370,151,7.766065576655552,35895,145.11,0.08644120785174891,12944
0.12163824999999984,380,162,7.8347176272838635,37779,149.67,0.07414912345120683,13888
0.1051540000000003,390,166,7.009598083597263,38488,136.67,0.1141158765531145,14240
0.07,400,176,6.887829025090152,40451,138.12,0.17057978047523648,15224
0.07,410,182,6.218327075154042,41503,128.85,0.15496882935985923,15744
0.07,420,189,6.015341523380482,42899,128.1,0.15558457776205614,16448
0.07,430,194,5.8414343760981975,43848,125.81,0.14450999780092388,16920
0.07,440,200,5.790801781353206,44986,124.89,0.1564015854964964,17488
0.07,450,207,5.981628783921609,46247,128.56,0.10199394955998287,18120
0.07,460,214,5.966493048632047,47656,128.36,0.12947234787861817,18824
0.07,470,223,6.2915617471715155,49444,134.49,0.08847443119157106,19720
0.07,480,237,6.623345979848298,52031,141.52,0.10386881977319717,21008
0.07,490,248,7.258815670027998,54047,154.59,0.09192809736123309,22016
0.07,500,258,7.263251103001728,56064,155.13,0.13438296871026978,23024
0.07,510,266,7.411604097410717,57523,159.2,0.1637151858303696,23760
0.07,520,273,7.292289514722929,58798,157.99,0.10547225753543898,24392
0.07,530,277,7.179856236431985,59644,156.96,0.165059287333861,24816
0.07,540,283,7.060343712721751,60706,156.2,0.16530130594037473,25352
0.07,550,287,6.799181584203681,61551,152.04,0.12346223619533703,25768
0.07,560,293,6.55238172337021,62644,148.88,0.12401286110980436,26320
0.07,570,298,6.065690099536137,63611,140.67,0.15043671004241332,26800
0.07,580,307,5.582856330141328,65240,131.09,0.22318037721561268,27616
0.07,590,317,5.45784794634926,67097,129.5,0.09510140132624656,28544
0.07,600,328,5.5385481278609765,69207,130.43,0.19929985306225717,29600
0.07,610,337,5.569182801738106,70785,131.62,0.14000502019189298,30392
0.07,620,343,5.5404509347758,71935,130.37,0.1380575787043199,30960
0.07,630,349,5.667611193813741,73117,133.73,0.0815283689298667,31552
0.07,640,351,5.365420114927051,73450,126.44,0.08076240925583988,31720
0.07,650,355,5.322555895483946,74240,125.89,0.2312989089405164,32112
0.07,660,361,5.315834392042418,75399,126.55,0.18556023231940344,32696
0.07,670,370,5.497735753679373,77055,133.44,0.1417550668993499,33520
0.07,680,376,5.231623442182432,78263,129.23,0.17131689033703879,34128
0.07,690,382,4.8109424195127,79316,121.19,0.11103401443688199,34656
0.07,700,386,4.21809892360498,80031,107.24,0.0961916632950306,35008
0.07,710,393,4.143098674030184,81343,104.58,0.11247171071590856,35664
0.07,720,395,3.879759072327235,81729,96.94,0.15573262638645247,35864
0.07,730,399,3.7621919323470188,82524,93.07,0.14015869150171056,36256
0.07,740,402,3.824457348745219,83033,94.83,0.14171237451955676,36512
0.07,750,409,4.112643645317483,84403,100.63,0.08099819417111576,37200
0.07,760,415,4.176005894129601,85546,100.47,0.06680552556645125,37768
0.07,770,421,4.052019543411549,86602,94.47,0.11198497493751347,38296
0.07,780,431,4.397531045205388,88494,101.31,0.17398280545603484,39240
0.07,790,439,4.657178382362656,90048,106.32,0.14207617391366512,40016
0.07,800,446,4.916148632460704,91411,112.8,0.14380748383700848,40704
0.07,810,453,4.859147401211231,92576,111.33,0.14339859705069102,41280
0.07,820,462,5.420478083127483,94230,124.01,0.17617474764119834,42112
0.07,830,472,5.952655396721176,96205,135.81,0.29790687502827495,43096
0.07,840,480,6.475636691938653,97790,146.57,0.18856656487332657,43888
0.07,850,492,6.8761194034398105,99925,154.22,0.06692750955699012,44960
0.07,860,505,7.601196865880016,102487,168.41,0.08089652887429111,46240
0.07,870,517,8.13627887121944,104537,178.35,0.11379144323291257,47264
0.07,880,527,8.269786768081461,106503,179.09,0.11235434579430148,48248
0.07,890,535,8.348465978363544,108087,179.39,0.14202965080039576,49040
0.07,900,545,8.660283890746488,109955,184.44,0.14402223777142353,49976
0.07,910,555,9.041843949557704,111829,191.53,0.06310768309049308,50912
0.07,920,566,9.274840669931212,113849,195.19,0.0927392761950614,51920
0.07,930,578,9.454559349253644,116119,198.14,0.08004180224088486,53056
0.07,940,588,9.51836090593953,117890,200.0,0.09602802991867065,53944
0.07,950,600,9.50774014315978,120163,201.38,0.0787836700619664,55080
0.07,960,611,9.205233258196579,122302,197.15,0.049323487546644174,56144
0.07,970,625,9.384606105587874,124969,203.32,0.017749672042555176,57480
0.07,980,636,9.32392156108688,127038,204.35,0.07849388202885166,58512
0.07,990,650,9.723528211983256,129754,215.67,0.048911328325630166,59872
0.07,1000,663,9.876451952936536,132083,220.28,0.1083982417912921,61040
0.07,1010,673,9.816845290450827,133990,220.61,0.09405727012926945,61992
0.07,1020,680,9.509577737244562,135418,214.69,0.1078592347621452,62704
0.07,1030,690,9.296287667024972,137250,210.31,0.0762288772748434,63624
0.07,1040,701,9.440827479129945,139302,213.12,0.06153206808085088,64648
0.07,1050,713,9.483014397682371,141605,213.42,0.10968293086625636,65800
0.07,1060,721,9.240067913747337,143120,207.18,0.032164629752514884,66552
0.07,1070,729,8.80295921156104,144674,196.05,0.0911982551406254,67336
0.07,1080,737,8.600621246982216,146162,190.24,0.06203159794677049,68080
0.07,1090,752,8.725387970035625,148842,189.88,0.07823965609713923,69416
0.07,1100,767,9.014699112829927,151678,194.95,0.10760758710966911,70832
0.07,1110,779,9.306109354092122,153956,198.66,0.07644206890108762,71976
0.07,1120,793,9.84153982992671,156584,210.66,0.09251059000962414,73288
0.07,1130,804,9.944002177676305,158670,213.2,0.04730113051482476,74328
0.07,1140,817,10.185843024041603,161133,217.31,0.061684595348197035,75560
0.07,1150,830,10.329739622155309,163590,218.85,0.03193908972025383,76792
0.07,1160,843,10.87381908493846,166051,228.31,0.09145205027016345,78024
