time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/ep_rew_mean,time/time_elapsed,rollout/exploration_rate,train/n_updates,train/loss
2167,215.7,10,13.053015884265577,2,0.9496172499999999,,
4490,223.5,20,13.60444585047298,6,0.8956075000000001,,
6629,219.96666666666667,30,13.467138000488747,9,0.8458757500000001,,
9427,234.675,40,14.248119542860753,14,0.7808222499999998,,
11461,228.22,50,13.626968262238945,23,0.7335317499999998,728,0.00980873348635214
12684,210.4,60,12.283613334638545,30,0.7050969999999999,1336,0.009885754903734778
13257,188.38571428571427,70,10.800007490029788,33,0.6917747499999998,1624,0.00024347765247512143
14410,179.125,80,9.97872493546252,40,0.6649675000000004,2200,0.04955386791698402
15050,166.22222222222223,90,9.125283425721825,43,0.6500874999999999,2520,0.03924528784409631
15773,156.73,100,8.558034740923434,47,0.6332777500000002,2880,0.0197802787006367
16227,139.6,110,7.422537843050637,50,0.6227222500000003,3112,0.030038888435228728
16654,120.64,120,6.178186633360294,52,0.6127945000000002,3320,0.07753867802966852
17134,104.05,130,5.050835098862286,55,0.6016345,3560,0.04885296460997779
17596,80.69,140,3.545494560405044,57,0.5908930000000003,3792,0.05859350643004291
18162,66.01,150,2.65263458227931,61,0.5777334999999998,4080,0.058755965263117105
18622,58.38,160,2.2552982567184814,63,0.5670384999999999,4304,0.08902480301912874
19099,57.42,170,2.2615625887934576,66,0.55594825,4544,0.03026026838051621
19519,50.09,180,1.9990153019426589,69,0.5461832500000001,4752,0.07780896546319127
19865,47.15,190,1.8921075271152594,71,0.5381387500000001,4928,0.0788876295555383
20273,44.0,200,1.6954425355271738,73,0.5286527499999998,5136,0.08832256239838898
20684,43.57,210,1.6790018425146038,75,0.5190970000000003,5336,0.05967545139719732
21030,42.76,220,1.6467822126175509,78,0.5110525000000002,5512,0.07006607044604607
21381,41.47,230,1.6045920288625617,80,0.50289175,5688,0.0973737817548681
21739,40.43,240,1.5880042890459984,83,0.49456825000000015,5864,0.05066759305191226
22063,38.01,250,1.4778180627296011,85,0.48703525000000036,6024,0.09791361051611602
22337,36.15,260,1.4070201495214005,87,0.48066474999999986,6168,0.11699032678734511
22709,35.1,270,1.3650557660266185,89,0.47201574999999996,6352,0.135905992356129
23099,34.8,280,1.3739356933258768,91,0.46294825000000006,6544,0.09858648898079991
23409,34.44,290,1.3444779749346893,93,0.45574075000000036,6704,0.10055890097282827
23792,34.19,300,1.337831096238722,96,0.44683600000000034,6888,0.09952672896906734
24199,34.15,310,1.3358959907957872,98,0.43737325000000027,7096,0.09079574618954211
24523,33.93,320,1.324205655367941,100,0.4298402499999999,7256,0.09937010909197852
25003,35.22,330,1.4015340437061012,103,0.4186802500000002,7496,0.10956903919577599
25319,34.8,340,1.3736727556083523,105,0.41133325,7656,0.12774262425955385
25641,34.78,350,1.377626092285646,107,0.40384675000000003,7816,0.15433831431437284
25926,34.89,360,1.3734751361133581,109,0.3972205,7960,0.11066324729472399
26222,34.13,370,1.330311433225088,111,0.3903384999999998,8104,0.13023336976766586
26534,33.35,380,1.273471402640264,113,0.38308449999999983,8264,0.06616223102901131
26933,34.24,390,1.3490135140183765,115,0.3738077499999999,8464,0.176439591916278
27236,33.44,400,1.3440835516124219,118,0.36676300000000017,8616,0.1482453430071473
27508,32.09,410,1.2792119652653966,119,0.3604390000000002,8752,0.128962529823184
27849,32.26,420,1.2818404054015864,122,0.35251074999999976,8920,0.16890183370560408
28174,30.71,430,1.1873356858688424,124,0.34495449999999983,9080,0.1475590579211712
28522,31.03,440,1.2452875518223763,126,0.3368635,9256,0.14989101234823465
28819,30.78,450,1.2430533978244265,128,0.32995825000000023,9408,0.19450618512928486
29103,30.77,460,1.2794628751248203,130,0.32335524999999976,9544,0.10256146197207272
29397,30.75,470,1.297125960863447,132,0.31651975,9696,0.17729917727410793
29653,30.19,480,1.2738691267303899,133,0.31056775000000025,9824,0.14904261892661452
29900,28.67,490,1.2096988959152108,135,0.30482500000000023,9944,0.17591254995204508
30183,28.47,500,1.1838090113705149,137,0.29824525,10088,0.14406907721422613
30477,28.69,510,1.2098445447337505,139,0.29140975000000013,10232,0.12495207972824574
30733,27.84,520,1.1913895524874136,140,0.2854577500000004,10360,0.12714618281461298
30934,26.6,530,1.1247895662465701,142,0.2807845000000002,10464,0.14061439223587513
31191,25.69,540,1.04355353328284,143,0.2748092499999998,10592,0.15916361776180565
31446,25.27,550,1.0246719692629567,145,0.2688805000000002,10720,0.11581642460078001
31656,24.53,560,0.9702570464798578,147,0.2639980000000002,10824,0.107406533556059
31912,24.15,570,0.9322608908379282,148,0.258046,10952,0.18438770435750484
32180,24.27,580,0.9459009281169314,150,0.2518149999999999,11088,0.15205456968396902
