rollout/ep_rew_mean,time/time_elapsed,time/total_timesteps,rollout/ep_len_mean,time/episodes,rollout/exploration_rate,train/loss,train/n_updates
-7.695673148214469,2,1340,133.0,10,0.9688449999999998,,
-8.58814635175367,3,2783,138.15,20,0.93529525,,
-7.699510771502777,5,3810,126.0,30,0.9114175,,
-7.542932710950291,6,4931,122.275,40,0.8853542500000001,,
-7.310125722071258,7,6111,121.22,50,0.85791925,,
-7.11580150950069,9,7212,119.2,60,0.8323210000000001,,
-6.72101419457509,10,8013,113.47142857142858,70,0.81369775,,
-7.237108095859503,13,9859,122.2375,80,0.7707782500000001,,
-7.16890091487503,19,11058,121.86666666666666,90,0.7429015000000003,0.05594652691070223,528
-6.8863256540170985,23,11990,118.9,100,0.7212325000000003,0.10228239090793068,992
-6.699837075606942,30,13246,118.06,110,0.6920305,0.028310690518992487,1616
-6.097040711747014,33,13930,110.47,120,0.6761275000000001,0.028229909512447193,1960
-5.828151986298849,36,14585,106.75,130,0.66089875,0.046507936116540805,2288
-5.387342887385691,39,15074,100.43,140,0.6495294999999999,0.05584029718011152,2536
-5.089909632065811,43,15783,95.72,150,0.6330452500000002,0.11829709788435139,2888
-4.765001948448554,46,16409,90.97,160,0.6184907499999999,0.055923837528098375,3200
-4.685943343350883,49,17116,90.03,170,0.6020530000000001,0.08264372815028764,3552
-3.904137743068738,53,17790,78.31,180,0.5863825000000003,0.0472241957904771,3888
-3.5350509167718105,56,18401,72.43,190,0.5721767500000001,0.09036672103684396,4200
-3.351977778189119,59,18972,68.82,200,0.5589010000000003,0.048390554962679744,4480
-3.008949325224419,62,19475,61.29,210,0.5472062500000001,0.09812877990771085,4736
-2.9194177572104665,65,20067,60.37,220,0.5334422500000002,0.08216926432214677,5032
-3.03265242571089,69,20912,62.27,230,0.5137960000000001,0.07240509806433693,5448
-3.051295595490836,72,21517,63.43,240,0.49972974999999986,0.12295721145346761,5752
-3.03110425027007,76,22178,62.95,250,0.4843614999999999,0.09545024001272395,6088
-3.0315008927390683,79,22801,62.92,260,0.46987674999999995,0.12927342084003612,6400
-2.8494770422689903,81,23155,59.39,270,0.46164625000000026,0.11227045475970954,6576
-2.8773274940992475,85,23819,59.29,280,0.4462082500000003,0.06409538444131613,6904
-2.9277882574009975,89,24556,60.55,290,0.42907300000000004,0.0722684795036912,7272
