rollout/ep_rew_mean,time/episodes,time/time_elapsed,rollout/ep_len_mean,rollout/exploration_rate,time/total_timesteps,train/n_updates,train/loss
-10.62026334355133,10,3,163.1,0.96184675,1641,,
-10.353699863859472,20,5,163.9,0.9233215,3298,,
-10.6239234868853,30,8,170.16666666666666,0.88061125,5135,,
-12.011567581556239,40,11,183.375,0.82853125,7375,,
-12.511572459888455,50,14,185.26,0.7834727500000002,9313,,
-12.632528145384487,60,22,187.21666666666667,0.7374377500000001,11293,640,0.04630211665516981
-11.786907290857794,70,29,178.9857142857143,0.7070732499999999,12599,1296,0.06514359310131113
-11.01699111886272,80,35,170.4875,0.6810332500000003,13719,1856,0.018962229260068852
-10.176027741601656,90,39,159.45555555555555,0.6642467500000002,14441,2216,0.0469525972584961
-9.536295584389267,100,44,151.04,0.6465070000000002,15204,2600,0.04704484074318316
-8.734120660889545,110,47,140.38,0.6331382499999998,15779,2888,0.09322073523071595
-8.023815718429251,120,50,129.63,0.61960675,16361,3176,0.0748462032788666
-7.2295934939308575,130,54,118.75,0.6021924999999999,17110,3552,0.07462573499651626
-5.96788592922975,140,58,103.74,0.5850107499999999,17849,3920,0.06547174794832245
-4.812857786393497,150,62,90.79,0.5700610000000002,18492,4240,0.04746561296633445
-3.6872458292737575,160,65,75.83,0.5588080000000002,18976,4480,0.056520000303862616
-3.33075983001547,170,68,68.79,0.5448114999999999,19578,4784,0.04779314482584596
-3.0254339123668763,180,71,62.91,0.5324424999999999,20110,5048,0.09230225841747597
-2.915379895011522,190,74,60.96,0.5201897500000001,20637,5312,0.07436270653852262
-2.710400111047361,200,76,57.04,0.5115639999999999,21008,5496,0.06535315560176969
-2.6471981922029273,210,78,55.64,0.5014502499999998,21443,5720,0.1011269909213297
-2.7396997745141447,220,83,58.1,0.4821992500000002,22271,6128,0.0821777120581828
-2.673497155760127,230,86,55.97,0.4697372500000001,22807,6400,0.06476696691242978
-2.5750417860457424,240,89,53.95,0.4572519999999999,23344,6664,0.08119682961842045
-2.523948089989387,250,92,52.89,0.4447667500000001,23881,6936,0.05538907565642148
-2.698305354301563,260,97,55.61,0.42718975000000015,24637,7312,0.064967880200129
-2.8088233625852737,270,101,58.15,0.4072877500000004,25493,7744,0.09882210625801235
-2.899384791250896,280,106,60.23,0.39008275000000026,26233,8112,0.07977941213175654
-3.4060439121214223,290,115,70.44,0.3540917499999998,27781,8888,0.10385228903032839
-3.585952985055899,300,119,74.01,0.33716574999999993,28509,9248,0.10534089070279151
-3.7867945149433204,310,124,78.29,0.3171010000000002,29372,9680,0.10124649573117495
-3.7846634012552074,320,129,78.82,0.2966177500000001,30253,10120,0.08828391483984888
-3.8249171899372,330,132,79.38,0.2828537499999999,30845,10416,0.053740780567750335
-3.8962685317629404,340,137,81.1,0.26636950000000015,31554,10776,0.0785109216812998
-4.012644219331911,350,141,84.13,0.24683950000000032,32394,11192,0.07140379992779344
-3.98581790228727,360,146,84.03,0.22949500000000023,33140,11568,0.1209841197123751
-3.7660003013181242,370,148,79.72,0.21961375000000005,33565,11776,0.1278830716619268
-3.733736218479742,380,152,79.49,0.20294349999999983,34282,12136,0.1062349658459425
-3.2764209369191093,390,156,70.89,0.18694750000000038,34970,12480,0.08957977232057601
-3.1812191303939534,400,160,69.93,0.17225350000000017,35602,12800,0.07774389651603997
-3.187389863346402,410,165,71.17,0.14930575000000001,36589,13288,0.1500414526090026
-3.039185321791706,420,169,68.09,0.13598349999999992,37162,13576,0.07224124064669013
-3.4891989902084415,430,179,80.97,0.09227350000000012,39042,14520,0.12076719966717064
-3.8977466143516595,440,189,93.45,0.07,40999,15496,0.07542092935182154
-4.045444299414901,450,196,98.71,0.07,42365,16176,0.07731480593793094
-4.4354221489667705,460,207,111.25,0.07,44365,17176,0.08643549506086856
-5.053171251699155,470,219,129.53,0.07,46618,18304,0.08537144330330193
-5.55636557431216,480,230,142.88,0.07,48670,19328,0.08903154451400042
-5.748958837621984,490,236,147.74,0.07,49844,19920,0.05679162894375622
-6.312757595403359,500,248,163.32,0.07,52034,21016,0.04197760787792504
-6.335242714145604,510,254,164.13,0.07,53102,21544,0.06071999086998403
-6.377708783801637,520,258,165.88,0.07,53850,21920,0.0749149214825593
-5.930717909337928,530,262,154.33,0.07,54575,22280,0.0876948296208866
-5.408821386915645,540,264,139.89,0.07,55088,22536,0.0796028629411012
-5.072391076998238,550,266,130.12,0.07,55477,22736,0.10002430505119264
-4.472553158607808,560,268,113.65,0.07,55830,22912,0.057766706449911
-3.7899551845015664,570,270,94.72,0.07,56190,23088,0.04514604460564442
-3.0761361358841124,580,272,77.22,0.07,56492,23240,0.07185031910194084
-2.766300845414653,590,275,70.16,0.07,56960,23472,0.05165810586186126
-2.1327372057068983,600,278,53.34,0.07,57468,23728,0.04540086816996336
-1.9186912774757403,610,281,48.59,0.07,58061,24024,0.08994961064308882
-1.8014702035497405,620,283,45.29,0.07,58479,24232,0.07223374547902495
-1.6298823166550782,630,285,41.23,0.07,58798,24392,0.07030665857018903
-1.6053080143245841,640,288,40.71,0.07,59259,24624,0.07862303301226348
-1.5744483749338547,650,290,40.26,0.07,59603,24800,0.05954083311371505
-1.5445048450688919,660,292,39.29,0.07,59859,24928,0.07650735334027559
-1.5486997469112316,670,294,39.36,0.07,60226,25112,0.08745265728794038
-1.8306457518346415,680,300,47.24,0.07,61316,25656,0.06995813525281847
-2.0473450697587303,690,308,53.07,0.07,62367,26176,0.050822651013731956
-2.0510710814988657,700,311,53.37,0.07,62905,26448,0.09474867396056652
-2.0906615362299927,710,316,54.29,0.07,63590,26792,0.04296758776763454
-2.168527606867804,720,320,56.97,0.07,64276,27136,0.07972668157890439
-2.491450645063092,730,329,66.53,0.07,65551,27768,0.09069060406181961
-2.552330706597068,740,333,68.2,0.07,66179,28088,0.07946455490309745
-2.639322620862375,750,337,70.51,0.07,66754,28376,0.08601808414096013
-2.641594450605838,760,339,70.81,0.07,67040,28512,0.09178160515148193
-2.6369306679652063,770,341,71.06,0.07,67432,28712,0.04418779240222648
-2.413303890189238,780,344,64.57,0.07,67873,28936,0.09275959158549085
