rollout/exploration_rate,time/time_elapsed,rollout/ep_rew_mean,time/total_timesteps,rollout/ep_len_mean,time/episodes,train/n_updates,train/loss
0.9302499999999999,13,-20.155852063374216,3000,299.0,10,,
0.8604999999999999,27,-21.29995013231823,6000,299.0,20,,
0.7907499999999998,42,-20.60608138373392,9000,299.0,30,,
0.7209999999999999,60,-20.564981819146983,12000,299.0,40,992,0.00011980467843386577
0.6512500000000003,80,-21.25934617160276,15000,299.0,50,2496,0.0001656013200772577
0.5815000000000001,101,-20.981673502402128,18000,299.0,60,3992,0.00026189899290329777
0.5117732500000003,122,-20.878384529127306,20999,298.98571428571427,70,5496,0.0003364349795447197
0.4420232500000003,144,-20.67177648972578,23999,298.9875,80,6992,0.00044427503235056065
0.37557475000000007,165,-20.232734807247628,26857,297.4111111111111,90,8424,0.0004334778059273958
0.3058247500000001,188,-20.13706331802042,29857,297.57,100,9928,0.00043613777961581945
0.23630725000000008,210,-20.05630558396431,32847,297.47,110,11416,0.0004519397443800699
0.16732449999999977,233,-19.647911968652934,35814,297.14,120,12904,0.0005172478668100666
0.09757450000000023,257,-19.853634421766056,38814,297.14,130,14400,0.0006035597507434431
0.07,280,-19.392945457420016,41814,297.14,140,15904,0.0007397836707241368
0.07,304,-19.03048250216771,44814,297.14,150,17400,0.0006658834063273389
0.07,328,-18.956664714631113,47814,297.14,160,18904,0.0007545213229604997
0.07,351,-19.01677458855602,50814,297.15,170,20400,0.0007083658529154491
0.07,375,-19.28243922086614,53814,297.15,180,21904,0.0006780614967283327
0.07,399,-19.511642224265753,56814,298.57,190,23400,0.0009334723945357837
0.07,423,-19.65250068419347,59814,298.57,200,24904,0.0008226204517995939
0.07,447,-19.57894975035148,62814,298.67,210,26400,0.0010856627632165328
0.07,471,-19.567757267159593,65814,299.0,220,27904,0.0011186270203324966
0.07,495,-19.020902775794458,68814,299.0,230,29400,0.0010124610053026117
0.07,518,-19.26810854411134,71814,299.0,240,30904,0.0009406409226357937
0.07,542,-18.94806343865915,74814,299.0,250,32400,0.0012544633209472522
0.07,566,-19.03537341936762,77814,299.0,260,33904,0.0015801328554516658
0.07,590,-18.80259456386098,80814,299.0,270,35400,0.0010905755698331632
0.07,613,-18.262080883149178,83761,298.47,280,36880,0.002245544281322509
0.07,636,-18.277292717897105,86761,298.47,290,38376,0.0023494484194088727
0.07,660,-18.369436788051146,89761,298.47,300,39880,0.01349525676050689
0.07,683,-18.31378667443201,92614,297.0,310,41304,0.003020044954610057
0.07,706,-18.541080071443716,95614,297.0,320,42800,0.002494992091669701
0.07,728,-18.606214803299366,98407,294.93,330,44200,0.003051098814466968
0.07,752,-18.405524258948724,101407,294.93,340,45696,0.014218480151612312
0.07,776,-18.641199204258267,104407,294.93,350,47200,0.005039357376517728
0.07,800,-18.61783391676848,107407,294.93,360,48696,0.004269285869668238
0.07,823,-18.748961412391097,110407,294.93,370,50200,0.015849154005991295
0.07,846,-19.037033887511676,113332,294.71,380,51664,0.005568247783230618
0.07,870,-18.916223652909924,116332,294.71,390,53160,0.007051190710626543
0.07,894,-18.646838350089293,119332,294.71,400,54664,0.008961245999671519
0.07,917,-18.806267055151633,122332,296.18,410,56160,0.01706298830686137
0.07,940,-18.432557557849268,125275,295.61,420,57632,0.0076224949734751135
0.07,964,-18.62233255818373,128275,297.68,430,59136,0.006269302946748212
0.07,988,-19.049699875312832,131275,297.68,440,60632,0.0066962869896087795
0.07,1012,-19.26954967945455,134275,297.68,450,62136,0.009617073344998062
0.07,1034,-19.204476022075763,137110,296.03,460,63552,0.004772438376676291
0.07,1058,-19.337626944535156,140110,296.03,470,65048,0.003956511558499187
0.07,1081,-19.20814479539859,143068,296.36,480,66528,0.004062691092258319
0.07,1105,-19.307910423334217,146068,296.36,490,68032,0.004988483618944883
0.07,1128,-19.400168619518958,149068,296.36,500,69528,0.0033935862011276186
0.07,1152,-19.45848193939658,152068,296.36,510,71032,0.0024757409701123834
0.07,1176,-19.57948560724061,155068,296.93,520,72528,0.0021072997769806534
0.07,1200,-19.667202692637225,158068,296.93,530,74032,0.001461335428757593
0.07,1224,-19.62189138308136,161068,296.93,540,75528,0.0021433575020637363
0.07,1247,-19.43445484736757,164068,296.93,550,77032,0.001466873727622442
0.07,1271,-19.506574318447544,167068,298.58,560,78528,0.0012947142531629652
0.07,1295,-19.42049537752448,170068,298.58,570,80032,0.0017259367668884806
0.07,1319,-19.49516196148294,173068,299.0,580,81528,0.00943571601237636
0.07,1343,-19.586886331151494,176068,299.0,590,83032,0.0013669671679963358
0.07,1366,-19.601481497728784,179068,299.0,600,84528,0.0014300363618531264
0.07,1390,-19.483327571126694,182068,299.0,610,86032,0.001110204691940453
0.07,1413,-19.528075439618537,185068,299.0,620,87528,0.0010941559958155267
0.07,1437,-19.597868827705415,188068,299.0,630,89032,0.0009089921113627497
0.07,1461,-19.64309216175001,191068,299.0,640,90528,0.0010987195564666763
0.07,1484,-19.452242479485026,194068,299.0,650,92032,0.0008045780668908264
0.07,1508,-19.52861726038572,197068,299.0,660,93528,0.0011611015142989345
0.07,1532,-19.35625797259076,200068,299.0,670,95032,0.0014473484479822218
