train/loss,train/n_updates,rollout/ep_len_mean,time/time_elapsed,rollout/exploration_rate,time/episodes,time/total_timesteps,rollout/ep_rew_mean
0.00015407825958391186,1000,299.0,23,0.07,10,3000,-18.45825789793549
0.00020198167294438463,2496,299.0,48,0.07,20,6000,-20.186677870759407
0.00032039787583926227,4000,299.0,73,0.07,30,9000,-21.179815246698215
