rollout/exploration_rate,time/episodes,time/time_elapsed,rollout/ep_len_mean,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates
0.9721,10,42,299.0,3000,-2.9899999999999802,,
0.9441999999999999,20,85,299.0,6000,-2.9899999999999802,,
0.9162999999999999,30,128,299.0,9000,-2.9899999999999802,,
0.8883999999999999,40,176,299.0,12000,-2.9899999999999802,2.966501568835156e-06,992
0.8605,50,225,299.0,15000,-2.9899999999999802,7.480176194007981e-07,2496
0.8326,60,274,299.0,18000,-2.9899999999999802,4.35574769142022e-07,3992
0.8047000000000001,70,323,299.0,21000,-2.9899999999999802,3.3037302848981653e-07,5496
0.7768,80,372,299.0,24000,-2.9899999999999802,4.2000413813525483e-07,6992
0.7489,90,422,299.0,27000,-2.9899999999999793,4.653016691946732e-07,8496
0.721,100,472,299.0,30000,-2.989999999999979,4.940205826642341e-07,9992
0.6930999999999999,110,522,299.0,33000,-2.989999999999979,5.07297478691271e-07,11496
0.6652000000000001,120,572,299.0,36000,-2.989999999999979,7.525630394411564e-07,12992
0.6373,130,622,299.0,39000,-2.989999999999979,1.420637580906714e-06,14496
0.6094000000000002,140,671,299.0,42000,-2.989999999999979,6.735463884410819e-07,15992
0.5815000000000001,150,721,299.0,45000,-2.989999999999979,1.6612601285714845e-06,17496
0.5536000000000001,160,771,299.0,48000,-2.989999999999979,8.04446294466743e-07,18992
0.5257000000000001,170,820,299.0,51000,-2.989999999999979,1.0609147409468278e-06,20496
0.4978,180,871,299.0,54000,-2.989999999999979,1.3772294096270343e-06,21992
0.4699000000000002,190,921,299.0,57000,-2.989999999999979,1.9260601504811348e-06,23496
0.44199999999999995,200,971,299.0,60000,-2.989999999999979,2.573658733240336e-06,24992
0.41410000000000013,210,1022,299.0,63000,-2.989999999999979,1.6370233169027415e-06,26496
0.3861999999999999,220,1073,299.0,66000,-2.989999999999979,3.5135185214585363e-06,27992
0.35830000000000006,230,1124,299.0,69000,-2.989999999999979,2.120378837844328e-06,29496
0.3304,240,1176,299.0,72000,-2.989999999999979,2.0965294424968306e-06,30992
0.3025,250,1228,299.0,75000,-2.989999999999979,1.4301592869969681e-06,32496
0.27460000000000007,260,1279,299.0,78000,-2.989999999999979,2.0494850474506165e-06,33992
0.24670000000000003,270,1331,299.0,81000,-2.989999999999979,2.6517963931382837e-06,35496
0.21880000000000022,280,1383,299.0,84000,-2.989999999999979,1.7348916543369342e-06,36992
0.19089999999999996,290,1436,299.0,87000,-2.989999999999979,1.600714597316255e-06,38496
0.16300000000000014,300,1488,299.0,90000,-2.989999999999979,2.2067939369208034e-06,39992
0.1350999999999999,310,1541,299.0,93000,-2.989999999999979,2.320545561929066e-06,41496
0.10720000000000007,320,1593,299.0,96000,-2.989999999999979,2.8121096420363756e-06,42992
0.07930000000000004,330,1645,299.0,99000,-2.989999999999979,1.814165386804234e-06,44496
0.07,340,1697,299.0,102000,-2.989999999999979,2.3370295849645117e-06,45992
0.07,350,1749,299.0,105000,-2.989999999999979,2.6376850428277976e-06,47496
0.07,360,1801,299.0,108000,-2.989999999999979,2.2163036419442506e-06,48992
0.07,370,1853,299.0,111000,-2.989999999999979,1.821646790745035e-06,50496
0.07,380,1905,299.0,114000,-2.989999999999979,9.738762614119878e-07,51992
0.07,390,1957,299.0,117000,-2.989999999999979,1.3918599961471045e-06,53496
0.07,400,2010,299.0,120000,-2.989999999999979,1.9282147576404896e-06,54992
0.07,410,2063,299.0,123000,-2.989999999999979,1.295968239389822e-06,56496
0.07,420,2116,299.0,126000,-2.989999999999979,2.2346528041339297e-06,57992
0.07,430,2169,299.0,129000,-2.989999999999979,2.0549650514567475e-06,59496
0.07,440,2222,299.0,132000,-2.989999999999979,1.7306437030129018e-06,60992
0.07,450,2275,299.0,135000,-2.989999999999979,1.039992042706217e-06,62496
0.07,460,2328,299.0,138000,-2.989999999999979,8.833519373752097e-07,63992
0.07,470,2381,299.0,141000,-2.989999999999979,8.70551261300534e-07,65496
0.07,480,2434,299.0,144000,-2.989999999999979,1.096809114642383e-06,66992
0.07,490,2486,299.0,147000,-2.989999999999979,1.5322809332474208e-06,68496
0.07,500,2539,299.0,150000,-2.989999999999979,1.0014336879748953e-06,69992
0.07,510,2591,299.0,153000,-2.989999999999979,9.496397055386296e-07,71496
0.07,520,2644,299.0,156000,-2.989999999999979,1.047343218374408e-06,72992
0.07,530,2698,299.0,159000,-2.989999999999979,1.1640031303272735e-06,74496
0.07,540,2749,299.0,162000,-2.989999999999979,1.3812809882551846e-06,75992
0.07,550,2800,299.0,165000,-2.989999999999979,1.1569013551593343e-06,77496
0.07,560,2851,299.0,168000,-2.989999999999979,7.121291076828129e-07,78992
0.07,570,2904,299.0,171000,-2.989999999999979,8.952519721106e-07,80496
0.07,580,2956,299.0,174000,-2.989999999999979,1.3134026630723383e-06,81992
0.07,590,3009,299.0,177000,-2.989999999999979,6.999963559906064e-07,83496
0.07,600,3062,299.0,180000,-2.989999999999979,1.1006264131196986e-06,84992
0.07,610,3115,299.0,183000,-2.989999999999979,7.2405375561857e-07,86496
0.07,620,3167,299.0,186000,-2.989999999999979,8.741962460590003e-07,87992
0.07,630,3220,299.0,189000,-2.989999999999979,9.73945709858981e-07,89496
0.07,640,3272,299.0,192000,-2.989999999999979,8.6817419031604e-07,90992
0.07,650,3325,299.0,195000,-2.989999999999979,8.604186909622058e-07,92496
0.07,660,3378,299.0,198000,-2.989999999999979,6.52978123127923e-07,93992
